GO category	GO	Term	Annotated	Significant	Expected	topGO (Fisher)	classic (Fisher)
BP	GO:0016569	covalent chromatin modification	380	166	110.63	8.9e-05	6.0e-10
BP	GO:0006405	RNA export from nucleus	79	49	23	0.00010	1.2e-09
BP	GO:0006974	cellular response to DNA damage stimulus	542	288	157.79	0.00012	< 1e-30
BP	GO:0006284	base-excision repair	26	17	7.57	0.00013	0.00013
BP	GO:0034080	CENP-A containing nucleosome assembly	12	10	3.49	0.00016	0.00016
BP	GO:0010501	RNA secondary structure unwinding	33	20	9.61	0.00016	0.00016
BP	GO:0070475	rRNA base methylation	7	7	2.04	0.00018	0.00018
BP	GO:0031118	rRNA pseudouridine synthesis	7	7	2.04	0.00018	0.00018
BP	GO:0006396	RNA processing	672	377	195.64	0.00024	< 1e-30
BP	GO:0019827	stem cell population maintenance	78	31	22.71	0.00026	0.02809
BP	GO:0006268	DNA unwinding involved in DNA replicatio...	9	8	2.62	0.00034	0.00034
BP	GO:0002098	tRNA wobble uridine modification	9	8	2.62	0.00034	0.00034
BP	GO:0006297	nucleotide-excision repair, DNA gap fill...	9	8	2.62	0.00034	0.00034
BP	GO:0036297	interstrand cross-link repair	23	15	6.7	0.00035	0.00035
BP	GO:0000722	telomere maintenance via recombination	19	13	5.53	0.00044	0.00044
BP	GO:0060964	regulation of gene silencing by miRNA	27	15	7.86	0.00049	0.00358
BP	GO:0006296	nucleotide-excision repair, DNA incision...	13	10	3.78	0.00050	0.00050
BP	GO:0045292	mRNA cis splicing, via spliceosome	15	11	4.37	0.00050	0.00050
BP	GO:0051382	kinetochore assembly	15	11	4.37	0.00050	0.00050
BP	GO:0016925	protein sumoylation	41	22	11.94	0.00058	0.00083
BP	GO:0001522	pseudouridine synthesis	17	15	4.95	0.00060	6.5e-07
BP	GO:0000466	maturation of 5.8S rRNA from tricistroni...	17	14	4.95	0.00060	8.1e-06
BP	GO:0070816	phosphorylation of RNA polymerase II C-t...	17	13	4.95	0.00060	7.2e-05
BP	GO:0006271	DNA strand elongation involved in DNA re...	14	11	4.08	0.00060	0.00018
BP	GO:0071035	nuclear polyadenylation-dependent rRNA c...	6	6	1.75	0.00061	0.00061
BP	GO:0060467	negative regulation of fertilization	6	6	1.75	0.00061	0.00061
BP	GO:0000086	G2/M transition of mitotic cell cycle	92	45	26.78	0.00066	4.6e-05
BP	GO:0006367	transcription initiation from RNA polyme...	59	30	17.18	0.00067	0.00035
BP	GO:0009411	response to UV	86	41	25.04	0.00078	0.00020
BP	GO:0070125	mitochondrial translational elongation	39	21	11.35	0.00103	0.00103
BP	GO:0046825	regulation of protein export from nucleu...	26	13	7.57	0.00105	0.01978
BP	GO:2000104	negative regulation of DNA-dependent DNA...	13	9	3.78	0.00105	0.00320
BP	GO:0030490	maturation of SSU-rRNA	38	28	11.06	0.00125	1.6e-08
BP	GO:0006264	mitochondrial DNA replication	10	8	2.91	0.00127	0.00127
BP	GO:0045830	positive regulation of isotype switching	14	10	4.08	0.00128	0.00128
BP	GO:0043928	exonucleolytic nuclear-transcribed mRNA ...	14	10	4.08	0.00128	0.00128
BP	GO:0051436	negative regulation of ubiquitin-protein...	14	10	4.08	0.00128	0.00128
BP	GO:0051437	positive regulation of ubiquitin-protein...	14	10	4.08	0.00128	0.00128
BP	GO:0042273	ribosomal large subunit biogenesis	52	29	15.14	0.00130	5.1e-05
BP	GO:0032508	DNA duplex unwinding	27	20	7.86	0.00131	1.7e-06
BP	GO:0006513	protein monoubiquitination	43	23	12.52	0.00145	0.00068
BP	GO:0006378	mRNA polyadenylation	26	17	7.57	0.00177	0.00013
BP	GO:0007283	spermatogenesis	215	85	62.59	0.00205	0.00061
BP	GO:0031497	chromatin assembly	67	34	19.51	0.00205	0.00015
BP	GO:0000467	exonucleolytic trimming to generate matu...	5	5	1.46	0.00209	0.00209
BP	GO:0071038	nuclear polyadenylation-dependent tRNA c...	5	5	1.46	0.00209	0.00209
BP	GO:0007141	male meiosis I	5	5	1.46	0.00209	0.00209
BP	GO:0060046	regulation of acrosome reaction	5	5	1.46	0.00209	0.00209
BP	GO:0098789	pre-mRNA cleavage required for polyadeny...	5	5	1.46	0.00209	0.00209
BP	GO:0000972	transcription-dependent tethering of RNA...	5	5	1.46	0.00209	0.00209
BP	GO:0031441	negative regulation of mRNA 3'-end proce...	5	5	1.46	0.00209	0.00209
BP	GO:0048806	genitalia development	29	11	8.44	0.00209	0.19759
BP	GO:0043966	histone H3 acetylation	41	21	11.94	0.00235	0.00235
BP	GO:0016567	protein ubiquitination	496	215	144.4	0.00253	4.0e-12
BP	GO:0000209	protein polyubiquitination	157	69	45.71	0.00258	4.9e-05
BP	GO:0042795	snRNA transcription from RNA polymerase ...	15	10	4.37	0.00284	0.00284
BP	GO:0006401	RNA catabolic process	154	79	44.83	0.00299	5.0e-09
BP	GO:0048523	negative regulation of cellular process	2540	757	739.47	0.00308	0.20024
BP	GO:0006325	chromatin organization	463	210	134.79	0.00308	3.1e-14
BP	GO:0006275	regulation of DNA replication	81	42	23.58	0.00310	1.4e-05
BP	GO:0009113	purine nucleobase biosynthetic process	12	9	3.49	0.00318	0.00133
BP	GO:0045737	positive regulation of cyclin-dependent ...	20	12	5.82	0.00319	0.00388
BP	GO:0016246	RNA interference	7	6	2.04	0.00319	0.00319
BP	GO:0051988	regulation of attachment of spindle micr...	7	6	2.04	0.00319	0.00319
BP	GO:0070544	histone H3-K36 demethylation	7	6	2.04	0.00319	0.00319
BP	GO:0035999	tetrahydrofolate interconversion	7	6	2.04	0.00319	0.00319
BP	GO:0034475	U4 snRNA 3'-end processing	7	6	2.04	0.00319	0.00319
BP	GO:0034244	negative regulation of transcription elo...	7	6	2.04	0.00319	0.00319
BP	GO:0006348	chromatin silencing at telomere	7	6	2.04	0.00319	0.00319
BP	GO:0006189	'de novo' IMP biosynthetic process	7	6	2.04	0.00319	0.00319
BP	GO:0006370	7-methylguanosine mRNA capping	13	9	3.78	0.00320	0.00320
BP	GO:0070979	protein K11-linked ubiquitination	22	13	6.4	0.00321	0.00321
BP	GO:0006400	tRNA modification	48	32	13.97	0.00338	7.6e-08
BP	GO:0017148	negative regulation of translation	108	54	31.44	0.00342	3.6e-06
BP	GO:0010569	regulation of double-strand break repair...	19	13	5.53	0.00345	0.00044
BP	GO:0000083	regulation of transcription involved in ...	11	8	3.2	0.00347	0.00347
BP	GO:0007130	synaptonemal complex assembly	11	8	3.2	0.00347	0.00347
BP	GO:0070192	chromosome organization involved in meio...	33	24	9.61	0.00347	2.7e-07
BP	GO:0045892	negative regulation of transcription, DN...	595	204	173.22	0.00353	0.00282
BP	GO:0000076	DNA replication checkpoint	9	7	2.62	0.00354	0.00354
BP	GO:0034427	nuclear-transcribed mRNA catabolic proce...	9	7	2.62	0.00354	0.00354
BP	GO:0010212	response to ionizing radiation	84	41	24.45	0.00357	0.00010
BP	GO:0042787	protein ubiquitination involved in ubiqu...	110	52	32.02	0.00368	4.0e-05
BP	GO:0042254	ribosome biogenesis	223	141	64.92	0.00441	1.6e-26
BP	GO:0031146	SCF-dependent proteasomal ubiquitin-depe...	30	16	8.73	0.00456	0.00456
BP	GO:0006298	mismatch repair	18	11	5.24	0.00468	0.00468
BP	GO:0022618	ribonucleoprotein complex assembly	140	70	40.76	0.00530	1.4e-07
BP	GO:0007080	mitotic metaphase plate congression	24	18	6.99	0.00553	4.3e-06
BP	GO:0075733	intracellular transport of virus	16	10	4.66	0.00560	0.00560
BP	GO:0006302	double-strand break repair	148	91	43.09	0.00608	2.0e-16
BP	GO:0031397	negative regulation of protein ubiquitin...	58	31	16.89	0.00641	8.5e-05
BP	GO:0051443	positive regulation of ubiquitin-protein...	32	23	9.32	0.00652	6.8e-07
BP	GO:0000729	DNA double-strand break processing	14	9	4.08	0.00664	0.00664
BP	GO:0006361	transcription initiation from RNA polyme...	14	9	4.08	0.00664	0.00664
BP	GO:0043981	histone H4-K5 acetylation	14	9	4.08	0.00664	0.00664
BP	GO:0043982	histone H4-K8 acetylation	14	9	4.08	0.00664	0.00664
BP	GO:0006303	double-strand break repair via nonhomolo...	37	21	10.77	0.00684	0.00040
BP	GO:0016073	snRNA metabolic process	38	26	11.06	0.00707	5.9e-07
BP	GO:0006312	mitotic recombination	23	17	6.7	0.00711	1.1e-05
BP	GO:2000278	regulation of DNA biosynthetic process	67	29	19.51	0.00712	0.00922
BP	GO:1904668	positive regulation of ubiquitin protein...	18	14	5.24	0.00713	2.7e-05
BP	GO:0000479	endonucleolytic cleavage of tricistronic...	10	7	2.91	0.00716	0.00883
BP	GO:0009130	pyrimidine nucleoside monophosphate bios...	14	8	4.08	0.00717	0.02626
BP	GO:0090174	organelle membrane fusion	121	33	35.23	0.00722	0.70490
BP	GO:0000470	maturation of LSU-rRNA	22	15	6.4	0.00769	0.00017
BP	GO:0044030	regulation of DNA methylation	12	8	3.49	0.00776	0.00776
BP	GO:0006363	termination of RNA polymerase I transcri...	12	8	3.49	0.00776	0.00776
BP	GO:0006261	DNA-dependent DNA replication	99	70	28.82	0.00826	1.1e-17
BP	GO:0045910	negative regulation of DNA recombination	18	12	5.24	0.00879	0.00106
BP	GO:0031937	positive regulation of chromatin silenci...	10	7	2.91	0.00883	0.00883
BP	GO:0000463	maturation of LSU-rRNA from tricistronic...	10	7	2.91	0.00883	0.00883
BP	GO:0071028	nuclear mRNA surveillance	10	7	2.91	0.00883	0.00883
BP	GO:1903955	positive regulation of protein targeting...	53	24	15.43	0.00892	0.00892
BP	GO:0006999	nuclear pore organization	12	9	3.49	0.00946	0.00133
BP	GO:0006610	ribosomal protein import into nucleus	6	5	1.75	0.00949	0.00949
BP	GO:0046325	negative regulation of glucose import	6	5	1.75	0.00949	0.00949
BP	GO:0016926	protein desumoylation	6	5	1.75	0.00949	0.00949
BP	GO:0035511	oxidative DNA demethylation	6	5	1.75	0.00949	0.00949
BP	GO:0046654	tetrahydrofolate biosynthetic process	6	5	1.75	0.00949	0.00949
BP	GO:0000730	DNA recombinase assembly	6	5	1.75	0.00949	0.00949
BP	GO:0031054	pre-miRNA processing	6	5	1.75	0.00949	0.00949
BP	GO:0009221	pyrimidine deoxyribonucleotide biosynthe...	6	5	1.75	0.00949	0.00949
BP	GO:0019755	one-carbon compound transport	6	5	1.75	0.00949	0.00949
BP	GO:2001032	regulation of double-strand break repair...	6	5	1.75	0.00949	0.00949
BP	GO:0090267	positive regulation of mitotic cell cycl...	6	5	1.75	0.00949	0.00949
BP	GO:0006366	transcription from RNA polymerase II pro...	1072	346	312.09	0.00949	0.00966
BP	GO:0007004	telomere maintenance via telomerase	43	23	12.52	0.00950	0.00068
BP	GO:0033260	nuclear DNA replication	19	11	5.53	0.00957	0.00822
BP	GO:0009116	nucleoside metabolic process	90	30	26.2	0.00960	0.21927
BP	GO:0001833	inner cell mass cell proliferation	8	6	2.33	0.00960	0.00960
BP	GO:2000001	regulation of DNA damage checkpoint	8	6	2.33	0.00960	0.00960
BP	GO:0000244	spliceosomal tri-snRNP complex assembly	8	6	2.33	0.00960	0.00960
BP	GO:0045475	locomotor rhythm	8	6	2.33	0.00960	0.00960
BP	GO:0006307	DNA dealkylation involved in DNA repair	8	6	2.33	0.00960	0.00960
BP	GO:0006409	tRNA export from nucleus	8	6	2.33	0.00960	0.00960
BP	GO:0042886	amide transport	1327	383	386.33	0.00972	0.59580
BP	GO:0000731	DNA synthesis involved in DNA repair	36	22	10.48	0.00994	6.4e-05
CC	GO:0005634	nucleus	3814	1481	1083.4	1.2e-23	< 1e-30
CC	GO:0005654	nucleoplasm	1545	641	438.87	6.0e-16	< 1e-30
CC	GO:0005730	nucleolus	492	230	139.76	1.9e-12	6.1e-19
CC	GO:0032040	small-subunit processome	27	25	7.67	3.7e-12	3.7e-12
CC	GO:0000932	P-body	61	39	17.33	7.8e-09	7.8e-09
CC	GO:0000777	condensed chromosome kinetochore	31	23	8.81	1.6e-07	1.6e-07
CC	GO:0016607	nuclear speck	196	86	55.68	2.2e-06	2.2e-06
CC	GO:0044452	nucleolar part	80	49	22.72	2.3e-06	8.3e-10
CC	GO:0070652	HAUS complex	10	10	2.84	3.4e-06	3.4e-06
CC	GO:0030686	90S preribosome	15	13	4.26	4.4e-06	4.4e-06
CC	GO:0071011	precatalytic spliceosome	21	16	5.97	7.6e-06	7.6e-06
CC	GO:1902555	endoribonuclease complex	9	9	2.56	1.2e-05	1.2e-05
CC	GO:0001650	fibrillar center	60	33	17.04	1.3e-05	1.3e-05
CC	GO:0000922	spindle pole	116	55	32.95	1.7e-05	9.8e-06
CC	GO:0030687	preribosome, large subunit precursor	18	14	5.11	2.0e-05	2.0e-05
CC	GO:0071339	MLL1 complex	22	16	6.25	2.0e-05	2.0e-05
CC	GO:0005681	spliceosomal complex	106	61	30.11	2.3e-05	2.8e-10
CC	GO:0005643	nuclear pore	51	34	14.49	2.5e-05	1.5e-08
CC	GO:0008023	transcription elongation factor complex	23	16	6.53	4.9e-05	4.9e-05
CC	GO:0034719	SMN-Sm protein complex	15	12	4.26	5.0e-05	5.0e-05
CC	GO:0034709	methylosome	10	9	2.84	8.9e-05	8.9e-05
CC	GO:0005666	DNA-directed RNA polymerase III complex	10	9	2.84	8.9e-05	8.9e-05
CC	GO:0005732	small nucleolar ribonucleoprotein comple...	10	9	2.84	8.9e-05	8.9e-05
CC	GO:0000776	kinetochore	71	46	20.17	9.9e-05	1.8e-10
CC	GO:0005669	transcription factor TFIID complex	22	15	6.25	0.00012	0.00012
CC	GO:0005819	spindle	253	121	71.87	0.00019	2.7e-11
CC	GO:0000176	nuclear exosome (RNase complex)	11	9	3.12	0.00036	0.00036
CC	GO:0031965	nuclear membrane	179	77	50.85	0.00036	1.8e-05
CC	GO:0046540	U4/U6 x U5 tri-snRNP complex	17	12	4.83	0.00037	0.00037
CC	GO:0042555	MCM complex	6	6	1.7	0.00052	0.00052
CC	GO:0000780	condensed nuclear chromosome, centromeri...	6	6	1.7	0.00052	0.00052
CC	GO:0000790	nuclear chromatin	150	70	42.61	0.00053	1.3e-06
CC	GO:0000775	chromosome, centromeric region	94	62	26.7	0.00094	3.5e-14
CC	GO:0005686	U2 snRNP	14	10	3.98	0.00103	0.00103
CC	GO:0005689	U12-type spliceosomal complex	14	10	3.98	0.00103	0.00103
CC	GO:0032797	SMN complex	10	8	2.84	0.00106	0.00106
CC	GO:0097504	Gemini of coiled bodies	10	8	2.84	0.00106	0.00106
CC	GO:0016592	mediator complex	10	8	2.84	0.00106	0.00106
CC	GO:0031080	nuclear pore outer ring	10	8	2.84	0.00106	0.00106
CC	GO:0043234	protein complex	1623	530	461.03	0.00127	2.2e-05
CC	GO:0071546	pi-body	5	5	1.42	0.00184	0.00184
CC	GO:0071547	piP-body	5	5	1.42	0.00184	0.00184
CC	GO:0005663	DNA replication factor C complex	5	5	1.42	0.00184	0.00184
CC	GO:0005688	U6 snRNP	5	5	1.42	0.00184	0.00184
CC	GO:0016442	RISC complex	5	5	1.42	0.00184	0.00184
CC	GO:0016605	PML body	60	28	17.04	0.00195	0.00195
CC	GO:0030529	intracellular ribonucleoprotein complex	434	233	123.28	0.00272	9.6e-30
CC	GO:0005687	U4 snRNP	7	6	1.99	0.00277	0.00277
CC	GO:0019908	nuclear cyclin-dependent protein kinase ...	7	6	1.99	0.00277	0.00277
CC	GO:0005657	replication fork	30	24	8.52	0.00295	6.3e-09
CC	GO:0005762	mitochondrial large ribosomal subunit	23	13	6.53	0.00429	0.00429
CC	GO:0005685	U1 snRNP	16	10	4.54	0.00460	0.00460
CC	GO:0000151	ubiquitin ligase complex	128	58	36.36	0.00513	3.1e-05
CC	GO:0042645	mitochondrial nucleoid	21	12	5.97	0.00537	0.00537
CC	GO:0000784	nuclear chromosome, telomeric region	44	22	12.5	0.00557	0.00196
CC	GO:0097526	spliceosomal tri-snRNP complex	21	16	5.97	0.00643	7.6e-06
CC	GO:0043186	P granule	13	13	3.69	0.00644	7.7e-08
CC	GO:0005637	nuclear inner membrane	38	18	10.79	0.00670	0.00993
CC	GO:0043601	nuclear replisome	10	7	2.84	0.00761	0.00761
CC	GO:0000974	Prp19 complex	10	7	2.84	0.00761	0.00761
CC	GO:0031011	Ino80 complex	10	7	2.84	0.00761	0.00761
CC	GO:0005876	spindle microtubule	27	15	7.67	0.00831	0.00275
CC	GO:0043596	nuclear replication fork	16	12	4.54	0.00839	0.00015
CC	GO:0005665	DNA-directed RNA polymerase II, core com...	8	6	2.27	0.00841	0.00841
CC	GO:0030688	preribosome, small subunit precursor	6	5	1.7	0.00845	0.00845
CC	GO:0005675	holo TFIIH complex	6	5	1.7	0.00845	0.00845
CC	GO:0033061	DNA recombinase mediator complex	6	5	1.7	0.00845	0.00845
CC	GO:0044615	nuclear pore nuclear basket	6	5	1.7	0.00845	0.00845
CC	GO:0032993	protein-DNA complex	60	28	17.04	0.00979	0.00195
MF	GO:0003723	RNA binding	1176	530	332.24	2.2e-25	< 1e-30
MF	GO:0003677	DNA binding	1485	563	419.54	5.1e-23	2.7e-18
MF	GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	35	31	9.89	1.3e-13	1.3e-13
MF	GO:0008536	Ran GTPase binding	24	21	6.78	2.2e-09	2.2e-09
MF	GO:0003682	chromatin binding	302	131	85.32	1.2e-08	8.9e-09
MF	GO:0003676	nucleic acid binding	2606	1070	736.25	2.9e-08	< 1e-30
MF	GO:0030515	snoRNA binding	24	19	6.78	3.2e-07	3.2e-07
MF	GO:0004004	ATP-dependent RNA helicase activity	54	33	15.26	4.6e-07	4.6e-07
MF	GO:0003697	single-stranded DNA binding	61	36	17.23	8.3e-07	4.7e-07
MF	GO:0043021	ribonucleoprotein complex binding	74	41	20.91	2.6e-06	8.1e-07
MF	GO:0000049	tRNA binding	41	26	11.58	2.8e-06	2.8e-06
MF	GO:0003887	DNA-directed DNA polymerase activity	25	18	7.06	7.0e-06	7.0e-06
MF	GO:0046872	metal ion binding	3124	905	882.59	7.6e-06	0.15221
MF	GO:0018024	histone-lysine N-methyltransferase activ...	39	22	11.02	1.7e-05	0.00020
MF	GO:0140097	catalytic activity, acting on DNA	144	87	40.68	4.4e-05	5.7e-16
MF	GO:0017056	structural constituent of nuclear pore	15	12	4.24	4.7e-05	4.7e-05
MF	GO:0042393	histone binding	123	66	34.75	5.7e-05	2.3e-09
MF	GO:0008327	methyl-CpG binding	10	9	2.83	8.5e-05	8.5e-05
MF	GO:0004386	helicase activity	146	90	41.25	0.00011	2.8e-17
MF	GO:0004003	ATP-dependent DNA helicase activity	22	17	6.22	0.00013	2.5e-06
MF	GO:0004526	ribonuclease P activity	9	8	2.54	0.00027	0.00027
MF	GO:0001104	RNA polymerase II transcription cofactor...	66	28	18.65	0.00027	0.00928
MF	GO:0035064	methylated histone binding	40	22	11.3	0.00033	0.00033
MF	GO:0003678	DNA helicase activity	36	28	10.17	0.00034	9.5e-10
MF	GO:0016891	endoribonuclease activity, producing 5'-...	20	17	5.65	0.00034	2.0e-07
MF	GO:0008353	RNA polymerase II carboxy-terminal domai...	11	9	3.11	0.00035	0.00035
MF	GO:0008168	methyltransferase activity	178	84	50.29	0.00036	5.1e-08
MF	GO:0140101	catalytic activity, acting on a tRNA	92	44	25.99	0.00037	5.0e-05
MF	GO:0019789	SUMO transferase activity	13	10	3.67	0.00038	0.00038
MF	GO:0004842	ubiquitin-protein transferase activity	246	104	69.5	0.00066	1.3e-06
MF	GO:0005487	nucleocytoplasmic transporter activity	20	13	5.65	0.00068	0.00068
MF	GO:0008270	zinc ion binding	557	191	157.36	0.00082	0.00082
MF	GO:0061630	ubiquitin protein ligase activity	146	62	41.25	0.00087	0.00015
MF	GO:0008565	protein transporter activity	74	32	20.91	0.00092	0.00399
MF	GO:0000175	3'-5'-exoribonuclease activity	17	11	4.8	0.00102	0.00189
MF	GO:0000981	RNA polymerase II transcription factor a...	333	90	94.08	0.00114	0.71229
MF	GO:0016740	transferase activity	1885	625	532.55	0.00144	1.7e-07
MF	GO:0032451	demethylase activity	28	16	7.91	0.00267	0.00125
MF	GO:0017070	U6 snRNA binding	7	6	1.98	0.00269	0.00269
MF	GO:0003691	double-stranded telomeric DNA binding	7	6	1.98	0.00269	0.00269
MF	GO:0003689	DNA clamp loader activity	7	6	1.98	0.00269	0.00269
MF	GO:0004652	polynucleotide adenylyltransferase activ...	11	8	3.11	0.00281	0.00281
MF	GO:0070182	DNA polymerase binding	11	8	3.11	0.00281	0.00281
MF	GO:0003713	transcription coactivator activity	162	62	45.77	0.00282	0.00349
MF	GO:0003729	mRNA binding	121	47	34.18	0.00320	0.00737
MF	GO:0005524	ATP binding	1302	410	367.84	0.00339	0.00339
MF	GO:0044212	transcription regulatory region DNA bind...	429	129	121.2	0.00355	0.21159
MF	GO:0003690	double-stranded DNA binding	391	125	110.47	0.00406	0.05549
MF	GO:0016538	cyclin-dependent protein serine/threonin...	14	9	3.96	0.00533	0.00533
MF	GO:0036459	thiol-dependent ubiquitinyl hydrolase ac...	68	30	19.21	0.00626	0.00365
MF	GO:0008139	nuclear localization sequence binding	19	11	5.37	0.00641	0.00641
MF	GO:0044877	macromolecular complex binding	618	157	174.6	0.00654	0.95305
MF	GO:0051864	histone demethylase activity (H3-K36 spe...	10	7	2.83	0.00737	0.00737
MF	GO:0070530	K63-linked polyubiquitin modification-de...	17	10	4.8	0.00802	0.00802
MF	GO:0016742	hydroxymethyl-, formyl- and related tran...	8	6	2.26	0.00817	0.00817
MF	GO:0043140	ATP-dependent 3'-5' DNA helicase activit...	8	6	2.26	0.00817	0.00817
MF	GO:0008649	rRNA methyltransferase activity	11	7	3.11	0.00823	0.01534
MF	GO:0003747	translation release factor activity	6	5	1.7	0.00824	0.00824
MF	GO:0008312	7S RNA binding	6	5	1.7	0.00824	0.00824
MF	GO:0003688	DNA replication origin binding	6	5	1.7	0.00824	0.00824
MF	GO:0016929	SUMO-specific protease activity	6	5	1.7	0.00824	0.00824
MF	GO:0043139	5'-3' DNA helicase activity	6	5	1.7	0.00824	0.00824
MF	GO:0001046	core promoter sequence-specific DNA bind...	61	25	17.23	0.00941	0.02172
