ID	tau	tissue
TRINITY_DN103989_c0_g1_i1	0.253272653599933	Ovary_mean
TRINITY_DN104090_c1_g2_i1	0.26412316581363	G23_mean
TRINITY_DN104207_c0_g1_i1	0.692934561937111	Ovary_mean
TRINITY_DN104240_c0_g1_i1	0.222010423477025	Ovary_mean
TRINITY_DN104337_c0_g1_i1	0.384740900481461	Brain_mean
TRINITY_DN104365_c0_g3_i1	0.42780553379623	Ovary_mean
TRINITY_DN104383_c0_g4_i1	0.694805292203545	Ovary_mean
TRINITY_DN104463_c0_g1_i1	0.466391725083502	Ovary_mean
TRINITY_DN104496_c0_g2_i1	0.77907353166894	Ovary_mean
TRINITY_DN104550_c0_g2_i1	0.542801630755976	Ovary_mean
TRINITY_DN104654_c0_g1_i1	0.632622505789773	Ovary_mean
TRINITY_DN104751_c0_g1_i2	0.383417862586942	Ovary_mean
TRINITY_DN104812_c0_g1_i2	0.403657191930535	Ovary_mean
TRINITY_DN104835_c0_g1_i2	0.225475585341768	G46_F_mean
TRINITY_DN104838_c0_g1_i1	0.744429372442488	Ovary_mean
TRINITY_DN104942_c0_g1_i2	0.319365462231545	Ovary_mean
TRINITY_DN105140_c0_g1_i1	0.427258851648458	G46_F_mean
TRINITY_DN105215_c0_g1_i1	0.451281292772738	Ovary_mean
TRINITY_DN105386_c0_g2_i1	0.509795859377396	Ovary_mean
TRINITY_DN105440_c0_g1_i1	0.660503475018424	Ovary_mean
TRINITY_DN105453_c0_g1_i1	0.332925800920395	Ovary_mean
TRINITY_DN105455_c0_g3_i1	0.664385223992697	Ovary_mean
TRINITY_DN105472_c0_g3_i2	0.277518007337507	Ovary_mean
TRINITY_DN105525_c0_g1_i1	0.837235120029264	Ovary_mean
TRINITY_DN105560_c0_g1_i2	0.374118585513072	Ovary_mean
TRINITY_DN105578_c0_g1_i1	0.754051954388796	Ovary_mean
TRINITY_DN105601_c0_g1_i1	0.654871744282291	Ovary_mean
TRINITY_DN105624_c0_g1_i1	0.912901138177901	Ovary_mean
TRINITY_DN105647_c0_g2_i1	0.856680274077789	Ovary_mean
TRINITY_DN105682_c0_g3_i1	0.384512991957076	Ovary_mean
TRINITY_DN105941_c0_g1_i1	0.469810406333218	Ovary_mean
TRINITY_DN106065_c0_g1_i2	0.424193038589614	Ovary_mean
TRINITY_DN106219_c0_g3_i1	0.31634252368643	Ovary_mean
TRINITY_DN106464_c0_g2_i1	0.725671081109346	Brain_mean
TRINITY_DN106700_c0_g2_i1	0.395304894716575	Ovary_mean
TRINITY_DN106700_c0_g5_i1	0.445334120288514	Ovary_mean
TRINITY_DN106815_c0_g2_i2	0.351170742849132	Ovary_mean
TRINITY_DN106850_c0_g1_i1	0.18500480997471	Ovary_mean
TRINITY_DN106873_c0_g1_i2	0.686129773624598	Ovary_mean
TRINITY_DN106942_c0_g1_i1	0.581132540652457	Ovary_mean
TRINITY_DN106948_c0_g1_i1	0.315232281241637	Ovary_mean
TRINITY_DN107012_c1_g2_i1	0.406474983955511	G46_F_mean
TRINITY_DN107308_c0_g1_i1	0.490766136918827	Ovary_mean
TRINITY_DN107311_c0_g1_i1	0.628512899760969	Ovary_mean
TRINITY_DN107450_c0_g3_i2	0.711182957478782	Ovary_mean
TRINITY_DN107487_c0_g1_i1	0.704148209000224	Ovary_mean
TRINITY_DN107530_c1_g1_i1	0.299170910366109	Ovary_mean
TRINITY_DN107602_c0_g3_i1	0.848616191580236	Liver_mean
TRINITY_DN107645_c0_g1_i1	0.318796900873238	Ovary_mean
TRINITY_DN107694_c0_g1_i2	0.296067786162144	G23_mean
TRINITY_DN107696_c0_g1_i4	0.513780258657334	Ovary_mean
TRINITY_DN107702_c1_g1_i2	0.349652940746891	Ovary_mean
TRINITY_DN107704_c0_g1_i1	0.785659672385451	G31_mean
TRINITY_DN107727_c0_g1_i1	0.402001144203746	Ovary_mean
TRINITY_DN107740_c0_g1_i1	0.611786971130092	Ovary_mean
TRINITY_DN107751_c0_g1_i1	0.432456607935639	Testis_mean
TRINITY_DN107774_c0_g1_i2	0.22896556920548	Ovary_mean
TRINITY_DN107898_c0_g1_i1	0.297317259472147	Ovary_mean
TRINITY_DN107936_c0_g1_i2	0.209558967656336	Ovary_mean
TRINITY_DN107978_c0_g1_i1	0.80277168853057	Testis_mean
TRINITY_DN108208_c0_g1_i3	0.709599140084289	Ovary_mean
TRINITY_DN108227_c0_g1_i1	0.27869769713074	Ovary_mean
TRINITY_DN108316_c0_g1_i1	0.411064997520586	Ovary_mean
TRINITY_DN108427_c0_g3_i5	0.423719915106537	Ovary_mean
TRINITY_DN108436_c0_g1_i2	0.486683770101534	Ovary_mean
TRINITY_DN108450_c0_g1_i2	0.490951628482269	Ovary_mean
TRINITY_DN108450_c0_g4_i1	0.425713388729103	Ovary_mean
TRINITY_DN108455_c0_g1_i3	0.209858838295425	Testis_mean
TRINITY_DN108480_c0_g1_i1	0.323473269110706	Ovary_mean
TRINITY_DN108566_c0_g3_i1	0.731589556050582	G46_F_mean
TRINITY_DN108613_c0_g1_i1	0.672627469125726	Ovary_mean
TRINITY_DN108653_c0_g1_i2	0.466564676861845	Ovary_mean
TRINITY_DN108668_c0_g1_i1	0.813232563970087	Ovary_mean
TRINITY_DN108700_c0_g1_i1	0.548809152299272	Ovary_mean
TRINITY_DN108703_c0_g8_i1	0.500341561239005	G23_mean
TRINITY_DN108709_c0_g1_i2	0.748406363335129	Testis_mean
TRINITY_DN108732_c0_g1_i1	0.196793710783913	G46_F_mean
TRINITY_DN108746_c0_g3_i1	0.391906730755604	Brain_mean
TRINITY_DN108791_c0_g1_i1	0.531563012434713	Brain_mean
TRINITY_DN108791_c0_g2_i1	0.552171897558996	Brain_mean
TRINITY_DN108927_c0_g4_i1	0.317319052755116	Ovary_mean
TRINITY_DN108930_c0_g1_i3	0.479124657215167	G27_mean
TRINITY_DN108932_c0_g1_i1	0.369166807158735	Ovary_mean
TRINITY_DN109050_c0_g1_i1	0.881167738882032	Ovary_mean
TRINITY_DN109077_c0_g1_i1	0.78694018558908	Ovary_mean
TRINITY_DN109099_c0_g2_i2	0.915981719657603	Ovary_mean
TRINITY_DN109101_c0_g2_i1	0.433884283930239	Ovary_mean
TRINITY_DN109193_c0_g1_i1	0.53306117826652	Ovary_mean
TRINITY_DN109252_c0_g1_i2	0.544702935602569	Ovary_mean
TRINITY_DN109253_c0_g1_i1	0.88865546956691	Ovary_mean
TRINITY_DN109275_c0_g1_i1	0.478059500748909	Ovary_mean
TRINITY_DN109288_c0_g1_i1	0.713454038137682	Ovary_mean
TRINITY_DN109308_c0_g1_i1	0.508356506923166	Ovary_mean
TRINITY_DN109332_c0_g1_i1	0.455029013945636	Ovary_mean
TRINITY_DN109362_c0_g2_i1	0.239687764828448	G23_mean
TRINITY_DN109430_c0_g5_i1	0.565408613408441	Ovary_mean
TRINITY_DN109440_c0_g1_i1	0.62059291050948	Ovary_mean
TRINITY_DN109454_c0_g1_i2	0.263110565335974	Ovary_mean
TRINITY_DN109491_c0_g2_i1	0.286487962523931	Testis_mean
TRINITY_DN109541_c0_g2_i1	0.575503993703328	Ovary_mean
TRINITY_DN109555_c0_g1_i2	0.766137811140135	Testis_mean
TRINITY_DN109560_c0_g1_i1	0.526851568198907	Ovary_mean
TRINITY_DN109596_c0_g1_i1	0.709010869368942	Ovary_mean
TRINITY_DN109625_c0_g1_i3	0.325038979562602	Ovary_mean
TRINITY_DN109646_c1_g1_i3	0.629207249905076	Ovary_mean
TRINITY_DN109666_c0_g1_i1	0.808450443227379	Ovary_mean
TRINITY_DN109667_c0_g1_i2	0.341072916641952	Ovary_mean
TRINITY_DN109669_c1_g2_i1	0.531520757005361	Ovary_mean
TRINITY_DN109678_c0_g1_i4	0.363092694065016	Ovary_mean
TRINITY_DN109704_c0_g1_i1	0.767073081106334	Ovary_mean
TRINITY_DN109790_c0_g1_i1	0.367374078576405	Ovary_mean
TRINITY_DN109791_c0_g1_i2	0.588280545573886	G46_F_mean
TRINITY_DN109791_c0_g2_i1	0.543066863093428	G46_F_mean
TRINITY_DN109823_c0_g1_i2	0.631689886486214	Brain_mean
TRINITY_DN109844_c0_g2_i1	0.354602921514535	Ovary_mean
TRINITY_DN109880_c0_g1_i1	0.368702710500031	Ovary_mean
TRINITY_DN109883_c0_g1_i1	0.848511996719967	Ovary_mean
TRINITY_DN109913_c0_g1_i1	0.902847860421054	Ovary_mean
TRINITY_DN109913_c0_g2_i1	0.900128160914167	Ovary_mean
TRINITY_DN109929_c0_g1_i1	0.830558630715231	Ovary_mean
TRINITY_DN109936_c0_g2_i1	0.381561211649237	Ovary_mean
TRINITY_DN109944_c0_g1_i1	0.488009673807851	Ovary_mean
TRINITY_DN109983_c0_g1_i2	0.434685986541953	Ovary_mean
TRINITY_DN110022_c0_g1_i1	0.451953778956674	Ovary_mean
TRINITY_DN110037_c0_g1_i1	0.757633500002253	Ovary_mean
TRINITY_DN110068_c0_g2_i4	0.635023795772862	Ovary_mean
TRINITY_DN110103_c0_g1_i1	0.873793544625891	Ovary_mean
TRINITY_DN110132_c0_g2_i1	0.224212650222368	Ovary_mean
TRINITY_DN110153_c0_g1_i1	0.318214990366452	Ovary_mean
TRINITY_DN110156_c0_g1_i1	0.372428205509611	Ovary_mean
TRINITY_DN110201_c0_g1_i1	0.488524180340758	Ovary_mean
TRINITY_DN110230_c0_g1_i1	0.582691962061859	Ovary_mean
TRINITY_DN110252_c0_g2_i2	0.268906663099628	Ovary_mean
TRINITY_DN110258_c0_g1_i1	0.407190831600134	Ovary_mean
TRINITY_DN110265_c0_g1_i1	0.41087447277741	Ovary_mean
TRINITY_DN110298_c0_g2_i1	0.170183065773498	G46_F_mean
TRINITY_DN110298_c0_g3_i1	0.301498519136264	G23_mean
TRINITY_DN110314_c0_g1_i3	0.436149234916932	Ovary_mean
TRINITY_DN110346_c0_g1_i2	0.431359026261941	Ovary_mean
TRINITY_DN110356_c0_g1_i1	0.317081554628415	Ovary_mean
TRINITY_DN110384_c0_g1_i1	0.560694140216405	Ovary_mean
TRINITY_DN110412_c0_g1_i1	0.501233706401649	Testis_mean
TRINITY_DN110513_c0_g1_i1	0.674296812211686	Ovary_mean
TRINITY_DN110523_c0_g1_i2	0.561285678201001	Ovary_mean
TRINITY_DN110567_c1_g1_i1	0.467473637306414	Ovary_mean
TRINITY_DN110622_c0_g1_i1	0.311042291258254	G46_F_mean
TRINITY_DN110622_c0_g2_i1	0.281253047853667	G46_F_mean
TRINITY_DN110622_c0_g3_i4	0.366259980791393	Ovary_mean
TRINITY_DN110633_c0_g1_i4	0.249216327427846	G46_F_mean
TRINITY_DN110644_c0_g1_i1	0.94078298578114	Ovary_mean
TRINITY_DN110644_c0_g2_i1	0.91031630620567	Ovary_mean
TRINITY_DN110644_c0_g3_i1	0.887496426003164	Ovary_mean
TRINITY_DN110673_c0_g1_i1	0.341416309608989	Testis_mean
TRINITY_DN110679_c0_g1_i1	0.890071596445407	Ovary_mean
TRINITY_DN110734_c0_g1_i1	0.890729957684657	Ovary_mean
TRINITY_DN110778_c0_g1_i1	0.416398847075513	Ovary_mean
TRINITY_DN110780_c0_g1_i2	0.620690617574436	Ovary_mean
TRINITY_DN110795_c0_g1_i1	0.609983972752674	G46_F_mean
TRINITY_DN110801_c0_g2_i1	0.500595510000979	Ovary_mean
TRINITY_DN110842_c0_g1_i2	0.359535997916931	Ovary_mean
TRINITY_DN110844_c0_g1_i1	0.370857890644545	Ovary_mean
TRINITY_DN110864_c0_g1_i2	0.655087820074476	Brain_mean
TRINITY_DN110877_c0_g1_i3	0.508118335157885	Ovary_mean
TRINITY_DN110879_c0_g1_i2	0.39979527933236	Ovary_mean
TRINITY_DN110880_c0_g1_i1	0.383588675095912	Testis_mean
TRINITY_DN110885_c0_g1_i1	0.571335037382211	Ovary_mean
TRINITY_DN110915_c0_g1_i1	0.908042297753838	Ovary_mean
TRINITY_DN110915_c0_g2_i1	0.898523132861425	Ovary_mean
TRINITY_DN110920_c0_g1_i2	0.33632677506179	Ovary_mean
TRINITY_DN110967_c0_g1_i1	0.613441302343768	Ovary_mean
TRINITY_DN110982_c0_g1_i1	0.329161825092061	Ovary_mean
TRINITY_DN110993_c0_g1_i2	0.449030577896996	Ovary_mean
TRINITY_DN110996_c0_g1_i1	0.296390370384596	G46_F_mean
TRINITY_DN110999_c0_g1_i1	0.447679331548222	Ovary_mean
TRINITY_DN111014_c0_g1_i2	0.356876440965572	Ovary_mean
TRINITY_DN111028_c0_g1_i1	0.86087277530769	Ovary_mean
TRINITY_DN111065_c0_g1_i5	0.419015895536999	G46_F_mean
TRINITY_DN111065_c0_g2_i1	0.517325876134796	G46_F_mean
TRINITY_DN111065_c0_g3_i1	0.478047110638935	G46_F_mean
TRINITY_DN111151_c0_g1_i1	0.581512980662368	Ovary_mean
TRINITY_DN111155_c0_g2_i2	0.184420812048385	G23_mean
TRINITY_DN111223_c0_g1_i1	0.362263447195166	Ovary_mean
TRINITY_DN111232_c0_g2_i1	0.829145647790879	Ovary_mean
TRINITY_DN111232_c1_g1_i1	0.869686416795129	Ovary_mean
TRINITY_DN111236_c0_g1_i1	0.796821698593425	Ovary_mean
TRINITY_DN111318_c0_g1_i3	0.703076995413184	Ovary_mean
TRINITY_DN111323_c0_g3_i1	0.491803639534929	Ovary_mean
TRINITY_DN111329_c0_g1_i2	0.8610807687913	Ovary_mean
TRINITY_DN111332_c0_g2_i5	0.40163093294421	Ovary_mean
TRINITY_DN111377_c0_g1_i1	0.535994594731704	G23_mean
TRINITY_DN111511_c0_g1_i1	0.38706358078752	Ovary_mean
TRINITY_DN111515_c0_g1_i2	0.380595482488565	Brain_mean
TRINITY_DN111552_c0_g1_i1	0.471552666589685	Ovary_mean
TRINITY_DN111588_c1_g2_i1	0.846193688136134	Ovary_mean
TRINITY_DN111590_c0_g1_i1	0.331355107000334	Ovary_mean
TRINITY_DN111594_c0_g1_i2	0.698221224059022	Ovary_mean
TRINITY_DN111615_c0_g1_i2	0.423008016568007	Ovary_mean
TRINITY_DN111713_c0_g2_i1	0.481491861026737	Ovary_mean
TRINITY_DN111713_c0_g3_i1	0.571871599072435	Ovary_mean
TRINITY_DN111724_c0_g1_i1	0.48850932609771	Ovary_mean
TRINITY_DN111752_c0_g1_i1	0.292565997846404	Ovary_mean
TRINITY_DN111797_c0_g1_i1	0.29254504667593	Ovary_mean
TRINITY_DN111859_c0_g1_i1	0.522126834077526	Ovary_mean
TRINITY_DN111860_c0_g1_i1	0.545643192240713	Ovary_mean
TRINITY_DN111861_c0_g1_i1	0.459579783828393	Ovary_mean
TRINITY_DN111882_c0_g2_i2	0.288489159824941	Ovary_mean
TRINITY_DN111968_c1_g1_i1	0.521107339063993	Ovary_mean
TRINITY_DN112022_c0_g2_i2	0.296475665774502	Ovary_mean
TRINITY_DN112046_c0_g1_i2	0.502033720515509	G46_F_mean
TRINITY_DN112081_c0_g3_i7	0.302169065003907	Ovary_mean
TRINITY_DN112096_c1_g2_i2	0.224799011740322	Ovary_mean
TRINITY_DN112103_c0_g1_i1	0.258387937113679	Ovary_mean
TRINITY_DN112117_c1_g1_i4	0.758164649848111	Ovary_mean
TRINITY_DN112124_c0_g2_i1	0.862720519832501	Ovary_mean
TRINITY_DN112166_c0_g2_i1	0.495494002186168	Ovary_mean
TRINITY_DN112193_c0_g1_i1	0.542835162056924	Ovary_mean
TRINITY_DN112226_c0_g2_i2	0.55403569229304	Brain_mean
TRINITY_DN112243_c0_g1_i1	0.671223383404288	G46_F_mean
TRINITY_DN112243_c1_g1_i1	0.53925134432689	G46_F_mean
TRINITY_DN112246_c1_g5_i1	0.497039120280171	Ovary_mean
TRINITY_DN112272_c0_g1_i1	0.853146705132919	Ovary_mean
TRINITY_DN112287_c0_g1_i1	0.821886001607039	Ovary_mean
TRINITY_DN112341_c0_g1_i1	0.39950084589905	Ovary_mean
TRINITY_DN112343_c0_g1_i1	0.686461443050657	Ovary_mean
TRINITY_DN112397_c0_g1_i1	0.596054776493365	Ovary_mean
TRINITY_DN112430_c0_g2_i1	0.295332832338258	Ovary_mean
TRINITY_DN112453_c0_g3_i1	0.465638829245371	Ovary_mean
TRINITY_DN112465_c0_g1_i1	0.343640683272753	Ovary_mean
TRINITY_DN112473_c1_g1_i1	0.710127482197425	Brain_mean
TRINITY_DN112473_c1_g2_i2	0.518790658174198	Ovary_mean
TRINITY_DN112501_c0_g1_i7	0.476957694567952	Ovary_mean
TRINITY_DN112525_c0_g1_i1	0.461631794389583	Ovary_mean
TRINITY_DN112529_c0_g1_i1	0.414128019765674	Ovary_mean
TRINITY_DN112551_c0_g1_i2	0.540383260785627	Testis_mean
TRINITY_DN112598_c0_g2_i1	0.611764930790328	Ovary_mean
TRINITY_DN112693_c0_g2_i1	0.72888745208974	Ovary_mean
TRINITY_DN112749_c0_g3_i7	0.250031842551201	Ovary_mean
TRINITY_DN112755_c0_g2_i1	0.766021086937498	Ovary_mean
TRINITY_DN112756_c0_g1_i1	0.602909825411872	Ovary_mean
TRINITY_DN112768_c1_g1_i2	0.739183822008236	G31_mean
TRINITY_DN112790_c0_g1_i1	0.444335867446047	Testis_mean
TRINITY_DN1127_c0_g2_i1	0.474505078412406	Ovary_mean
TRINITY_DN112800_c0_g1_i2	0.478463320716665	Ovary_mean
TRINITY_DN112822_c0_g1_i1	0.723239359915619	Ovary_mean
TRINITY_DN112841_c0_g1_i1	0.740099763666042	Ovary_mean
TRINITY_DN112849_c0_g1_i1	0.634771826945046	Ovary_mean
TRINITY_DN112907_c0_g2_i1	0.44825565760191	Ovary_mean
TRINITY_DN112933_c0_g2_i1	0.648081494316009	Ovary_mean
TRINITY_DN112935_c0_g1_i1	0.373356398335094	Ovary_mean
TRINITY_DN112943_c0_g1_i2	0.344804407996412	Ovary_mean
TRINITY_DN112953_c0_g1_i2	0.536402388136957	Ovary_mean
TRINITY_DN112955_c0_g1_i2	0.5280104763476	Testis_mean
TRINITY_DN113022_c0_g5_i1	0.271382134226475	Ovary_mean
TRINITY_DN113124_c0_g1_i3	0.392345703322754	Ovary_mean
TRINITY_DN113129_c0_g2_i2	0.533474646153934	Ovary_mean
TRINITY_DN113177_c0_g1_i2	0.588482525699602	Ovary_mean
TRINITY_DN113183_c0_g1_i2	0.423329605421298	Ovary_mean
TRINITY_DN113212_c0_g2_i2	0.418564100157391	Ovary_mean
TRINITY_DN113217_c0_g1_i1	0.491262259852366	Ovary_mean
TRINITY_DN113238_c0_g1_i1	0.377540205039983	Ovary_mean
TRINITY_DN113238_c0_g2_i1	0.564093174572973	Ovary_mean
TRINITY_DN113238_c0_g3_i1	0.390389039664331	Ovary_mean
TRINITY_DN113248_c0_g1_i1	0.448929791115152	Ovary_mean
TRINITY_DN113308_c0_g1_i2	0.906393186715606	Ovary_mean
TRINITY_DN113341_c0_g1_i2	0.451796402918612	Ovary_mean
TRINITY_DN113356_c0_g2_i1	0.331992378252417	Ovary_mean
TRINITY_DN113362_c0_g2_i1	0.715308345751462	Ovary_mean
TRINITY_DN113377_c0_g2_i1	0.687024697129432	Ovary_mean
TRINITY_DN113419_c0_g3_i1	0.618523444078161	Ovary_mean
TRINITY_DN113434_c0_g1_i1	0.326594711198864	Ovary_mean
TRINITY_DN113439_c0_g1_i1	0.519379658924556	Ovary_mean
TRINITY_DN113447_c0_g1_i1	0.36493474263187	Ovary_mean
TRINITY_DN113466_c0_g1_i2	0.426692551246964	Ovary_mean
TRINITY_DN113530_c0_g1_i1	0.47741545105457	Ovary_mean
TRINITY_DN113538_c0_g1_i1	0.814918632832593	Ovary_mean
TRINITY_DN113561_c0_g1_i1	0.506135272336961	Ovary_mean
TRINITY_DN113587_c0_g1_i2	0.353741028208131	Ovary_mean
TRINITY_DN113595_c0_g2_i2	0.737328577693607	Ovary_mean
TRINITY_DN113605_c0_g1_i1	0.727432061126475	Ovary_mean
TRINITY_DN113613_c0_g3_i1	0.38998845810708	Ovary_mean
TRINITY_DN113614_c0_g1_i2	0.761327579157087	Ovary_mean
TRINITY_DN113665_c0_g3_i1	0.62536537671216	Ovary_mean
TRINITY_DN113738_c0_g2_i6	0.530105586402667	G23_mean
TRINITY_DN113753_c1_g1_i1	0.388192179739369	Ovary_mean
TRINITY_DN113753_c2_g1_i1	0.436662305983394	Ovary_mean
TRINITY_DN113760_c0_g3_i2	0.815073790280972	Ovary_mean
TRINITY_DN113789_c0_g1_i1	0.257882739652022	Ovary_mean
TRINITY_DN113807_c0_g1_i1	0.641322439038379	Ovary_mean
TRINITY_DN113820_c0_g1_i1	0.602041614730459	Ovary_mean
TRINITY_DN113887_c0_g1_i1	0.758749917177814	G31_mean
TRINITY_DN113911_c0_g2_i1	0.5142190951175	Ovary_mean
TRINITY_DN113919_c0_g2_i1	0.285101831292236	Ovary_mean
TRINITY_DN113958_c0_g1_i1	0.452385357873662	Ovary_mean
TRINITY_DN113980_c0_g1_i2	0.471973207076378	Ovary_mean
TRINITY_DN114023_c0_g1_i1	0.62432622263066	Ovary_mean
TRINITY_DN114033_c0_g1_i2	0.838627414058622	Testis_mean
TRINITY_DN114033_c0_g3_i2	0.798847821860141	Testis_mean
TRINITY_DN114052_c0_g1_i1	0.528431234559606	Ovary_mean
TRINITY_DN114119_c0_g1_i1	0.344993672993906	Ovary_mean
TRINITY_DN114147_c0_g2_i4	0.708498472718307	Ovary_mean
TRINITY_DN114162_c0_g2_i5	0.471493013655628	Testis_mean
TRINITY_DN114182_c0_g2_i1	0.250727686210593	Ovary_mean
TRINITY_DN114190_c0_g1_i2	0.573038130904986	Ovary_mean
TRINITY_DN114244_c0_g1_i3	0.500456670751023	Ovary_mean
TRINITY_DN114256_c0_g1_i1	0.287477633084664	Ovary_mean
TRINITY_DN114286_c0_g3_i1	0.793525398846036	Ovary_mean
TRINITY_DN114305_c0_g2_i2	0.689828916967455	Ovary_mean
TRINITY_DN114332_c0_g1_i1	0.487894592894951	Ovary_mean
TRINITY_DN114338_c0_g2_i2	0.433249891577994	Ovary_mean
TRINITY_DN114344_c0_g2_i1	0.514614393694672	Ovary_mean
TRINITY_DN114382_c0_g1_i2	0.879300908157484	Ovary_mean
TRINITY_DN114442_c0_g4_i1	0.341913845108509	Ovary_mean
TRINITY_DN114443_c0_g1_i1	0.90297959905319	Ovary_mean
TRINITY_DN114459_c0_g1_i1	0.295048429157021	Ovary_mean
TRINITY_DN114469_c0_g1_i3	0.417873324448548	Testis_mean
TRINITY_DN114469_c0_g2_i1	0.404751338443992	Testis_mean
TRINITY_DN114502_c0_g1_i2	0.270018614659584	Ovary_mean
TRINITY_DN114515_c0_g1_i1	0.376359522125503	Ovary_mean
TRINITY_DN114523_c0_g1_i1	0.744008853524216	G46_F_mean
TRINITY_DN114530_c0_g5_i1	0.896616565256252	Ovary_mean
TRINITY_DN114530_c0_g6_i4	0.885730097200696	Ovary_mean
TRINITY_DN114530_c0_g7_i1	0.899500389989824	Ovary_mean
TRINITY_DN114588_c0_g1_i1	0.355840660268821	Ovary_mean
TRINITY_DN114609_c0_g1_i1	0.808327913237138	Ovary_mean
TRINITY_DN114610_c0_g3_i1	0.734869563679049	Ovary_mean
TRINITY_DN114630_c0_g1_i1	0.545793745330968	G46_F_mean
TRINITY_DN114642_c0_g1_i2	0.473168421255407	Ovary_mean
TRINITY_DN114649_c0_g1_i2	0.287664304364434	Ovary_mean
TRINITY_DN114651_c0_g1_i3	0.422673948471725	Ovary_mean
TRINITY_DN114661_c0_g1_i2	0.446769812295139	Ovary_mean
TRINITY_DN114695_c0_g1_i1	0.307614833381862	Ovary_mean
TRINITY_DN114697_c0_g1_i1	0.521946484696427	Ovary_mean
TRINITY_DN114707_c0_g2_i2	0.669499028635839	Ovary_mean
