ID	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN133161_c1_g1_i12	167.411	264.535	248.775	332.412
TRINITY_DN23431_c0_g1_i1	4	7	15	4
TRINITY_DN100055_c0_g2_i1	0	3	0	0
TRINITY_DN122646_c0_g1_i1	4	6	16	8
TRINITY_DN46159_c0_g1_i1	71.7297	174.827	102.23	112.469
TRINITY_DN132574_c2_g1_i2	126	260	263	269
TRINITY_DN47425_c0_g1_i1	10	0	0	0
TRINITY_DN135785_c0_g4_i1	10	36	59	42.4925
TRINITY_DN112487_c0_g1_i1	1	4	2	1
TRINITY_DN9782_c0_g1_i1	21	59	68	60
TRINITY_DN103037_c0_g1_i1	10	80	10	6
TRINITY_DN71764_c0_g1_i1	0	0	1	0
TRINITY_DN211975_c0_g1_i1	2	0	8	0
TRINITY_DN153738_c0_g1_i1	2	15	10	14
TRINITY_DN113011_c0_g3_i1	33	49	32	34
TRINITY_DN123720_c0_g5_i1	2.79703	4	0	0
TRINITY_DN32122_c0_g1_i1	0	0	0	0
TRINITY_DN136374_c5_g4_i2	38	102.78	72	71
TRINITY_DN151435_c0_g1_i1	0	1	1	0
TRINITY_DN127807_c0_g3_i2	7	2	2	2
TRINITY_DN136574_c0_g1_i1	0	4	4	2
TRINITY_DN111143_c0_g1_i2	380	281	290	266
TRINITY_DN80897_c0_g2_i1	1	3	3	5
TRINITY_DN74683_c0_g1_i1	28	75	57	60
TRINITY_DN125487_c0_g2_i2	91	153	164	108
TRINITY_DN188074_c0_g1_i1	0	0	1	0
TRINITY_DN132552_c1_g1_i4	74	91	88	118
TRINITY_DN157757_c0_g1_i1	0	0	0	0
TRINITY_DN124078_c1_g4_i1	102.099	122	91	89
TRINITY_DN171213_c0_g1_i1	14.0467	29.8795	33.2731	23.3544
TRINITY_DN118942_c0_g9_i1	15.4077	75.6207	75.185	41.9646
TRINITY_DN118644_c0_g2_i1	6	2	6	6
TRINITY_DN119692_c0_g2_i1	2.68221	2.60129	6.42415	0
TRINITY_DN211784_c0_g1_i1	0	0	0	0
TRINITY_DN154032_c0_g1_i1	3	1	1	1
TRINITY_DN202085_c0_g1_i1	9.14753	12.0321	29.0838	14
TRINITY_DN133114_c1_g2_i2	17	10	20	14
TRINITY_DN127961_c1_g9_i1	0	0	0	0
TRINITY_DN129912_c3_g5_i1	0	0	0.347327	0.0832254
TRINITY_DN115577_c1_g1_i1	192.908	289.638	370.595	324.009
TRINITY_DN128506_c1_g1_i7	9	7	1	10
TRINITY_DN94487_c0_g1_i1	0	0	0	0
TRINITY_DN99904_c0_g1_i1	7.17443	8.07956	12.1723	15.2514
TRINITY_DN185665_c0_g1_i1	0	0	0	0
TRINITY_DN141559_c0_g1_i1	0	0	0	0
TRINITY_DN120456_c0_g1_i1	1	0	1	0
TRINITY_DN135087_c10_g6_i1	347	202	670	1137
TRINITY_DN130950_c1_g1_i4	10868.8	17323	19200	16479
TRINITY_DN129483_c3_g3_i1	10	46	44	35
TRINITY_DN133782_c0_g2_i4	11	4	6	16
TRINITY_DN127771_c1_g4_i4	553	874	1097	844
TRINITY_DN111029_c0_g1_i3	8	83	65	21
TRINITY_DN129483_c3_g2_i2	35	133	111	58
TRINITY_DN134572_c0_g3_i1	72	83	117	92
TRINITY_DN134344_c3_g10_i1	0	11.4554	14.6698	0
TRINITY_DN209657_c0_g1_i1	1161.8	1372.92	2082.55	2412.91
TRINITY_DN127564_c5_g3_i1	4	20.3932	17	7
TRINITY_DN121352_c2_g1_i1	116.922	297.986	231.933	118
TRINITY_DN70496_c1_g1_i1	77	109	126	126
TRINITY_DN125909_c1_g1_i1	8	21	14	5
TRINITY_DN23514_c0_g1_i1	5.95588	13.4554	14.9831	7.52934
TRINITY_DN98736_c0_g1_i1	1	6	6	10
TRINITY_DN180432_c0_g1_i1	1	0	0	0
TRINITY_DN53083_c0_g1_i1	3	5	1	1
TRINITY_DN135749_c3_g3_i1	2778.56	3028.5	3712.45	4723.26
TRINITY_DN68885_c0_g1_i1	0	0	0	0
TRINITY_DN120255_c1_g1_i1	382	816	555	682
TRINITY_DN88057_c0_g1_i1	5	3	2	12
TRINITY_DN133136_c6_g1_i1	5	5	6	7
TRINITY_DN202429_c0_g1_i1	0	0	0	0
TRINITY_DN135832_c0_g1_i5	956	2161	1794	1294
TRINITY_DN110172_c1_g1_i1	131	181	227	195
TRINITY_DN125035_c3_g2_i1	173.074	384	199	283
TRINITY_DN127013_c6_g1_i2	71	119	169	184
TRINITY_DN37695_c0_g1_i1	69	132	153	113
TRINITY_DN135988_c4_g1_i1	119.395	320	270.325	290.435
TRINITY_DN129759_c0_g2_i7	2	6	7	6
TRINITY_DN111866_c0_g1_i1	19.6016	13.4611	9.70036	22.3086
TRINITY_DN129836_c0_g2_i1	210	544	483	398
TRINITY_DN107751_c0_g1_i1	374	744.935	702.913	743.227
TRINITY_DN125523_c3_g3_i1	33	75	64	65
TRINITY_DN97717_c0_g2_i1	3.83E-06	0	0	0
TRINITY_DN128113_c6_g2_i3	445	1658	1121	322
TRINITY_DN125405_c7_g1_i1	15	32	29	18
TRINITY_DN132560_c1_g8_i3	299.442	262.367	545.333	430.041
TRINITY_DN134583_c2_g1_i1	536.428	1169.9	1279.64	940.085
TRINITY_DN105918_c0_g1_i1	15.2673	15.2341	22.1834	21.0472
TRINITY_DN127261_c1_g2_i6	188	279	389	283
TRINITY_DN81231_c0_g1_i1	8	6	15	3
TRINITY_DN133511_c3_g1_i1	83	207	143	96
TRINITY_DN70350_c0_g2_i1	3	4	11	10
TRINITY_DN127050_c0_g1_i1	1	1	0	1
TRINITY_DN95070_c0_g1_i1	0	0	2	1
TRINITY_DN7251_c0_g2_i1	0	0	0	1
TRINITY_DN159630_c0_g1_i1	2	9	28	6
TRINITY_DN126345_c0_g1_i1	8	8.32469	8	4
TRINITY_DN130260_c2_g1_i2	17	46	41	24
TRINITY_DN159722_c0_g1_i1	1.02555	1.00962	0	1.00497
TRINITY_DN133070_c2_g4_i1	0	6	3	0
TRINITY_DN118230_c0_g1_i2	2	16	18	8
TRINITY_DN134995_c0_g1_i1	253.058	328	764	532
TRINITY_DN88677_c0_g3_i1	4274.04	7022.89	10837.4	6246.48
TRINITY_DN177867_c0_g1_i1	2	1	1	0
TRINITY_DN26896_c0_g2_i1	153	252	257	248
TRINITY_DN133680_c2_g4_i2	11.7766	8.99917	6.44717	8.97471
TRINITY_DN127822_c1_g5_i1	226	318	389	305
TRINITY_DN132433_c1_g3_i2	157	266	344	276
TRINITY_DN130221_c2_g6_i3	179	277	248	218
TRINITY_DN43553_c0_g1_i1	4	9	3	9
TRINITY_DN128155_c0_g1_i2	1014	2126	1913	1853
TRINITY_DN78496_c0_g2_i1	2	9	5	7
TRINITY_DN136021_c1_g2_i1	57	173	184	130
TRINITY_DN12327_c0_g2_i1	0	0	0	1
TRINITY_DN72159_c0_g3_i1	0	0	1	0
TRINITY_DN117503_c0_g2_i2	30	15	31	29
TRINITY_DN131679_c0_g1_i2	122	86	125	80
TRINITY_DN135829_c0_g1_i5	96	214	156	202
TRINITY_DN132014_c1_g4_i2	184.334	305.774	306.029	303.89
TRINITY_DN87529_c0_g2_i1	7	3	10	1
TRINITY_DN116279_c0_g2_i1	1.00948	12.1006	9.10622	2.01219
TRINITY_DN213402_c0_g1_i1	0	0	0	0
TRINITY_DN117582_c0_g1_i1	1	12	5	8.21507
TRINITY_DN89452_c0_g1_i1	11	18	7	10
TRINITY_DN216909_c0_g1_i1	1	5	1	0
TRINITY_DN123460_c0_g1_i1	92.0269	149.19	145.733	94.9252
TRINITY_DN120652_c0_g1_i2	6	2	7	5
TRINITY_DN129347_c0_g6_i2	167	257	326	203
TRINITY_DN83795_c0_g1_i3	122.895	205.499	228.345	216.858
TRINITY_DN128344_c4_g1_i1	176	334	324	310
TRINITY_DN113801_c0_g1_i2	24	27	33	30
TRINITY_DN134432_c1_g1_i2	76	184	135.536	180.416
TRINITY_DN122121_c0_g3_i1	14.1516	69.9657	57.1096	36.6421
TRINITY_DN134025_c0_g1_i2	121	309	215	181
TRINITY_DN132844_c0_g4_i1	6.08075	23.7875	9.82688	11.6955
TRINITY_DN200869_c0_g1_i1	10	26	14	7
TRINITY_DN132047_c3_g1_i4	90	343	251	156
TRINITY_DN182740_c0_g1_i1	0	1	0	1
TRINITY_DN126501_c5_g3_i1	282	547	672	543
TRINITY_DN91587_c0_g2_i1	0	0	0	0
TRINITY_DN104287_c0_g1_i1	1	4	3	1
TRINITY_DN123436_c7_g2_i5	27	67	51	48
TRINITY_DN134337_c5_g4_i2	17.7167	8	12	6.09223
TRINITY_DN111831_c0_g3_i2	0	3	15	1
TRINITY_DN47153_c0_g2_i1	2	1	6	1
TRINITY_DN79445_c0_g1_i1	2	7	11	3
TRINITY_DN125840_c7_g1_i3	747	1365	1474	1317
TRINITY_DN98355_c0_g2_i1	105.793	162.349	152.742	129.252
TRINITY_DN114634_c0_g1_i1	82	182	151	134
TRINITY_DN42729_c0_g1_i1	0	0	8	0
TRINITY_DN68445_c0_g1_i1	0	0	0	0
TRINITY_DN115475_c2_g1_i1	3	18	21	19
TRINITY_DN106226_c0_g2_i1	6.79555	3.51837	0	8.06511
TRINITY_DN97582_c0_g3_i1	0	1	2	0
TRINITY_DN80435_c0_g1_i1	0	11	1	0
TRINITY_DN135508_c5_g1_i1	155	208	270	257
TRINITY_DN136035_c8_g9_i1	0	0	0	3.51783
TRINITY_DN132981_c0_g2_i2	29	62	53	63
TRINITY_DN109302_c0_g2_i1	9	12.2456	24.1431	10
TRINITY_DN112175_c1_g1_i1	8	99	2	5
TRINITY_DN123246_c5_g6_i1	12	39.0719	23	20
TRINITY_DN127464_c0_g14_i1	0	0	0	0
TRINITY_DN129616_c1_g2_i2	63.6671	64.4935	90.0722	64.8022
TRINITY_DN127160_c7_g1_i2	142	379	371	362
TRINITY_DN123049_c0_g4_i3	78.1876	145.039	235.449	170.91
TRINITY_DN120708_c0_g1_i1	13	34	40	41
TRINITY_DN59224_c0_g1_i1	1	3	1	4
TRINITY_DN182232_c0_g1_i1	114	141	204	184
TRINITY_DN127867_c0_g2_i2	78.4952	166.361	170.216	146.969
TRINITY_DN125014_c0_g1_i2	52.6257	196.829	116.843	104.343
TRINITY_DN157149_c0_g1_i1	0	1	1	0
TRINITY_DN136220_c5_g11_i1	3.11597	0	0	5.56856
TRINITY_DN132903_c2_g1_i4	52	64	49	41
TRINITY_DN128216_c3_g1_i1	102.193	112.69	158.189	147.671
TRINITY_DN201652_c0_g1_i1	8	2	1	0
TRINITY_DN208224_c0_g1_i1	0	0	3	4
TRINITY_DN67879_c0_g1_i1	1	6	3	1
TRINITY_DN130208_c5_g2_i3	262	490	563	405
TRINITY_DN132314_c2_g8_i1	0	3.00118	2	0
TRINITY_DN116726_c0_g1_i1	6	14	18	26
TRINITY_DN133577_c1_g2_i1	197	408	156	307
TRINITY_DN135976_c1_g1_i1	9365	11629	14113	13690
TRINITY_DN121421_c0_g2_i1	52.4963	57.2756	79.1956	48.7922
TRINITY_DN135713_c0_g15_i1	0	1.45655	0	2.02886
TRINITY_DN93756_c0_g1_i1	32.4731	71.1622	65.45	72.5885
TRINITY_DN96954_c0_g2_i1	1	1	1	1
TRINITY_DN132158_c0_g1_i1	39.2152	92.7008	80.0708	70.6995
TRINITY_DN173224_c0_g1_i1	0	3	0	2
TRINITY_DN128632_c1_g1_i1	0	2	2	0
TRINITY_DN128194_c2_g2_i1	20	31	116	50
TRINITY_DN133564_c4_g2_i6	0	15	17	14
TRINITY_DN136119_c4_g5_i12	20	46	68	45
TRINITY_DN18129_c0_g1_i1	0	2	0	0
TRINITY_DN126366_c0_g1_i2	11	34	27	30
TRINITY_DN127525_c0_g1_i1	16.2898	58.3041	44.496	57.5647
TRINITY_DN124154_c1_g1_i1	115	161	236	224
TRINITY_DN125252_c2_g2_i1	47	64	74	69
TRINITY_DN123817_c0_g1_i1	28	60	67	48
TRINITY_DN126357_c1_g1_i2	487.448	826.175	932.251	968.991
TRINITY_DN79714_c0_g2_i1	1	0	3	2
TRINITY_DN61868_c0_g1_i1	1	0	3	3
TRINITY_DN129121_c4_g2_i1	65	131.654	117	112
TRINITY_DN134116_c4_g1_i2	11	28	15	22
TRINITY_DN131932_c1_g17_i1	4.64692	2.50595	5.14556	0
TRINITY_DN108592_c0_g2_i1	1.54321	3	3	2
TRINITY_DN125399_c0_g1_i2	54	103	98	111
TRINITY_DN135090_c1_g1_i1	30	29	61	28
TRINITY_DN133320_c3_g2_i3	283	430	581	520
TRINITY_DN40248_c0_g1_i1	8	11	17	9
TRINITY_DN40126_c0_g1_i1	0	3	0	0
TRINITY_DN120457_c0_g1_i2	256	355	433	322
TRINITY_DN136091_c8_g2_i1	368	732	722	744
TRINITY_DN136314_c0_g1_i5	238	333	356	316
TRINITY_DN94801_c0_g1_i1	12	28	25	24
TRINITY_DN115863_c0_g1_i1	29	6	37	80
TRINITY_DN135202_c0_g1_i1	32	44	86	28
TRINITY_DN129806_c6_g1_i1	225	400	449	409
TRINITY_DN111779_c0_g3_i4	6	29	13	13
TRINITY_DN46570_c0_g2_i1	6	5	6	10
TRINITY_DN136584_c5_g1_i1	69.105	68	48	64
TRINITY_DN111147_c0_g1_i1	0	0	0	1
TRINITY_DN81759_c0_g1_i1	0	1	0	0
TRINITY_DN17096_c0_g1_i1	27.9311	48.8247	34.5847	44.2629
TRINITY_DN120522_c0_g1_i1	354	584	783	658
TRINITY_DN213800_c0_g1_i1	0	2	2	2
TRINITY_DN67560_c0_g2_i1	0	0	0	1
TRINITY_DN131356_c4_g1_i2	24	54	56	42
TRINITY_DN23993_c0_g1_i1	1	3	5	5
TRINITY_DN121706_c0_g1_i2	1323	1910	2532	2095.33
TRINITY_DN61067_c0_g1_i1	0	5	6	5
TRINITY_DN128610_c1_g5_i1	164	249	290	248.429
TRINITY_DN110405_c0_g1_i1	4	7	3	8
TRINITY_DN129431_c4_g3_i1	247.738	362.061	325.537	288.309
TRINITY_DN127187_c0_g1_i1	869.992	1485.99	1729	1468
TRINITY_DN176833_c0_g1_i1	7	4	5	7
TRINITY_DN74196_c0_g1_i1	7	5	9	7
TRINITY_DN126487_c0_g2_i2	1452	2458	2593	2378
TRINITY_DN132743_c2_g2_i1	33	81	81	77
TRINITY_DN136301_c4_g32_i1	0	0	0	4.03439
TRINITY_DN128175_c8_g9_i1	0	0	0	0
TRINITY_DN116805_c0_g1_i1	23.6385	4.56982	23.9502	0
TRINITY_DN119956_c0_g1_i10	9	33	45	17
TRINITY_DN134492_c1_g7_i3	42	62	194	124
TRINITY_DN96132_c0_g1_i1	1379	1748	1691	1555
TRINITY_DN129831_c2_g1_i1	305.619	740.131	765.069	590.764
TRINITY_DN128886_c5_g2_i3	17.6293	106.628	59.672	46
TRINITY_DN125283_c5_g3_i3	939	2423	325	845
TRINITY_DN113351_c0_g3_i1	40.7864	95.8838	87.214	78.3834
TRINITY_DN131742_c0_g2_i4	929	1542	1592	2311
TRINITY_DN135695_c3_g9_i1	35	41	76	114
TRINITY_DN110230_c0_g1_i1	60	103	111	106
TRINITY_DN125169_c2_g3_i1	279.046	432.474	523.136	452.713
TRINITY_DN133046_c1_g5_i40	358	608.813	701.076	623.745
TRINITY_DN24008_c0_g1_i1	0	2	2	2
TRINITY_DN121728_c3_g7_i1	1	5.00269	1	1
TRINITY_DN133652_c0_g17_i1	2.90577	5.09553	0	0
TRINITY_DN134062_c1_g2_i2	5.75794	27.7918	54.6371	15.4002
TRINITY_DN126278_c1_g2_i1	10	27	42	25
TRINITY_DN200309_c0_g1_i1	0	15.517	7.51248	0
TRINITY_DN144758_c0_g1_i1	1	4	2	4
TRINITY_DN130044_c1_g2_i4	1743	3111	2987	3263
TRINITY_DN169934_c0_g1_i1	1	0	1	2
TRINITY_DN127876_c3_g2_i2	145	200.454	263.778	194.312
TRINITY_DN102056_c0_g1_i1	2.27614	10.0768	16.8627	15.9343
TRINITY_DN133406_c8_g1_i1	3	6	4	0
TRINITY_DN127866_c0_g3_i1	179	216	351	263
TRINITY_DN134002_c4_g6_i5	144.078	650.624	347	215.638
TRINITY_DN132040_c1_g5_i1	333.864	502.194	607.661	740.544
TRINITY_DN130278_c0_g4_i1	0	0	0	0
TRINITY_DN129311_c0_g2_i1	28	45	33	47
TRINITY_DN208194_c0_g1_i1	317	1488	562	379
TRINITY_DN72012_c0_g1_i1	4	17	11	7
TRINITY_DN109243_c0_g2_i1	5	15	5	8
TRINITY_DN130439_c0_g1_i5	23	50	28	24
TRINITY_DN153025_c0_g1_i1	805	113	639	320
TRINITY_DN112751_c0_g1_i1	142	137	114	110
TRINITY_DN111204_c0_g1_i1	5	38	34	24
TRINITY_DN124451_c2_g1_i4	136.236	205.403	323.276	256
TRINITY_DN134726_c2_g5_i2	179	414	445	301
TRINITY_DN132304_c3_g6_i1	6	6	2	2
TRINITY_DN115010_c0_g5_i1	0	2	1	1
TRINITY_DN210642_c0_g1_i1	0	0	1	3
TRINITY_DN155139_c0_g1_i1	1	3	5	4
TRINITY_DN128137_c0_g1_i1	28	25	30	27
TRINITY_DN125231_c0_g1_i1	101	199	211	202
TRINITY_DN141812_c0_g1_i1	1	1	4	2
TRINITY_DN133922_c2_g2_i1	11	37	26	34
TRINITY_DN135779_c3_g7_i1	0	0	4.39696	0
TRINITY_DN135384_c2_g1_i2	457	1470	880	743
TRINITY_DN125032_c6_g4_i1	2274.98	6033.99	6027.99	7208.98
TRINITY_DN127978_c3_g2_i1	14.2253	18	35.5893	21
TRINITY_DN135063_c4_g1_i1	89	176	200	181
TRINITY_DN118005_c0_g2_i1	619	1042	1174	977
TRINITY_DN129780_c0_g2_i1	1.06125	0	0	0
TRINITY_DN130435_c2_g2_i1	123	184	283	255
TRINITY_DN28291_c0_g2_i1	1	2	2	5
TRINITY_DN114649_c0_g1_i2	817.888	1433.31	1435.07	1463.71
TRINITY_DN135930_c1_g3_i1	48	118	24	55
TRINITY_DN131409_c0_g1_i2	3882.07	6406.14	9437.74	8371.56
TRINITY_DN127121_c0_g1_i2	828	1360	1250	1836
TRINITY_DN121031_c0_g1_i1	17.0243	19.0751	16.1945	11.0347
TRINITY_DN133027_c2_g1_i3	30	96	60	57
TRINITY_DN134416_c7_g5_i2	1348	2180	3058	2035
TRINITY_DN69901_c0_g1_i1	0	1	4	1
TRINITY_DN189304_c0_g1_i1	0	1	0	1.18332
TRINITY_DN37159_c0_g1_i1	0	0	0	0
TRINITY_DN134574_c1_g1_i2	666	863	781	866
TRINITY_DN126963_c1_g4_i2	9	25	22.0708	24
TRINITY_DN127464_c0_g12_i1	36.1106	19.6433	78.1474	38.1195
TRINITY_DN124985_c4_g2_i1	59	94	135	67
TRINITY_DN135439_c2_g1_i3	644	919	1358	906
TRINITY_DN101211_c0_g2_i1	8	11	15	13
TRINITY_DN125363_c4_g4_i4	81	282	154	154
TRINITY_DN113793_c0_g1_i1	3	1	5	3
TRINITY_DN321_c0_g1_i1	12	7	23	21
TRINITY_DN116959_c0_g6_i1	858.885	2.72871	0	2157.35
TRINITY_DN151169_c0_g1_i1	0	1	0	0
TRINITY_DN119918_c0_g5_i2	87	237	219	108
TRINITY_DN123285_c1_g3_i8	698	1177	1061	873
TRINITY_DN129561_c4_g1_i11	1823.97	3038.94	1352.88	2603.92
TRINITY_DN114945_c0_g2_i1	50	83	99	73
TRINITY_DN124076_c2_g2_i3	5602	8058	7714	12868
TRINITY_DN130840_c1_g6_i1	52	9	93	74
TRINITY_DN133931_c1_g5_i1	62	50	48	102
TRINITY_DN132213_c3_g1_i1	27.1976	25	19	52
TRINITY_DN98053_c0_g1_i1	42.8313	69.5066	90.9919	75.4743
TRINITY_DN135970_c0_g1_i2	34.0802	47.2299	45.4935	69.5351
TRINITY_DN132018_c0_g1_i1	0	0	0	1
TRINITY_DN112122_c0_g1_i1	1	0	1	4
TRINITY_DN214657_c0_g1_i1	2	19	3	1
TRINITY_DN135509_c1_g4_i1	811.594	1188	1491	1090
TRINITY_DN134593_c4_g2_i1	0	4	0	0
TRINITY_DN66490_c0_g1_i1	0	0	0	0
TRINITY_DN102272_c0_g2_i1	2	5	6	5
TRINITY_DN119970_c1_g2_i1	12	12	39	18
TRINITY_DN129237_c5_g2_i1	0	0	0	1
TRINITY_DN132202_c2_g1_i1	37	116	87	88
TRINITY_DN133749_c1_g1_i1	0	3.65423	1.56666	8.05401
TRINITY_DN127187_c0_g2_i1	1.00791	3.00702	7	4
TRINITY_DN124802_c6_g3_i1	110.079	161.117	358	49
TRINITY_DN194009_c0_g1_i1	6	19	11	14
TRINITY_DN112913_c0_g1_i1	2	3	5	6
TRINITY_DN129986_c2_g3_i1	1.33184	4.89482	7.55343	0
TRINITY_DN157575_c0_g1_i2	80.0108	434.662	185.36	285.197
TRINITY_DN134599_c0_g1_i3	20	25	28	42
TRINITY_DN136109_c1_g16_i1	54.2516	106.521	83.3528	90.1934
TRINITY_DN122469_c0_g1_i1	195	296	298	307
TRINITY_DN117542_c0_g1_i2	459	779	703	630
TRINITY_DN97690_c0_g5_i1	10.6498	8.43696	40.478	0
TRINITY_DN82517_c0_g1_i1	0	0	0	0
TRINITY_DN23679_c0_g2_i1	1	8	11	3
TRINITY_DN126815_c0_g1_i5	39	64	113	79
TRINITY_DN127033_c2_g1_i2	0	1	0	1
TRINITY_DN103744_c0_g2_i1	7.60429	5.33171	10.1045	10.5372
TRINITY_DN120918_c0_g1_i1	477	501	1206	1148
TRINITY_DN134568_c0_g2_i1	0	94	79.5437	0
TRINITY_DN128529_c5_g1_i1	9	7	9	5
TRINITY_DN129986_c2_g2_i1	313	539	649	496
TRINITY_DN166849_c0_g1_i1	0	0	0	0
TRINITY_DN50588_c0_g2_i1	0	25.8371	22.549	29.5313
TRINITY_DN118700_c1_g1_i2	2437	4302	4337	4079
TRINITY_DN129375_c4_g1_i1	5	9	10	3
TRINITY_DN133889_c1_g1_i1	25.0922	86.7561	228.142	129.391
TRINITY_DN74516_c0_g2_i1	12.281	5.88784	12.928	9.31515
TRINITY_DN113332_c0_g1_i1	1787.99	2651	2726	2566
TRINITY_DN74882_c0_g1_i1	28	54	58	43
TRINITY_DN3783_c0_g1_i1	1	0	1	1
TRINITY_DN63690_c0_g2_i1	1	6	3	3
TRINITY_DN134258_c1_g5_i1	1.02643	1	1	0
TRINITY_DN7679_c0_g1_i1	5	7	15	12
TRINITY_DN131890_c1_g1_i5	34	50	64	51
TRINITY_DN74280_c0_g2_i1	0	1	0	0
TRINITY_DN133983_c9_g1_i6	1065	1837	2599	2300
TRINITY_DN115645_c6_g1_i1	2	1	7	1
TRINITY_DN126896_c1_g1_i1	47	93	99	93
TRINITY_DN126051_c1_g4_i2	584.424	754.537	706.353	695.678
TRINITY_DN114734_c0_g2_i1	682	1197	1209	338
TRINITY_DN134885_c0_g2_i1	71	100	189	135
TRINITY_DN129273_c3_g1_i1	314	458	562	463
TRINITY_DN114759_c0_g1_i1	295	345	447	438
TRINITY_DN130358_c0_g1_i2	738	1307	1511	1465
TRINITY_DN123142_c0_g2_i1	0	0	1.03393	0
TRINITY_DN131388_c2_g1_i1	14	37	44	22
TRINITY_DN126945_c0_g1_i2	327	565	596	599
TRINITY_DN121542_c0_g1_i1	4052.43	3535	3836	3637
TRINITY_DN22779_c0_g1_i1	4	0	0	0
TRINITY_DN130757_c2_g2_i1	3	2	2	2
TRINITY_DN81929_c0_g1_i1	2	3	1	3
TRINITY_DN126336_c1_g1_i4	107	282.246	253.212	251
TRINITY_DN127785_c0_g1_i7	19	51	30	36
TRINITY_DN182199_c0_g1_i1	1	1	0	2
TRINITY_DN125176_c0_g1_i1	567	1261	1176	1174
TRINITY_DN132682_c1_g1_i3	108	165	204	137
TRINITY_DN105372_c0_g1_i1	378.687	585.315	1180.26	687.02
TRINITY_DN32843_c0_g1_i1	38	124	171	137
TRINITY_DN129038_c5_g3_i1	16	19	21	13
TRINITY_DN169242_c0_g1_i1	2	5	7	2
TRINITY_DN136593_c4_g4_i1	0.00948011	72.7779	23.288	56.8987
TRINITY_DN133300_c5_g2_i3	14.6082	15.5156	15.1897	13.1206
TRINITY_DN135102_c0_g2_i6	107.679	157.916	162.72	146.888
TRINITY_DN125866_c5_g2_i2	233	459.346	210.777	422.48
TRINITY_DN120443_c0_g1_i3	14	61	52	32
TRINITY_DN123526_c0_g2_i1	0	0	6.41464	5.39146
TRINITY_DN126514_c1_g1_i1	163	398	408	331
TRINITY_DN100166_c0_g2_i1	1	1	0	0
TRINITY_DN135584_c0_g2_i4	249	432	333	301
TRINITY_DN107258_c0_g2_i1	4	17	16	3
TRINITY_DN115405_c0_g2_i1	32	40	69	43
TRINITY_DN165762_c0_g1_i1	0	2	1	0
TRINITY_DN132859_c7_g1_i1	34	33	57	72
TRINITY_DN130525_c5_g1_i1	165.928	468.813	216.021	265.761
TRINITY_DN123842_c1_g2_i1	369.051	341.119	605.681	449.041
TRINITY_DN124300_c5_g6_i2	239	206	119	150
TRINITY_DN131160_c3_g1_i12	15	41	37	32
TRINITY_DN130501_c0_g2_i1	54	25	44	74
TRINITY_DN132954_c5_g2_i3	635.224	1956.31	1633.53	969.436
TRINITY_DN199762_c0_g1_i1	0	0	1	1
TRINITY_DN127676_c1_g3_i5	84	40	5	21
TRINITY_DN118241_c0_g3_i1	27.2258	34.5375	39.8992	40.8192
