ID	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN100184_c0_g1_i1	1.19033	0	6	3	7	3	3.38348	3.47469	8.83867	2.12313
TRINITY_DN100184_c0_g2_i1	7.80967	1	0	0	0	0	2.61652	2.52531	1.16133	9.87687
TRINITY_DN100187_c0_g2_i1	4	1	0	2	9	2	1	1	3	2
TRINITY_DN100191_c0_g1_i1	1	0	3	1	5	1	1	1	1	2
TRINITY_DN100192_c0_g1_i2	8	20	12	12	29	31	23	22	27	20
TRINITY_DN100194_c0_g1_i1	15.4122	24.7508	30.3481	24.1467	31.2971	39.0492	52.1752	61.9384	18.656	24.3563
TRINITY_DN100194_c1_g1_i1	2	4	3	0	4	3	4	7	4	1
TRINITY_DN100194_c1_g2_i1	14	14	13	15	16	27	23	13	10	13
TRINITY_DN100215_c0_g1_i1	1	1	0	0	4	1	0	0	0	0
TRINITY_DN100230_c0_g1_i1	154	164	209	154	317	231	145	245	372	148
TRINITY_DN100232_c0_g1_i1	1	0	1	0	1	0	0	0	0	0
TRINITY_DN100233_c0_g2_i1	0	2	3	0	0	0	1	4	2	0
TRINITY_DN100239_c0_g1_i2	1	3	0	2	0	2	1	3	1	0
TRINITY_DN100241_c0_g1_i1	1	2	6	8	8	1	2	0	2	2
TRINITY_DN100252_c0_g7_i1	12.2533	6.02538	11.0414	11.3315	28.3631	17.0732	19.1168	25.5896	16.0619	19.4663
TRINITY_DN100260_c0_g2_i1	856	863	608	587	1080	1115	754	723	576	690
TRINITY_DN100264_c0_g3_i1	3	2	1	2	4	2	0	0	3	1
TRINITY_DN100266_c0_g1_i1	72.295	45.7748	78.1245	90.582	110.722	111.824	56.7972	71.5284	74.9993	78.8176
TRINITY_DN100266_c0_g2_i1	15.0654	12.7544	16.7828	0	21.7594	0	12.7091	14.868	0	0
TRINITY_DN100270_c0_g1_i1	1	1	0	2	0	1	0	1	0	3
TRINITY_DN100272_c0_g1_i1	0	0	1	0	0	0	0	1	2	1
TRINITY_DN100287_c0_g1_i1	278.029	181.431	141.057	331.672	361.231	212.137	455.907	92.4918	176.459	333.883
TRINITY_DN100287_c0_g2_i1	639.971	586.569	1101.94	2196.33	2296.77	893.863	2110.09	1407.51	803.541	1579.12
TRINITY_DN100295_c0_g1_i1	12	10	20	15	12	23	8	16	5	4
TRINITY_DN100300_c0_g1_i1	9	9	8	3	47	4	2	8	73	16
TRINITY_DN100311_c0_g1_i1	9	4	2	4	1	0	2	0	0	1
TRINITY_DN100323_c0_g1_i1	0	0	0	0	0	0	1	0	0	0
TRINITY_DN100323_c0_g3_i1	0	0	0	2	0	0	0	0	2	0
TRINITY_DN100335_c0_g1_i1	0	0	0	1	0	0	0	0	0	0
TRINITY_DN100335_c0_g2_i1	3	1	4	3	0	1	0	0	2	2
TRINITY_DN100346_c0_g1_i2	5.17592	9.23788	2.23468	6.52038	1.05567	5	2	1	8.24693	2.27591
TRINITY_DN100348_c0_g1_i1	27	34	34	39	105	42	43	36	35	30
TRINITY_DN100353_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100358_c0_g1_i1	57	110	63	94.8308	111	81	113	96	125	129
TRINITY_DN100358_c0_g2_i1	0	0	0	3.16916	0	0	0	0	0	0
TRINITY_DN100360_c0_g1_i1	89	18	197	45	0	0	0	225	0	2
TRINITY_DN100363_c0_g1_i1	1	0	0	2	1	0	0	1	0	0
TRINITY_DN100376_c0_g1_i1	7	10	4	5	13	6	6	4	10	3
TRINITY_DN100376_c0_g2_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100376_c0_g3_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100379_c0_g1_i1	2	3	2	2	5	0	4	6	2	4
TRINITY_DN100399_c0_g2_i1	19	7	4	1	1	4	1	5	3	7
TRINITY_DN100405_c0_g1_i1	5.22507	16.5005	10.9249	11.2628	17.8948	9.65992	5.87438	12.5105	13.4252	7.29504
TRINITY_DN100410_c0_g1_i1	44	59	92	91	150	72	50	78	102	70
TRINITY_DN100411_c0_g1_i1	3	0	2	1	2	0	2	0	0	0
TRINITY_DN100411_c0_g3_i1	14	13	19	26	17	21	13	20	14	12
TRINITY_DN100414_c0_g1_i1	4	4	12	4	14	1	2	6	6	5
TRINITY_DN100414_c0_g2_i1	1.07322	10.4451	7.04886	8.01313	17.1573	4.45734	3.4871	3.45406	10.9578	3.92973
TRINITY_DN100418_c0_g1_i1	6	4.61959	0	3	5	0	6	5	2.43206	7.83477
TRINITY_DN100418_c0_g3_i1	2	1.38041	0	1	4	3	5	2	1.56794	5.16523
TRINITY_DN100421_c0_g1_i1	1	0	0	0	0	0	0	2	0	0
TRINITY_DN100423_c0_g2_i1	1	0	1	0	1	0	0	2	0	2
TRINITY_DN100428_c0_g1_i1	0	0	0	0	1	0	0	0	1	0
TRINITY_DN100434_c0_g1_i1	0	0	0	0	0	0	0	0	0	1
TRINITY_DN100435_c0_g1_i1	25	8	19	20	26	22	15	20	7	10
TRINITY_DN100443_c0_g1_i1	0	0	0	0	0	0	1	3	0	2
TRINITY_DN100443_c0_g3_i1	9	4	4	14	8	23	1	10	1	1
TRINITY_DN100452_c0_g1_i1	4	5.94935	3	8	6	4	7	5	9	1
TRINITY_DN100465_c0_g1_i1	0	0	2	0	0	3	0	1	1	1
TRINITY_DN100467_c0_g2_i1	0	1.0457	0	2.10787	5.17668	2.1133	2.12366	0	0	1.0474
TRINITY_DN100514_c0_g1_i1	39	49	39	37	52	7	40	31	47	30
TRINITY_DN100522_c0_g1_i1	0	4	1	0	0	0	2	1	0	0
TRINITY_DN100528_c0_g1_i1	4	6	3	4	11	4	6	2	5	11
TRINITY_DN100535_c0_g3_i1	7	11	6	23	15	21	6	7	8	11
TRINITY_DN100537_c0_g2_i2	2.01112	2.00931	2	3.01408	1.00501	9.08227	3.01604	4	2.00896	0
TRINITY_DN100538_c0_g1_i1	13	1	1	4	2	7	6	5	0	7
TRINITY_DN100549_c0_g1_i1	146	118	106	95	209	148	116	137	94	111
TRINITY_DN100550_c0_g1_i1	1	0	0	0	4	0	1	0	2	0
TRINITY_DN100550_c0_g2_i1	0	1	3	1	1	1	1	3	4	0
TRINITY_DN100569_c0_g1_i1	13	14	10	6.47256	24	3.12874	12	5	16	8
TRINITY_DN100582_c0_g2_i1	1	13	12	5	10	9	8	6	7	4
TRINITY_DN100586_c0_g1_i1	9	2.57749	6.71121	13	8.86986	8	1.17293	0	10.1394	13
TRINITY_DN100586_c0_g2_i1	0	20.4225	9.28879	0	30.1301	0	5.82707	33	14.8606	0
TRINITY_DN100595_c0_g1_i1	2675	2716	2262	2056	3620	3702	2333	1919	1997	1815
TRINITY_DN100600_c0_g2_i1	5	12	6	2	4	9	3	4	7	5
TRINITY_DN100611_c0_g1_i1	3.58669	7.6355	3.92437	2.38567	4.57006	2.48037	0	4.54144	2.61467	3.39225
TRINITY_DN100617_c0_g1_i1	22.9915	18.1967	23.2904	20.5672	34.0726	16.2958	47.1246	32.2234	53.376	39.0638
TRINITY_DN100636_c0_g1_i1	25	9	12	13	25	21	8	16	22	28
TRINITY_DN100637_c0_g1_i1	31	23	28	17	34	37	23	14	18	22
TRINITY_DN100638_c0_g2_i1	1255	1374	1093	1153	2282	1656	1205	1177	1310	1384
TRINITY_DN100649_c0_g3_i1	0	1	0	0	1	0	0	0	0	1
TRINITY_DN100657_c0_g1_i1	0	3	1	5	3	0	5	0	1	7
TRINITY_DN100677_c0_g2_i1	4.07801	10	5	5.12771	5.05681	8.02725	1.02553	8.14038	8	10.1857
TRINITY_DN100681_c0_g1_i1	828.748	755.622	872.347	814.447	1308.6	1029.46	684.047	949.655	931.925	779.425
TRINITY_DN100684_c0_g1_i1	120.5	10.812	96.5	237	251.5	26.5	249.5	67	173	186.5
TRINITY_DN100684_c0_g3_i1	120.5	344.188	96.5	237	251.5	26.5	249.5	67	173	186.5
TRINITY_DN100705_c0_g1_i2	1	0	1	2	1	1	0	2	1	1
TRINITY_DN100705_c0_g3_i1	0	0	0	1	0	0	0	0	0	0
TRINITY_DN100706_c0_g1_i1	2.1486	6.66991	4.67695	3.60181	4.29323	5.30544	3.62297	5.07603	6.18698	2.33036
TRINITY_DN100706_c0_g3_i1	57.8514	97.3301	119.323	105.398	140.707	139.695	94.377	171.924	115.813	121.67
TRINITY_DN100729_c0_g2_i1	4	1	5	6	4	7	9	9	4	8
TRINITY_DN100730_c0_g1_i1	29	49	30	9	35	29.139	21	29	47	19
TRINITY_DN100739_c0_g1_i1	0	0	2	2	1	0	0	0	1	1
TRINITY_DN100739_c0_g2_i1	1	0	0	0	0	0	0	0	0	2
TRINITY_DN100751_c0_g1_i1	18.5676	32.6299	36.6881	16.428	16.615	20.7155	24.9678	52.1726	12.1624	31.1311
TRINITY_DN100754_c0_g1_i1	18.514	23.236	22.6048	11.3479	23.5495	15	20	19.0971	13.248	10
TRINITY_DN100756_c0_g1_i1	5	11	10	16	4	9	3	11	4	14
TRINITY_DN100758_c0_g1_i1	11	7.05684	7.14648	8	8.04297	14.1737	4	9	4	5.04291
TRINITY_DN100772_c0_g1_i1	6	2	0	2	0	0	0	0	0	1
TRINITY_DN100775_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100779_c0_g1_i1	39	55	32	51	57	64	32	67	37	39
TRINITY_DN100784_c0_g1_i1	0	1.24049	0	0	0	0	1	1	0	0
TRINITY_DN100784_c0_g2_i1	0	1.75951	0	1	7	0	0	0	0	3
TRINITY_DN100788_c0_g1_i1	24	23	15	5	29	14	4	25	18	20
TRINITY_DN100789_c0_g1_i1	19	9.29637	20	14	17	15	12.5367	15.2568	13	14
TRINITY_DN100806_c0_g1_i1	9	9	7	9	3	10	2	10	11	7
TRINITY_DN100822_c0_g1_i1	5	25	12	23	27	22	13	14	22	8
TRINITY_DN100827_c0_g1_i1	10	16	17	13	7	8	9	14	15	10
TRINITY_DN100828_c0_g1_i1	1	1	0	0	2	1	0	2	1	0
TRINITY_DN100830_c0_g1_i2	0	2	4	4	7	7	0	2	4	4
TRINITY_DN100835_c0_g1_i1	66	66	33	18	103	101	81	54	51	36
TRINITY_DN100846_c0_g1_i2	7	14.1548	20.1852	0	5.64854	0	0	1	2	7.35424
TRINITY_DN100852_c0_g1_i1	19	20	20	32.9594	46.3983	37	11.7169	24.7459	32.605	30
TRINITY_DN100856_c0_g1_i1	173	160	190	182	372	258	144	203	241	199
TRINITY_DN100856_c0_g2_i1	56	50	47	43	77	65	39	41	73	45
TRINITY_DN100859_c0_g1_i1	0	3	2	3	0	2	8	2	0	1
TRINITY_DN100865_c0_g1_i1	1	1	3	3	3	1	2	2	2	3
TRINITY_DN100874_c0_g1_i1	5	0	5	3	4	7	8	6	6	2
TRINITY_DN100879_c0_g1_i2	1	2	8	2	3	0	1	1	1	1
TRINITY_DN100882_c0_g1_i1	516	623	642	612	815	862	649	920	493	555
TRINITY_DN100897_c0_g2_i1	0	1	0	1	0	1	1	1	1	1
TRINITY_DN100904_c0_g1_i1	1	0	0	0	0	0	0	0	5	0
TRINITY_DN100906_c0_g1_i1	2.37684	2.16902	1.13459	2.22607	10.5894	1.11597	1.19119	3.53415	1.21559	5.59006
TRINITY_DN100915_c0_g2_i1	10	8	9	15	29	10	16	7	18	24
TRINITY_DN100922_c0_g1_i1	3	2	10	2	4	5	5	3	6	3
TRINITY_DN100923_c0_g1_i4	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100932_c0_g1_i1	38	22	23	7	40	15	4	19	4	15
TRINITY_DN100945_c0_g1_i1	0	0.403882	0	0	0.905011	1.52271	0	0.299968	0.596627	1
TRINITY_DN100945_c0_g2_i1	2	3.59612	0	10	25.095	8.47729	12	4.70003	2.40337	0
TRINITY_DN100953_c0_g1_i1	0	0	1	0	0	0	3	1	1	0
TRINITY_DN100962_c0_g1_i1	1	2	0	0	1	1	0	0	0	2
TRINITY_DN100963_c0_g1_i1	8	13	23	14	22	41	29	14	42	20
TRINITY_DN100970_c0_g1_i1	1	1	0	0	3	0	2	2	2	1
TRINITY_DN100983_c0_g1_i1	9	5	1	4	8	7	4	6	4	23
TRINITY_DN100985_c0_g1_i1	8	8	7	9	17	11	5	10	23	11
TRINITY_DN100986_c0_g2_i2	3	1	2	3	2	2	0	2	1	2
TRINITY_DN100993_c0_g1_i1	2	0	0	1	0	0	1	0	4	0
TRINITY_DN100994_c0_g3_i1	0	0	0	1	2	0	0	0	4	0
TRINITY_DN100998_c0_g1_i1	169	214	171	182	332	243	131	276	238	207
TRINITY_DN101011_c0_g1_i1	0	6	11	5	1	6	0	5	3	9
TRINITY_DN101023_c0_g2_i1	2	0	6	5	6	3	2	9	1	8
TRINITY_DN101025_c0_g1_i1	1	1	1.01959	0	6	3	2	1.02033	1	4
TRINITY_DN101028_c0_g2_i1	1	1	1	3	4	6	1	1	2	0
TRINITY_DN101032_c0_g1_i1	0	0	0	0	1	1	0	0	1	2
TRINITY_DN101035_c0_g3_i1	19	44	22	11	54	32	19	29	22	30
TRINITY_DN101038_c0_g1_i1	7	10	22	6	23	22	10	18	12	14
TRINITY_DN101039_c0_g1_i2	1	2	1	0	0	0	3	2	1	2
TRINITY_DN101042_c0_g2_i1	109	81.0114	130.118	123	212.022	146	120.017	147.072	121.026	102.022
TRINITY_DN101047_c0_g1_i2	58	72	49	58	73	55	47	69	47	51
TRINITY_DN101050_c0_g1_i2	0	5.05202	3.05737	3.01686	4.02075	5.02892	1.00639	1.05096	0	0
TRINITY_DN101055_c0_g2_i1	40	62	47	41	83	54	29	32	61	31
TRINITY_DN101064_c0_g1_i2	4.33305	3.66151	5.5304	13.6398	5.50227	21.9616	3.39498	8.08371	6.21638	6.91176
TRINITY_DN101070_c0_g2_i1	12	17	10	14	30	8	7	16	7	9
TRINITY_DN101072_c0_g1_i1	0	0	0	1	0	0	0	0	0	0
TRINITY_DN101072_c0_g2_i2	9	4	9	32	4	8	5	1	2	2
TRINITY_DN101074_c0_g1_i1	18.8494	14.4488	23.6216	24.1616	38.9043	24.4469	18.0803	26.7456	26.0709	22.2025
TRINITY_DN101087_c0_g1_i1	252	236	151	152	265	297.438	200.464	137	128.426	166
TRINITY_DN101106_c0_g1_i1	0	1	2	0	0	2	0	2	2	0
TRINITY_DN101109_c0_g1_i2	0	0	0	0	1	0	0	0	0	0
TRINITY_DN101111_c0_g1_i2	60	54	46	52	116	75	40	55	59	47
TRINITY_DN101115_c0_g1_i2	27	29	26	22	19	20	27	18	22	18
TRINITY_DN101116_c0_g1_i1	8	6	12	6	2.56E-07	7	8	10	11	0
TRINITY_DN101116_c0_g2_i1	2	2	2	3	5	4	3	2	1	3
TRINITY_DN101116_c0_g3_i1	0	0	0	0	18	0	0	0	0	10
TRINITY_DN101121_c0_g1_i1	1	0	0	1	2	3	0	2	2	3
TRINITY_DN101127_c0_g1_i2	12	10	7	1	7	20	11	1	27	17
TRINITY_DN101143_c0_g1_i1	0	0	0	0	1	0	0	0	0	0
TRINITY_DN101145_c0_g1_i1	31	23	19	13	13	21	17	29	12	13
TRINITY_DN101150_c0_g1_i1	62.4063	72.6092	80.4708	54.2765	231.824	74.5555	33.435	118.785	93.2938	65.0635
TRINITY_DN101150_c0_g2_i1	18.5937	35.3908	35.5292	43.7235	47.1761	54.4445	79.565	6.21454	56.7062	37.9365
TRINITY_DN101169_c0_g1_i2	21	30	28.333	3	5	6	16.3378	2.04017	8	13
TRINITY_DN101175_c0_g1_i1	18	11	25	28	53	20	18	39	39	25
TRINITY_DN101176_c0_g1_i1	0	0	0	0	0	0	0	0	0	1
TRINITY_DN101180_c0_g1_i1	2	12	9	2	6	2	1	11	5	7
TRINITY_DN101193_c0_g1_i1	4	0	0	16	5	3	0	2	3	2
TRINITY_DN101211_c0_g2_i1	17	36	48	17	49	22	11	55	13	29
TRINITY_DN101211_c0_g3_i1	23	50	48	40	37	40	14	49	31	49
TRINITY_DN101217_c0_g1_i1	16	16	17	14	18	24	7	22	15	22
TRINITY_DN101232_c0_g1_i1	1913	2038	1851	1578	2441	1447	1925	1845	1547	1993
TRINITY_DN10124_c0_g1_i1	0	0	0	0	1	0	0	0.5	0	0.5
TRINITY_DN10124_c0_g2_i1	0	2	0	0	1	0	0	0.5	0	0.5
TRINITY_DN101244_c0_g1_i1	11.9187	19.6578	18.5028	18.3306	84.5372	40.1435	24.2331	40.5381	34.1952	38.7568
TRINITY_DN101247_c0_g2_i1	0	0	23.6086	0	0	0	6.62381	0.850463	0	5.71957
TRINITY_DN101247_c0_g3_i1	69	73	34.3914	62	103	56	42.3762	51.1495	51	58.2804
TRINITY_DN101251_c0_g1_i1	10	7	9	7	15	3	8	8	5	6
TRINITY_DN101269_c0_g1_i5	14	8	17	20	23	26	8	9	22	18
TRINITY_DN101269_c0_g2_i1	113.935	80.7608	87	100	97.3007	94	78.7163	96.3919	71.9873	105.432
TRINITY_DN101275_c0_g2_i2	1	7	0	0	7	7	2	4	6	5
TRINITY_DN101277_c0_g1_i1	1	0	0	0	0	0	0	0	1	0
TRINITY_DN101292_c0_g1_i3	228.822	231	340.215	321	512	366.939	317.709	292	311.758	204.433
TRINITY_DN101294_c0_g1_i1	70	124	55	45	72	97	47	75	97	92
TRINITY_DN101299_c0_g1_i1	3	2	7	3	10	8	6	1	7	4
TRINITY_DN101310_c0_g1_i1	0	0	0	1	1	0	0	2	0	0
TRINITY_DN101310_c1_g1_i1	0	1	1	3	0	0	2	0	0	0
TRINITY_DN101314_c0_g1_i1	1	2	0	6	18	14	1	4	14	3
TRINITY_DN101314_c1_g1_i2	0	0	0	0	0	0	0	1	2	2
TRINITY_DN101325_c0_g1_i1	1.09777	2.67551	2.22387	0	4.88647	1.07691	2.10609	6.87046	1.63532	4.25643
TRINITY_DN101325_c0_g2_i1	1.09777	2.67551	2.22387	0	4.88647	1.07691	2.10609	0	1.63532	0
TRINITY_DN101326_c0_g1_i1	6	9	4	0	2	108	3	8	4	8
TRINITY_DN101332_c0_g1_i1	70	59	51	65	137	76	37	55	55	46
TRINITY_DN101346_c0_g3_i1	7	10	15	3	11	16	12	22	11	11
TRINITY_DN101348_c0_g2_i1	0	0	1	0	0	0	0	0	0	0
TRINITY_DN101356_c0_g1_i1	37	33	19	42	75	42	38	39	25	36
TRINITY_DN101357_c0_g1_i1	0	2	3	0	5	1	1	0	1	0
TRINITY_DN101361_c0_g1_i2	69	116	85	83	360	72	59	194	68	101
TRINITY_DN101365_c0_g1_i1	4	2	0	2	6	3	5	3	2	3
TRINITY_DN101369_c0_g1_i1	0	3	4	0	3	2	3	3	1	2
TRINITY_DN101369_c0_g2_i1	0	1	1	2	0	3	2	2	0	1
TRINITY_DN101373_c0_g5_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101383_c0_g1_i1	10	6	7	3	9	10	4	4	8	6
TRINITY_DN101383_c0_g2_i1	3	3	6	3	7	7	2	7	4	5
TRINITY_DN101390_c0_g1_i1	4	8	12	5	24	20	4	12	13	12
TRINITY_DN101397_c0_g1_i1	0	0	4	1	2	0	1	5	4	3
TRINITY_DN101398_c0_g1_i1	0	3	1	1	4	3	0	3	2	7
TRINITY_DN101409_c0_g1_i1	28.3537	38.9258	51.5123	36.353	61	38.7283	8.27756	39.0341	45.4972	45.6602
TRINITY_DN101413_c0_g2_i1	0	0	1	1	1	2	0	0	0	0
TRINITY_DN101414_c0_g1_i2	1	0	0	0	0	1	1	0	0	2
TRINITY_DN101425_c0_g1_i1	2	0	0	1	0	0	0	2	0	0
TRINITY_DN101430_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101432_c0_g2_i1	26	37	38	27	53	38	39	39	41	59
TRINITY_DN101437_c0_g1_i1	453	430	390	363	593	590	468	417	284	388
TRINITY_DN101445_c0_g1_i1	5	0	2	0	4	4	1.75	3.6	0	3.63636
TRINITY_DN101445_c0_g2_i1	0	10	2	6	6	4	5.25	2.4	11	16.3636
TRINITY_DN101457_c0_g1_i1	497	577	412	404	774.338	701	649	576	452	478
TRINITY_DN101462_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101466_c0_g1_i1	1	3	1	2	6	2	2	5	4	9
TRINITY_DN101466_c0_g3_i1	4	1	3	0	4	2	2	2	2	6
TRINITY_DN101469_c0_g1_i1	1	5	9	8	8	2	14	6	4	9
TRINITY_DN101472_c0_g1_i1	87	102.382	90	76	173.396	115	110	92	77	62
TRINITY_DN101473_c0_g1_i1	2	2	2	4	8	4	2	4	7	6
TRINITY_DN101477_c0_g1_i2	61.7	44.9448	18.7364	53.121	38.956	35.2338	63.7511	31.9838	18.4425	26.7025
TRINITY_DN101481_c0_g1_i2	36	25	26	30	36	33	25	37	22	33
TRINITY_DN101483_c0_g2_i1	7.93187	19.6927	15.4394	10.8521	45.0816	20.3536	14.2653	21.3143	12	54.7775
TRINITY_DN101485_c0_g1_i1	8	10	6	6	15	3	1	7	10	6
TRINITY_DN101488_c0_g2_i2	580	589	498	456	882	765	624	560	490	460
TRINITY_DN101489_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101500_c0_g1_i1	0	2	0	0	3	1	1	0	2	1
TRINITY_DN101504_c0_g2_i1	2	2.13957	22.8479	10	19.4696	6.26719	10.4223	12.1806	6	11
TRINITY_DN101510_c0_g2_i1	84	131	70	87	168	135	69	88	72	52
TRINITY_DN101511_c0_g2_i1	15	24	15	16	44	26	11	17	23	25
TRINITY_DN101511_c1_g1_i1	27	37	32	24	61	51	27	35	41	24
TRINITY_DN101536_c0_g1_i1	5	4	1	3	5	3	10	2	2	5
TRINITY_DN101537_c0_g1_i1	0	0	0	0	0	0	0	1	0	0
TRINITY_DN101537_c1_g1_i2	6	20	13.1828	22.2974	39	24	19	27.2536	25	13
TRINITY_DN101538_c0_g1_i1	1	0	3	1	2	3	1	4	1	1
TRINITY_DN101542_c0_g1_i1	427.794	521.789	457.204	401.348	822.619	690.612	497.466	552.781	473.528	459.49
TRINITY_DN101543_c0_g1_i1	1	0	1	1	0	0	0	0	0	2
TRINITY_DN101555_c2_g1_i2	11	9	13	18	28	20	18	13	28	21
TRINITY_DN101558_c0_g1_i1	118	136.434	110	107	221	153	110	179.054	153	125.4
TRINITY_DN101562_c0_g1_i1	0	0	5.47424	0	0	8.30134	0	1.49577	1.83777	0
TRINITY_DN101562_c0_g2_i1	40	59	57.5258	47	121	54.6987	42	80.5042	79.1622	90
TRINITY_DN101570_c0_g1_i1	1	4	2	2.61232	0	0	0	4	1	0.896813
TRINITY_DN101570_c0_g2_i1	0	0	0	0.387675	5	6	2	0	0	0.103187
TRINITY_DN101575_c1_g1_i1	0	2	1	0	1	1	0	1	0	2
TRINITY_DN101588_c0_g1_i1	0	1	3	1	3	3	0	0	0	1
TRINITY_DN101592_c0_g2_i1	1	0	13	1	3	0	3	1	1	4
TRINITY_DN101599_c0_g1_i1	0	1	0	0	1	0	0	0	1	1
TRINITY_DN101606_c0_g1_i1	8	20	13	13	68	32	46	10	21	5
TRINITY_DN101610_c0_g2_i1	1336	927	516	761	1631	528	653	468	561	1132
TRINITY_DN101611_c0_g2_i1	7	6	9	6	9	14	8	8	5	13
TRINITY_DN101611_c0_g3_i1	13	21	19	10	8	16	15	11	5	13
TRINITY_DN101627_c0_g2_i1	20	25	24	19	67	32	10	38	27	22
TRINITY_DN101627_c0_g3_i1	14	9	9	13	25	5	12	15	21	13
TRINITY_DN101630_c0_g1_i1	0	0	11.1867	0	0	0	0	0	0	5.84915
TRINITY_DN101630_c0_g3_i1	14	16	16.8133	26	56	19	26	51	28	22.1509
TRINITY_DN101638_c0_g2_i1	0	4	1	2	4	1	4	1	4	1
TRINITY_DN101640_c0_g1_i1	2	1	1	0	2	4	3	2	4	3
TRINITY_DN101670_c0_g1_i1	3	1	2	2	4	5	3	10	5	4
TRINITY_DN101680_c0_g1_i1	5	1	2	2	6	10	3	2	3	4
TRINITY_DN101701_c0_g2_i1	2	1	10	11	6	12	4	8	3	2
TRINITY_DN101703_c0_g3_i1	11	3	8	11	13	13	6	17	5	9
TRINITY_DN101707_c0_g3_i1	1	3	1	3	3	4	2	0	6	3
TRINITY_DN101713_c0_g1_i1	3	3.75	3	2	3	4	1	3	0	6
TRINITY_DN101713_c0_g2_i1	0	1.25	0	0	0	0	0	0	0	0
TRINITY_DN101714_c0_g1_i1	4	3	13	2	6	1	8	8	14	5
TRINITY_DN101714_c0_g2_i1	2	2	7	3	0	0	3	2	5	4
TRINITY_DN101728_c0_g2_i1	39.8365	65.3718	49.9221	34.3885	87.6837	59.4759	51.3214	42.2533	44.6409	75.0806
TRINITY_DN101735_c0_g1_i1	2	0	2	1	0	1	2	0	2	1
TRINITY_DN101738_c0_g2_i1	19	35	11	11	56	51	21	32	16	24
TRINITY_DN101739_c1_g1_i2	18	27	23	37	32	36	34	25	27	25
TRINITY_DN101751_c0_g1_i1	150	101	85	82	160	161	104	96	50	91
TRINITY_DN101758_c0_g1_i1	1147	1130	839	778	1600	1556	1037	885	695	805
TRINITY_DN101767_c0_g1_i3	21	20	14	24	16	28	32	31	18	18
