ID	Am1_434	Am2_433	Am2_434	Am4_434	Am4_435	Am5_433
TRINITY_DN102186_c0_g1_i2	2431	2289	4069	11204	6991	12108
TRINITY_DN102193_c0_g2_i1	303	197	534	354	453	239
TRINITY_DN102198_c0_g1_i3	8	7	9	19	10	18
TRINITY_DN102252_c0_g2_i1	293	160	79	633	209	481
TRINITY_DN102271_c0_g3_i1	12	7	2	1	5	0
TRINITY_DN102272_c0_g1_i1	145	238	412	336	363	291
TRINITY_DN102276_c0_g1_i1	412	1159	1327	603	982	278
TRINITY_DN102279_c0_g1_i1	1429	1110	2359	1856	1889	1594
TRINITY_DN102288_c0_g1_i1	119	119	186	116	136	108
TRINITY_DN102312_c0_g1_i1	3221	2421	791	1571	1595	2598
TRINITY_DN102326_c0_g6_i1	245	146	95	67	162	59
TRINITY_DN102393_c0_g1_i1	300	136	197	115	276	453
TRINITY_DN102400_c0_g1_i1	892	558	790	500	689	1101
TRINITY_DN102455_c0_g1_i1	649	508	815	688	692	502
TRINITY_DN102459_c0_g1_i1	134	64	95	162	127	193
TRINITY_DN102469_c0_g1_i1	139	76	259	130	203	60
TRINITY_DN10248_c0_g1_i1	10	4	10	28	42	1
TRINITY_DN102493_c0_g1_i1	1756	1012	1543	1351	1534	1365
TRINITY_DN102496_c0_g1_i1	6814	4616	6485	5156.98	5321	6133
TRINITY_DN102500_c0_g1_i1	365	270	681	252	385	292
TRINITY_DN102539_c0_g1_i1	1660	784	1478	1434	1710	1213
TRINITY_DN102559_c0_g2_i1	84	93	187	96	135	62
TRINITY_DN102581_c0_g1_i2	12.4387	43.7206	84.7656	9.85164	27.1736	19.7503
TRINITY_DN102595_c0_g1_i2	231	50	136	259	145	192
TRINITY_DN102921_c0_g1_i1	3	1	11	9	15	3
TRINITY_DN103107_c0_g1_i1	2451	2481	2593	1638	1976	2664
TRINITY_DN103150_c0_g1_i1	221	151	172	70	143	147
TRINITY_DN103157_c0_g1_i2	66.4407	45.0447	136.453	166.667	155.837	43.5832
TRINITY_DN103196_c0_g1_i2	825	480	534	402	611	909
TRINITY_DN103209_c0_g3_i2	2279	1081	1212	1058	1460	2328
TRINITY_DN103509_c0_g1_i1	667	372	317	139	206	407
TRINITY_DN103526_c0_g1_i1	136	90	195	153	154	172
TRINITY_DN103537_c0_g2_i1	302	203	305.081	207.515	233.503	349
TRINITY_DN103544_c0_g1_i2	19	11	40	41	49	3
TRINITY_DN103549_c0_g1_i1	4129	2961	3286	3273	3847	2625
TRINITY_DN103557_c0_g2_i2	600	587	1251	1068	1106	959
TRINITY_DN103565_c0_g4_i1	317	178	274	189	248	287
TRINITY_DN103567_c0_g1_i1	2416	1675.44	3974.47	1968.38	3534.46	1645.4
TRINITY_DN103584_c0_g2_i1	126	43	42	103	84	152
TRINITY_DN103614_c0_g2_i2	16	8	20	30	36	0
TRINITY_DN103615_c0_g1_i1	5115	2932	1940	3637	3227	5152
TRINITY_DN103621_c0_g1_i2	174.475	122.255	238.484	102.386	209.415	170.008
TRINITY_DN103622_c0_g3_i3	286.327	319.067	753.615	296.843	518.214	291.027
TRINITY_DN103630_c0_g1_i1	2503.04	1674.08	2407.35	2068.45	2160.49	2458.8
TRINITY_DN103637_c0_g3_i1	27	260	119	17	261	68
TRINITY_DN103653_c0_g1_i1	118	63	89	132	97	110
TRINITY_DN103657_c0_g2_i2	11	26	2	0	7	2
TRINITY_DN103662_c0_g1_i1	235	136	307	140	210	220
TRINITY_DN103690_c0_g1_i1	72	158	143	1114	599	891
TRINITY_DN103698_c0_g1_i1	74	30	62	34	69	14
TRINITY_DN103704_c0_g1_i1	6	35	478	5	14	5
TRINITY_DN103708_c0_g1_i1	4	1	2	4	0	2
TRINITY_DN103714_c0_g1_i2	9760	3695	6261	3875	5261	6706
TRINITY_DN103720_c0_g1_i2	23	66	56	67	61	233
TRINITY_DN103733_c0_g2_i1	2532	1393	1401	1184	1763	2699
TRINITY_DN103741_c0_g1_i2	93	109	101	31	49	77
TRINITY_DN103776_c0_g1_i1	336	1197	2413	32	21	20
TRINITY_DN103783_c0_g1_i1	412	264	359	308	334	382
TRINITY_DN103812_c0_g1_i2	1738	1105	1551	949	1429	1315
TRINITY_DN103830_c0_g1_i1	59	22	65	89	55	48
TRINITY_DN103838_c0_g1_i1	33	428	33	8	421	99
TRINITY_DN103847_c0_g1_i1	20	1	10	6	31	2
TRINITY_DN103855_c0_g1_i1	260	276	642	280	410	385
TRINITY_DN103859_c0_g1_i1	31	9	32	18	56	17
TRINITY_DN103860_c0_g1_i1	257	266	280	73	193	160
TRINITY_DN103862_c0_g1_i1	144.928	86.4606	238.085	216.802	232.856	196.704
TRINITY_DN103877_c0_g1_i1	40	51	148	9	12	10
TRINITY_DN103882_c0_g1_i1	65	103	206	458	330	294
TRINITY_DN103890_c0_g1_i2	360	172	498	990	865	448
TRINITY_DN103891_c0_g1_i1	232	135	156	257	361	863
TRINITY_DN103896_c0_g1_i2	167	118	321	213	240	135
TRINITY_DN103912_c0_g1_i1	1498	735	894	1123	1396	1171
TRINITY_DN103926_c0_g2_i1	124	37	70	124	216	87
TRINITY_DN103986_c0_g1_i1	115	86	134	104	129	59
TRINITY_DN103989_c0_g1_i1	1098	699	951	680	864	1204
TRINITY_DN104027_c0_g1_i1	126	112	408	212	245	114
TRINITY_DN104136_c0_g1_i1	2	14	2	5	16	1
TRINITY_DN104140_c0_g1_i1	5	6	20	10	9	7
TRINITY_DN104155_c0_g1_i1	61	98	158	158	168	222
TRINITY_DN104173_c0_g1_i1	418	334	816	552	654	601
TRINITY_DN104207_c0_g1_i1	8	26	18	7	23	5
TRINITY_DN104287_c1_g1_i1	297	233	481	446	550	288
TRINITY_DN104334_c0_g1_i1	45	38.2057	71	91.1796	65	37
TRINITY_DN104339_c0_g1_i2	339	150	558	546	435	125
TRINITY_DN104365_c0_g3_i1	255	240	347	243	269	261
TRINITY_DN104396_c0_g1_i1	0	3	5	1	0	2
TRINITY_DN104428_c0_g1_i2	606.617	340.094	483.671	364.091	573.02	585.807
TRINITY_DN104436_c0_g1_i1	1	3	26	9	6	0
TRINITY_DN104463_c0_g1_i1	80	56	75	28	61	54
TRINITY_DN104464_c0_g1_i1	111	40	64	54	75	102
TRINITY_DN104496_c0_g2_i1	35	17	16	8	22	7
TRINITY_DN104508_c0_g2_i3	1041	437	561	922	670	490
TRINITY_DN104546_c0_g1_i1	710	119	401	788	350	378
TRINITY_DN104583_c0_g1_i1	171	109	127	376	178	197
TRINITY_DN104654_c0_g1_i1	58	47	72	49	108	22
TRINITY_DN104658_c0_g2_i1	18.2886	9.82555	17.8943	12.7184	16.2516	25.6787
TRINITY_DN104667_c0_g1_i3	1016	385	1172	1452	1213	836
TRINITY_DN104694_c0_g1_i1	148	131	439	554	502	155
TRINITY_DN104721_c0_g1_i1	486	283	1119	1825	1711	839
TRINITY_DN104732_c0_g1_i1	41	47	77	64	62	18
TRINITY_DN104740_c0_g1_i2	420	254	366	433	469	279
TRINITY_DN104748_c0_g2_i1	16	7	37	13	42	16
TRINITY_DN104751_c0_g1_i2	523	460	516	607	421	858
TRINITY_DN104757_c0_g1_i1	111.23	64.1503	37.0778	122	55.0752	151.621
TRINITY_DN104783_c1_g1_i1	337	475	1006	411	613	102
TRINITY_DN104786_c0_g1_i1	17	6	25	13	36	4
TRINITY_DN104789_c0_g1_i1	15	3	13	18	7	10
TRINITY_DN104801_c0_g1_i1	607	595	1394	692	918	580
TRINITY_DN104812_c0_g1_i2	224	169	204	126	185	250
TRINITY_DN104838_c0_g1_i1	21	12	24	29	39	6
TRINITY_DN104874_c0_g2_i2	1522	882	1247	1287	1537	1319
TRINITY_DN104919_c0_g1_i1	728	782	903	830	1316	1693
TRINITY_DN104942_c0_g1_i2	595	615	1173	787	681	685
TRINITY_DN104972_c0_g1_i2	4843	3230	3460	3113	4172	7344
TRINITY_DN105030_c0_g1_i1	5	4	5	10	6	6
TRINITY_DN105039_c0_g1_i1	2755	999	1912	1266	985	427
TRINITY_DN105042_c0_g2_i1	1109	729	447	749	929	296
TRINITY_DN105056_c0_g1_i3	59.036	32	75.0483	60.0519	48.0172	51.068
TRINITY_DN105060_c0_g2_i3	171	77	175	163	138	212
TRINITY_DN105062_c0_g1_i1	0	0	2	1	0	0
TRINITY_DN105074_c0_g4_i1	1	4	1	2	10	2
TRINITY_DN105118_c0_g1_i1	185.744	119.398	288.126	240.698	283.801	103.856
TRINITY_DN105151_c0_g1_i1	238	123	301	204	271	158
TRINITY_DN105227_c0_g1_i1	138	29	36	108	49	89
TRINITY_DN105232_c0_g1_i1	86	48	112	94	73	55
TRINITY_DN105250_c0_g1_i2	1594	1354	1736	1731	2241	2631
TRINITY_DN105266_c0_g2_i1	22	6	9	10	35	2
TRINITY_DN105273_c0_g1_i2	156	77	84	102	102	133
TRINITY_DN105309_c0_g3_i1	291	290	266	133	200	54
TRINITY_DN105353_c0_g2_i2	135	152	125	409	176	250
TRINITY_DN105372_c0_g2_i1	436	167	546	398	860	29
TRINITY_DN105387_c0_g2_i3	41	35	105	94	92	79
TRINITY_DN105400_c0_g1_i3	899	656	921	884	857	898
TRINITY_DN105413_c0_g1_i1	1182	774	946	663	907	1099
TRINITY_DN105435_c0_g1_i1	388	408	406	316	373	141
TRINITY_DN105438_c0_g1_i1	35	15	32	116	60	9
TRINITY_DN105440_c0_g1_i1	75	252	135	73	169	104
TRINITY_DN105441_c0_g2_i3	735	662	1064	597	801	622
TRINITY_DN105453_c0_g1_i1	1063	1034	1045	767	1132	1539
TRINITY_DN105472_c0_g3_i2	3245	1869	2802	1673	2341	1735
TRINITY_DN105481_c1_g1_i1	89	76	332	307	364	61
TRINITY_DN105496_c0_g1_i1	3	3	4	1	11	20
TRINITY_DN105503_c0_g2_i1	4	2	1	2	5	4
TRINITY_DN105513_c0_g1_i1	30	18	116	44	66	4
TRINITY_DN105534_c0_g1_i1	2	0	1	0	2	1
TRINITY_DN105560_c0_g1_i2	599	338	427	344	486	582
TRINITY_DN105578_c0_g1_i1	15	18	6	9	20	5
TRINITY_DN105592_c1_g1_i2	214	147	130	169	393	170
TRINITY_DN105601_c0_g1_i1	274	630	273	270	648	298
TRINITY_DN105618_c0_g1_i1	35	34	48	40	36	43
TRINITY_DN105624_c0_g1_i1	1	130	4	3	104	23
TRINITY_DN105635_c0_g1_i1	249	246	357	372	523	578
TRINITY_DN105647_c0_g2_i1	4	787	12	2	553	42
TRINITY_DN105669_c0_g5_i1	93	26	145	81	77	97
TRINITY_DN105682_c0_g3_i1	148	128	175	66	113	166
TRINITY_DN105687_c0_g2_i1	200	180	214	210	336	345
TRINITY_DN105705_c0_g1_i1	322.604	171.323	245.707	466.042	521.62	274.979
TRINITY_DN105709_c0_g1_i2	9	5	18	10	8	22
TRINITY_DN105721_c0_g1_i1	1030	359	286	570	511	748
TRINITY_DN105726_c0_g1_i1	130	49	123	112	91	38
TRINITY_DN105741_c0_g1_i2	49	16	36	79	58	51
TRINITY_DN105744_c0_g1_i1	234	91	231	190	261	189
TRINITY_DN105809_c0_g1_i1	1186	858	1253	833	958	1130
TRINITY_DN105848_c0_g1_i1	189	105	218	152	133	140
TRINITY_DN105850_c0_g2_i1	564	428	747	594	549	521
TRINITY_DN105885_c0_g1_i1	287.766	211	327.701	145.74	309.822	250.812
TRINITY_DN105901_c0_g1_i1	9	4	17	11	17	6
TRINITY_DN105902_c0_g1_i1	6	2	6	12	6	5
TRINITY_DN105911_c1_g5_i1	5406	1821	1178	10838	8535	9458
TRINITY_DN105940_c0_g1_i2	55	63	76	50	87	47
TRINITY_DN105985_c0_g1_i1	4	1	1	32	13	12
TRINITY_DN106065_c0_g1_i2	1033	650	954	550	790	613
TRINITY_DN106090_c0_g2_i1	1235	713	889	615	855	1443
TRINITY_DN106100_c0_g2_i1	85	60	164	109	109	78
TRINITY_DN106101_c0_g1_i1	5989	3226	4510	3460	4694	5034
TRINITY_DN106130_c0_g1_i1	22	41	81	108	64	10
TRINITY_DN106138_c0_g2_i1	57.4478	24.8442	25.3411	68.6898	42.3465	51.5254
TRINITY_DN106189_c0_g2_i1	328.383	169.859	550.326	312.435	545.741	288.339
TRINITY_DN106219_c0_g3_i1	700	481	646	507	623	992
TRINITY_DN106229_c0_g1_i2	99	120	47	294	152	263
TRINITY_DN106256_c0_g3_i3	218	17	227	273	289	173
TRINITY_DN106296_c0_g1_i1	27	14	17	26	26	9
TRINITY_DN106298_c0_g1_i1	4	4	5	2	2	3
TRINITY_DN106339_c0_g2_i1	0	0	3	4	1	0
TRINITY_DN106354_c0_g2_i1	15	7	29	32	42	8
TRINITY_DN106366_c0_g5_i1	852	777	2847	1557	1220	626
TRINITY_DN106368_c0_g2_i1	1098	526	1255	478	1046	845
TRINITY_DN106392_c0_g2_i2	1126	663	1412	1247	1224	655
TRINITY_DN106419_c0_g1_i2	95.8072	116.757	181.544	165.711	177.983	106.847
TRINITY_DN106429_c0_g1_i1	3487	2894	4785	2995	3346	3929
TRINITY_DN106447_c0_g1_i1	1544	1317	2233	1956	1891	1807
TRINITY_DN106464_c0_g2_i1	46	45	85	85	70	25
TRINITY_DN106465_c0_g1_i1	4673	2336	3063	2237	2582	3091
TRINITY_DN106476_c0_g1_i1	2413.86	1167	1684	1103	2052	1481
TRINITY_DN106492_c0_g1_i4	57	18	88	71	80	10
TRINITY_DN106502_c0_g1_i1	108	65	164	253	287	81
TRINITY_DN106515_c0_g1_i1	48	17	98	97	75	64
TRINITY_DN106620_c0_g1_i1	1036	661	1058	782	766	879
TRINITY_DN106653_c0_g2_i1	547	318	261	174	329	575
TRINITY_DN106674_c0_g1_i1	5	9	10	11	5	12
TRINITY_DN106700_c0_g2_i1	639	456	834	599	585	469
TRINITY_DN106706_c0_g1_i4	882	683	956	657	703	824
TRINITY_DN106733_c0_g1_i1	372	237	442	471	526	321
TRINITY_DN106770_c0_g1_i1	32	13	19	4	36	8
TRINITY_DN106792_c0_g3_i1	1	1	4	1	9	3
TRINITY_DN106830_c0_g1_i1	8	3	1	9	5	19
TRINITY_DN106850_c0_g1_i1	157	262	610	488	536	423
TRINITY_DN106866_c0_g3_i1	16	9	34	12	12	15
TRINITY_DN106899_c0_g2_i1	44.6163	20.6469	53.0126	33.6613	41.332	14.5047
TRINITY_DN106923_c0_g1_i1	20	5	29	24	27	4
TRINITY_DN106942_c0_g1_i1	81.535	67.8005	162.143	114.822	154.106	130.567
TRINITY_DN106959_c0_g2_i1	4537	2332	3173	2134	2792	3430
TRINITY_DN107055_c0_g1_i1	46	10	75	9	36	13
TRINITY_DN107060_c0_g1_i1	176	61.6812	213	70	116.754	65
TRINITY_DN107124_c0_g2_i1	5	4	7	1	2	4
TRINITY_DN107137_c0_g1_i1	42	73	72	31	28	14
TRINITY_DN107170_c0_g1_i1	3	4	2	1	9	3
TRINITY_DN107178_c0_g3_i1	2480	1165	1516	1119	1434	1435
TRINITY_DN107214_c0_g1_i1	130	119	77	190	89	185
TRINITY_DN107229_c0_g1_i1	0	4	3	1	3	3
TRINITY_DN107234_c0_g1_i1	213	108	182	134	167	150
TRINITY_DN107308_c0_g1_i1	201	109	151	150.359	166.732	203
TRINITY_DN107374_c0_g2_i1	157	92	89	349	185	80
TRINITY_DN107396_c0_g1_i2	161	71	173	118	223	77
TRINITY_DN107447_c0_g1_i1	2	0	3	2	4	1
TRINITY_DN107449_c0_g1_i2	814	659	1480	753	1113	701
TRINITY_DN107450_c0_g3_i2	90	110	155	145	214	91
TRINITY_DN107472_c0_g1_i1	182	105	396	307	349	105
TRINITY_DN107473_c0_g2_i2	403	134	118.042	250.651	182.599	221
TRINITY_DN107522_c0_g2_i2	365	414	1387	830	924	978
TRINITY_DN107524_c0_g1_i2	732.461	440.72	446.552	375.324	456.111	613.938
TRINITY_DN107530_c1_g1_i1	2931	2747	5040	1897	3711	2450
TRINITY_DN107586_c0_g1_i2	870	487	869	575	625	651
TRINITY_DN107605_c0_g1_i1	28	11	12	27	20	31
TRINITY_DN107632_c0_g1_i1	6	27	14	3	52	9
TRINITY_DN107645_c0_g1_i1	836	509.799	685	589.478	699.829	813
TRINITY_DN107651_c0_g1_i1	4	6	19	46	44	10
TRINITY_DN107659_c0_g1_i1	1227	944	1698	1292	1114	1381
TRINITY_DN107672_c0_g2_i1	474	187	104	172	318	163
TRINITY_DN107696_c0_g1_i4	442	220	392	351	401	501
TRINITY_DN107704_c0_g1_i1	78	4	93	225	37	125
TRINITY_DN107740_c0_g1_i1	176.682	133.414	190.625	170.581	233.783	166.95
TRINITY_DN107742_c0_g1_i1	4	1	10	9	13	15
TRINITY_DN107748_c0_g3_i1	161	166	229	273	414	102
TRINITY_DN107751_c0_g1_i1	1304	608	1717	823	1177	1328
TRINITY_DN107757_c0_g1_i1	3	2	1	1	7	1
TRINITY_DN107761_c0_g1_i1	152	129	213	265	183	167
TRINITY_DN107774_c0_g1_i2	1459	1175	1840	1386	1746	2492
TRINITY_DN107777_c0_g6_i1	625.497	369.667	911.552	806.593	1031.63	477.803
TRINITY_DN107783_c0_g1_i1	24	12	16	53	56	8
TRINITY_DN107787_c0_g1_i1	817	534	679	614	718	915
TRINITY_DN107852_c0_g1_i2	963	625	1115	971	925	673
TRINITY_DN107898_c0_g1_i1	260	179	219	97	194	267
TRINITY_DN107915_c0_g1_i1	8211	3132	5620	8262	6831	4647
TRINITY_DN107920_c0_g1_i1	50	101	115	151	113	191
TRINITY_DN107928_c0_g1_i1	35	5	11	6	29	0
TRINITY_DN107988_c0_g2_i2	502	339	621	1527	1925	446
TRINITY_DN107990_c0_g1_i1	1212	708	1064	658	1065	1065
TRINITY_DN108052_c0_g1_i1	184	16	33	3	245	155
TRINITY_DN108061_c0_g1_i1	668	516	770	713	776	1106
TRINITY_DN108071_c0_g1_i1	124	62	146	65	71	40
TRINITY_DN108116_c0_g2_i2	2220	1174	1522	704	1914	1999
TRINITY_DN108119_c0_g1_i1	101	37	38	37	70	71
TRINITY_DN10812_c0_g1_i1	860	504	749	610	830	524
TRINITY_DN108126_c0_g2_i2	1403	788	1800	1735	1972	2184
TRINITY_DN108144_c0_g2_i1	2	3	0	4	10	7
TRINITY_DN108146_c0_g1_i2	10780	7282	7678	4908	6960	7913
TRINITY_DN108182_c0_g5_i1	2570	1055	2278	3791	3086	2990
TRINITY_DN108186_c0_g2_i5	652	291	401	409	587	539
TRINITY_DN108196_c0_g1_i1	554	392	385	500	478	731
TRINITY_DN108203_c0_g2_i1	65	19	102	51	40	8
TRINITY_DN108207_c0_g2_i1	14417	5409	2928	1751	5687	9402
TRINITY_DN108215_c0_g1_i2	132	165	373	380	399	243
TRINITY_DN108227_c0_g1_i1	535	489	721	533	537	637
TRINITY_DN108243_c0_g2_i1	226	390	573	293	460	377
TRINITY_DN108276_c0_g2_i1	422	262	293	129	274	239
TRINITY_DN108300_c0_g1_i1	79.3917	56.4657	149.194	100.041	147.384	142
TRINITY_DN108303_c0_g1_i1	173	140	76	330	212	284
TRINITY_DN108305_c0_g1_i1	1	1	1	1	3	0
TRINITY_DN108305_c0_g2_i1	2	1	2	8	5	2
TRINITY_DN108314_c0_g1_i2	691.947	287.425	646.373	836.54	640.635	309.513
TRINITY_DN108316_c0_g1_i1	1036	518	536	816	861	811
TRINITY_DN108339_c0_g1_i1	166	181	652	276	194	100
TRINITY_DN108376_c0_g1_i4	196.161	121.451	163.757	224.02	206.757	254.419
TRINITY_DN108393_c0_g1_i2	205	264	510	301	388	157
TRINITY_DN108410_c0_g1_i1	224	94	37	243	77	260
TRINITY_DN108423_c0_g1_i1	35	39	62	60	55	104
TRINITY_DN108427_c0_g3_i5	267	294	376	291	363	261
TRINITY_DN108429_c0_g2_i1	1066	565	674	858	761	854
TRINITY_DN108434_c0_g2_i2	164.132	86.1305	392.447	135.053	239.548	59.0609
TRINITY_DN108436_c0_g1_i2	441	337	877	349	394	375
TRINITY_DN108443_c0_g4_i4	163	203	250	362	345	140
TRINITY_DN108465_c0_g1_i1	2	0	1	6	4	1
TRINITY_DN108466_c0_g1_i1	1	2	3	0	2	1
TRINITY_DN108476_c0_g1_i1	56	39	15	178	71	70
TRINITY_DN108480_c0_g1_i1	97	175	283	296	471	757
TRINITY_DN108509_c0_g1_i2	56	25	35	38	44	58
TRINITY_DN108517_c0_g1_i1	463	116	194	487	325	513
TRINITY_DN108539_c0_g1_i2	3346	2469	3208	1786	2439	3426
TRINITY_DN108541_c0_g1_i1	826	394	840	626	873	408
TRINITY_DN108551_c0_g1_i2	371	226	357	388	472	415
TRINITY_DN108553_c0_g1_i1	354.781	155.875	254.574	339.368	429.625	395.199
TRINITY_DN108557_c0_g1_i1	169	44	171	156	277	60
TRINITY_DN108558_c2_g1_i2	60	57	135	105	72	57
TRINITY_DN108566_c0_g3_i1	3264	1268	12	554	4	631
TRINITY_DN108580_c0_g1_i1	236	193	153	228	167	281
TRINITY_DN108586_c0_g1_i1	13	12	23	31	36	11
TRINITY_DN108588_c0_g1_i1	1095.65	457.507	847.064	895.06	938.145	831.153
TRINITY_DN108604_c0_g1_i1	31	20	40	79	39	33
TRINITY_DN108653_c0_g1_i2	269	286	424	133	244	252
TRINITY_DN108668_c0_g1_i1	9	15	13	6	21	4
TRINITY_DN108683_c0_g3_i1	5965	3692	4859	3680	3974	5603
TRINITY_DN108688_c0_g1_i1	88	52	127	109	125	68
TRINITY_DN108726_c0_g1_i1	2032	1506	1991	1638	2185	2478
TRINITY_DN108746_c0_g1_i1	10960	6905	6849	6435	11035	11754
TRINITY_DN108769_c0_g1_i3	156	54	156	161	218	67
TRINITY_DN108791_c0_g2_i1	88	57	81	55	107	11
TRINITY_DN108842_c0_g1_i1	455	252	528	576	486	307
TRINITY_DN108877_c0_g1_i2	1401	856	4695	1841	1254	587
TRINITY_DN108927_c0_g4_i1	311	205	322	212	283	437
TRINITY_DN108930_c0_g1_i3	77	139	377	65	148	55
TRINITY_DN108932_c0_g1_i1	1391	1073	1650	1502	1495	1222
TRINITY_DN108949_c2_g1_i2	28	14	13	27	28	27
TRINITY_DN108997_c0_g1_i1	4992	3219	6363	4722	4690	4968
TRINITY_DN109077_c0_g1_i1	58	54	54	41	55	35
TRINITY_DN109101_c0_g2_i1	209	154	204	239	190	279
TRINITY_DN109124_c0_g2_i2	1506	907	1197	1084	1081	1435
TRINITY_DN109137_c0_g1_i1	1841	1397	3320	7483	4351	8421
TRINITY_DN109149_c0_g2_i1	3	2	6	1	4	6
TRINITY_DN109157_c0_g1_i1	546	462	904	1029	935	474
TRINITY_DN109160_c0_g1_i1	4081	2418	3393	3487	5432	5997
TRINITY_DN109167_c0_g1_i1	1370	48	30	227	391	379
TRINITY_DN109193_c0_g1_i1	58	77	79	68	91	97
TRINITY_DN109210_c0_g1_i1	104	41	113	241	133	81
TRINITY_DN109236_c0_g1_i1	451	249	639	843	925	186
TRINITY_DN109252_c0_g1_i2	129.762	123.698	213.802	183.967	311.355	97.4697
TRINITY_DN109275_c0_g1_i1	1028	749	1041	512	801	723
TRINITY_DN109277_c0_g2_i3	584.311	357.667	405.27	165.016	422.087	479.663
TRINITY_DN109295_c0_g1_i1	47	21	81	89	65	32
TRINITY_DN109302_c0_g2_i1	68	42	73	41	81	56
TRINITY_DN109308_c0_g1_i1	39	72	90	49	68	72
TRINITY_DN109310_c0_g2_i2	207	106	253	127	188	88
TRINITY_DN109320_c0_g2_i1	3368	1670	1670	1728	2344	4002
TRINITY_DN109331_c0_g1_i1	1104	691	966	717	879	1281
TRINITY_DN109332_c0_g1_i1	327	231	301	181	263	312
TRINITY_DN109353_c0_g2_i1	22	19	68	67	53	14
TRINITY_DN109363_c0_g1_i1	3468	1672	1862	1026	1686	2888
TRINITY_DN109371_c1_g1_i3	111	22	67	39	24	55
TRINITY_DN109423_c0_g1_i2	1349	936	1235	719	1157	940
TRINITY_DN109424_c0_g2_i2	49	25	53	82	74	29
TRINITY_DN109430_c0_g5_i1	142	111	179	147	191	190
TRINITY_DN109439_c0_g1_i1	16	6	7	216	43	64
TRINITY_DN109440_c0_g1_i1	84	66	172	115	190	32
TRINITY_DN109454_c0_g1_i2	911	452	537	277	507	755
TRINITY_DN109459_c0_g1_i1	2020	1355	1977	1665	1867	1878
