ID	Am2_463	Am2_464	Am4_461	Am6_462	Am6_464
TRINITY_DN100232_c0_g1_i1	26	6	4	16	7
TRINITY_DN100233_c0_g2_i1	0	1	0	0	1
TRINITY_DN100239_c0_g1_i2	0	1	3	1	4
TRINITY_DN100241_c0_g1_i1	2	1	4	6.04992	4.01394
TRINITY_DN100252_c0_g7_i1	9.45368	4.70049	19.0352	19.8111	13.4088
TRINITY_DN100260_c0_g2_i1	340	979	530	648	1462
TRINITY_DN100264_c0_g3_i1	1	0	1	1	3
TRINITY_DN100266_c0_g1_i1	27	35.79	53.2719	43.0679	20.8679
TRINITY_DN100266_c0_g2_i1	0	0	13.6903	7.3659	4.32737
TRINITY_DN100270_c0_g1_i1	1	0	0	0	0
TRINITY_DN100272_c0_g1_i1	24	6	35	14	14
TRINITY_DN100287_c0_g1_i1	400.538	364.966	275.586	14.625	0
TRINITY_DN100287_c0_g2_i1	2746.46	2103.03	4640.41	6368.37	4067
TRINITY_DN100295_c0_g1_i1	0	1	0	1	2
TRINITY_DN100300_c0_g1_i1	7	9	20	26	25
TRINITY_DN100311_c0_g1_i1	47	16	65	97	73
TRINITY_DN100323_c0_g1_i1	1	7	0	0	6
TRINITY_DN100323_c0_g3_i1	1	35	2	0	10
TRINITY_DN100335_c0_g1_i1	3	6	0	0	1.07965
TRINITY_DN100335_c0_g2_i1	0	0	3	8	25.9204
TRINITY_DN100346_c0_g1_i2	0	2	1	0	0
TRINITY_DN100348_c0_g1_i1	0	0	1	0	0
TRINITY_DN100353_c0_g1_i1	0	0	0	1	0
TRINITY_DN100358_c0_g1_i1	285	174.358	394	340	310
TRINITY_DN100358_c0_g2_i1	0	22.6417	0	0	0
TRINITY_DN100360_c0_g1_i1	0	0	0	0	0
TRINITY_DN100363_c0_g1_i1	6	0	11	9	1
TRINITY_DN100376_c0_g1_i1	31.2811	146.414	189.765	83.651	341.148
TRINITY_DN100376_c0_g2_i1	163.02	53.901	353.397	301.333	251.639
TRINITY_DN100376_c0_g3_i1	22.6993	31.6846	105.838	41.0156	31.2128
TRINITY_DN100379_c0_g1_i1	45	34	37	61	45
TRINITY_DN100399_c0_g2_i1	0	5	1	2	4
TRINITY_DN100405_c0_g1_i1	0	1.5837	1.17612	2.38778	1.33396
TRINITY_DN100410_c0_g1_i1	34	38	66	76	37
TRINITY_DN100411_c0_g1_i1	3	23	2	0	21
TRINITY_DN100411_c0_g3_i1	15	17	21	23	30
TRINITY_DN100414_c0_g1_i1	0	0	4	3	0
TRINITY_DN100414_c0_g2_i1	0	0	2.94588	1.21751	1.14946
TRINITY_DN100418_c0_g1_i1	29.141	14	8.02705	47.5825	12.3704
TRINITY_DN100418_c0_g3_i1	21.859	9	6.97295	19.4175	9.6296
TRINITY_DN100421_c0_g1_i1	5	2	14	6	6
TRINITY_DN100423_c0_g2_i1	0	0	1	1	2
TRINITY_DN100428_c0_g1_i1	0	1	2	0	0
TRINITY_DN100434_c0_g1_i1	6	1	3	4	7
TRINITY_DN100435_c0_g1_i1	3	5	3	3	0
TRINITY_DN100443_c0_g1_i1	1	0	1	0	3
TRINITY_DN100443_c0_g3_i1	0	1	3	0	0
TRINITY_DN100452_c0_g1_i1	0	5	4	3	8
TRINITY_DN100465_c0_g1_i1	1	1	0	0	0
TRINITY_DN100467_c0_g2_i1	0	2	0	0	0
TRINITY_DN100514_c0_g1_i1	0	0	1	2	3
TRINITY_DN100522_c0_g1_i1	0	0	0	0	1
TRINITY_DN100528_c0_g1_i1	6	17	6	10	9
TRINITY_DN100535_c0_g3_i1	2	0	19	6	0
TRINITY_DN100537_c0_g2_i2	2	1.00301	3	3.00831	2
TRINITY_DN100538_c0_g1_i1	3	9	9	15	21.9474
TRINITY_DN100549_c0_g1_i1	70	35	70	72	51
TRINITY_DN100550_c0_g1_i1	0	17	0	0	14
TRINITY_DN100550_c0_g2_i1	1	38	1	1	26
TRINITY_DN100569_c0_g1_i1	7	4	10	5.11129	13.1523
TRINITY_DN100582_c0_g2_i1	2	0	1	1	1
TRINITY_DN100586_c0_g1_i1	110.513	65.471	397	156.29	0
TRINITY_DN100586_c0_g2_i1	130.487	68.529	0	194.71	431
TRINITY_DN100595_c0_g1_i1	1231	922	1744	1931	1626
TRINITY_DN100600_c0_g2_i1	4	3	9	2	4
TRINITY_DN100611_c0_g1_i1	0	2.97037	20.0845	3.44595	3.31121
TRINITY_DN100617_c0_g1_i1	1.1124	1.45878	6.15712	12.7638	5.09961
TRINITY_DN100636_c0_g1_i1	10	9	20	35	26
TRINITY_DN100637_c0_g1_i1	3	13	10	3	38
TRINITY_DN100638_c0_g2_i1	1506	2563	2842	2565	3497
TRINITY_DN100649_c0_g3_i1	2	2	5	11	2
TRINITY_DN100657_c0_g1_i1	4	1	6	1	1
TRINITY_DN100677_c0_g2_i1	8	7	11.2869	11.0424	6.15503
TRINITY_DN100681_c0_g1_i1	628.766	507.674	1065.58	1097.31	812.517
TRINITY_DN100684_c0_g1_i1	118.46	442.5	361.335	98.6201	58.7761
TRINITY_DN100684_c0_g3_i1	1067.54	442.5	2118.66	3020.38	1473.22
TRINITY_DN100705_c0_g1_i2	13	1	22	14	11
TRINITY_DN100705_c0_g3_i1	2	0	1	2	0
TRINITY_DN100706_c0_g1_i1	3.36837	2.83286	13.0679	0.0134809	0.0453723
TRINITY_DN100706_c0_g3_i1	110.632	95.1671	237.932	220.987	231.955
TRINITY_DN100729_c0_g2_i1	0	0	2	1	0
TRINITY_DN100730_c0_g1_i1	6.00472	3	13.0055	11.4176	3
TRINITY_DN100739_c0_g1_i1	3	3	5	5	8
TRINITY_DN100739_c0_g2_i1	11	4	7	8	6
TRINITY_DN100751_c0_g1_i1	20.6372	23.7434	89.1836	69.5339	40.938
TRINITY_DN100754_c0_g1_i1	294.917	144.954	542.919	412.961	170.869
TRINITY_DN100756_c0_g1_i1	1	2	14	18	2
TRINITY_DN100758_c0_g1_i1	1	1	1.01256	4.05583	1
TRINITY_DN100772_c0_g1_i1	1	0	2	0	0
TRINITY_DN100775_c0_g1_i1	1	4	5	4	3
TRINITY_DN100779_c0_g1_i1	20	45	51	51	84
TRINITY_DN100784_c0_g1_i1	1	0	1	2.02039	0
TRINITY_DN100784_c0_g2_i1	142	44	100	78.9796	30
TRINITY_DN100788_c0_g1_i1	13	8	9	28	10
TRINITY_DN100789_c0_g1_i1	9	3	17	18	12
TRINITY_DN100806_c0_g1_i1	0	4	2	2	1
TRINITY_DN100822_c0_g1_i1	0	0	0	0	0
TRINITY_DN100827_c0_g1_i1	6	1	6	6	5
TRINITY_DN100828_c0_g1_i1	19	6	6	20	9
TRINITY_DN100830_c0_g1_i2	3	2	0	1	2
TRINITY_DN100835_c0_g1_i1	245	152	537	412	347
TRINITY_DN100846_c0_g1_i2	230.878	62.7709	913.205	426.983	393.553
TRINITY_DN100852_c0_g1_i1	4	12	36	12	7
TRINITY_DN100856_c0_g1_i1	116	322	193	154	515
TRINITY_DN100856_c0_g2_i1	26	62	44	38	85
TRINITY_DN100859_c0_g1_i1	1	0	11	14	6
TRINITY_DN100865_c0_g1_i1	0	0	1	0	1
TRINITY_DN100874_c0_g1_i1	0	2	0	0	1
TRINITY_DN100879_c0_g1_i2	2	1	1	3	0
TRINITY_DN100882_c0_g1_i1	334	2167	919	882	3613
TRINITY_DN100897_c0_g2_i1	4	0	16	8	4
TRINITY_DN100904_c0_g1_i1	3	83	2	3	46
TRINITY_DN100906_c0_g1_i1	13.9242	11.6527	14.5188	12.7607	12.7752
TRINITY_DN100915_c0_g2_i1	3	22	10	7	39
TRINITY_DN100922_c0_g1_i1	5	4	12	19	11
TRINITY_DN100923_c0_g1_i4	5	1	3	4	2
TRINITY_DN100932_c0_g1_i1	37	23	67.2799	59	22
TRINITY_DN100945_c0_g1_i1	0	4.82656	3.77331	1.3263	1.89274
TRINITY_DN100945_c0_g2_i1	14	15.1734	39.2267	19.6737	8.10726
TRINITY_DN100953_c0_g1_i1	0	1	3	2	0
TRINITY_DN100962_c0_g1_i1	3	2	4	1	2
TRINITY_DN100963_c0_g1_i1	0	1	9	3	13
TRINITY_DN100970_c0_g1_i1	3	1	7	5	5
TRINITY_DN100983_c0_g1_i1	9	2	2	4	3
TRINITY_DN100985_c0_g1_i1	4	10	5	6	19
TRINITY_DN100986_c0_g2_i2	12	7	49	22	34
TRINITY_DN100993_c0_g1_i1	9	4	7	14	12
TRINITY_DN100994_c0_g3_i1	1	1	1	11	4
TRINITY_DN100998_c0_g1_i1	317	203	518	576	409
TRINITY_DN101011_c0_g1_i1	0	0	0	0	0
TRINITY_DN101023_c0_g2_i1	11	7	50	6	5
TRINITY_DN101025_c0_g1_i1	5	9	0	2	14
TRINITY_DN101028_c0_g2_i1	2	1	1	0	2
TRINITY_DN101032_c0_g1_i1	0	0	0	1	1
TRINITY_DN101035_c0_g3_i1	18	28	37	23	45
TRINITY_DN101038_c0_g1_i1	4	3	7	11	2
TRINITY_DN101039_c0_g1_i2	7	1	7	1	3
TRINITY_DN101042_c0_g2_i1	78.1635	350.087	137.155	137.255	277.144
TRINITY_DN101047_c0_g1_i2	21	240	51	97	436
TRINITY_DN101050_c0_g1_i2	4.05076	4.13207	11.1446	8.04837	14.6003
TRINITY_DN101055_c0_g2_i1	7	31	28	9	23
TRINITY_DN101064_c0_g1_i2	6.61967	3.26806	6.72548	5.3031	8.39358
TRINITY_DN101070_c0_g2_i1	0	0	2	0	0
TRINITY_DN101072_c0_g1_i1	0	1	0	0	2
TRINITY_DN101072_c0_g2_i2	2	5063	2	3	8633
TRINITY_DN101074_c0_g1_i1	20.6104	17.2239	29.4506	32.2275	34.1453
TRINITY_DN101087_c0_g1_i1	138	413	138	152.36	308
TRINITY_DN101106_c0_g1_i1	0	3	3	5	3
TRINITY_DN101109_c0_g1_i2	7	5	5	7	5
TRINITY_DN101111_c0_g1_i2	26	118	54	52	195
TRINITY_DN101115_c0_g1_i2	4	1	1	4	5
TRINITY_DN101116_c0_g1_i1	2	0	2	0	13.4133
TRINITY_DN101116_c0_g2_i1	0	0	0	0	0
TRINITY_DN101116_c0_g3_i1	0	33	0	0	35.5867
TRINITY_DN101121_c0_g1_i1	4	2	7	6	5
TRINITY_DN101127_c0_g1_i2	9	5	1	6	6
TRINITY_DN101143_c0_g1_i1	0	13	1	1	5
TRINITY_DN101145_c0_g1_i1	5	4	4	3	10
TRINITY_DN101150_c0_g1_i1	333	317.188	319.339	296.087	171.365
TRINITY_DN101150_c0_g2_i1	0	104.812	79.6612	187.913	117.635
TRINITY_DN101169_c0_g1_i2	7	6	2	3	2
TRINITY_DN101175_c0_g1_i1	1	1	0	1	1
TRINITY_DN101176_c0_g1_i1	3	1	5	15	4
TRINITY_DN101180_c0_g1_i1	27	16	37	28	23
TRINITY_DN101193_c0_g1_i1	120	112	176	129	164
TRINITY_DN101211_c0_g2_i1	8	6	11	13	13
TRINITY_DN101211_c0_g3_i1	5	7	8	25	21
TRINITY_DN101217_c0_g1_i1	15	17	25	11	26
TRINITY_DN101232_c0_g1_i1	83	71	166	169	157
TRINITY_DN10124_c0_g1_i1	0	1	0	3	0
TRINITY_DN10124_c0_g2_i1	5	1	0	0	2
TRINITY_DN101244_c0_g1_i1	34.5237	62.676	62.2098	57.8886	90.6642
TRINITY_DN101247_c0_g2_i1	19	11.9678	26.8536	12.8927	19
TRINITY_DN101247_c0_g3_i1	0	11.0322	7.14643	2.10728	0
TRINITY_DN101251_c0_g1_i1	1	1	6	2	4
TRINITY_DN101269_c0_g1_i5	11	12	7	19	15
TRINITY_DN101269_c0_g2_i1	57.4817	56.473	88	73.0177	69.4253
TRINITY_DN101275_c0_g2_i2	3	4	1	4	1
TRINITY_DN101277_c0_g1_i1	0	1	1	1	2
TRINITY_DN101292_c0_g1_i3	1.04357	1.05552	14.0962	6.18714	4.02488
TRINITY_DN101294_c0_g1_i1	43	29	55	74	76
TRINITY_DN101299_c0_g1_i1	1	0	5	1	2
TRINITY_DN101310_c0_g1_i1	6	0	6	3	0
TRINITY_DN101310_c1_g1_i1	3	0	5	6	0
TRINITY_DN101314_c0_g1_i1	5	10	14	22	8
TRINITY_DN101314_c1_g1_i2	0	1	3	9	12
TRINITY_DN101325_c0_g1_i1	0.000315484	1.52E-06	128.941	50.1824	69.2244
TRINITY_DN101325_c0_g2_i1	160.57	56.2944	64.4704	50.1824	0
TRINITY_DN101326_c0_g1_i1	72	62	106	62	45
TRINITY_DN101332_c0_g1_i1	202	118	411	425	290
TRINITY_DN101346_c0_g3_i1	0	0	0	0	0
TRINITY_DN101348_c0_g2_i1	2	2	0	3	4
TRINITY_DN101356_c0_g1_i1	23	228	74	59	237
TRINITY_DN101357_c0_g1_i1	0	2	1	1	1
TRINITY_DN101361_c0_g1_i2	253	205	551	314	325
TRINITY_DN101365_c0_g1_i1	20	27	39	29	29
TRINITY_DN101369_c0_g1_i1	0	4	0	1	13
TRINITY_DN101369_c0_g2_i1	0	8	0	0	6
TRINITY_DN101373_c0_g5_i1	6	0	14	9	1
TRINITY_DN101383_c0_g1_i1	0	0	1	1	1
TRINITY_DN101383_c0_g2_i1	0	1	0	0	0
TRINITY_DN101390_c0_g1_i1	12	13	30	24	17
TRINITY_DN101397_c0_g1_i1	0	0	0	0	0
TRINITY_DN101398_c0_g1_i1	0	1	12	7	3
TRINITY_DN101409_c0_g1_i1	29.6941	19	50.5609	56	38.188
TRINITY_DN101413_c0_g2_i1	0	0	0	0	0
TRINITY_DN101414_c0_g1_i2	1	0	1	0	0
TRINITY_DN101425_c0_g1_i1	1	11	0	0	9
TRINITY_DN101430_c0_g1_i1	0	0	0	0	0
TRINITY_DN101432_c0_g2_i1	37.9503	18	41.9411	37.9505	26.8017
TRINITY_DN101437_c0_g1_i1	393	694	575	586	1145
TRINITY_DN101445_c0_g1_i1	0	0	0	1	0
TRINITY_DN101445_c0_g2_i1	1	0	8	0	0
TRINITY_DN101457_c0_g1_i1	354	1289.93	562	658	1724
TRINITY_DN101462_c0_g1_i1	0	1	0	0	1
TRINITY_DN101466_c0_g1_i1	1	2	3	0	2
TRINITY_DN101466_c0_g3_i1	2	0	1	3	1
TRINITY_DN101469_c0_g1_i1	2	1	0	2	1
TRINITY_DN101472_c0_g1_i1	41	79	43	25	48
TRINITY_DN101473_c0_g1_i1	0	0	0	0	2
TRINITY_DN101477_c0_g1_i2	55.326	27.7071	270.26	154.636	153.151
TRINITY_DN101481_c0_g1_i2	14	18	31	13	34
TRINITY_DN101483_c0_g2_i1	11.3013	14.4321	9.20783	31.0236	24
TRINITY_DN101485_c0_g1_i1	7	3	4	7	7
TRINITY_DN101488_c0_g2_i2	625	790	981	1003	1233
TRINITY_DN101489_c0_g1_i1	0	5	0	0	8
TRINITY_DN101500_c0_g1_i1	4	2	5	5	3
TRINITY_DN101504_c0_g2_i1	7	8	17	17	13
TRINITY_DN101510_c0_g2_i1	3	7	14	7	14
TRINITY_DN101511_c0_g2_i1	0	0	0	0	0
TRINITY_DN101511_c1_g1_i1	0	0	1	0	0
TRINITY_DN101536_c0_g1_i1	10	7	20	13	13
TRINITY_DN101537_c0_g1_i1	8	20	19	13	46
TRINITY_DN101537_c1_g1_i2	23	31	72.4387	44	61
TRINITY_DN101538_c0_g1_i1	0	0	4	1	2
TRINITY_DN101542_c0_g1_i1	1043.24	2090.19	1929.44	1806.06	3098.91
TRINITY_DN101543_c0_g1_i1	0	0	1	0	0
TRINITY_DN101555_c2_g1_i2	3	3	9	7	6
TRINITY_DN101558_c0_g1_i1	53	57	69	82	54
TRINITY_DN101562_c0_g1_i1	0	0	0	0	0
TRINITY_DN101562_c0_g2_i1	15	4	20	8	29
TRINITY_DN101570_c0_g1_i1	27.8351	0	168	86	172
TRINITY_DN101570_c0_g2_i1	26.1649	20	0	0	2.42E-06
TRINITY_DN101575_c1_g1_i1	3	0	5	3	0
TRINITY_DN101588_c0_g1_i1	4	1	12	4	2
TRINITY_DN101592_c0_g2_i1	2	27	5	10	20
TRINITY_DN101599_c0_g1_i1	0	1	1	0	0
TRINITY_DN101606_c0_g1_i1	0	1	10	4	1
TRINITY_DN101610_c0_g2_i1	6402	3697	8154	10489	6778
TRINITY_DN101611_c0_g2_i1	0	0	0	0	0
TRINITY_DN101611_c0_g3_i1	1	2	2	0	1
TRINITY_DN101627_c0_g2_i1	0	0	1	1	1
TRINITY_DN101627_c0_g3_i1	0	1	0	0	1
TRINITY_DN101630_c0_g1_i1	2	0	0	0	0.790841
TRINITY_DN101630_c0_g3_i1	0	6	1	0	3.20916
TRINITY_DN101638_c0_g2_i1	4	3	7	11	5
TRINITY_DN101640_c0_g1_i1	5	2	4	4	2
TRINITY_DN101670_c0_g1_i1	5	7	18	26	9
TRINITY_DN101680_c0_g1_i1	6	10	7	10	16
TRINITY_DN101701_c0_g2_i1	0	6	0	3	3
TRINITY_DN101703_c0_g3_i1	0	1	3	1	5
TRINITY_DN101707_c0_g3_i1	2	0	1	0	4
TRINITY_DN101713_c0_g1_i1	0.5	5.6	2	2	6
TRINITY_DN101713_c0_g2_i1	0.5	1.4	0	0	0
TRINITY_DN101714_c0_g1_i1	0	1	5	2	4
TRINITY_DN101714_c0_g2_i1	2	1	0	0	2
TRINITY_DN101728_c0_g2_i1	1143.22	725.5	2506.55	3228.58	1262.9
TRINITY_DN101735_c0_g1_i1	0	1	1	0	0
TRINITY_DN101738_c0_g2_i1	14	11	32	46	29
TRINITY_DN101739_c1_g1_i2	46	32	157	128	115
TRINITY_DN101751_c0_g1_i1	47	507	76	102	596
TRINITY_DN101758_c0_g1_i1	842	722	2019	1968	2012
TRINITY_DN101767_c0_g1_i3	4	1	4	7	0
TRINITY_DN101775_c0_g1_i1	1	0	2	1	5
TRINITY_DN101791_c0_g1_i1	3	1	3	14	8
TRINITY_DN101794_c1_g3_i1	10	3	10	5	6
TRINITY_DN101795_c1_g1_i1	14.58	0	8.34641	0	0
TRINITY_DN101795_c1_g2_i1	5.42003	2	23.6536	0	2
TRINITY_DN101798_c0_g1_i1	3	2	0	8	11
TRINITY_DN101802_c0_g1_i1	7	5	37	2	9
TRINITY_DN101809_c0_g1_i2	125	92	392	269	192
TRINITY_DN101813_c0_g1_i1	58	90	173	129	126
TRINITY_DN101821_c0_g1_i1	82	49	158	108	155
TRINITY_DN101824_c0_g1_i1	0	1	2	2	0
TRINITY_DN101833_c0_g1_i1	1100	1476	330	734	1430
TRINITY_DN101835_c0_g3_i1	5	6	4	6	6
TRINITY_DN101867_c0_g1_i1	16	27	25	46	44
TRINITY_DN101869_c0_g1_i1	6.30033	4.29317	54.9942	26.5076	15.351
TRINITY_DN101870_c0_g1_i1	1	0	5	0	0
TRINITY_DN101871_c0_g1_i1	9	10	7	30	21
TRINITY_DN101873_c0_g1_i1	0	0	1	2	0
TRINITY_DN101876_c0_g1_i1	4	4	19	5	2
TRINITY_DN101895_c0_g1_i1	57	34	90	98	82
TRINITY_DN101897_c0_g1_i1	61	49	90	76	83
TRINITY_DN101901_c0_g1_i2	45	33.0649	71	70	37.1981
TRINITY_DN101903_c0_g1_i1	329	588	494	543	688
TRINITY_DN101903_c0_g2_i2	252	515	463	450	612
TRINITY_DN101907_c0_g2_i1	1	0	1	0	2
TRINITY_DN101911_c0_g1_i1	3.00336	2.00258	7	6.00374	4
TRINITY_DN101912_c0_g1_i1	1	1	5	6	2
TRINITY_DN101913_c0_g1_i1	3	2	4	4	2
TRINITY_DN101919_c0_g1_i1	13	8	38	24	22
TRINITY_DN101924_c0_g1_i2	39.6027	24	49	27	24
TRINITY_DN101928_c1_g1_i1	0	0	4.17439	2.05827	1.01344
TRINITY_DN101930_c0_g2_i1	0	0	2	1	0
TRINITY_DN101930_c0_g4_i3	3	0	0	3	0
TRINITY_DN101933_c0_g1_i1	0	1	3	3	1
TRINITY_DN101935_c0_g2_i1	11	13	38	27	20
TRINITY_DN101945_c0_g2_i1	14.9117	2.99364	57.6651	85.0951	15.4904
TRINITY_DN101948_c0_g1_i1	4	1	11	16	1
TRINITY_DN101949_c0_g1_i1	24	7	31	42	85
TRINITY_DN101950_c0_g1_i1	107.415	61.0565	176.346	126.107	186.793
TRINITY_DN101953_c0_g1_i3	26	52	48	42	53
TRINITY_DN101960_c0_g1_i1	7	9	0	10	13
TRINITY_DN101964_c0_g1_i1	0	0	2	0	1
TRINITY_DN101966_c0_g1_i1	24	15.31	22.0739	75.693	21.2713
TRINITY_DN101966_c0_g2_i1	0	8.69002	21.9261	4.30703	4.72867
TRINITY_DN101967_c0_g1_i4	25	23	90	52	72
TRINITY_DN101974_c0_g1_i1	7	6	0	5	0
TRINITY_DN101978_c0_g1_i1	1	5	36	14	16
TRINITY_DN101979_c0_g1_i1	0	0	2	1	0
TRINITY_DN101983_c0_g1_i1	14	5	36	54	15
TRINITY_DN101988_c0_g1_i1	551.318	510	1706.05	1008.95	1326.47
TRINITY_DN102000_c0_g1_i1	41	50	49	27	64
TRINITY_DN102009_c0_g1_i1	0	1	1	3	1
TRINITY_DN10201_c0_g1_i1	29	477	32	23	575
TRINITY_DN102010_c0_g1_i1	390.822	245.52	432.599	585.238	437.096
TRINITY_DN102010_c0_g3_i1	61.1779	28.4797	78.4013	112.762	92.9041
TRINITY_DN102016_c0_g1_i1	531.292	1400.79	789.748	887.074	1349.51
TRINITY_DN102016_c0_g3_i1	7.83066	6.20589	19.8374	0	5.99625
TRINITY_DN102020_c0_g1_i1	18	15	23	16	24
TRINITY_DN102020_c0_g2_i1	2	17	6	6	17
TRINITY_DN102024_c0_g2_i1	0	0	0	0	3
TRINITY_DN102026_c0_g1_i2	71.3953	29.2073	91.1712	119.527	68.686
TRINITY_DN102032_c0_g1_i1	4.29429	5.16345	26.6817	18.5993	12.0315
TRINITY_DN102033_c1_g2_i1	0	13	0	0	9
TRINITY_DN102039_c0_g1_i2	3	1	5	17	12
TRINITY_DN102056_c0_g1_i1	2.27614	6.28675	10.0768	15.9343	0
TRINITY_DN102061_c0_g3_i1	2	0	4	7	1
TRINITY_DN102065_c0_g1_i1	504	2519.28	654.559	893	3239.27
TRINITY_DN102065_c0_g2_i1	0	5.72356	7.4413	0	6.73018
TRINITY_DN102067_c0_g1_i1	13.4568	22.2849	0	0.169126	31.8317
TRINITY_DN102067_c0_g2_i1	320.413	222.797	497.508	628.596	459.024
TRINITY_DN102070_c0_g3_i2	798	1415	2753	1758	4341
TRINITY_DN102073_c0_g1_i1	6	4	7	7	10
TRINITY_DN102078_c0_g1_i1	709.58	1294.05	809.519	599.361	1708.05
TRINITY_DN102078_c0_g2_i1	140.42	193.953	538.481	471.639	1071.95
TRINITY_DN102083_c0_g1_i1	2	0	8	3	1
TRINITY_DN102084_c0_g1_i1	4	6	3	3	14
TRINITY_DN102085_c0_g1_i1	309	244.898	346	373	309.528
TRINITY_DN102094_c0_g1_i1	36.8862	9.79427	37.5854	18.4182	82.6681
TRINITY_DN102094_c0_g2_i1	0	23.614	7.21331	13.116	31.7675
TRINITY_DN102094_c0_g3_i1	44.1138	35.5917	130.201	85.4659	103.564
TRINITY_DN102104_c0_g1_i1	189	113	264	317	228
TRINITY_DN102108_c0_g1_i1	39	33	75	71	45
TRINITY_DN102122_c0_g2_i1	1	0	8	3	5
TRINITY_DN102135_c0_g1_i1	6	1	5	17	5
TRINITY_DN102142_c0_g1_i1	24	42	89	33	40
TRINITY_DN102150_c0_g1_i3	6	6	19	24	10
TRINITY_DN102153_c0_g1_i1	0	0	1	0	0
TRINITY_DN102158_c0_g1_i1	318	480	496	455	654
TRINITY_DN102159_c0_g1_i2	3637	2199	6626	4355	4205
TRINITY_DN102162_c0_g1_i1	429	680	581	746	1352
TRINITY_DN102167_c0_g1_i2	776	1343	1263	1248	1835
TRINITY_DN102186_c0_g1_i2	5094	2002	6316	6394	5457
TRINITY_DN102192_c0_g1_i1	84	78	227	70	88
TRINITY_DN102193_c0_g2_i1	126	141	234	231	205
TRINITY_DN102197_c0_g1_i1	0	0	0	4	0
TRINITY_DN102197_c0_g2_i1	0	0	0	0	0
TRINITY_DN102198_c0_g1_i3	1	4	9	9	8
TRINITY_DN10220_c0_g1_i1	4	2	7	8	5
TRINITY_DN102201_c0_g1_i1	20.1619	47.4678	40.6959	33.0576	46.8656
TRINITY_DN102206_c0_g1_i1	1	0	0	3	1
TRINITY_DN102213_c0_g1_i1	13	5	20	32	9
TRINITY_DN102217_c0_g1_i1	1	2	3	12	8
TRINITY_DN102217_c0_g2_i1	0	1	4	7	7
TRINITY_DN102218_c0_g1_i1	33	31	35	26	20
TRINITY_DN102223_c0_g3_i1	9	5	10	13	9
TRINITY_DN102226_c0_g2_i1	1	1	4	5	2
TRINITY_DN102230_c0_g1_i2	6	5	13	11	8
TRINITY_DN102246_c0_g2_i1	0	0	0	0	6.27133
TRINITY_DN102246_c0_g4_i1	0	4	0	0.5	0
TRINITY_DN102246_c0_g5_i1	0	0	4	0.5	1.72867
TRINITY_DN102252_c0_g1_i2	3.53427	1.44216	5.34454	7.15517	5.98557
TRINITY_DN102252_c0_g2_i1	247.466	136.558	306.655	383.845	360.014
TRINITY_DN102253_c0_g2_i3	24	12	7	48	12
TRINITY_DN102255_c0_g2_i1	31	20	82	101	169
