gid	sex	bias
3.028556303	meanmale	male
7.401242834	meanmale	male
6.147171936	meanmale	male
6.260240227	meanmale	male
3.672612218	meanmale	male
7.1225977	meanmale	male
1.288795494	meanmale	male
0.806833443	meanmale	male
6.828981182	meanmale	male
5.019478371	meanmale	male
1.354995681	meanmale	male
4.116733644	meanmale	male
NA?	meanmale	male
5.564256844	meanmale	male
-0.178616024	meanmale	male
NA?	meanmale	male
0.42601962	meanmale	male
2.701480442	meanmale	male
-0.751255577	meanmale	male
5.647011293	meanmale	male
7.094076668	meanmale	male
1.817034729	meanmale	male
1.74557878	meanmale	male
2.672959132	meanmale	male
2.316590854	meanmale	male
2.995366435	meanmale	male
-0.487799867	meanmale	male
0.606090871	meanmale	male
2.475330428	meanmale	male
2.305538107	meanmale	male
3.014167746	meanmale	male
2.123925295	meanmale	male
2.525005251	meanmale	male
NA?	meanmale	male
9.753013271	meanmale	male
6.452150175	meanmale	male
4.541045437	meanmale	male
1.198649005	meanmale	male
6.062922577	meanmale	male
2.601735394	meanmale	male
3.121068735	meanmale	male
3.303957633	meanmale	male
1.724216191	meanmale	male
1.842881647	meanmale	male
4.007645743	meanmale	male
0.004765459	meanmale	male
3.344872542	meanmale	male
0.834993014	meanmale	male
2.842581846	meanmale	male
6.13703948	meanmale	male
3.990601058	meanmale	male
2.504245826	meanmale	male
3.42853097	meanmale	male
2.193268939	meanmale	male
2.086828445	meanmale	male
4.423974175	meanmale	male
6.354585373	meanmale	male
3.852168473	meanmale	male
0.940145368	meanmale	male
6.405674372	meanmale	male
5.063182814	meanmale	male
1.972369434	meanmale	male
-0.357235772	meanmale	male
0.848238482	meanmale	male
NA?	meanmale	male
4.922559995	meanmale	male
3.900262636	meanmale	male
2.765400891	meanmale	male
6.628881274	meanmale	male
1.562222261	meanmale	male
2.350994696	meanmale	male
0.548840107	meanmale	male
0.423082594	meanmale	male
0.861610637	meanmale	male
0.610388557	meanmale	male
3.567218552	meanmale	male
0.273867225	meanmale	male
0.931966274	meanmale	male
0.190215095	meanmale	male
3.101377617	meanmale	male
0.827521028	meanmale	male
5.969394255	meanmale	male
4.355452906	meanmale	male
2.799799879	meanmale	male
3.390010567	meanmale	male
5.157391756	meanmale	male
1.055914899	meanmale	male
6.359166164	meanmale	male
4.424315061	meanmale	male
3.100065729	meanmale	male
2.581196878	meanmale	male
1.998233637	meanmale	male
3.956151463	meanmale	male
3.73071881	meanmale	male
9.700045409	meanmale	male
4.318196747	meanmale	male
1.980872044	meanmale	male
3.116744299	meanmale	male
2.321861373	meanmale	male
-0.302663529	meanmale	male
-0.214146548	meanmale	male
2.812129872	meanmale	male
2.01551412	meanmale	male
0.796890541	meanmale	male
5.007990551	meanmale	male
4.497866968	meanmale	male
2.236346225	meanmale	male
3.696597127	meanmale	male
-0.398242375	meanmale	male
2.009547108	meanmale	male
0.956504181	meanmale	male
2.657987311	meanmale	male
0.685372843	meanmale	male
7.428070905	meanmale	male
4.774246566	meanmale	male
3.150111062	meanmale	male
5.315976922	meanmale	male
5.686894838	meanmale	male
4.34125178	meanmale	male
1.370012341	meanmale	male
3.739791899	meanmale	male
4.308145275	meanmale	male
4.618173367	meanmale	male
3.655532897	meanmale	male
1.947514246	meanmale	male
3.084190643	meanmale	male
NA?	meanmale	male
1.440911594	meanmale	male
5.417862602	meanmale	male
4.035428831	meanmale	male
-0.717865417	meanmale	male
4.161849838	meanmale	male
2.751612575	meanmale	male
1.639976268	meanmale	male
2.511435803	meanmale	male
4.119422484	meanmale	male
4.559664864	meanmale	male
4.728089326	meanmale	male
1.615115312	meanmale	male
2.149603384	meanmale	male
1.692385532	meanmale	male
3.339244491	meanmale	male
5.608665301	meanmale	male
1.796811538	meanmale	male
1.648040723	meanmale	male
2.052440981	meanmale	male
4.970517658	meanmale	male
-0.032961132	meanmale	male
1.178708459	meanmale	male
6.919259322	meanmale	male
5.552300257	meanmale	male
-0.520689713	meanmale	male
1.754525443	meanmale	male
2.782821318	meanmale	male
1.367423224	meanmale	male
4.796775261	meanmale	male
0.875605355	meanmale	male
3.890363135	meanmale	male
2.74265256	meanmale	male
5.017808346	meanmale	male
1.468622554	meanmale	male
-0.34282217	meanmale	male
2.643423437	meanmale	male
4.707865417	meanmale	male
4.662694115	meanmale	male
3.49875981	meanmale	male
4.010496621	meanmale	male
2.027006742	meanmale	male
3.077258965	meanmale	male
4.470635466	meanmale	male
4.403304969	meanmale	male
2.258834964	meanmale	male
1.498075407	meanmale	male
1.594654446	meanmale	male
1.023480676	meanmale	male
0.935632652	meanmale	male
1.484132274	meanmale	male
2.460096926	meanmale	male
2.765912011	meanmale	male
1.951816233	meanmale	male
2.302249857	meanmale	male
1.03305547	meanmale	male
1.167641499	meanmale	male
2.204171845	meanmale	male
6.248150507	meanmale	male
-0.124658092	meanmale	male
6.235037249	meanmale	male
-1.420009025	meanmale	male
4.861967793	meanmale	male
2.669901998	meanmale	male
2.918935647	meanmale	male
-0.173587954	meanmale	male
2.744252844	meanmale	male
-0.236163492	meanmale	male
1.524865527	meanmale	male
0.698884084	meanmale	male
1.416844133	meanmale	male
3.422323213	meanmale	male
3.063477953	meanmale	male
2.268048926	meanmale	male
2.462928564	meanmale	male
3.102595711	meanmale	male
1.287379248	meanmale	male
4.979065504	meanmale	male
2.827159608	meanmale	male
1.191080375	meanmale	male
2.712374799	meanmale	male
1.26695477	meanmale	male
1.98649181	meanmale	male
3.187832592	meanmale	male
0.05877356	meanmale	male
1.61560173	meanmale	male
0.026960372	meanmale	male
1.441336545	meanmale	male
3.083330893	meanmale	male
0.095162302	meanmale	male
1.832422399	meanmale	male
-0.300017379	meanmale	male
3.767807487	meanmale	male
4.662806327	meanmale	male
2.330037891	meanmale	male
6.64974757	meanmale	male
0.479030366	meanmale	male
2.289573148	meanmale	male
3.515069919	meanmale	male
4.26681207	meanmale	male
1.056371288	meanmale	male
6.721927688	meanmale	male
6.487823028	meanmale	male
5.753129487	meanmale	male
0.544906822	meanmale	male
1.556768986	meanmale	male
-0.540124601	meanmale	male
1.307648416	meanmale	male
1.075445579	meanmale	male
2.714842135	meanmale	male
-0.296094819	meanmale	male
2.675565069	meanmale	male
1.244909181	meanmale	male
3.83536458	meanmale	male
2.073032751	meanmale	male
0.110135623	meanmale	male
2.64346975	meanmale	male
2.153527347	meanmale	male
1.112782706	meanmale	male
3.686523706	meanmale	male
8.09187258	meanmale	male
-0.19056365	meanmale	male
2.948355889	meanmale	male
3.712402799	meanmale	male
4.451654958	meanmale	male
11.05564981	meanmale	male
-0.199779821	meanmale	male
-0.792909508	meanmale	male
-0.400695681	meanmale	male
1.934604157	meanmale	male
0.894480237	meanmale	male
2.002913961	meanmale	male
7.563985389	meanmale	male
6.348364324	meanmale	male
1.907506007	meanmale	male
3.048774216	meanmale	male
2.645357783	meanmale	male
0.267805236	meanmale	male
5.795113559	meanmale	male
2.478766489	meanmale	male
-1.366621026	meanmale	male
2.014938167	meanmale	male
3.588867197	meanmale	male
4.427039937	meanmale	male
5.791948816	meanmale	male
2.466604654	meanmale	male
0.574604994	meanmale	male
1.269055773	meanmale	male
-1.285728525	meanmale	male
2.203801206	meanmale	male
0.950068758	meanmale	male
0.44582419	meanmale	male
1.48429137	meanmale	male
1.496736533	meanmale	male
3.047958194	meanmale	male
0.182685273	meanmale	male
2.580924889	meanmale	male
4.037739487	meanmale	male
NA?	meanmale	male
2.073188283	meanmale	male
7.800903449	meanmale	male
2.51705398	meanmale	male
5.063556637	meanmale	male
2.864032626	meanmale	male
11.67387853	meanmale	male
1.882330906	meanmale	male
2.643480923	meanmale	male
2.259574211	meanmale	male
-0.076582904	meanmale	male
-0.217253229	meanmale	male
2.056201096	meanmale	male
6.326228355	meanmale	male
6.041264974	meanmale	male
-0.174955935	meanmale	male
2.301768612	meanmale	male
6.356258293	meanmale	male
1.091362714	meanmale	male
4.207055875	meanmale	male
2.862667449	meanmale	male
3.613808727	meanmale	male
3.363873557	meanmale	male
4.513800243	meanmale	male
3.605769833	meanmale	male
4.304741454	meanmale	male
4.893037267	meanmale	male
2.251799525	meanmale	male
-1.575087418	meanmale	male
1.652871607	meanmale	male
0.590164097	meanmale	male
0.465886993	meanmale	male
2.852697424	meanmale	male
8.738532415	meanmale	male
1.79120735	meanmale	male
2.24970743	meanmale	male
3.239154791	meanmale	male
3.538428039	meanmale	male
0.948928837	meanmale	male
0.306269052	meanmale	male
0.292743356	meanmale	male
-0.332882253	meanmale	male
1.655412877	meanmale	male
3.106257291	meanmale	male
6.272052584	meanmale	male
2.329758951	meanmale	male
3.227486498	meanmale	male
1.836948858	meanmale	male
-0.660231023	meanmale	male
3.643717158	meanmale	male
4.993197878	meanmale	male
5.903057021	meanmale	male
0.163427241	meanmale	male
4.091987458	meanmale	male
1.511513471	meanmale	male
2.917446743	meanmale	male
7.262009458	meanmale	male
-1.247551218	meanmale	male
0.592944827	meanmale	male
1.081136588	meanmale	male
-0.243901321	meanmale	male
5.102120602	meanmale	male
3.601416314	meanmale	male
3.479509054	meanmale	male
6.291356806	meanmale	male
0.580513329	meanmale	male
-0.408428388	meanmale	male
2.347229619	meanmale	male
3.077411979	meanmale	male
1.68719706	meanmale	male
-0.134796425	meanmale	male
0.285297978	meanmale	male
0.217461831	meanmale	male
4.52528793	meanmale	male
5.990771123	meanmale	male
2.939233911	meanmale	male
5.85796351	meanmale	male
2.593646695	meanmale	male
2.487394265	meanmale	male
2.587591457	meanmale	male
3.434332924	meanmale	male
3.061039398	meanmale	male
2.160715808	meanmale	male
2.939813033	meanmale	male
3.980126011	meanmale	male
3.680558824	meanmale	male
2.058775009	meanmale	male
1.392317515	meanmale	male
7.483504032	meanmale	male
2.721081802	meanmale	male
0.799420938	meanmale	male
9.366176748	meanmale	male
1.638960743	meanmale	male
1.403036119	meanmale	male
0.53930323	meanmale	male
3.617851461	meanmale	male
5.411106639	meanmale	male
0.926673733	meanmale	male
4.226169823	meanmale	male
3.636497458	meanmale	male
1.04210968	meanmale	male
2.575169032	meanmale	male
-0.118432408	meanmale	male
4.58681341	meanmale	male
4.937607897	meanmale	male
0.402106087	meanmale	male
0.714572521	meanmale	male
1.880500764	meanmale	male
1.085462666	meanmale	male
2.393877627	meanmale	male
0.456724273	meanmale	male
1.754393926	meanmale	male
4.941487488	meanmale	male
2.805694216	meanmale	male
-0.015942606	meanmale	male
1.603491604	meanmale	male
1.246776779	meanmale	male
7.752245157	meanmale	male
0.797292476	meanmale	male
2.112134325	meanmale	male
-0.344206178	meanmale	male
6.377015502	meanmale	male
5.557595256	meanmale	male
6.67792165	meanmale	male
1.95797891	meanmale	male
5.077066254	meanmale	male
3.698431029	meanmale	male
2.324204637	meanmale	male
3.497858513	meanmale	male
2.590471091	meanmale	male
0.105180808	meanmale	male
3.918963855	meanmale	male
4.964604965	meanmale	male
1.909195205	meanmale	male
2.035863103	meanmale	male
NA?	meanmale	male
1.744706008	meanmale	male
-0.214101744	meanmale	male
3.341699568	meanmale	male
2.484542139	meanmale	male
2.9333633	meanmale	male
1.214633961	meanmale	male
0.858941315	meanmale	male
2.383208052	meanmale	male
2.707420039	meanmale	male
4.914614458	meanmale	male
1.946123441	meanmale	male
3.702098338	meanmale	male
6.69423662	meanmale	male
2.436669286	meanmale	male
2.641138906	meanmale	male
4.173266908	meanmale	male
4.001237465	meanmale	male
5.056417597	meanmale	male
3.485555218	meanmale	male
-0.032057316	meanmale	male
5.123321096	meanmale	male
2.141223023	meanmale	male
1.155968764	meanmale	male
1.523335093	meanmale	male
0.166373835	meanmale	male
5.25831703	meanmale	male
1.663922538	meanmale	male
7.542923043	meanmale	male
1.710106683	meanmale	male
2.623051134	meanmale	male
4.343966046	meanmale	male
NA?	meanmale	male
0.143486303	meanmale	male
0.987930119	meanmale	male
1.334614483	meanmale	male
1.557624794	meanmale	male
3.353936975	meanmale	male
1.710228346	meanmale	male
5.002709982	meanmale	male
-0.085611088	meanmale	male
2.421648715	meanmale	male
3.127647465	meanmale	male
4.31824264	meanmale	male
1.642907931	meanmale	male
0.201711834	meanmale	male
1.246143013	meanmale	male
NA?	meanmale	male
5.077507976	meanmale	male
2.530517368	meanmale	male
3.460916827	meanmale	male
1.87236004	meanmale	male
3.024925105	meanmale	male
2.12124092	meanmale	male
5.267204341	meanmale	male
4.004061075	meanmale	male
4.66019977	meanmale	male
1.747246196	meanmale	male
0.735747416	meanmale	male
0.831911311	meanmale	male
3.659210112	meanmale	male
1.900705541	meanmale	male
-0.157795049	meanmale	male
4.788064721	meanmale	male
-0.152221378	meanmale	male
-2.071165216	meanmale	male
0.321580881	meanmale	male
0.215727652	meanmale	male
1.631870733	meanmale	male
1.089050852	meanmale	male
3.542032257	meanmale	male
2.84926579	meanmale	male
4.808537982	meanmale	male
0.491241516	meanmale	male
2.717405067	meanmale	male
3.936152769	meanmale	male
5.94401442	meanmale	male
2.627197345	meanmale	male
0.585190143	meanmale	male
1.856754845	meanmale	male
7.703903064	meanmale	male
1.453908217	meanmale	male
1.531488537	meanmale	male
0.656559172	meanmale	male
2.026584297	meanmale	male
2.231753443	meanmale	male
2.146845814	meanmale	male
1.515845051	meanmale	male
0.412406633	meanmale	male
5.856828797	meanmale	male
3.35286286	meanmale	male
4.001356283	meanmale	male
2.516018239	meanmale	male
4.760687668	meanmale	male
5.179145962	meanmale	male
2.176103633	meanmale	male
3.232875254	meanmale	male
NA?	meanmale	male
-0.269236703	meanmale	male
1.372646057	meanmale	male
3.038077817	meanmale	male
-0.339245443	meanmale	male
1.778860815	meanmale	male
4.145815409	meanmale	male
0.177347782	meanmale	male
-0.57285356	meanmale	male
2.201205379	meanmale	male
4.132554522	meanmale	male
4.026575344	meanmale	male
3.893485841	meanmale	male
-0.437237595	meanmale	male
1.008390759	meanmale	male
0.533426649	meanmale	male
2.183869136	meanmale	male
-0.259520858	meanmale	male
3.713270489	meanmale	male
1.99992147	meanmale	male
0.962906299	meanmale	male
1.395982473	meanmale	male
-0.302243465	meanmale	male
6.535244979	meanmale	male
0.359170999	meanmale	male
0.219682206	meanmale	male
6.798207627	meanmale	male
8.755268682	meanmale	male
0.571992886	meanmale	male
4.074442112	meanmale	male
1.782912733	meanmale	male
2.333593888	meanmale	male
2.534671657	meanmale	male
1.496692853	meanmale	male
1.175897058	meanmale	male
-0.111832669	meanmale	male
4.933753394	meanmale	male
1.572188648	meanmale	male
0.289377842	meanmale	male
1.541377083	meanmale	male
-0.105635454	meanmale	male
3.852465473	meanmale	male
-0.632542184	meanmale	male
5.504581479	meanmale	male
3.106118065	meanmale	male
1.005348322	meanmale	male
1.258675033	meanmale	male
0.030256378	meanmale	male
2.647723693	meanmale	male
2.070637698	meanmale	male
2.099279894	meanmale	male
1.630536151	meanmale	male
2.066580492	meanmale	male
2.41589509	meanmale	male
0.999627562	meanmale	male
8.404408779	meanmale	male
0.943893274	meanmale	male
8.998750426	meanmale	male
4.357066094	meanmale	male
3.290013388	meanmale	male
0.992282383	meanmale	male
0.775875172	meanmale	male
4.092320373	meanmale	male
4.704618157	meanmale	male
2.892323281	meanmale	male
1.883365865	meanmale	male
9.700670383	meanmale	male
2.856212867	meanmale	male
2.919811907	meanmale	male
5.634316901	meanmale	male
3.519271662	meanmale	male
1.474809086	meanmale	male
2.434539173	meanmale	male
5.395263575	meanmale	male
4.390616186	meanmale	male
0.104389629	meanmale	male
1.313405625	meanmale	male
4.557827947	meanmale	male
3.656073965	meanmale	male
3.965207848	meanmale	male
2.879579716	meanmale	male
2.678417995	meanmale	male
2.481685471	meanmale	male
0.648264357	meanmale	male
3.337836593	meanmale	male
5.311044194	meanmale	male
-1.402637988	meanmale	male
1.033391454	meanmale	male
2.520428905	meanmale	male
2.236972682	meanmale	male
1.825772563	meanmale	male
3.021535392	meanmale	male
1.119264991	meanmale	male
5.675147591	meanmale	male
2.563534068	meanmale	male
0.443464887	meanmale	male
0.763643722	meanmale	male
2.273068135	meanmale	male
1.936409338	meanmale	male
0.62652212	meanmale	male
-0.232263229	meanmale	male
5.201186354	meanmale	male
4.031497237	meanmale	male
7.358419121	meanmale	male
1.582047661	meanmale	male
2.700140075	meanmale	male
1.988219863	meanmale	male
1.00365498	meanmale	male
7.01140092	meanmale	male
1.040123171	meanmale	male
3.289482919	meanmale	male
5.397453221	meanmale	male
0.734407059	meanmale	male
2.258580928	meanmale	male
1.305104663	meanmale	male
5.052684535	meanmale	male
1.621403548	meanmale	male
NA?	meanmale	male
7.620072997	meanmale	male
1.399057991	meanmale	male
0.108680366	meanmale	male
0.639809813	meanmale	male
6.189899474	meanmale	male
3.56015712	meanmale	male
3.325708978	meanmale	male
0.910240561	meanmale	male
-0.103982938	meanmale	male
4.612092892	meanmale	male
1.007312479	meanmale	male
2.108877625	meanmale	male
3.787360528	meanmale	male
2.061717431	meanmale	male
-0.118313131	meanmale	male
0.30682015	meanmale	male
4.26050546	meanmale	male
4.745028893	meanmale	male
5.528236795	meanmale	male
1.449429931	meanmale	male
0.952726781	meanmale	male
2.190681443	meanmale	male
2.226285786	meanmale	male
6.948522472	meanmale	male
4.631365263	meanmale	male
5.996679005	meanmale	male
-0.288169811	meanmale	male
4.325741723	meanmale	male
3.956136925	meanmale	male
3.645157645	meanmale	male
2.435253472	meanmale	male
3.381206733	meanmale	male
2.778565768	meanmale	male
3.63954461	meanmale	male
-0.152709742	meanmale	male
0.391707963	meanmale	male
1.774923478	meanmale	male
-0.043749047	meanmale	male
9.301741027	meanmale	male
9.62808147	meanmale	male
1.293773539	meanmale	male
2.394105492	meanmale	male
3.147451575	meanmale	male
2.285574563	meanmale	male
-0.572107709	meanmale	male
0.329885414	meanmale	male
4.663002611	meanmale	male
0.16554797	meanmale	male
3.261867925	meanmale	male
-0.05328776	meanmale	male
-0.536145819	meanmale	male
1.805904902	meanmale	male
2.158880297	meanmale	male
0.372176813	meanmale	male
2.04522179	meanmale	male
2.307583382	meanmale	male
2.727292986	meanmale	male
-1.020663762	meanmale	male
9.597564066	meanmale	male
3.50543977	meanmale	male
6.214601104	meanmale	male
1.689349856	meanmale	male
3.363809464	meanmale	male
0.046060592	meanmale	male
5.013239339	meanmale	male
2.483514677	meanmale	male
2.298657924	meanmale	male
2.155289296	meanmale	male
1.137820593	meanmale	male
1.269609297	meanmale	male
-0.375450566	meanmale	male
1.243001783	meanmale	male
2.499313244	meanmale	male
4.440571672	meanmale	male
0.751959766	meanmale	male
1.15878434	meanmale	male
-1.116538178	meanmale	male
2.044710096	meanmale	male
2.054870596	meanmale	male
-0.550576706	meanmale	male
1.280125066	meanmale	male
1.383872484	meanmale	male
-1.527405753	meanmale	male
-0.16368003	meanmale	male
7.076225658	meanmale	male
2.806034234	meanmale	male
0.160183057	meanmale	male
0.262689502	meanmale	male
1.988731683	meanmale	male
2.44525076	meanmale	male
2.379203556	meanmale	male
5.607514539	meanmale	male
1.844989725	meanmale	male
4.56724756	meanmale	male
-0.445942998	meanmale	male
6.902076202	meanmale	male
0.285106379	meanmale	male
4.948517105	meanmale	male
7.444116249	meanmale	male
9.534804141	meanmale	male
1.681580755	meanmale	male
5.349465377	meanmale	male
3.009238644	meanmale	male
1.173958357	meanmale	male
3.914074647	meanmale	male
0.058801841	meanmale	male
1.303852303	meanmale	male
1.611068076	meanmale	male
2.476724538	meanmale	male
2.127915852	meanmale	male
1.268624459	meanmale	male
7.669759113	meanmale	male
4.890679942	meanmale	male
-1.792095268	meanmale	male
0.958104231	meanmale	male
1.369781977	meanmale	male
4.324122357	meanmale	male
2.243646981	meanmale	male
2.771227998	meanmale	male
2.222090496	meanmale	male
1.032990322	meanmale	male
3.493164283	meanmale	male
0.041410703	meanmale	male
4.047825259	meanmale	male
-0.108879985	meanmale	male
5.547246982	meanmale	male
0.258098133	meanmale	male
4.501789297	meanmale	male
5.295219634	meanmale	male
2.340603152	meanmale	male
2.473190973	meanmale	male
4.404413055	meanmale	male
0.70987064	meanmale	male
8.488310385	meanmale	male
4.364610757	meanmale	male
2.23095484	meanmale	male
1.236040795	meanmale	male
2.598032398	meanmale	male
-0.516946904	meanmale	male
6.215173778	meanmale	male
3.677067687	meanmale	male
2.911934502	meanmale	male
0.880502574	meanmale	male
0.061690334	meanmale	male
0.245417489	meanmale	male
-1.119922639	meanmale	male
1.450512501	meanmale	male
-0.796554814	meanmale	male
1.57157164	meanmale	male
3.637054226	meanmale	male
4.531825284	meanmale	male
0.286095703	meanmale	male
4.612992931	meanmale	male
0.369593411	meanmale	male
2.084328701	meanmale	male
2.535330383	meanmale	male
1.765957573	meanmale	male
0.091621832	meanmale	male
0.059294147	meanmale	male
3.734575719	meanmale	male
1.658421656	meanmale	male
-0.251281922	meanmale	male
1.216239632	meanmale	male
-0.044776477	meanmale	male
3.015576053	meanmale	male
4.625239314	meanmale	male
-0.073331539	meanmale	male
5.204441138	meanmale	male
6.190744477	meanmale	male
4.822281663	meanmale	male
3.893281904	meanmale	male
2.781182779	meanmale	male
1.046887933	meanmale	male
5.736378327	meanmale	male
7.742910898	meanmale	male
0.67474053	meanmale	male
1.246441611	meanmale	male
3.369353505	meanmale	male
8.428290432	meanmale	male
5.464023966	meanmale	male
7.185734805	meanmale	male
4.82854034	meanmale	male
2.811479753	meanmale	male
NA?	meanmale	male
-0.859684189	meanmale	male
5.878071519	meanmale	male
1.197398221	meanmale	male
2.510733703	meanmale	male
6.088630599	meanmale	male
4.666293999	meanmale	male
5.591460122	meanmale	male
1.923585558	meanmale	male
2.377221438	meanmale	male
2.479962859	meanmale	male
7.271388477	meanmale	male
NA?	meanmale	male
0.534182107	meanmale	male
4.680324863	meanmale	male
0.404509251	meanmale	male
9.34557091	meanmale	male
3.342114721	meanmale	male
3.321644874	meanmale	male
1.567092435	meanmale	male
2.690846664	meanmale	male
4.682644278	meanmale	male
1.767617993	meanmale	male
11.02607904	meanmale	male
2.289693661	meanmale	male
0.844647516	meanmale	male
1.584299394	meanmale	male
2.858849187	meanmale	male
4.58340698	meanmale	male
1.00470113	meanmale	male
4.488960892	meanmale	male
5.196423274	meanmale	male
0.137028792	meanmale	male
3.084929524	meanmale	male
2.843939549	meanmale	male
0.156437194	meanmale	male
3.088785897	meanmale	male
0.970410715	meanmale	male
4.314026275	meanmale	male
1.251726431	meanmale	male
5.698545427	meanmale	male
3.48827579	meanmale	male
3.040284099	meanmale	male
0.503197538	meanmale	male
2.252390829	meanmale	male
0.817675717	meanmale	male
0.98340507	meanmale	male
6.894703164	meanmale	male
-0.201423862	meanmale	male
0.585777826	meanmale	male
5.318110041	meanmale	male
1.698255073	meanmale	male
2.018817282	meanmale	male
1.303351419	meanmale	male
6.115205116	meanmale	male
4.219279433	meanmale	male
1.568212725	meanmale	male
4.277722131	meanmale	male
4.749773346	meanmale	male
2.206458252	meanmale	male
-1.270505345	meanmale	male
2.029565664	meanmale	male
-0.522446383	meanmale	male
0.829547362	meanmale	male
3.811530054	meanmale	male
0.394395457	meanmale	male
-0.24584406	meanmale	male
2.129016819	meanmale	male
4.08159229	meanmale	male
0.810637145	meanmale	male
0.521550711	meanmale	male
-0.015342232	meanmale	male
3.508147206	meanmale	male
2.252639917	meanmale	male
2.599655503	meanmale	male
5.842369019	meanmale	male
1.057460445	meanmale	male
3.134507768	meanmale	male
3.869348093	meanmale	male
3.032940551	meanmale	male
1.321798725	meanmale	male
0.20799481	meanmale	male
NA?	meanmale	male
1.718570409	meanmale	male
2.970712814	meanmale	male
1.815025102	meanmale	male
3.274533265	meanmale	male
2.228507621	meanmale	male
4.247044379	meanmale	male
2.411561638	meanmale	male
4.927391147	meanmale	male
2.373505231	meanmale	male
2.256144749	meanmale	male
1.628004187	meanmale	male
3.642485028	meanmale	male
3.792621334	meanmale	male
-0.360668516	meanmale	male
4.264018435	meanmale	male
7.767162698	meanmale	male
6.651897351	meanmale	male
2.986835439	meanmale	male
0.596333903	meanmale	male
4.120393235	meanmale	male
4.409857812	meanmale	male
0.452105396	meanmale	male
4.593306814	meanmale	male
1.475803774	meanmale	male
0.791247507	meanmale	male
6.055518387	meanmale	male
1.419953105	meanmale	male
2.612984239	meanmale	male
