"Am2_463"	"group1"	"meanXX"	"group2"
"TRINITY_DN108203_c0_g2_i1"	1.1051962742926	"meanmale"	-0.735206773524052	"meanfemale"
"TRINITY_DN108376_c0_g1_i4"	1.75617557681468	"meanmale"	0.664163380482976	"meanfemale"
"TRINITY_DN108517_c0_g1_i1"	2.75374192155461	"meanmale"	1.29822481294925	"meanfemale"
"TRINITY_DN108683_c0_g1_i2"	1.9011767228589	"meanmale"	-0.120740766748955	"meanfemale"
"TRINITY_DN108890_c1_g2_i1"	6.23640949902184	"meanmale"	5.2507769795397	"meanfemale"
"TRINITY_DN108998_c0_g2_i1"	2.58998251771718	"meanmale"	0.468481060058685	"meanfemale"
"TRINITY_DN109035_c0_g1_i1"	2.42760173992921	"meanmale"	-1.00942996912391	"meanfemale"
"TRINITY_DN109528_c0_g2_i1"	2.18078542605982	"meanmale"	0.00950788727495791	"meanfemale"
"TRINITY_DN109892_c0_g1_i1"	4.68741933922466	"meanmale"	3.69301585373359	"meanfemale"
"TRINITY_DN109948_c0_g1_i1"	-1.13810166319147	"meanmale"	-2.75964999852593	"meanfemale"
"TRINITY_DN110181_c0_g1_i1"	2.25414365265253	"meanmale"	1.09999116693356	"meanfemale"
"TRINITY_DN110260_c0_g2_i1"	0.122776968518737	"meanmale"	-1.95672635341935	"meanfemale"
"TRINITY_DN110378_c0_g4_i1"	1.0012329839641	"meanmale"	-0.721471529937951	"meanfemale"
"TRINITY_DN111011_c1_g2_i1"	4.8012439319603	"meanmale"	2.77303523174357	"meanfemale"
"TRINITY_DN111082_c0_g1_i1"	1.06174509723862	"meanmale"	-0.779691657225544	"meanfemale"
"TRINITY_DN111167_c0_g1_i1"	-0.278467818553422	"meanmale"	-1.51665809101594	"meanfemale"
"TRINITY_DN111757_c0_g1_i1"	2.17514469343444	"meanmale"	1.03485072522765	"meanfemale"
"TRINITY_DN112201_c0_g1_i1"	3.25163405131763	"meanmale"	1.39279241196388	"meanfemale"
"TRINITY_DN112522_c0_g1_i1"	2.33007392871987	"meanmale"	-0.0495699945238711	"meanfemale"
"TRINITY_DN112592_c0_g1_i1"	1.27875397181462	"meanmale"	-0.392129718048631	"meanfemale"
"TRINITY_DN112596_c0_g1_i1"	-0.308963537854322	"meanmale"	-2.20038416075692	"meanfemale"
"TRINITY_DN112641_c0_g1_i2"	5.90772164862593	"meanmale"	4.77352987692263	"meanfemale"
"TRINITY_DN112708_c0_g1_i1"	2.2299177701203	"meanmale"	0.868375654019273	"meanfemale"
"TRINITY_DN112721_c0_g1_i1"	3.1954428846054	"meanmale"	1.7964341203521	"meanfemale"
"TRINITY_DN112760_c0_g1_i2"	2.71479573601821	"meanmale"	0.453058421235649	"meanfemale"
"TRINITY_DN113011_c0_g3_i1"	2.15831588084315	"meanmale"	0.648325595612091	"meanfemale"
"TRINITY_DN113131_c0_g1_i5"	4.04685316664987	"meanmale"	2.74857905934378	"meanfemale"
"TRINITY_DN113348_c0_g3_i1"	1.81007864161452	"meanmale"	-2.75748084446937	"meanfemale"
"TRINITY_DN113380_c0_g1_i1"	5.03822629897997	"meanmale"	4.04157980221339	"meanfemale"
"TRINITY_DN113404_c0_g2_i1"	1.54253040438587	"meanmale"	-0.11962384287897	"meanfemale"
"TRINITY_DN113584_c0_g1_i1"	0.849330131896845	"meanmale"	-0.477120632767485	"meanfemale"
"TRINITY_DN113797_c0_g1_i1"	3.43163970847206	"meanmale"	1.35927220309016	"meanfemale"
"TRINITY_DN113982_c0_g1_i1"	2.28360448621353	"meanmale"	0.395140822524558	"meanfemale"
"TRINITY_DN114195_c0_g1_i1"	0.696415654534325	"meanmale"	-1.01755430546321	"meanfemale"
"TRINITY_DN114220_c0_g1_i1"	3.75418629359727	"meanmale"	1.79324073071024	"meanfemale"
"TRINITY_DN114406_c0_g1_i1"	4.08781371434654	"meanmale"	2.79652125772541	"meanfemale"
"TRINITY_DN114439_c1_g1_i1"	3.26020727100036	"meanmale"	2.24427711229353	"meanfemale"
"TRINITY_DN114543_c0_g2_i1"	3.95602985199606	"meanmale"	1.99121507515968	"meanfemale"
"TRINITY_DN114581_c0_g1_i2"	3.58491567677278	"meanmale"	-1.6216918266284	"meanfemale"
"TRINITY_DN114610_c0_g2_i1"	0.992452870880182	"meanmale"	-1.49202739433755	"meanfemale"
"TRINITY_DN114644_c0_g2_i1"	0.105494392083486	"meanmale"	-1.37801908425873	"meanfemale"
"TRINITY_DN114792_c0_g1_i1"	2.88739200772001	"meanmale"	1.66883692111896	"meanfemale"
"TRINITY_DN114818_c0_g1_i1"	0.191825440238732	"meanmale"	-2.27716067533723	"meanfemale"
"TRINITY_DN114875_c0_g1_i1"	0.99524202876917	"meanmale"	-0.49436794448037	"meanfemale"
"TRINITY_DN114884_c0_g2_i1"	4.2279080407516	"meanmale"	2.52419882366157	"meanfemale"
"TRINITY_DN115056_c0_g1_i4"	2.61705461338155	"meanmale"	1.16445437474262	"meanfemale"
"TRINITY_DN115114_c1_g1_i1"	3.03710364759909	"meanmale"	1.90846819518916	"meanfemale"
"TRINITY_DN115474_c0_g1_i1"	4.42707899400925	"meanmale"	2.42608914588457	"meanfemale"
"TRINITY_DN115612_c0_g2_i2"	0.86525439016002	"meanmale"	-0.250459613171471	"meanfemale"
"TRINITY_DN115650_c0_g1_i2"	5.80820904888924	"meanmale"	4.78456677962813	"meanfemale"
"TRINITY_DN115715_c2_g3_i1"	7.42702524376287	"meanmale"	6.17212274566065	"meanfemale"
"TRINITY_DN115900_c0_g1_i2"	3.16457886128967	"meanmale"	0.558412512553452	"meanfemale"
"TRINITY_DN116209_c0_g1_i1"	1.035143024612	"meanmale"	-0.677566191801389	"meanfemale"
"TRINITY_DN116233_c0_g1_i1"	3.00981066176775	"meanmale"	1.66741513090575	"meanfemale"
"TRINITY_DN116288_c1_g1_i1"	1.64698070092046	"meanmale"	0.361063062828306	"meanfemale"
"TRINITY_DN116299_c0_g1_i2"	3.02633304096709	"meanmale"	1.3404826608261	"meanfemale"
"TRINITY_DN116347_c0_g1_i1"	4.3166461658982	"meanmale"	3.06208234870104	"meanfemale"
"TRINITY_DN116432_c0_g1_i1"	4.24470577036248	"meanmale"	3.25696780114349	"meanfemale"
"TRINITY_DN116593_c2_g1_i4"	4.7891683585542	"meanmale"	3.43375290359385	"meanfemale"
"TRINITY_DN116614_c0_g1_i2"	4.68731118420103	"meanmale"	3.28678334667453	"meanfemale"
"TRINITY_DN116614_c0_g2_i1"	2.35786958580053	"meanmale"	0.732239486842265	"meanfemale"
"TRINITY_DN116643_c1_g1_i1"	4.86081699935588	"meanmale"	3.63183551505376	"meanfemale"
"TRINITY_DN116685_c1_g1_i2"	0.379642125863391	"meanmale"	-1.13050823637284	"meanfemale"
"TRINITY_DN116707_c0_g1_i1"	1.02548410713968	"meanmale"	-0.728518406513433	"meanfemale"
"TRINITY_DN116728_c0_g1_i2"	4.62821824686757	"meanmale"	3.26142073882827	"meanfemale"
"TRINITY_DN116738_c0_g1_i1"	4.00065593542899	"meanmale"	1.7553674443666	"meanfemale"
"TRINITY_DN116761_c0_g1_i4"	2.40255466999093	"meanmale"	0.470725976546981	"meanfemale"
"TRINITY_DN116797_c0_g2_i1"	3.53129895529917	"meanmale"	1.57330436981558	"meanfemale"
"TRINITY_DN117156_c0_g1_i1"	1.56621290820812	"meanmale"	0.029862052757145	"meanfemale"
"TRINITY_DN117170_c0_g1_i1"	2.30593241183986	"meanmale"	-2.28739433134844	"meanfemale"
"TRINITY_DN117241_c3_g1_i2"	2.71438622704643	"meanmale"	-0.293907920101079	"meanfemale"
"TRINITY_DN117640_c0_g1_i2"	2.42087368621363	"meanmale"	0.749445969885483	"meanfemale"
"TRINITY_DN117755_c0_g1_i1"	5.72295441747805	"meanmale"	4.13291093552695	"meanfemale"
"TRINITY_DN117820_c0_g3_i1"	0.642451373343203	"meanmale"	-3.014881995768	"meanfemale"
"TRINITY_DN117870_c0_g5_i2"	0.589415249313191	"meanmale"	-2.83448493956941	"meanfemale"
"TRINITY_DN117884_c1_g1_i1"	0.352363163016461	"meanmale"	-0.923283955846941	"meanfemale"
"TRINITY_DN117885_c0_g1_i3"	6.46674748169092	"meanmale"	4.96082167623945	"meanfemale"
"TRINITY_DN117942_c0_g1_i2"	-0.714772347440736	"meanmale"	-2.45987560709834	"meanfemale"
"TRINITY_DN118227_c0_g1_i2"	1.41245262129319	"meanmale"	0.31977640519976	"meanfemale"
"TRINITY_DN118266_c0_g1_i1"	1.03268836436871	"meanmale"	-0.63569248428145	"meanfemale"
"TRINITY_DN118284_c0_g1_i1"	1.16424546537123	"meanmale"	-0.270956200762502	"meanfemale"
"TRINITY_DN118393_c0_g1_i3"	5.69180756591974	"meanmale"	3.92508903991154	"meanfemale"
"TRINITY_DN118431_c0_g1_i1"	5.04673854460357	"meanmale"	2.96846902834325	"meanfemale"
"TRINITY_DN118457_c0_g3_i1"	2.50646148363831	"meanmale"	1.07542351822302	"meanfemale"
"TRINITY_DN118540_c0_g2_i1"	-0.676700158219154	"meanmale"	-2.29172101369989	"meanfemale"
"TRINITY_DN118565_c0_g1_i1"	1.42284986495348	"meanmale"	0.0958964101820706	"meanfemale"
"TRINITY_DN118623_c0_g1_i1"	5.78618945658396	"meanmale"	4.8092334559492	"meanfemale"
"TRINITY_DN118731_c3_g2_i1"	3.47694435454287	"meanmale"	1.5476955024482	"meanfemale"
"TRINITY_DN118874_c0_g1_i1"	4.92005771670195	"meanmale"	3.68898364050406	"meanfemale"
"TRINITY_DN118899_c0_g1_i1"	2.88195607182828	"meanmale"	1.65643036614595	"meanfemale"
"TRINITY_DN119358_c1_g1_i1"	5.89868228665703	"meanmale"	4.05495545641842	"meanfemale"
"TRINITY_DN119358_c1_g2_i4"	3.18045904108884	"meanmale"	1.55258695885517	"meanfemale"
"TRINITY_DN119416_c2_g1_i1"	2.37104189599586	"meanmale"	0.0221286400000197	"meanfemale"
"TRINITY_DN119556_c0_g16_i1"	-0.623880546508117	"meanmale"	-13.2877123795494	"meanfemale"
"TRINITY_DN119556_c0_g19_i1"	0.520171988359978	"meanmale"	-2.96993087987296	"meanfemale"
"TRINITY_DN119592_c2_g1_i2"	2.2011128811285	"meanmale"	1.13005707812321	"meanfemale"
"TRINITY_DN119634_c0_g1_i1"	0.680498385034584	"meanmale"	-0.387810664537235	"meanfemale"
"TRINITY_DN119670_c0_g1_i4"	5.73377631989407	"meanmale"	4.56873912515881	"meanfemale"
"TRINITY_DN119733_c1_g1_i9"	4.77704154658909	"meanmale"	3.67844379917306	"meanfemale"
"TRINITY_DN119901_c0_g2_i2"	4.08515526695344	"meanmale"	2.86663098970468	"meanfemale"
"TRINITY_DN120002_c1_g1_i1"	1.65807916377938	"meanmale"	-0.038791082872787	"meanfemale"
"TRINITY_DN120010_c0_g1_i1"	2.68044104409698	"meanmale"	1.5278386173134	"meanfemale"
"TRINITY_DN120044_c0_g2_i2"	1.7443723434846	"meanmale"	0.152976050644316	"meanfemale"
"TRINITY_DN120135_c0_g1_i1"	2.20831649231421	"meanmale"	1.06620642830913	"meanfemale"
"TRINITY_DN120324_c0_g1_i2"	3.53840667663647	"meanmale"	2.55549063210777	"meanfemale"
"TRINITY_DN120340_c2_g4_i4"	2.57356920466677	"meanmale"	1.39721229414335	"meanfemale"
"TRINITY_DN120395_c0_g1_i1"	3.04369995136474	"meanmale"	1.81603290705402	"meanfemale"
"TRINITY_DN120448_c1_g1_i3"	4.50873104990563	"meanmale"	2.99218646053821	"meanfemale"
"TRINITY_DN120481_c0_g1_i2"	4.2533525148699	"meanmale"	2.5388174824511	"meanfemale"
"TRINITY_DN120528_c0_g1_i2"	3.58423938412221	"meanmale"	2.2998581625132	"meanfemale"
"TRINITY_DN120629_c2_g4_i6"	5.61186356780065	"meanmale"	3.02759558143454	"meanfemale"
"TRINITY_DN120714_c0_g1_i1"	2.7494235582623	"meanmale"	1.0751203948169	"meanfemale"
"TRINITY_DN120731_c0_g1_i5"	3.23693120498506	"meanmale"	1.44648732265489	"meanfemale"
"TRINITY_DN120758_c3_g1_i1"	2.16382622649319	"meanmale"	0.0600814557804027	"meanfemale"
"TRINITY_DN120758_c3_g3_i1"	1.68101503505004	"meanmale"	-13.2877123795494	"meanfemale"
"TRINITY_DN121065_c0_g1_i2"	1.98726750402519	"meanmale"	0.208580941743395	"meanfemale"
"TRINITY_DN121093_c3_g5_i3"	3.12632239255939	"meanmale"	2.05594274035491	"meanfemale"
"TRINITY_DN121243_c0_g1_i4"	5.93756155893077	"meanmale"	4.72410487985824	"meanfemale"
"TRINITY_DN121257_c0_g1_i1"	2.62616621177973	"meanmale"	1.35300415741703	"meanfemale"
"TRINITY_DN121322_c0_g1_i2"	4.17723601883045	"meanmale"	2.8936449621557	"meanfemale"
"TRINITY_DN121418_c2_g1_i1"	6.71846697159234	"meanmale"	5.52326572435916	"meanfemale"
"TRINITY_DN121465_c5_g2_i1"	2.76871052995296	"meanmale"	-13.2877123795494	"meanfemale"
"TRINITY_DN121490_c3_g1_i3"	0.286310150919131	"meanmale"	-1.27651765502939	"meanfemale"
"TRINITY_DN121497_c2_g2_i2"	4.70608024611818	"meanmale"	3.31265862660332	"meanfemale"
"TRINITY_DN121524_c0_g1_i2"	3.54603194510098	"meanmale"	1.85449683178714	"meanfemale"
"TRINITY_DN121580_c0_g1_i1"	1.26695807705463	"meanmale"	-2.75842939195495	"meanfemale"
"TRINITY_DN121580_c0_g2_i1"	1.21606428515628	"meanmale"	-4.41622201100295	"meanfemale"
"TRINITY_DN121583_c1_g3_i5"	2.15567671535622	"meanmale"	1.16496930669655	"meanfemale"
"TRINITY_DN121601_c6_g1_i1"	1.13134270266985	"meanmale"	-1.78851016719662	"meanfemale"
"TRINITY_DN121660_c4_g4_i1"	1.36856618872488	"meanmale"	-0.374388584785797	"meanfemale"
"TRINITY_DN121675_c2_g1_i3"	1.51078858668905	"meanmale"	-0.0750136170704434	"meanfemale"
"TRINITY_DN121797_c0_g1_i2"	4.62805596598217	"meanmale"	3.35629813582262	"meanfemale"
"TRINITY_DN121846_c0_g2_i2"	2.11771395403951	"meanmale"	0.670941296533881	"meanfemale"
"TRINITY_DN121909_c0_g2_i1"	2.34886774012485	"meanmale"	0.590943310627015	"meanfemale"
"TRINITY_DN121909_c0_g4_i1"	2.21475000002287	"meanmale"	0.752405570220043	"meanfemale"
"TRINITY_DN121941_c0_g10_i1"	4.48056404287792	"meanmale"	3.47866425986613	"meanfemale"
"TRINITY_DN122038_c0_g1_i2"	3.700962544119	"meanmale"	2.58484093796285	"meanfemale"
"TRINITY_DN122160_c0_g4_i1"	0.46102270962492	"meanmale"	-1.48107748117974	"meanfemale"
"TRINITY_DN122162_c1_g1_i2"	1.13317911663813	"meanmale"	-0.478958417958078	"meanfemale"
"TRINITY_DN122177_c1_g1_i1"	0.299111126018613	"meanmale"	-0.76287173538034	"meanfemale"
"TRINITY_DN122351_c0_g1_i2"	1.06317718755919	"meanmale"	-0.144274831128664	"meanfemale"
"TRINITY_DN122416_c0_g1_i4"	1.49742062724323	"meanmale"	-0.685629297482695	"meanfemale"
"TRINITY_DN122600_c2_g2_i1"	4.19700010002976	"meanmale"	2.75145120497123	"meanfemale"
"TRINITY_DN122630_c10_g2_i2"	2.70985011664525	"meanmale"	0.913348419972114	"meanfemale"
"TRINITY_DN122657_c3_g1_i1"	7.24584153420263	"meanmale"	6.12907841880058	"meanfemale"
"TRINITY_DN122807_c0_g1_i1"	0.592406000901219	"meanmale"	-1.32648692263705	"meanfemale"
"TRINITY_DN122876_c3_g1_i10"	6.60907400243875	"meanmale"	5.46119220524527	"meanfemale"
"TRINITY_DN122908_c0_g1_i1"	2.97652028270605	"meanmale"	1.80150987584221	"meanfemale"
"TRINITY_DN122909_c5_g5_i1"	2.74524506485403	"meanmale"	0.689021467580083	"meanfemale"
"TRINITY_DN122991_c3_g1_i1"	4.2014167882345	"meanmale"	3.17259848314971	"meanfemale"
"TRINITY_DN123208_c0_g1_i1"	-0.256836594598409	"meanmale"	-2.22011031692249	"meanfemale"
"TRINITY_DN123298_c0_g2_i2"	0.777758604097728	"meanmale"	-0.733943922187361	"meanfemale"
"TRINITY_DN123374_c0_g1_i4"	5.93789845924798	"meanmale"	4.96773528443154	"meanfemale"
"TRINITY_DN123456_c0_g6_i3"	8.04229958137918	"meanmale"	5.54353935107353	"meanfemale"
"TRINITY_DN123513_c0_g1_i2"	2.26656556744539	"meanmale"	0.600261874336044	"meanfemale"
"TRINITY_DN123534_c0_g1_i2"	3.4092648918143	"meanmale"	2.29177919221913	"meanfemale"
"TRINITY_DN123549_c0_g1_i2"	0.678217865405221	"meanmale"	-0.528965107541944	"meanfemale"
"TRINITY_DN123637_c0_g1_i2"	0.139898259485833	"meanmale"	-1.09853939307586	"meanfemale"
"TRINITY_DN123733_c4_g1_i2"	3.41553760388652	"meanmale"	2.39697180351014	"meanfemale"
"TRINITY_DN123748_c0_g1_i1"	-0.0358181243788534	"meanmale"	-1.70379243118683	"meanfemale"
"TRINITY_DN123784_c7_g8_i1"	2.68829203751438	"meanmale"	1.08375016677671	"meanfemale"
"TRINITY_DN123790_c0_g1_i2"	0.21160016933126	"meanmale"	-1.60367565406834	"meanfemale"
"TRINITY_DN123854_c0_g4_i5"	5.6014075313106	"meanmale"	4.25438727946692	"meanfemale"
"TRINITY_DN124034_c2_g15_i1"	1.69482178805387	"meanmale"	-3.81865344541185	"meanfemale"
"TRINITY_DN124049_c5_g2_i1"	5.55440746352922	"meanmale"	4.39454824093163	"meanfemale"
"TRINITY_DN124076_c2_g2_i3"	9.00069954807913	"meanmale"	7.75045964707024	"meanfemale"
"TRINITY_DN124081_c0_g8_i1"	1.32336595187374	"meanmale"	-0.646961658800254	"meanfemale"
"TRINITY_DN124093_c3_g9_i1"	4.32968611207899	"meanmale"	2.23488608577233	"meanfemale"
"TRINITY_DN124099_c3_g1_i1"	2.19549708570338	"meanmale"	1.13066452703183	"meanfemale"
"TRINITY_DN124136_c0_g3_i1"	0.0761017332354017	"meanmale"	-1.62096499534723	"meanfemale"
"TRINITY_DN124151_c5_g6_i3"	0.0813480004223953	"meanmale"	-1.5662443785574	"meanfemale"
"TRINITY_DN124180_c0_g7_i1"	3.56763309373474	"meanmale"	2.35742976221088	"meanfemale"
"TRINITY_DN124181_c0_g1_i1"	2.9116867971016	"meanmale"	1.74957445362128	"meanfemale"
"TRINITY_DN124205_c0_g1_i1"	3.26897188973012	"meanmale"	1.77987927412291	"meanfemale"
"TRINITY_DN124217_c2_g4_i3"	3.6637299614287	"meanmale"	2.40785213116356	"meanfemale"
"TRINITY_DN124233_c1_g1_i3"	2.32859332799576	"meanmale"	0.710257936201224	"meanfemale"
"TRINITY_DN124284_c0_g1_i4"	3.03748689173514	"meanmale"	1.64738191441531	"meanfemale"
"TRINITY_DN124346_c9_g1_i1"	1.15095533991711	"meanmale"	-0.104850608773535	"meanfemale"
"TRINITY_DN124412_c0_g5_i9"	2.75438328975204	"meanmale"	1.06465513709751	"meanfemale"
"TRINITY_DN124423_c0_g1_i3"	-0.978426498090648	"meanmale"	-2.59117245848483	"meanfemale"
"TRINITY_DN124536_c0_g2_i2"	2.9627490538837	"meanmale"	1.81762522244028	"meanfemale"
"TRINITY_DN124538_c2_g3_i2"	1.23908685822327	"meanmale"	-0.0263327860979166	"meanfemale"
"TRINITY_DN124561_c0_g1_i1"	1.04504879019858	"meanmale"	-0.410853098281355	"meanfemale"
"TRINITY_DN124623_c3_g1_i1"	6.13073739806443	"meanmale"	4.80697504908957	"meanfemale"
"TRINITY_DN124623_c3_g3_i1"	6.57520334409249	"meanmale"	5.32522933923515	"meanfemale"
"TRINITY_DN124728_c6_g7_i1"	2.27678106679462	"meanmale"	-13.2877123795494	"meanfemale"
"TRINITY_DN124731_c3_g1_i2"	3.46047944572792	"meanmale"	2.26173811953742	"meanfemale"
"TRINITY_DN124744_c0_g1_i1"	3.24427906887397	"meanmale"	1.64588254409097	"meanfemale"
"TRINITY_DN124820_c0_g1_i1"	1.7639097325705	"meanmale"	-0.17707564880695	"meanfemale"
"TRINITY_DN124874_c1_g1_i1"	4.87270008328907	"meanmale"	2.31483458656045	"meanfemale"
"TRINITY_DN124908_c0_g1_i1"	0.874997155465067	"meanmale"	-13.2877123795494	"meanfemale"
"TRINITY_DN124948_c0_g1_i6"	3.38951196954092	"meanmale"	2.24355975231255	"meanfemale"
"TRINITY_DN124983_c3_g1_i1"	2.02248312565361	"meanmale"	0.733997163822074	"meanfemale"
"TRINITY_DN124990_c0_g3_i2"	3.76439433859699	"meanmale"	2.46321126273458	"meanfemale"
"TRINITY_DN125075_c1_g1_i1"	1.72934857740591	"meanmale"	-1.15600608685953	"meanfemale"
"TRINITY_DN125075_c1_g2_i3"	0.809486501452074	"meanmale"	-2.69798741031771	"meanfemale"
"TRINITY_DN125124_c5_g1_i1"	4.06535850765849	"meanmale"	2.96297044208645	"meanfemale"
"TRINITY_DN125138_c7_g3_i10"	3.12652684163065	"meanmale"	2.03883541017627	"meanfemale"
"TRINITY_DN125174_c0_g8_i1"	4.59153280150601	"meanmale"	3.42103863247483	"meanfemale"
"TRINITY_DN125213_c1_g1_i3"	2.46408081563774	"meanmale"	0.945816723389421	"meanfemale"
"TRINITY_DN125260_c4_g1_i9"	3.25223180654555	"meanmale"	2.16578133014169	"meanfemale"
"TRINITY_DN125266_c2_g2_i2"	4.15792079342794	"meanmale"	2.52674925421037	"meanfemale"
"TRINITY_DN125272_c0_g1_i3"	4.30041220519563	"meanmale"	3.02575104250673	"meanfemale"
"TRINITY_DN125283_c5_g3_i3"	5.69894099764213	"meanmale"	4.66062442556984	"meanfemale"
"TRINITY_DN125325_c9_g1_i1"	2.66303760860119	"meanmale"	0.962554192925762	"meanfemale"
"TRINITY_DN125335_c7_g1_i2"	4.99622237766533	"meanmale"	3.9705129098931	"meanfemale"
"TRINITY_DN125353_c3_g2_i2"	1.99898729339318	"meanmale"	0.58283748076086	"meanfemale"
"TRINITY_DN125398_c5_g2_i1"	3.55572885055946	"meanmale"	2.49299408738302	"meanfemale"
"TRINITY_DN125462_c0_g1_i2"	4.02628926184668	"meanmale"	1.76800228785069	"meanfemale"
"TRINITY_DN125466_c11_g2_i1"	2.18227534554023	"meanmale"	0.983474887860498	"meanfemale"
"TRINITY_DN125503_c0_g1_i1"	1.47260338120504	"meanmale"	0.200098886110167	"meanfemale"
"TRINITY_DN125552_c1_g2_i2"	3.45505578444724	"meanmale"	2.22175690823448	"meanfemale"
"TRINITY_DN125609_c0_g1_i2"	3.2616266031529	"meanmale"	2.02108437675839	"meanfemale"
"TRINITY_DN125647_c0_g1_i9"	0.795731943720001	"meanmale"	-1.15633353554461	"meanfemale"
"TRINITY_DN125745_c5_g1_i4"	7.21208691670541	"meanmale"	6.11211312103849	"meanfemale"
"TRINITY_DN125793_c1_g7_i4"	1.01899028573152	"meanmale"	-0.367639946388102	"meanfemale"
"TRINITY_DN125867_c6_g4_i1"	3.51667660805935	"meanmale"	2.45091626421987	"meanfemale"
"TRINITY_DN125884_c1_g1_i5"	4.01732590465318	"meanmale"	2.88959893619294	"meanfemale"
"TRINITY_DN125900_c0_g1_i1"	-0.194381936324081	"meanmale"	-1.62572327411645	"meanfemale"
"TRINITY_DN125906_c5_g3_i1"	1.43909250760994	"meanmale"	-0.117482000843303	"meanfemale"
"TRINITY_DN125925_c5_g1_i1"	2.98774993918606	"meanmale"	-0.468599736720001	"meanfemale"
"TRINITY_DN125938_c4_g5_i1"	2.56692126039001	"meanmale"	1.42907103297359	"meanfemale"
"TRINITY_DN126091_c1_g2_i1"	5.50443896654389	"meanmale"	4.13747283910347	"meanfemale"
"TRINITY_DN126149_c3_g1_i1"	3.48768666373222	"meanmale"	2.11132646244317	"meanfemale"
"TRINITY_DN126259_c0_g2_i4"	4.00364628074994	"meanmale"	2.70121047679314	"meanfemale"
"TRINITY_DN126267_c3_g1_i1"	1.91854470579271	"meanmale"	0.668402955412288	"meanfemale"
"TRINITY_DN126268_c0_g1_i2"	3.5494170742731	"meanmale"	2.43927817652249	"meanfemale"
"TRINITY_DN126295_c0_g1_i7"	2.14993401121005	"meanmale"	0.990721758303807	"meanfemale"
"TRINITY_DN126349_c0_g1_i2"	3.37426352373646	"meanmale"	1.4571861292362	"meanfemale"
"TRINITY_DN126384_c1_g6_i1"	2.43707525118318	"meanmale"	1.21957946789061	"meanfemale"
"TRINITY_DN126398_c0_g1_i1"	2.01268345728646	"meanmale"	0.669117471881943	"meanfemale"
"TRINITY_DN126418_c2_g4_i16"	2.95299852577327	"meanmale"	0.732663230918561	"meanfemale"
"TRINITY_DN126419_c5_g1_i1"	5.73691346693946	"meanmale"	4.67407253693564	"meanfemale"
"TRINITY_DN126424_c0_g2_i6"	1.27279560010733	"meanmale"	0.118490640434738	"meanfemale"
"TRINITY_DN126442_c0_g1_i1"	1.97263371549175	"meanmale"	0.0537703842084079	"meanfemale"
