gid	log2RPKM	sex	cutoff
TRINITY_DN125819_c0_g7_i4	5.333581916	meanmale	FC1
TRINITY_DN133317_c0_g2_i7	8.084359409	meanmale	FC1
TRINITY_DN129251_c2_g1_i5	12.34282381	meanmale	FC1
TRINITY_DN132137_c3_g3_i1	5.900218731	meanmale	FC1
TRINITY_DN120232_c0_g1_i1	7.158168846	meanmale	FC1
TRINITY_DN134398_c2_g2_i2	7.212017773	meanmale	FC1
TRINITY_DN131144_c0_g3_i1	5.176943701	meanmale	FC1
TRINITY_DN125191_c7_g1_i1	3.224623496	meanmale	FC1
TRINITY_DN114003_c0_g1_i1	5.273967592	meanmale	FC1
TRINITY_DN120237_c0_g2_i1	6.356329033	meanmale	FC1
TRINITY_DN129698_c3_g1_i2	3.169530439	meanmale	FC1
TRINITY_DN128547_c9_g1_i2	0.022308988	meanmale	FC1
TRINITY_DN133763_c2_g2_i1	6.962333511	meanmale	FC1
TRINITY_DN130095_c2_g1_i1	3.852726484	meanmale	FC1
TRINITY_DN115622_c0_g2_i1	4.82360592	meanmale	FC1
TRINITY_DN121821_c2_g2_i4	3.115599898	meanmale	FC1
TRINITY_DN113202_c0_g1_i1	5.212323658	meanmale	FC1
TRINITY_DN119647_c0_g2_i1	6.038756625	meanmale	FC1
TRINITY_DN116909_c0_g1_i3	3.464582435	meanmale	FC1
TRINITY_DN130008_c0_g2_i4	3.512290153	meanmale	FC1
TRINITY_DN130045_c0_g3_i2	5.218211808	meanmale	FC1
TRINITY_DN122018_c0_g2_i1	3.408710604	meanmale	FC1
TRINITY_DN112720_c0_g1_i1	2.968238496	meanmale	FC1
TRINITY_DN109189_c0_g1_i1	1.325970485	meanmale	FC1
TRINITY_DN112525_c0_g1_i1	3.871034996	meanmale	FC1
TRINITY_DN131346_c3_g1_i2	3.434674125	meanmale	FC1
TRINITY_DN116300_c0_g1_i1	4.246439521	meanmale	FC1
TRINITY_DN117920_c0_g1_i5	3.985177927	meanmale	FC1
TRINITY_DN133435_c0_g5_i1	2.28030284	meanmale	FC1
TRINITY_DN87581_c0_g1_i1	2.384119117	meanmale	FC1
TRINITY_DN129964_c1_g5_i2	1.762235057	meanmale	FC1
TRINITY_DN132978_c0_g1_i2	1.188659478	meanmale	FC1
TRINITY_DN142384_c0_g1_i1	4.451826638	meanmale	FC1
TRINITY_DN127904_c4_g1_i1	1.483158027	meanmale	FC1
TRINITY_DN96852_c0_g2_i1	4.959640255	meanmale	FC1
TRINITY_DN129489_c0_g1_i5	0.749313746	meanmale	FC1
TRINITY_DN121831_c0_g1_i1	9.183933967	meanmale	FC1
TRINITY_DN124874_c1_g1_i1	1.077574147	meanmale	FC1
TRINITY_DN123466_c0_g1_i2	0.930973299	meanmale	FC1
TRINITY_DN129430_c0_g1_i1	4.697189775	meanmale	FC1
TRINITY_DN93825_c0_g1_i2	1.416994815	meanmale	FC1
TRINITY_DN122892_c0_g1_i1	2.608313071	meanmale	FC3
TRINITY_DN117521_c0_g1_i1	1.071877132	meanmale	FC3
TRINITY_DN121044_c0_g1_i1	3.107364511	meanmale	FC3
TRINITY_DN130177_c4_g1_i1	-0.034889995	meanmale	FC3
TRINITY_DN130651_c1_g2_i1	4.778084147	meanmale	FC3
TRINITY_DN127236_c4_g6_i1	6.082917225	meanmale	FC3
TRINITY_DN129354_c0_g1_i2	0.121343383	meanmale	FC3
TRINITY_DN130291_c2_g1_i1	1.438668904	meanmale	FC3
TRINITY_DN124380_c13_g1_i1	2.074460782	meanmale	FC3
TRINITY_DN123704_c2_g4_i2	2.679899031	meanmale	FC3
TRINITY_DN128940_c2_g1_i1	2.972673062	meanmale	FC3
TRINITY_DN134012_c5_g2_i1	3.914382182	meanmale	FC5
TRINITY_DN113348_c0_g3_i1	3.321791736	meanmale	FC5
TRINITY_DN179330_c0_g1_i1	3.810295188	meanmale	FC5
TRINITY_DN126089_c1_g1_i2	1.818380771	meanmale	FC5
TRINITY_DN131507_c1_g1_i1	2.433821859	meanmale	FC7
TRINITY_DN135864_c0_g11_i1	2.797312317	meanmale	FC7
