"Am2_463"	"group1"	"meanXX"	"group2"
"TRINITY_DN104654_c0_g1_i1"	-0.692692775099768	"meanmale"	1.45318080896347	"meanfemale"
"TRINITY_DN104751_c0_g1_i2"	2.95684170716893	"meanmale"	4.4499786770163	"meanfemale"
"TRINITY_DN104812_c0_g1_i2"	1.97321629891818	"meanmale"	3.68956329605354	"meanfemale"
"TRINITY_DN104835_c0_g1_i2"	4.8520646990337	"meanmale"	6.5444989886391	"meanfemale"
"TRINITY_DN104838_c0_g1_i1"	-2.20496829376798	"meanmale"	-0.623845264160515	"meanfemale"
"TRINITY_DN104942_c0_g1_i2"	3.42372428367135	"meanmale"	5.52455135099205	"meanfemale"
"TRINITY_DN105140_c0_g1_i1"	2.69553969108057	"meanmale"	4.45441910402584	"meanfemale"
"TRINITY_DN105215_c0_g1_i1"	2.76606572292978	"meanmale"	4.40684847237512	"meanfemale"
"TRINITY_DN105386_c0_g2_i1"	1.16958572987456	"meanmale"	3.05330219508246	"meanfemale"
"TRINITY_DN105440_c0_g1_i1"	-0.541265753159518	"meanmale"	3.55254316827782	"meanfemale"
"TRINITY_DN105453_c0_g1_i1"	5.18213424159071	"meanmale"	6.45867862733613	"meanfemale"
"TRINITY_DN105455_c0_g3_i1"	-0.766088916592144	"meanmale"	2.46126578732865	"meanfemale"
"TRINITY_DN105472_c0_g3_i2"	2.77528100328522	"meanmale"	4.34734776069937	"meanfemale"
"TRINITY_DN105525_c0_g1_i1"	-3.62298646161462	"meanmale"	3.08563908253838	"meanfemale"
"TRINITY_DN105560_c0_g1_i2"	3.49720657809031	"meanmale"	4.79469507230619	"meanfemale"
"TRINITY_DN105578_c0_g1_i1"	-3.09577036758124	"meanmale"	1.69181450402198	"meanfemale"
"TRINITY_DN105601_c0_g1_i1"	1.30115790295536	"meanmale"	6.33649919086668	"meanfemale"
"TRINITY_DN105624_c0_g1_i1"	-6.9117899878023	"meanmale"	4.55903943353039	"meanfemale"
"TRINITY_DN105647_c0_g2_i1"	-3.93410614133686	"meanmale"	8.04388849976826	"meanfemale"
"TRINITY_DN105682_c0_g3_i1"	1.92831440039053	"meanmale"	3.74907406197826	"meanfemale"
"TRINITY_DN105941_c0_g1_i1"	2.37000427660175	"meanmale"	3.98075698069598	"meanfemale"
"TRINITY_DN106065_c0_g1_i2"	2.43161769611752	"meanmale"	3.76130058755203	"meanfemale"
"TRINITY_DN106219_c0_g3_i1"	4.4560139440873	"meanmale"	6.42296486533029	"meanfemale"
"TRINITY_DN106464_c0_g2_i1"	-1.96078994161657	"meanmale"	0.485464727816867	"meanfemale"
"TRINITY_DN106700_c0_g2_i1"	2.76939632005558	"meanmale"	4.53541665644479	"meanfemale"
"TRINITY_DN106700_c0_g5_i1"	0.98738260104039	"meanmale"	2.89717040155815	"meanfemale"
"TRINITY_DN106815_c0_g2_i2"	5.41645710164258	"meanmale"	7.46662487989846	"meanfemale"
"TRINITY_DN106850_c0_g1_i1"	3.3969091887584	"meanmale"	4.49440171879032	"meanfemale"
"TRINITY_DN106873_c0_g1_i2"	0.120246781273975	"meanmale"	6.22926881354509	"meanfemale"
"TRINITY_DN106942_c0_g1_i1"	0.57688557067035	"meanmale"	2.48512136611866	"meanfemale"
"TRINITY_DN106948_c0_g1_i1"	3.33641641511682	"meanmale"	5.19330959939026	"meanfemale"
"TRINITY_DN107012_c1_g2_i1"	1.6720169120762	"meanmale"	3.23737401056718	"meanfemale"
"TRINITY_DN107308_c0_g1_i1"	1.33858919295308	"meanmale"	2.56971184556737	"meanfemale"
"TRINITY_DN107311_c0_g1_i1"	1.1625607151329	"meanmale"	3.35654901839769	"meanfemale"
"TRINITY_DN107450_c0_g3_i2"	-0.085521190699916	"meanmale"	3.11189885218348	"meanfemale"
"TRINITY_DN107487_c0_g1_i1"	3.45216270304704	"meanmale"	4.80453361363876	"meanfemale"
"TRINITY_DN107530_c1_g1_i1"	5.31153463048334	"meanmale"	6.50186506546078	"meanfemale"
"TRINITY_DN107602_c0_g3_i1"	2.57705127107723	"meanmale"	5.21778527777567	"meanfemale"
"TRINITY_DN107645_c0_g1_i1"	3.66765064297231	"meanmale"	4.89880790186156	"meanfemale"
"TRINITY_DN107694_c0_g1_i2"	1.05799557103795	"meanmale"	2.65295389415078	"meanfemale"
"TRINITY_DN107696_c0_g1_i4"	2.06984989830088	"meanmale"	3.44130843176993	"meanfemale"
"TRINITY_DN107702_c1_g1_i2"	3.32316194123022	"meanmale"	4.75401128005837	"meanfemale"
"TRINITY_DN107704_c0_g1_i1"	2.0505219983536	"meanmale"	4.4134083217716	"meanfemale"
"TRINITY_DN107727_c0_g1_i1"	3.65353108142393	"meanmale"	5.15589545961763	"meanfemale"
"TRINITY_DN107740_c0_g1_i1"	0.939096619222588	"meanmale"	3.02726039024299	"meanfemale"
"TRINITY_DN107751_c0_g1_i1"	2.22150281022278	"meanmale"	3.37488596555578	"meanfemale"
"TRINITY_DN107774_c0_g1_i2"	6.02768203717213	"meanmale"	7.21581329653358	"meanfemale"
"TRINITY_DN107898_c0_g1_i1"	3.32939995473322	"meanmale"	4.6650809478424	"meanfemale"
"TRINITY_DN107936_c0_g1_i2"	4.86592943171297	"meanmale"	6.29552997357355	"meanfemale"
"TRINITY_DN107978_c0_g1_i1"	-1.74847818119243	"meanmale"	4.16611263881734	"meanfemale"
"TRINITY_DN108208_c0_g1_i3"	-0.427584325300208	"meanmale"	8.50371312091911	"meanfemale"
"TRINITY_DN108227_c0_g1_i1"	3.30029076135972	"meanmale"	4.59064007095868	"meanfemale"
"TRINITY_DN108316_c0_g1_i1"	3.15924480922972	"meanmale"	4.77992905701235	"meanfemale"
"TRINITY_DN108427_c0_g3_i5"	3.43787793280504	"meanmale"	5.31458517575098	"meanfemale"
"TRINITY_DN108436_c0_g1_i2"	3.07186199398173	"meanmale"	4.4823235334647	"meanfemale"
"TRINITY_DN108450_c0_g1_i2"	2.56217443163305	"meanmale"	5.46119632271266	"meanfemale"
"TRINITY_DN108450_c0_g4_i1"	3.41719859918886	"meanmale"	5.81696643275379	"meanfemale"
"TRINITY_DN108455_c0_g1_i3"	4.75572547383408	"meanmale"	6.12150441884595	"meanfemale"
"TRINITY_DN108480_c0_g1_i1"	5.03371081581682	"meanmale"	6.10116741816067	"meanfemale"
"TRINITY_DN108566_c0_g3_i1"	3.68355831662281	"meanmale"	6.33434639358937	"meanfemale"
"TRINITY_DN108613_c0_g1_i1"	-0.690681521756621	"meanmale"	1.16617136217009	"meanfemale"
"TRINITY_DN108653_c0_g1_i2"	1.98506475174525	"meanmale"	4.95958745728479	"meanfemale"
"TRINITY_DN108668_c0_g1_i1"	-2.52941502453057	"meanmale"	2.41704146223476	"meanfemale"
"TRINITY_DN108700_c0_g1_i1"	1.5702520232266	"meanmale"	4.44879792358308	"meanfemale"
"TRINITY_DN108703_c0_g8_i1"	0.364645828402791	"meanmale"	2.16679060709879	"meanfemale"
"TRINITY_DN108709_c0_g1_i2"	-0.0876272209783438	"meanmale"	6.99826965491502	"meanfemale"
"TRINITY_DN108732_c0_g1_i1"	3.85492015001026	"meanmale"	5.58824405439563	"meanfemale"
"TRINITY_DN108746_c0_g3_i1"	-13.2877123795494	"meanmale"	1.24861386099547	"meanfemale"
"TRINITY_DN108791_c0_g1_i1"	0.841135190422149	"meanmale"	2.60864955800693	"meanfemale"
"TRINITY_DN108791_c0_g2_i1"	0.377607088094182	"meanmale"	2.26455944607989	"meanfemale"
"TRINITY_DN108927_c0_g4_i1"	3.19464976372806	"meanmale"	4.31902880738152	"meanfemale"
"TRINITY_DN108930_c0_g1_i3"	-0.0398022310502479	"meanmale"	2.25691142679575	"meanfemale"
"TRINITY_DN108932_c0_g1_i1"	3.19129529550708	"meanmale"	5.70535605788032	"meanfemale"
"TRINITY_DN109050_c0_g1_i1"	-3.91194738699844	"meanmale"	2.98391174504836	"meanfemale"
"TRINITY_DN109077_c0_g1_i1"	-1.56339364735908	"meanmale"	1.27771819175816	"meanfemale"
"TRINITY_DN109099_c0_g2_i2"	-5.91750784061238	"meanmale"	1.89202817114292	"meanfemale"
"TRINITY_DN109101_c0_g2_i1"	2.16756095575695	"meanmale"	3.39741858231472	"meanfemale"
"TRINITY_DN109193_c0_g1_i1"	0.835210933763326	"meanmale"	2.96478150980982	"meanfemale"
"TRINITY_DN109252_c0_g1_i2"	0.716254111046795	"meanmale"	3.16430987171763	"meanfemale"
"TRINITY_DN109253_c0_g1_i1"	-5.13896057181744	"meanmale"	3.43387055083793	"meanfemale"
"TRINITY_DN109275_c0_g1_i1"	2.61563553783927	"meanmale"	5.54920127681577	"meanfemale"
"TRINITY_DN109288_c0_g1_i1"	-2.74908823708014	"meanmale"	1.46602560158814	"meanfemale"
"TRINITY_DN109308_c0_g1_i1"	0.340430219785708	"meanmale"	3.06934139329399	"meanfemale"
"TRINITY_DN109332_c0_g1_i1"	2.87787071648365	"meanmale"	4.54914114782736	"meanfemale"
"TRINITY_DN109362_c0_g2_i1"	4.47577657003709	"meanmale"	5.57931311857001	"meanfemale"
"TRINITY_DN109430_c0_g5_i1"	1.44355176684698	"meanmale"	3.15816526787979	"meanfemale"
"TRINITY_DN109440_c0_g1_i1"	0.803876678890745	"meanmale"	2.62502697943092	"meanfemale"
"TRINITY_DN109454_c0_g1_i2"	4.48099826069104	"meanmale"	5.76559255086585	"meanfemale"
"TRINITY_DN109491_c0_g2_i1"	4.55418227260207	"meanmale"	6.17869923179966	"meanfemale"
"TRINITY_DN109541_c0_g2_i1"	1.84743373134134	"meanmale"	5.50703890718146	"meanfemale"
"TRINITY_DN109555_c0_g1_i2"	-1.40202893994265	"meanmale"	1.6621256001693	"meanfemale"
"TRINITY_DN109560_c0_g1_i1"	1.92400004198673	"meanmale"	3.87043575071306	"meanfemale"
"TRINITY_DN109596_c0_g1_i1"	-1.92998882134753	"meanmale"	5.86451335053281	"meanfemale"
"TRINITY_DN109625_c0_g1_i3"	3.84678992269515	"meanmale"	5.56335957323041	"meanfemale"
"TRINITY_DN109646_c1_g1_i3"	1.44535181645288	"meanmale"	5.89339062531432	"meanfemale"
"TRINITY_DN109666_c0_g1_i1"	-2.99783056826645	"meanmale"	9.44401249543028	"meanfemale"
"TRINITY_DN109667_c0_g1_i2"	4.20778638181506	"meanmale"	5.43682401750279	"meanfemale"
"TRINITY_DN109669_c1_g2_i1"	2.08520177177416	"meanmale"	7.56675431528266	"meanfemale"
"TRINITY_DN109678_c0_g1_i4"	2.90257862395015	"meanmale"	4.76144597835074	"meanfemale"
"TRINITY_DN109704_c0_g1_i1"	-2.87274325492828	"meanmale"	-0.542932584224002	"meanfemale"
"TRINITY_DN109790_c0_g1_i1"	4.33066896225944	"meanmale"	5.60043284805399	"meanfemale"
"TRINITY_DN109791_c0_g1_i2"	0.50057747406279	"meanmale"	1.55803660285133	"meanfemale"
"TRINITY_DN109791_c0_g2_i1"	-2.64348536863038	"meanmale"	2.55477738609383	"meanfemale"
"TRINITY_DN109823_c0_g1_i2"	-1.73916348217418	"meanmale"	0.915805589340127	"meanfemale"
"TRINITY_DN109844_c0_g2_i1"	2.42018932276054	"meanmale"	3.99871373301728	"meanfemale"
"TRINITY_DN109880_c0_g1_i1"	2.88459997807442	"meanmale"	4.50153392328805	"meanfemale"
"TRINITY_DN109883_c0_g1_i1"	-2.99517946990411	"meanmale"	2.67367771031155	"meanfemale"
"TRINITY_DN109913_c0_g1_i1"	-6.86305673541663	"meanmale"	3.16859405095162	"meanfemale"
"TRINITY_DN109913_c0_g2_i1"	-13.2877123795494	"meanmale"	2.68956175947243	"meanfemale"
"TRINITY_DN109929_c0_g1_i1"	-4.49505432480018	"meanmale"	6.80556542046855	"meanfemale"
"TRINITY_DN109936_c0_g2_i1"	3.62396157597959	"meanmale"	5.24639231005846	"meanfemale"
"TRINITY_DN109944_c0_g1_i1"	1.69666199810891	"meanmale"	3.35555538026566	"meanfemale"
"TRINITY_DN109983_c0_g1_i2"	2.93614785143022	"meanmale"	4.62348611209295	"meanfemale"
"TRINITY_DN110022_c0_g1_i1"	2.65803766506754	"meanmale"	5.34928824451191	"meanfemale"
"TRINITY_DN110037_c0_g1_i1"	-2.31102323991364	"meanmale"	1.04439393539296	"meanfemale"
"TRINITY_DN110068_c0_g2_i4"	0.750327873296477	"meanmale"	2.68436322163256	"meanfemale"
"TRINITY_DN110103_c0_g1_i1"	-3.64738889270927	"meanmale"	5.0494565177993	"meanfemale"
"TRINITY_DN110132_c0_g2_i1"	5.28659264251066	"meanmale"	6.6268324630828	"meanfemale"
"TRINITY_DN110153_c0_g1_i1"	2.91170827134495	"meanmale"	4.01177848998963	"meanfemale"
"TRINITY_DN110156_c0_g1_i1"	4.36279815534873	"meanmale"	7.27587220991252	"meanfemale"
"TRINITY_DN110201_c0_g1_i1"	2.27977556414436	"meanmale"	5.35857533770783	"meanfemale"
"TRINITY_DN110230_c0_g1_i1"	1.36728624405676	"meanmale"	2.65908166737652	"meanfemale"
"TRINITY_DN110252_c0_g2_i2"	3.82927081822962	"meanmale"	4.94009472789185	"meanfemale"
"TRINITY_DN110258_c0_g1_i1"	3.80662152645629	"meanmale"	5.14977300122156	"meanfemale"
"TRINITY_DN110265_c0_g1_i1"	3.31832960420013	"meanmale"	4.42382825924612	"meanfemale"
"TRINITY_DN110298_c0_g2_i1"	4.70877312184589	"meanmale"	5.93706400038351	"meanfemale"
"TRINITY_DN110298_c0_g3_i1"	4.1599501621368	"meanmale"	5.63616193118482	"meanfemale"
"TRINITY_DN110314_c0_g1_i3"	1.51853116036116	"meanmale"	3.50400285331943	"meanfemale"
"TRINITY_DN110346_c0_g1_i2"	3.77079413802708	"meanmale"	5.563237611617	"meanfemale"
"TRINITY_DN110356_c0_g1_i1"	5.08706743983294	"meanmale"	7.36058688103311	"meanfemale"
"TRINITY_DN110384_c0_g1_i1"	0.654939214402638	"meanmale"	2.34864615215922	"meanfemale"
"TRINITY_DN110412_c0_g1_i1"	1.69221148149701	"meanmale"	2.95032987863325	"meanfemale"
"TRINITY_DN110513_c0_g1_i1"	-1.3658401621118	"meanmale"	1.59379366135297	"meanfemale"
"TRINITY_DN110523_c0_g1_i2"	1.37858037287787	"meanmale"	3.5837333457615	"meanfemale"
"TRINITY_DN110567_c1_g1_i1"	2.36127964753775	"meanmale"	3.45167963892278	"meanfemale"
"TRINITY_DN110622_c0_g1_i1"	3.16913423442298	"meanmale"	4.71002694692237	"meanfemale"
"TRINITY_DN110622_c0_g2_i1"	3.17079049345635	"meanmale"	4.62953200586961	"meanfemale"
"TRINITY_DN110622_c0_g3_i4"	2.74452003141153	"meanmale"	4.16500920982659	"meanfemale"
"TRINITY_DN110633_c0_g1_i4"	3.53302738131632	"meanmale"	4.80814493960196	"meanfemale"
"TRINITY_DN110644_c0_g1_i1"	-4.12894601870117	"meanmale"	2.00009310546783	"meanfemale"
"TRINITY_DN110644_c0_g2_i1"	-2.92054184048737	"meanmale"	2.80064578517446	"meanfemale"
"TRINITY_DN110644_c0_g3_i1"	-3.41699714512335	"meanmale"	4.84269924583911	"meanfemale"
"TRINITY_DN110673_c0_g1_i1"	2.71569116775542	"meanmale"	3.92485838556558	"meanfemale"
"TRINITY_DN110679_c0_g1_i1"	-6.22957197393131	"meanmale"	4.91318067206575	"meanfemale"
"TRINITY_DN110734_c0_g1_i1"	-4.57716487373608	"meanmale"	1.71264592153679	"meanfemale"
"TRINITY_DN110778_c0_g1_i1"	2.36695799983657	"meanmale"	3.96240842687511	"meanfemale"
"TRINITY_DN110780_c0_g1_i2"	-0.539714043387177	"meanmale"	2.24832920328652	"meanfemale"
"TRINITY_DN110795_c0_g1_i1"	-2.67742853735083	"meanmale"	0.856771999371675	"meanfemale"
"TRINITY_DN110801_c0_g2_i1"	1.37949111772514	"meanmale"	2.92983927285705	"meanfemale"
"TRINITY_DN110842_c0_g1_i2"	2.64597595526923	"meanmale"	5.06075302086454	"meanfemale"
"TRINITY_DN110844_c0_g1_i1"	3.27940742721582	"meanmale"	4.3319573085836	"meanfemale"
"TRINITY_DN110864_c0_g1_i2"	-1.85885792244427	"meanmale"	1.36655136918458	"meanfemale"
"TRINITY_DN110877_c0_g1_i3"	2.2578875944996	"meanmale"	4.75762703100806	"meanfemale"
"TRINITY_DN110879_c0_g1_i2"	1.57265592545392	"meanmale"	3.03604583782146	"meanfemale"
"TRINITY_DN110880_c0_g1_i1"	5.15498584325884	"meanmale"	8.43216329713992	"meanfemale"
"TRINITY_DN110885_c0_g1_i1"	1.69123040975669	"meanmale"	3.98334220310523	"meanfemale"
"TRINITY_DN110915_c0_g1_i1"	-13.2877123795494	"meanmale"	3.68166709244744	"meanfemale"
"TRINITY_DN110915_c0_g2_i1"	-3.38771140308223	"meanmale"	2.92507177043747	"meanfemale"
"TRINITY_DN110920_c0_g1_i2"	3.03925675305328	"meanmale"	4.12594505182061	"meanfemale"
"TRINITY_DN110967_c0_g1_i1"	0.67111673351868	"meanmale"	2.28376456641732	"meanfemale"
"TRINITY_DN110982_c0_g1_i1"	4.08955352003485	"meanmale"	6.25318310710799	"meanfemale"
"TRINITY_DN110993_c0_g1_i2"	2.53542025211898	"meanmale"	4.10016941252036	"meanfemale"
"TRINITY_DN110996_c0_g1_i1"	1.61163425626672	"meanmale"	3.00746372748779	"meanfemale"
"TRINITY_DN110999_c0_g1_i1"	1.51803556579199	"meanmale"	3.5788118739793	"meanfemale"
"TRINITY_DN111014_c0_g1_i2"	3.02008797932661	"meanmale"	4.50114834018876	"meanfemale"
"TRINITY_DN111028_c0_g1_i1"	-6.30685816401607	"meanmale"	7.49017464912941	"meanfemale"
"TRINITY_DN111065_c0_g1_i5"	1.38268090466064	"meanmale"	4.55605126237885	"meanfemale"
"TRINITY_DN111065_c0_g2_i1"	-0.259486024633504	"meanmale"	2.87617871248422	"meanfemale"
"TRINITY_DN111065_c0_g3_i1"	-0.262192709013923	"meanmale"	2.824206473968	"meanfemale"
"TRINITY_DN111151_c0_g1_i1"	1.24384491597117	"meanmale"	3.3518148349877	"meanfemale"
"TRINITY_DN111155_c0_g2_i2"	5.10287798088803	"meanmale"	6.22556050194264	"meanfemale"
"TRINITY_DN111223_c0_g1_i1"	4.03932104561395	"meanmale"	5.62857788492298	"meanfemale"
"TRINITY_DN111232_c0_g2_i1"	-2.12945530906525	"meanmale"	4.57542325690269	"meanfemale"
"TRINITY_DN111232_c1_g1_i1"	-2.29130200451429	"meanmale"	4.36296676497745	"meanfemale"
"TRINITY_DN111236_c0_g1_i1"	0.415787467864266	"meanmale"	6.73375578502286	"meanfemale"
"TRINITY_DN111318_c0_g1_i3"	0.110123409065506	"meanmale"	3.79574242238152	"meanfemale"
"TRINITY_DN111323_c0_g3_i1"	1.98558426314513	"meanmale"	4.20097955842879	"meanfemale"
"TRINITY_DN111329_c0_g1_i2"	-1.95642033189841	"meanmale"	2.95862380978367	"meanfemale"
"TRINITY_DN111332_c0_g2_i5"	2.44679739235272	"meanmale"	4.44455024760644	"meanfemale"
"TRINITY_DN111377_c0_g1_i1"	-1.8999859055167	"meanmale"	-0.49218877860614	"meanfemale"
"TRINITY_DN111511_c0_g1_i1"	0.0138019366512174	"meanmale"	1.45635889201098	"meanfemale"
"TRINITY_DN111515_c0_g1_i2"	2.89020314539562	"meanmale"	3.92441612052495	"meanfemale"
"TRINITY_DN111552_c0_g1_i1"	4.3472908935748	"meanmale"	6.4650987716044	"meanfemale"
"TRINITY_DN111588_c1_g2_i1"	-2.47178703273805	"meanmale"	2.60015560157676	"meanfemale"
"TRINITY_DN111590_c0_g1_i1"	3.84392324020687	"meanmale"	5.2086945204196	"meanfemale"
"TRINITY_DN111594_c0_g1_i2"	-0.01709273722669	"meanmale"	5.65288108688079	"meanfemale"
"TRINITY_DN111615_c0_g1_i2"	1.6643568155245	"meanmale"	3.28337104664627	"meanfemale"
"TRINITY_DN111713_c0_g2_i1"	1.92660772718367	"meanmale"	3.88888724712341	"meanfemale"
"TRINITY_DN111713_c0_g3_i1"	1.46245767468628	"meanmale"	3.34227774156252	"meanfemale"
"TRINITY_DN111724_c0_g1_i1"	-0.0771730778244831	"meanmale"	6.1696018546645	"meanfemale"
"TRINITY_DN111752_c0_g1_i1"	4.79852184761885	"meanmale"	6.00872128937846	"meanfemale"
"TRINITY_DN111797_c0_g1_i1"	3.94970536950888	"meanmale"	5.08581674177521	"meanfemale"
"TRINITY_DN111859_c0_g1_i1"	1.16457334157648	"meanmale"	2.46002332134578	"meanfemale"
"TRINITY_DN111860_c0_g1_i1"	2.34901574577946	"meanmale"	4.6352928224611	"meanfemale"
"TRINITY_DN111861_c0_g1_i1"	0.73838236837406	"meanmale"	2.12399994378388	"meanfemale"
