"gid"	"Log2RPKM"	"sex"	"bias"
"TRINITY_DN105578_c0_g1_i1"	-3.09577036758124	"meanmale"	"female"
"TRINITY_DN105601_c0_g1_i1"	1.30115790295536	"meanmale"	"female"
"TRINITY_DN105624_c0_g1_i1"	-6.9117899878023	"meanmale"	"female"
"TRINITY_DN105647_c0_g2_i1"	-3.93410614133686	"meanmale"	"female"
"TRINITY_DN105682_c0_g3_i1"	1.92831440039053	"meanmale"	"female"
"TRINITY_DN105941_c0_g1_i1"	2.37000427660175	"meanmale"	"female"
"TRINITY_DN106065_c0_g1_i2"	2.43161769611752	"meanmale"	"female"
"TRINITY_DN106219_c0_g3_i1"	4.4560139440873	"meanmale"	"female"
"TRINITY_DN106464_c0_g2_i1"	-1.96078994161657	"meanmale"	"female"
"TRINITY_DN106700_c0_g2_i1"	2.76939632005558	"meanmale"	"female"
"TRINITY_DN106700_c0_g5_i1"	0.98738260104039	"meanmale"	"female"
"TRINITY_DN106815_c0_g2_i2"	5.41645710164258	"meanmale"	"female"
"TRINITY_DN106850_c0_g1_i1"	3.3969091887584	"meanmale"	"female"
"TRINITY_DN106873_c0_g1_i2"	0.120246781273975	"meanmale"	"female"
"TRINITY_DN106942_c0_g1_i1"	0.57688557067035	"meanmale"	"female"
"TRINITY_DN106948_c0_g1_i1"	3.33641641511682	"meanmale"	"female"
"TRINITY_DN107012_c1_g2_i1"	1.6720169120762	"meanmale"	"female"
"TRINITY_DN107308_c0_g1_i1"	1.33858919295308	"meanmale"	"female"
"TRINITY_DN107311_c0_g1_i1"	1.1625607151329	"meanmale"	"female"
"TRINITY_DN107450_c0_g3_i2"	-0.085521190699916	"meanmale"	"female"
"TRINITY_DN107487_c0_g1_i1"	3.45216270304704	"meanmale"	"female"
"TRINITY_DN107530_c1_g1_i1"	5.31153463048334	"meanmale"	"female"
"TRINITY_DN107602_c0_g3_i1"	2.57705127107723	"meanmale"	"female"
"TRINITY_DN107645_c0_g1_i1"	3.66765064297231	"meanmale"	"female"
"TRINITY_DN107694_c0_g1_i2"	1.05799557103795	"meanmale"	"female"
"TRINITY_DN107696_c0_g1_i4"	2.06984989830088	"meanmale"	"female"
"TRINITY_DN107702_c1_g1_i2"	3.32316194123022	"meanmale"	"female"
"TRINITY_DN107704_c0_g1_i1"	2.0505219983536	"meanmale"	"female"
"TRINITY_DN107727_c0_g1_i1"	3.65353108142393	"meanmale"	"female"
"TRINITY_DN107740_c0_g1_i1"	0.939096619222588	"meanmale"	"female"
"TRINITY_DN107751_c0_g1_i1"	2.22150281022278	"meanmale"	"female"
"TRINITY_DN107774_c0_g1_i2"	6.02768203717213	"meanmale"	"female"
"TRINITY_DN107898_c0_g1_i1"	3.32939995473322	"meanmale"	"female"
"TRINITY_DN107936_c0_g1_i2"	4.86592943171297	"meanmale"	"female"
"TRINITY_DN107978_c0_g1_i1"	-1.74847818119243	"meanmale"	"female"
"TRINITY_DN108208_c0_g1_i3"	-0.427584325300208	"meanmale"	"female"
"TRINITY_DN108227_c0_g1_i1"	3.30029076135972	"meanmale"	"female"
"TRINITY_DN108316_c0_g1_i1"	3.15924480922972	"meanmale"	"female"
"TRINITY_DN108427_c0_g3_i5"	3.43787793280504	"meanmale"	"female"
"TRINITY_DN108436_c0_g1_i2"	3.07186199398173	"meanmale"	"female"
"TRINITY_DN108450_c0_g1_i2"	2.56217443163305	"meanmale"	"female"
"TRINITY_DN108450_c0_g4_i1"	3.41719859918886	"meanmale"	"female"
"TRINITY_DN108455_c0_g1_i3"	4.75572547383408	"meanmale"	"female"
"TRINITY_DN108480_c0_g1_i1"	5.03371081581682	"meanmale"	"female"
"TRINITY_DN108566_c0_g3_i1"	3.68355831662281	"meanmale"	"female"
"TRINITY_DN108613_c0_g1_i1"	-0.690681521756621	"meanmale"	"female"
"TRINITY_DN108653_c0_g1_i2"	1.98506475174525	"meanmale"	"female"
"TRINITY_DN108668_c0_g1_i1"	-2.52941502453057	"meanmale"	"female"
"TRINITY_DN108700_c0_g1_i1"	1.5702520232266	"meanmale"	"female"
"TRINITY_DN108703_c0_g8_i1"	0.364645828402791	"meanmale"	"female"
"TRINITY_DN108709_c0_g1_i2"	-0.0876272209783438	"meanmale"	"female"
"TRINITY_DN108732_c0_g1_i1"	3.85492015001026	"meanmale"	"female"
"TRINITY_DN108746_c0_g3_i1"	-13.2877123795494	"meanmale"	"female"
"TRINITY_DN108791_c0_g1_i1"	0.841135190422149	"meanmale"	"female"
"TRINITY_DN108791_c0_g2_i1"	0.377607088094182	"meanmale"	"female"
"TRINITY_DN108927_c0_g4_i1"	3.19464976372806	"meanmale"	"female"
"TRINITY_DN108930_c0_g1_i3"	-0.0398022310502479	"meanmale"	"female"
"TRINITY_DN108932_c0_g1_i1"	3.19129529550708	"meanmale"	"female"
"TRINITY_DN109050_c0_g1_i1"	-3.91194738699844	"meanmale"	"female"
"TRINITY_DN109077_c0_g1_i1"	-1.56339364735908	"meanmale"	"female"
"TRINITY_DN109099_c0_g2_i2"	-5.91750784061238	"meanmale"	"female"
"TRINITY_DN109101_c0_g2_i1"	2.16756095575695	"meanmale"	"female"
"TRINITY_DN109193_c0_g1_i1"	0.835210933763326	"meanmale"	"female"
"TRINITY_DN109252_c0_g1_i2"	0.716254111046795	"meanmale"	"female"
"TRINITY_DN109253_c0_g1_i1"	-5.13896057181744	"meanmale"	"female"
"TRINITY_DN109275_c0_g1_i1"	2.61563553783927	"meanmale"	"female"
"TRINITY_DN109288_c0_g1_i1"	-2.74908823708014	"meanmale"	"female"
"TRINITY_DN109308_c0_g1_i1"	0.340430219785708	"meanmale"	"female"
"TRINITY_DN109332_c0_g1_i1"	2.87787071648365	"meanmale"	"female"
"TRINITY_DN109362_c0_g2_i1"	4.47577657003709	"meanmale"	"female"
"TRINITY_DN109430_c0_g5_i1"	1.44355176684698	"meanmale"	"female"
"TRINITY_DN109440_c0_g1_i1"	0.803876678890745	"meanmale"	"female"
"TRINITY_DN109454_c0_g1_i2"	4.48099826069104	"meanmale"	"female"
"TRINITY_DN109491_c0_g2_i1"	4.55418227260207	"meanmale"	"female"
"TRINITY_DN109541_c0_g2_i1"	1.84743373134134	"meanmale"	"female"
"TRINITY_DN109555_c0_g1_i2"	-1.40202893994265	"meanmale"	"female"
"TRINITY_DN109560_c0_g1_i1"	1.92400004198673	"meanmale"	"female"
"TRINITY_DN109596_c0_g1_i1"	-1.92998882134753	"meanmale"	"female"
"TRINITY_DN109625_c0_g1_i3"	3.84678992269515	"meanmale"	"female"
"TRINITY_DN109646_c1_g1_i3"	1.44535181645288	"meanmale"	"female"
"TRINITY_DN109666_c0_g1_i1"	-2.99783056826645	"meanmale"	"female"
"TRINITY_DN109667_c0_g1_i2"	4.20778638181506	"meanmale"	"female"
"TRINITY_DN109669_c1_g2_i1"	2.08520177177416	"meanmale"	"female"
"TRINITY_DN109678_c0_g1_i4"	2.90257862395015	"meanmale"	"female"
"TRINITY_DN109704_c0_g1_i1"	-2.87274325492828	"meanmale"	"female"
"TRINITY_DN109790_c0_g1_i1"	4.33066896225944	"meanmale"	"female"
"TRINITY_DN109791_c0_g1_i2"	0.50057747406279	"meanmale"	"female"
"TRINITY_DN109791_c0_g2_i1"	-2.64348536863038	"meanmale"	"female"
"TRINITY_DN109823_c0_g1_i2"	-1.73916348217418	"meanmale"	"female"
"TRINITY_DN109844_c0_g2_i1"	2.42018932276054	"meanmale"	"female"
"TRINITY_DN109880_c0_g1_i1"	2.88459997807442	"meanmale"	"female"
"TRINITY_DN109883_c0_g1_i1"	-2.99517946990411	"meanmale"	"female"
"TRINITY_DN109913_c0_g1_i1"	-6.86305673541663	"meanmale"	"female"
"TRINITY_DN109913_c0_g2_i1"	-13.2877123795494	"meanmale"	"female"
"TRINITY_DN109929_c0_g1_i1"	-4.49505432480018	"meanmale"	"female"
"TRINITY_DN109936_c0_g2_i1"	3.62396157597959	"meanmale"	"female"
"TRINITY_DN109944_c0_g1_i1"	1.69666199810891	"meanmale"	"female"
"TRINITY_DN109983_c0_g1_i2"	2.93614785143022	"meanmale"	"female"
"TRINITY_DN110022_c0_g1_i1"	2.65803766506754	"meanmale"	"female"
"TRINITY_DN110037_c0_g1_i1"	-2.31102323991364	"meanmale"	"female"
"TRINITY_DN110068_c0_g2_i4"	0.750327873296477	"meanmale"	"female"
"TRINITY_DN110103_c0_g1_i1"	-3.64738889270927	"meanmale"	"female"
"TRINITY_DN110132_c0_g2_i1"	5.28659264251066	"meanmale"	"female"
"TRINITY_DN110153_c0_g1_i1"	2.91170827134495	"meanmale"	"female"
"TRINITY_DN110156_c0_g1_i1"	4.36279815534873	"meanmale"	"female"
"TRINITY_DN110201_c0_g1_i1"	2.27977556414436	"meanmale"	"female"
"TRINITY_DN110230_c0_g1_i1"	1.36728624405676	"meanmale"	"female"
"TRINITY_DN110252_c0_g2_i2"	3.82927081822962	"meanmale"	"female"
"TRINITY_DN110258_c0_g1_i1"	3.80662152645629	"meanmale"	"female"
"TRINITY_DN110265_c0_g1_i1"	3.31832960420013	"meanmale"	"female"
"TRINITY_DN110298_c0_g2_i1"	4.70877312184589	"meanmale"	"female"
"TRINITY_DN110298_c0_g3_i1"	4.1599501621368	"meanmale"	"female"
"TRINITY_DN110314_c0_g1_i3"	1.51853116036116	"meanmale"	"female"
"TRINITY_DN110346_c0_g1_i2"	3.77079413802708	"meanmale"	"female"
"TRINITY_DN110356_c0_g1_i1"	5.08706743983294	"meanmale"	"female"
"TRINITY_DN110384_c0_g1_i1"	0.654939214402638	"meanmale"	"female"
"TRINITY_DN110412_c0_g1_i1"	1.69221148149701	"meanmale"	"female"
"TRINITY_DN110513_c0_g1_i1"	-1.3658401621118	"meanmale"	"female"
"TRINITY_DN110523_c0_g1_i2"	1.37858037287787	"meanmale"	"female"
"TRINITY_DN110567_c1_g1_i1"	2.36127964753775	"meanmale"	"female"
"TRINITY_DN110622_c0_g1_i1"	3.16913423442298	"meanmale"	"female"
"TRINITY_DN110622_c0_g2_i1"	3.17079049345635	"meanmale"	"female"
"TRINITY_DN110622_c0_g3_i4"	2.74452003141153	"meanmale"	"female"
"TRINITY_DN110633_c0_g1_i4"	3.53302738131632	"meanmale"	"female"
"TRINITY_DN110644_c0_g1_i1"	-4.12894601870117	"meanmale"	"female"
"TRINITY_DN110644_c0_g2_i1"	-2.92054184048737	"meanmale"	"female"
"TRINITY_DN110644_c0_g3_i1"	-3.41699714512335	"meanmale"	"female"
"TRINITY_DN110673_c0_g1_i1"	2.71569116775542	"meanmale"	"female"
"TRINITY_DN110679_c0_g1_i1"	-6.22957197393131	"meanmale"	"female"
"TRINITY_DN110734_c0_g1_i1"	-4.57716487373608	"meanmale"	"female"
"TRINITY_DN110778_c0_g1_i1"	2.36695799983657	"meanmale"	"female"
"TRINITY_DN110780_c0_g1_i2"	-0.539714043387177	"meanmale"	"female"
"TRINITY_DN110795_c0_g1_i1"	-2.67742853735083	"meanmale"	"female"
"TRINITY_DN110801_c0_g2_i1"	1.37949111772514	"meanmale"	"female"
"TRINITY_DN110842_c0_g1_i2"	2.64597595526923	"meanmale"	"female"
"TRINITY_DN110844_c0_g1_i1"	3.27940742721582	"meanmale"	"female"
"TRINITY_DN110864_c0_g1_i2"	-1.85885792244427	"meanmale"	"female"
"TRINITY_DN110877_c0_g1_i3"	2.2578875944996	"meanmale"	"female"
"TRINITY_DN110879_c0_g1_i2"	1.57265592545392	"meanmale"	"female"
"TRINITY_DN110880_c0_g1_i1"	5.15498584325884	"meanmale"	"female"
"TRINITY_DN110885_c0_g1_i1"	1.69123040975669	"meanmale"	"female"
"TRINITY_DN110915_c0_g1_i1"	-13.2877123795494	"meanmale"	"female"
"TRINITY_DN110915_c0_g2_i1"	-3.38771140308223	"meanmale"	"female"
"TRINITY_DN110920_c0_g1_i2"	3.03925675305328	"meanmale"	"female"
"TRINITY_DN110967_c0_g1_i1"	0.67111673351868	"meanmale"	"female"
"TRINITY_DN110982_c0_g1_i1"	4.08955352003485	"meanmale"	"female"
"TRINITY_DN110993_c0_g1_i2"	2.53542025211898	"meanmale"	"female"
"TRINITY_DN110996_c0_g1_i1"	1.61163425626672	"meanmale"	"female"
"TRINITY_DN110999_c0_g1_i1"	1.51803556579199	"meanmale"	"female"
"TRINITY_DN111014_c0_g1_i2"	3.02008797932661	"meanmale"	"female"
"TRINITY_DN111028_c0_g1_i1"	-6.30685816401607	"meanmale"	"female"
"TRINITY_DN111065_c0_g1_i5"	1.38268090466064	"meanmale"	"female"
"TRINITY_DN111065_c0_g2_i1"	-0.259486024633504	"meanmale"	"female"
"TRINITY_DN111065_c0_g3_i1"	-0.262192709013923	"meanmale"	"female"
"TRINITY_DN111151_c0_g1_i1"	1.24384491597117	"meanmale"	"female"
"TRINITY_DN111155_c0_g2_i2"	5.10287798088803	"meanmale"	"female"
"TRINITY_DN111223_c0_g1_i1"	4.03932104561395	"meanmale"	"female"
"TRINITY_DN111232_c0_g2_i1"	-2.12945530906525	"meanmale"	"female"
"TRINITY_DN111232_c1_g1_i1"	-2.29130200451429	"meanmale"	"female"
"TRINITY_DN111236_c0_g1_i1"	0.415787467864266	"meanmale"	"female"
"TRINITY_DN111318_c0_g1_i3"	0.110123409065506	"meanmale"	"female"
"TRINITY_DN111323_c0_g3_i1"	1.98558426314513	"meanmale"	"female"
"TRINITY_DN111329_c0_g1_i2"	-1.95642033189841	"meanmale"	"female"
"TRINITY_DN111332_c0_g2_i5"	2.44679739235272	"meanmale"	"female"
"TRINITY_DN111377_c0_g1_i1"	-1.8999859055167	"meanmale"	"female"
"TRINITY_DN111511_c0_g1_i1"	0.0138019366512174	"meanmale"	"female"
"TRINITY_DN111515_c0_g1_i2"	2.89020314539562	"meanmale"	"female"
"TRINITY_DN111552_c0_g1_i1"	4.3472908935748	"meanmale"	"female"
"TRINITY_DN111588_c1_g2_i1"	-2.47178703273805	"meanmale"	"female"
"TRINITY_DN111590_c0_g1_i1"	3.84392324020687	"meanmale"	"female"
"TRINITY_DN111594_c0_g1_i2"	-0.01709273722669	"meanmale"	"female"
"TRINITY_DN111615_c0_g1_i2"	1.6643568155245	"meanmale"	"female"
"TRINITY_DN111713_c0_g2_i1"	1.92660772718367	"meanmale"	"female"
"TRINITY_DN111713_c0_g3_i1"	1.46245767468628	"meanmale"	"female"
"TRINITY_DN111724_c0_g1_i1"	-0.0771730778244831	"meanmale"	"female"
"TRINITY_DN111752_c0_g1_i1"	4.79852184761885	"meanmale"	"female"
"TRINITY_DN111797_c0_g1_i1"	3.94970536950888	"meanmale"	"female"
"TRINITY_DN111859_c0_g1_i1"	1.16457334157648	"meanmale"	"female"
"TRINITY_DN111860_c0_g1_i1"	2.34901574577946	"meanmale"	"female"
"TRINITY_DN111861_c0_g1_i1"	0.73838236837406	"meanmale"	"female"
"TRINITY_DN111882_c0_g2_i2"	4.4907945598848	"meanmale"	"female"
"TRINITY_DN111968_c1_g1_i1"	2.7199740462109	"meanmale"	"female"
"TRINITY_DN112022_c0_g2_i2"	4.21097969924412	"meanmale"	"female"
"TRINITY_DN112046_c0_g1_i2"	1.99103828689161	"meanmale"	"female"
"TRINITY_DN112081_c0_g3_i7"	2.70730454502694	"meanmale"	"female"
"TRINITY_DN112096_c1_g2_i2"	4.36834408339455	"meanmale"	"female"
"TRINITY_DN112103_c0_g1_i1"	5.29937550394101	"meanmale"	"female"
"TRINITY_DN112117_c1_g1_i4"	-0.292144241171371	"meanmale"	"female"
"TRINITY_DN112124_c0_g2_i1"	-5.27885461720154	"meanmale"	"female"
"TRINITY_DN112166_c0_g2_i1"	2.57587682007184	"meanmale"	"female"
"TRINITY_DN112193_c0_g1_i1"	0.991381474524085	"meanmale"	"female"
"TRINITY_DN112226_c0_g2_i2"	0.19431962927009	"meanmale"	"female"
"TRINITY_DN112243_c0_g1_i1"	-1.58734214335559	"meanmale"	"female"
"TRINITY_DN112243_c1_g1_i1"	0.0862932511282404	"meanmale"	"female"
"TRINITY_DN112246_c1_g5_i1"	2.21322401415861	"meanmale"	"female"
"TRINITY_DN112272_c0_g1_i1"	-4.51141886372216	"meanmale"	"female"
"TRINITY_DN112287_c0_g1_i1"	-0.733119423934641	"meanmale"	"female"
"TRINITY_DN112341_c0_g1_i1"	2.65485506991194	"meanmale"	"female"
"TRINITY_DN112343_c0_g1_i1"	-1.58443933731194	"meanmale"	"female"
"TRINITY_DN112397_c0_g1_i1"	-1.00629921293104	"meanmale"	"female"
"TRINITY_DN112430_c0_g2_i1"	3.3567164979934	"meanmale"	"female"
"TRINITY_DN112453_c0_g3_i1"	1.40416393334148	"meanmale"	"female"
"TRINITY_DN112465_c0_g1_i1"	2.55454162816048	"meanmale"	"female"
"TRINITY_DN112473_c1_g1_i1"	-2.30522517227403	"meanmale"	"female"
"TRINITY_DN112473_c1_g2_i2"	1.71095978326517	"meanmale"	"female"
"TRINITY_DN112501_c0_g1_i7"	0.85229081516871	"meanmale"	"female"
"TRINITY_DN112525_c0_g1_i1"	2.2290140007941	"meanmale"	"female"
"TRINITY_DN112529_c0_g1_i1"	1.97738572202003	"meanmale"	"female"
"TRINITY_DN112551_c0_g1_i2"	-0.0582079923042524	"meanmale"	"female"
"TRINITY_DN112598_c0_g2_i1"	2.54208053650095	"meanmale"	"female"
"TRINITY_DN112693_c0_g2_i1"	-1.17114244844605	"meanmale"	"female"
"TRINITY_DN112749_c0_g3_i7"	2.86930978121573	"meanmale"	"female"
"TRINITY_DN112755_c0_g2_i1"	-2.03358812689332	"meanmale"	"female"
"TRINITY_DN112756_c0_g1_i1"	-0.283049920874514	"meanmale"	"female"
"TRINITY_DN112768_c1_g1_i2"	1.55691009473477	"meanmale"	"female"
"TRINITY_DN112790_c0_g1_i1"	1.33442084742962	"meanmale"	"female"
"TRINITY_DN1127_c0_g2_i1"	0.48507081954421	"meanmale"	"female"
"TRINITY_DN112800_c0_g1_i2"	1.91290959253183	"meanmale"	"female"
"TRINITY_DN112822_c0_g1_i1"	-0.710322840625343	"meanmale"	"female"
"TRINITY_DN112841_c0_g1_i1"	-1.40759826887599	"meanmale"	"female"
"TRINITY_DN112849_c0_g1_i1"	-0.427164190613261	"meanmale"	"female"
"TRINITY_DN112907_c0_g2_i1"	2.94946629694976	"meanmale"	"female"
"TRINITY_DN112933_c0_g2_i1"	0.717385131246952	"meanmale"	"female"
"TRINITY_DN112935_c0_g1_i1"	3.96695353031702	"meanmale"	"female"
"TRINITY_DN112943_c0_g1_i2"	3.60694737314718	"meanmale"	"female"
"TRINITY_DN112953_c0_g1_i2"	1.90184911401378	"meanmale"	"female"
"TRINITY_DN112955_c0_g1_i2"	-1.87577582926008	"meanmale"	"female"
"TRINITY_DN113022_c0_g5_i1"	3.56141259738974	"meanmale"	"female"
"TRINITY_DN113124_c0_g1_i3"	3.94953100116187	"meanmale"	"female"
"TRINITY_DN113129_c0_g2_i2"	1.0816836110272	"meanmale"	"female"
"TRINITY_DN113177_c0_g1_i2"	-0.854257478823433	"meanmale"	"female"
"TRINITY_DN113183_c0_g1_i2"	5.78293708486708	"meanmale"	"female"
"TRINITY_DN113212_c0_g2_i2"	3.01380147825303	"meanmale"	"female"
"TRINITY_DN113217_c0_g1_i1"	2.2411576791475	"meanmale"	"female"
"TRINITY_DN113238_c0_g1_i1"	3.64384477089447	"meanmale"	"female"
"TRINITY_DN113238_c0_g2_i1"	-13.2877123795494	"meanmale"	"female"
"TRINITY_DN113238_c0_g3_i1"	2.52371584911951	"meanmale"	"female"
"TRINITY_DN113248_c0_g1_i1"	1.19237455633784	"meanmale"	"female"
"TRINITY_DN113308_c0_g1_i2"	-4.53625261960557	"meanmale"	"female"
"TRINITY_DN113341_c0_g1_i2"	3.04324596786754	"meanmale"	"female"
"TRINITY_DN113356_c0_g2_i1"	3.27703735504591	"meanmale"	"female"
"TRINITY_DN113362_c0_g2_i1"	-2.04488093992177	"meanmale"	"female"
"TRINITY_DN113377_c0_g2_i1"	-0.536254190846692	"meanmale"	"female"
"TRINITY_DN113419_c0_g3_i1"	0.590883411133684	"meanmale"	"female"
"TRINITY_DN113434_c0_g1_i1"	2.70780852085147	"meanmale"	"female"
"TRINITY_DN113439_c0_g1_i1"	1.90241081207841	"meanmale"	"female"
"TRINITY_DN113447_c0_g1_i1"	4.18010113728617	"meanmale"	"female"
"TRINITY_DN113466_c0_g1_i2"	2.27634240396315	"meanmale"	"female"
"TRINITY_DN113530_c0_g1_i1"	2.66039896087936	"meanmale"	"female"
"TRINITY_DN113538_c0_g1_i1"	-2.8410537291689	"meanmale"	"female"
"TRINITY_DN113561_c0_g1_i1"	1.32015620737093	"meanmale"	"female"
"TRINITY_DN113587_c0_g1_i2"	3.23221825682921	"meanmale"	"female"
"TRINITY_DN113595_c0_g2_i2"	-2.07443401998895	"meanmale"	"female"
"TRINITY_DN113605_c0_g1_i1"	-1.60585380957496	"meanmale"	"female"
"TRINITY_DN113613_c0_g3_i1"	2.47040285069815	"meanmale"	"female"
"TRINITY_DN113614_c0_g1_i2"	-1.20793717368832	"meanmale"	"female"
