gid	log2RPKM	sex
TRINITY_DN125309_c0_g1_i1	-2.070226091	meanmale
TRINITY_DN135160_c6_g1_i3	-13.28771238	meanmale
TRINITY_DN121355_c0_g1_i4	-1.973241892	meanmale
TRINITY_DN45542_c0_g1_i1	-0.22658318	meanmale
TRINITY_DN24472_c0_g1_i1	-5.635644528	meanmale
TRINITY_DN130577_c0_g2_i5	-2.936906317	meanmale
TRINITY_DN45107_c0_g1_i1	-3.377768223	meanmale
TRINITY_DN120314_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN128784_c3_g3_i1	-4.88311887	meanmale
TRINITY_DN111968_c1_g1_i1	-1.399078949	meanmale
TRINITY_DN97559_c0_g1_i1	0.77484757	meanmale
TRINITY_DN69434_c0_g2_i1	-3.078862728	meanmale
TRINITY_DN131426_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN131833_c2_g7_i1	-13.28771238	meanmale
TRINITY_DN208426_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN104411_c0_g3_i1	-13.28771238	meanmale
TRINITY_DN119774_c0_g1_i2	-1.219434945	meanmale
TRINITY_DN136525_c2_g1_i1	-1.832037078	meanmale
TRINITY_DN132840_c3_g2_i1	-2.453803254	meanmale
TRINITY_DN133117_c1_g2_i4	-1.89534218	meanmale
TRINITY_DN118665_c1_g1_i1	-2.085856202	meanmale
TRINITY_DN207157_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN67391_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN134021_c2_g1_i2	-5.197250896	meanmale
TRINITY_DN72771_c0_g1_i1	-4.970696077	meanmale
TRINITY_DN103897_c0_g2_i1	-2.234186636	meanmale
TRINITY_DN135914_c0_g2_i1	-2.413041191	meanmale
TRINITY_DN123456_c0_g4_i1	0.610420828	meanmale
TRINITY_DN122293_c0_g1_i1	-1.168775537	meanmale
TRINITY_DN118281_c0_g1_i1	-0.990893172	meanmale
TRINITY_DN80690_c2_g1_i1	-13.28771238	meanmale
TRINITY_DN102303_c0_g1_i1	-5.438516068	meanmale
TRINITY_DN126027_c5_g2_i1	-13.28771238	meanmale
TRINITY_DN183163_c0_g1_i1	-6.251680636	meanmale
TRINITY_DN90918_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN9222_c0_g1_i1	-1.319315007	meanmale
TRINITY_DN134567_c1_g1_i1	-6.52266298	meanmale
TRINITY_DN116966_c0_g1_i1	0.647485649	meanmale
TRINITY_DN121709_c1_g1_i1	-2.00605789	meanmale
TRINITY_DN124234_c1_g1_i2	-3.080856769	meanmale
TRINITY_DN124389_c0_g1_i1	-2.239104534	meanmale
TRINITY_DN131967_c0_g3_i2	-6.773672674	meanmale
TRINITY_DN97690_c0_g5_i1	-13.28771238	meanmale
TRINITY_DN69456_c0_g1_i2	0.576236994	meanmale
TRINITY_DN23453_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN132352_c1_g8_i1	-13.28771238	meanmale
TRINITY_DN96567_c0_g1_i1	-3.758432385	meanmale
TRINITY_DN75599_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN133823_c0_g2_i1	-3.388465801	meanmale
TRINITY_DN128868_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN130577_c0_g1_i1	-1.603545867	meanmale
TRINITY_DN131030_c4_g1_i6	-4.238976953	meanmale
TRINITY_DN133291_c0_g2_i1	1.747317642	meanmale
TRINITY_DN135812_c3_g5_i2	-13.28771238	meanmale
TRINITY_DN130435_c2_g2_i1	-3.557931375	meanmale
TRINITY_DN117327_c0_g1_i1	-5.599535141	meanmale
TRINITY_DN106704_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN119058_c0_g1_i1	-2.495785552	meanmale
TRINITY_DN75302_c0_g2_i1	-0.987741003	meanmale
TRINITY_DN133888_c1_g5_i1	-8.111553994	meanmale
TRINITY_DN126946_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN117257_c0_g2_i1	-2.930287595	meanmale
TRINITY_DN100108_c0_g1_i1	-4.639352496	meanmale
TRINITY_DN126729_c2_g1_i2	-2.151965375	meanmale
TRINITY_DN80419_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN124325_c0_g1_i1	0.223365513	meanmale
TRINITY_DN129651_c0_g4_i5	0.237053405	meanmale
TRINITY_DN136563_c6_g1_i3	-13.28771238	meanmale
TRINITY_DN112217_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN124448_c4_g1_i1	-1.346583752	meanmale
TRINITY_DN136699_c6_g7_i1	-3.969135045	meanmale
TRINITY_DN126709_c0_g1_i4	-1.032045732	meanmale
TRINITY_DN135947_c1_g1_i1	-1.193920301	meanmale
TRINITY_DN151741_c0_g1_i1	-0.948852059	meanmale
TRINITY_DN123696_c0_g1_i1	-2.439845051	meanmale
TRINITY_DN117263_c0_g1_i3	-5.259694885	meanmale
TRINITY_DN125119_c3_g6_i1	-1.049337772	meanmale
TRINITY_DN24461_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN101489_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN110644_c0_g3_i1	-1.977287506	meanmale
TRINITY_DN100360_c0_g1_i1	-7.90191119	meanmale
TRINITY_DN130516_c0_g1_i1	-3.971369869	meanmale
TRINITY_DN87791_c0_g4_i1	-13.28771238	meanmale
TRINITY_DN114446_c1_g1_i2	-3.246398213	meanmale
TRINITY_DN69144_c0_g1_i1	-8.052304448	meanmale
TRINITY_DN127631_c8_g3_i1	-6.26359586	meanmale
TRINITY_DN134660_c1_g2_i1	-4.423705506	meanmale
TRINITY_DN132305_c3_g4_i3	-0.817195229	meanmale
TRINITY_DN209049_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN109596_c0_g1_i1	-1.581459297	meanmale
TRINITY_DN132846_c6_g3_i2	-2.549186336	meanmale
TRINITY_DN132581_c0_g1_i5	-3.725974269	meanmale
TRINITY_DN136144_c9_g5_i1	-13.28771238	meanmale
TRINITY_DN45107_c0_g2_i1	-0.858647546	meanmale
TRINITY_DN27150_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN124631_c0_g1_i5	0.454500996	meanmale
TRINITY_DN125698_c0_g1_i8	-3.353989531	meanmale
TRINITY_DN91390_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN131298_c0_g1_i1	-2.903742617	meanmale
TRINITY_DN124438_c0_g1_i1	-2.837731343	meanmale
TRINITY_DN19312_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN26128_c0_g1_i1	-8.128578681	meanmale
TRINITY_DN98761_c0_g2_i1	-6.165152381	meanmale
TRINITY_DN129116_c0_g1_i3	-1.365579937	meanmale
TRINITY_DN133823_c0_g1_i1	-3.001621979	meanmale
TRINITY_DN121548_c0_g1_i1	-2.515087486	meanmale
TRINITY_DN40767_c0_g1_i1	-3.728203821	meanmale
TRINITY_DN114957_c0_g1_i3	-2.98828765	meanmale
TRINITY_DN124263_c0_g1_i1	-0.253813092	meanmale
TRINITY_DN87843_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN123398_c4_g3_i2	-7.617234575	meanmale
TRINITY_DN125497_c0_g1_i2	-4.661104473	meanmale
TRINITY_DN101425_c0_g1_i1	-5.727060239	meanmale
TRINITY_DN136663_c13_g1_i1	0.398843118	meanmale
TRINITY_DN115116_c0_g1_i1	-3.774329509	meanmale
TRINITY_DN102894_c0_g3_i1	-13.28771238	meanmale
TRINITY_DN114382_c0_g1_i2	-0.205373136	meanmale
TRINITY_DN131491_c0_g1_i5	-8.309295969	meanmale
TRINITY_DN121071_c0_g1_i4	-0.981227166	meanmale
TRINITY_DN123462_c3_g1_i1	-2.703620329	meanmale
TRINITY_DN118496_c0_g1_i2	-0.314260831	meanmale
TRINITY_DN99742_c0_g1_i1	-5.184356352	meanmale
TRINITY_DN98334_c0_g1_i1	-2.448843083	meanmale
TRINITY_DN44677_c0_g2_i1	-13.28771238	meanmale
TRINITY_DN109913_c0_g1_i1	-3.856296145	meanmale
TRINITY_DN103565_c0_g2_i1	-2.87521045	meanmale
TRINITY_DN80690_c2_g2_i1	-3.136558173	meanmale
TRINITY_DN108208_c0_g1_i3	1.287410386	meanmale
TRINITY_DN91515_c0_g3_i1	-3.097387463	meanmale
TRINITY_DN92371_c1_g2_i1	-13.28771238	meanmale
TRINITY_DN125119_c3_g3_i1	-4.027218013	meanmale
TRINITY_DN131426_c0_g3_i1	-4.095750727	meanmale
TRINITY_DN120071_c0_g1_i2	-0.976506688	meanmale
TRINITY_DN114530_c0_g7_i1	-4.27968959	meanmale
TRINITY_DN114684_c0_g1_i1	-0.022831473	meanmale
TRINITY_DN135230_c0_g1_i5	-0.542118194	meanmale
TRINITY_DN132736_c0_g1_i2	-4.672846586	meanmale
TRINITY_DN97837_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN127850_c0_g1_i1	-3.364037079	meanmale
TRINITY_DN22630_c0_g1_i1	-13.28771238	meanmale
TRINITY_DN98815_c0_g2_i1	2.554837359	meanmale
TRINITY_DN124938_c5_g3_i1	-4.44678365	meanmale
TRINITY_DN128648_c7_g2_i1	0.033199523	meanmale
TRINITY_DN111236_c0_g1_i1	0.462228379	meanmale
TRINITY_DN122009_c0_g1_i1	-0.492225105	meanmale
TRINITY_DN110915_c0_g1_i1	-2.449719291	meanmale
TRINITY_DN135585_c3_g1_i1	-2.230902405	meanmale
TRINITY_DN119839_c0_g5_i2	-3.596057511	meanmale
TRINITY_DN110644_c0_g1_i1	-2.383231545	meanmale
TRINITY_DN90720_c0_g1_i1	-4.575578802	meanmale
TRINITY_DN115522_c0_g1_i1	-6.642376484	meanmale
TRINITY_DN128020_c1_g1_i1	-2.180982932	meanmale
TRINITY_DN123024_c0_g1_i1	-4.453161995	meanmale
TRINITY_DN123718_c0_g4_i1	-5.024867659	meanmale
TRINITY_DN114038_c0_g1_i2	-4.362232122	meanmale
TRINITY_DN128402_c0_g1_i2	3.128536287	meanmale
TRINITY_DN132701_c0_g4_i1	-1.445867344	meanmale
TRINITY_DN135334_c1_g1_i2	-1.918457675	meanmale
TRINITY_DN131327_c3_g2_i5	-2.396344802	meanmale
TRINITY_DN112124_c0_g2_i1	-1.782632309	meanmale
TRINITY_DN121882_c0_g1_i1	-0.119000105	meanmale
TRINITY_DN122048_c0_g1_i1	-5.452297683	meanmale
TRINITY_DN134939_c7_g2_i1	-3.489783435	meanmale
TRINITY_DN131157_c1_g4_i5	-2.913947093	meanmale
TRINITY_DN130955_c0_g1_i1	0.065765667	meanmale
TRINITY_DN133674_c1_g1_i2	-4.816381502	meanmale
TRINITY_DN115129_c0_g1_i3	-1.833840274	meanmale
TRINITY_DN74421_c0_g3_i1	-4.427927185	meanmale
TRINITY_DN96323_c0_g1_i1	-5.192274677	meanmale
TRINITY_DN135175_c3_g2_i2	-2.594864848	meanmale
TRINITY_DN125006_c1_g6_i2	-7.384693397	meanmale
TRINITY_DN126783_c1_g5_i3	-1.053436955	meanmale
TRINITY_DN107487_c0_g1_i1	-2.581579027	meanmale
TRINITY_DN134508_c1_g2_i1	-2.895644266	meanmale
TRINITY_DN129649_c3_g2_i1	-1.295599019	meanmale
TRINITY_DN92825_c0_g3_i1	-4.760196324	meanmale
TRINITY_DN131390_c2_g1_i1	0.780119264	meanmale
TRINITY_DN131967_c0_g4_i1	-7.536624753	meanmale
TRINITY_DN124065_c0_g1_i1	0.116758119	meanmale
TRINITY_DN116337_c0_g1_i3	-2.405590034	meanmale
TRINITY_DN117740_c0_g1_i2	-0.212145156	meanmale
TRINITY_DN110644_c0_g2_i1	-0.630708121	meanmale
TRINITY_DN92587_c0_g1_i1	-5.927124113	meanmale
TRINITY_DN133129_c0_g1_i1	-2.703610282	meanmale
TRINITY_DN165014_c0_g1_i1	-1.024561106	meanmale
TRINITY_DN126078_c0_g1_i1	-2.055925627	meanmale
TRINITY_DN132822_c6_g2_i1	-3.303610898	meanmale
TRINITY_DN128589_c4_g2_i2	-1.234340901	meanmale
TRINITY_DN69456_c0_g2_i1	0.203768201	meanmale
TRINITY_DN118036_c0_g1_i1	1.135058877	meanmale
TRINITY_DN124362_c0_g6_i1	-2.943231415	meanmale
TRINITY_DN125558_c1_g2_i1	-2.152173235	meanmale
TRINITY_DN82182_c0_g1_i1	-1.864516635	meanmale
TRINITY_DN127559_c7_g3_i1	-1.665288345	meanmale
TRINITY_DN116262_c0_g2_i2	-5.202644925	meanmale
TRINITY_DN134769_c2_g1_i4	-2.285059143	meanmale
TRINITY_DN128356_c5_g3_i2	-6.052320552	meanmale
TRINITY_DN115334_c0_g2_i2	-5.071126638	meanmale
TRINITY_DN135727_c2_g2_i1	-4.345378504	meanmale
TRINITY_DN103798_c0_g1_i1	1.486357129	meanmale
TRINITY_DN126126_c1_g3_i1	-5.055113035	meanmale
TRINITY_DN132253_c2_g8_i2	-2.021976031	meanmale
TRINITY_DN124333_c0_g1_i1	-5.060462665	meanmale
TRINITY_DN103897_c0_g3_i1	-1.067080178	meanmale
TRINITY_DN131327_c3_g4_i1	-2.513895837	meanmale
TRINITY_DN116067_c0_g1_i1	-0.795850719	meanmale
TRINITY_DN95878_c0_g1_i2	-3.888448509	meanmale
TRINITY_DN121522_c0_g1_i3	-3.862142865	meanmale
TRINITY_DN74421_c0_g1_i1	-3.957179838	meanmale
TRINITY_DN132122_c0_g3_i7	-4.836763219	meanmale
TRINITY_DN120818_c0_g1_i2	0.650922874	meanmale
TRINITY_DN95890_c0_g1_i1	1.719261989	meanmale
TRINITY_DN181076_c0_g1_i1	-0.083962414	meanmale
TRINITY_DN109099_c0_g2_i2	-3.828621326	meanmale
TRINITY_DN118245_c0_g1_i2	3.967650494	meanmale
TRINITY_DN120314_c0_g3_i1	-4.397921518	meanmale
TRINITY_DN110103_c0_g1_i1	-1.192834055	meanmale
TRINITY_DN133921_c11_g2_i2	-7.970795378	meanmale
TRINITY_DN128157_c0_g1_i3	-2.55767321	meanmale
TRINITY_DN134055_c0_g1_i1	-1.083234599	meanmale
TRINITY_DN132810_c2_g2_i1	-6.403465505	meanmale
TRINITY_DN125119_c3_g4_i1	-1.807386911	meanmale
TRINITY_DN131157_c0_g1_i1	-4.136798861	meanmale
TRINITY_DN193701_c0_g1_i1	-5.376083875	meanmale
TRINITY_DN118554_c3_g1_i4	-0.34670236	meanmale
TRINITY_DN115449_c0_g4_i8	1.309005141	meanmale
TRINITY_DN125454_c3_g1_i1	0.053604662	meanmale
TRINITY_DN128175_c8_g3_i2	-3.007251047	meanmale
TRINITY_DN117724_c0_g1_i1	-1.52989079	meanmale
TRINITY_DN112226_c0_g2_i2	-2.980197109	meanmale
TRINITY_DN113605_c0_g1_i1	-4.6672757	meanmale
TRINITY_DN114530_c0_g6_i4	-2.117746197	meanmale
TRINITY_DN134122_c5_g6_i1	-0.690241546	meanmale
TRINITY_DN125828_c2_g2_i3	-0.295315858	meanmale
TRINITY_DN129827_c4_g3_i1	1.454715849	meanmale
TRINITY_DN130424_c0_g1_i4	-3.709884331	meanmale
TRINITY_DN127730_c0_g10_i1	-7.041034287	meanmale
TRINITY_DN124832_c12_g1_i1	-4.853432567	meanmale
TRINITY_DN135160_c6_g2_i1	-4.691828283	meanmale
TRINITY_DN98620_c0_g2_i1	-1.455154794	meanmale
TRINITY_DN133281_c3_g3_i6	-0.118423643	meanmale
TRINITY_DN131394_c0_g1_i2	-0.751739535	meanmale
TRINITY_DN114530_c0_g5_i1	-2.836618838	meanmale
TRINITY_DN47360_c0_g1_i1	-4.58857147	meanmale
TRINITY_DN126147_c0_g2_i5	-6.187751008	meanmale
TRINITY_DN121030_c0_g1_i1	-0.266316211	meanmale
TRINITY_DN131178_c0_g2_i1	-6.889445099	meanmale
TRINITY_DN125971_c0_g1_i2	0.422915921	meanmale
TRINITY_DN133674_c1_g2_i1	-4.717965008	meanmale
TRINITY_DN134793_c1_g3_i3	-1.071798804	meanmale
TRINITY_DN132173_c9_g2_i1	-0.609640261	meanmale
TRINITY_DN135835_c0_g1_i3	-0.326446827	meanmale
TRINITY_DN129466_c1_g5_i1	-0.277973392	meanmale
TRINITY_DN124190_c0_g2_i1	-0.838530121	meanmale
TRINITY_DN125054_c0_g2_i1	-1.972232546	meanmale
TRINITY_DN124362_c0_g5_i1	-2.906600763	meanmale
TRINITY_DN129466_c1_g2_i3	0.357648481	meanmale
TRINITY_DN130939_c1_g4_i1	-4.667515571	meanmale
TRINITY_DN125350_c0_g1_i1	-5.056432023	meanmale
TRINITY_DN69434_c0_g1_i1	-4.357426558	meanmale
TRINITY_DN89311_c0_g1_i1	-3.314973166	meanmale
TRINITY_DN113269_c0_g1_i2	-4.761700535	meanmale
TRINITY_DN136529_c1_g1_i7	5.423565279	meanmale
TRINITY_DN111724_c0_g1_i1	0.894916232	meanmale
TRINITY_DN129826_c4_g2_i2	-3.180369064	meanmale
TRINITY_DN135584_c0_g3_i2	-4.133237111	meanmale
TRINITY_DN92629_c0_g4_i1	-2.580387124	meanmale
TRINITY_DN7291_c0_g1_i1	-3.506781387	meanmale
TRINITY_DN130516_c2_g3_i1	-2.442413594	meanmale
TRINITY_DN110684_c0_g1_i2	-4.114908224	meanmale
TRINITY_DN132180_c5_g1_i6	-0.830902747	meanmale
TRINITY_DN129042_c7_g5_i3	1.044290009	meanmale
TRINITY_DN103838_c0_g1_i1	1.795966407	meanmale
TRINITY_DN121709_c1_g3_i3	0.144855775	meanmale
TRINITY_DN111767_c0_g2_i1	-4.741422181	meanmale
TRINITY_DN112593_c0_g1_i1	-6.018595895	meanmale
TRINITY_DN119755_c1_g4_i1	-1.840380219	meanmale
TRINITY_DN129881_c4_g2_i1	-3.244226094	meanmale
TRINITY_DN127485_c0_g1_i3	0.024367988	meanmale
TRINITY_DN117838_c2_g1_i2	-1.256692444	meanmale
TRINITY_DN90886_c0_g1_i1	-6.663206756	meanmale
TRINITY_DN131718_c2_g6_i3	-3.683810462	meanmale
TRINITY_DN134800_c12_g7_i1	-3.186698321	meanmale
TRINITY_DN121223_c0_g2_i5	-3.629351125	meanmale
TRINITY_DN129824_c0_g6_i1	-4.280943262	meanmale
TRINITY_DN105525_c0_g1_i1	-1.875959919	meanmale
TRINITY_DN131690_c0_g1_i2	-1.425994918	meanmale
TRINITY_DN125519_c4_g4_i2	0.035376395	meanmale
TRINITY_DN121123_c0_g1_i2	-3.950435856	meanmale
TRINITY_DN42221_c0_g1_i1	-4.243451661	meanmale
TRINITY_DN128638_c0_g1_i2	2.635741201	meanmale
TRINITY_DN110915_c0_g2_i1	-1.275497432	meanmale
TRINITY_DN129105_c2_g4_i1	-2.465675139	meanmale
TRINITY_DN119717_c0_g1_i2	-3.21781287	meanmale
TRINITY_DN125054_c0_g1_i2	-1.00123224	meanmale
TRINITY_DN131147_c0_g2_i1	1.326797234	meanmale
TRINITY_DN126060_c0_g1_i1	-5.005715228	meanmale
TRINITY_DN49077_c0_g1_i1	-4.238384977	meanmale
TRINITY_DN123349_c1_g4_i2	-0.302497089	meanmale
TRINITY_DN111232_c0_g2_i1	0.287677096	meanmale
TRINITY_DN111588_c1_g2_i1	-1.872090363	meanmale
TRINITY_DN126495_c0_g1_i1	-2.521844002	meanmale
TRINITY_DN97108_c0_g1_i1	-2.176905718	meanmale
TRINITY_DN131183_c0_g2_i1	-0.775722453	meanmale
TRINITY_DN131967_c0_g1_i17	-5.000932047	meanmale
TRINITY_DN125963_c8_g3_i1	-1.766507224	meanmale
TRINITY_DN129860_c0_g3_i1	0.196763868	meanmale
TRINITY_DN133881_c0_g2_i1	-1.730209489	meanmale
TRINITY_DN97228_c0_g1_i1	-2.729919063	meanmale
TRINITY_DN136563_c5_g1_i2	-3.057641324	meanmale
TRINITY_DN130800_c1_g1_i1	-1.046041514	meanmale
TRINITY_DN130084_c0_g1_i1	-3.670083202	meanmale
TRINITY_DN22683_c0_g1_i1	-1.679382533	meanmale
TRINITY_DN70925_c0_g2_i1	-2.341060803	meanmale
TRINITY_DN101116_c0_g3_i1	-4.564690533	meanmale
TRINITY_DN100323_c0_g3_i1	-5.272863733	meanmale
TRINITY_DN124628_c0_g1_i1	-3.033223757	meanmale
TRINITY_DN115204_c0_g3_i1	-3.59776402	meanmale
TRINITY_DN193723_c0_g1_i1	-4.574338389	meanmale
TRINITY_DN120525_c1_g1_i6	-2.612734426	meanmale
TRINITY_DN115540_c0_g1_i5	-1.522359002	meanmale
TRINITY_DN120801_c0_g1_i2	-3.813578686	meanmale
TRINITY_DN126907_c4_g9_i1	-3.467919201	meanmale
TRINITY_DN124649_c0_g1_i1	2.021632419	meanmale
TRINITY_DN122072_c1_g1_i1	-0.569298171	meanmale
TRINITY_DN121347_c0_g1_i2	-0.938966073	meanmale
TRINITY_DN113614_c0_g1_i2	-0.370319252	meanmale
TRINITY_DN106674_c0_g1_i1	-2.353512534	meanmale
TRINITY_DN126214_c1_g1_i4	-3.862933964	meanmale
TRINITY_DN130941_c3_g2_i1	0.831917186	meanmale
TRINITY_DN124791_c0_g1_i1	-4.517458155	meanmale
TRINITY_DN122658_c0_g1_i4	-0.560725989	meanmale
TRINITY_DN97494_c0_g1_i1	-3.359088177	meanmale
TRINITY_DN111203_c1_g1_i1	-3.605168658	meanmale
TRINITY_DN112287_c0_g1_i1	-0.800940625	meanmale
TRINITY_DN131905_c3_g2_i1	-1.517156091	meanmale
TRINITY_DN109883_c0_g1_i1	-2.14757655	meanmale
TRINITY_DN89169_c0_g1_i1	-3.224388375	meanmale
TRINITY_DN111232_c1_g1_i1	0.044732994	meanmale
TRINITY_DN92166_c0_g1_i1	-4.571936542	meanmale
TRINITY_DN98982_c0_g2_i1	-2.235385653	meanmale
TRINITY_DN116607_c0_g1_i1	-0.243277136	meanmale
TRINITY_DN134769_c2_g2_i3	-0.593303663	meanmale
TRINITY_DN115294_c0_g1_i4	-2.208009581	meanmale
TRINITY_DN121862_c1_g1_i1	-1.025924674	meanmale
TRINITY_DN131905_c3_g3_i7	-1.975246144	meanmale
TRINITY_DN123835_c0_g1_i1	-1.894143984	meanmale
TRINITY_DN125009_c0_g1_i1	-0.870020701	meanmale
TRINITY_DN96859_c0_g2_i1	-3.909824653	meanmale
TRINITY_DN124826_c0_g1_i1	-4.919014596	meanmale
TRINITY_DN111512_c0_g1_i1	-5.235724914	meanmale
TRINITY_DN29096_c0_g1_i1	-4.492041103	meanmale
TRINITY_DN108052_c0_g1_i1	-3.288501848	meanmale
TRINITY_DN97494_c0_g3_i1	-3.061692292	meanmale
TRINITY_DN119122_c0_g1_i3	2.434201378	meanmale
TRINITY_DN101072_c0_g2_i2	4.470342894	meanmale
TRINITY_DN132754_c0_g1_i1	-0.455006174	meanmale
TRINITY_DN132237_c1_g3_i2	-2.551829848	meanmale
TRINITY_DN126410_c3_g2_i1	-4.178043196	meanmale
TRINITY_DN124685_c0_g2_i1	-1.533719035	meanmale
TRINITY_DN127176_c3_g2_i1	-2.379489211	meanmale
TRINITY_DN138660_c0_g1_i1	-3.416646369	meanmale
TRINITY_DN113308_c0_g1_i2	1.7726263	meanmale
