gid	sex	bias
4.743840515	meanmale	female
NA	meanmale	female
4.070805629	meanmale	female
NA	meanmale	female
-0.591154763	meanmale	female
1.087207134	meanmale	female
NA	meanmale	female
NA	meanmale	female
1.084023735	meanmale	female
4.988338411	meanmale	female
3.94157915	meanmale	female
3.731579942	meanmale	female
-1.070799208	meanmale	female
6.095798622	meanmale	female
4.622630001	meanmale	female
5.638880791	meanmale	female
3.339090136	meanmale	female
1.173048974	meanmale	female
3.141639202	meanmale	female
-0.673267755	meanmale	female
NA	meanmale	female
1.792565226	meanmale	female
2.242926936	meanmale	female
1.212136501	meanmale	female
0.003270736	meanmale	female
1.386307263	meanmale	female
0.461748273	meanmale	female
0.514112359	meanmale	female
4.722501267	meanmale	female
0.182536396	meanmale	female
-1.474029622	meanmale	female
NA	meanmale	female
1.587527938	meanmale	female
NA	meanmale	female
NA	meanmale	female
4.958702447	meanmale	female
1.467530572	meanmale	female
-0.153354238	meanmale	female
-1.881780073	meanmale	female
5.925259528	meanmale	female
-0.001837507	meanmale	female
-1.00512344	meanmale	female
-0.413058255	meanmale	female
3.04549971	meanmale	female
1.449757292	meanmale	female
3.722524852	meanmale	female
NA	meanmale	female
5.833727119	meanmale	female
3.937139605	meanmale	female
4.556330734	meanmale	female
-2.267201793	meanmale	female
0.0235731	meanmale	female
-0.579126319	meanmale	female
3.535399855	meanmale	female
4.742441019	meanmale	female
NA	meanmale	female
4.943148909	meanmale	female
5.652165043	meanmale	female
1.752390785	meanmale	female
-0.924368633	meanmale	female
5.759762146	meanmale	female
-0.470878396	meanmale	female
-0.417142285	meanmale	female
5.625770467	meanmale	female
NA	meanmale	female
-0.283274892	meanmale	female
NA	meanmale	female
NA	meanmale	female
-1.176826361	meanmale	female
2.979320216	meanmale	female
5.357115979	meanmale	female
4.42304972	meanmale	female
-3.082147778	meanmale	female
2.989723461	meanmale	female
5.203488714	meanmale	female
5.42630998	meanmale	female
0.163417918	meanmale	female
0.665463815	meanmale	female
-1.963829311	meanmale	female
2.309725105	meanmale	female
-1.434505101	meanmale	female
2.365760053	meanmale	female
NA	meanmale	female
-2.221362732	meanmale	female
-0.173512185	meanmale	female
5.948829572	meanmale	female
4.59766585	meanmale	female
3.008063443	meanmale	female
-1.978020454	meanmale	female
-2.590893073	meanmale	female
6.339637995	meanmale	female
5.406608931	meanmale	female
-0.843370813	meanmale	female
-0.573037397	meanmale	female
4.816993429	meanmale	female
-0.173190666	meanmale	female
4.800227382	meanmale	female
-2.223404359	meanmale	female
-1.664002018	meanmale	female
-0.729166424	meanmale	female
-2.224021254	meanmale	female
5.348055599	meanmale	female
-0.787876773	meanmale	female
-0.531127377	meanmale	female
0.951632964	meanmale	female
NA	meanmale	female
1.969446304	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
-4.270618565	meanmale	female
-2.681165024	meanmale	female
5.993947032	meanmale	female
NA	meanmale	female
3.931341887	meanmale	female
1.87248838	meanmale	female
-1.356037942	meanmale	female
2.803713091	meanmale	female
2.146876337	meanmale	female
-0.919160252	meanmale	female
-0.833915174	meanmale	female
3.446049422	meanmale	female
NA	meanmale	female
3.564593442	meanmale	female
NA	meanmale	female
NA	meanmale	female
4.376449155	meanmale	female
0.318373913	meanmale	female
4.168319408	meanmale	female
0.113912058	meanmale	female
3.428511747	meanmale	female
1.491972246	meanmale	female
-1.078904321	meanmale	female
NA	meanmale	female
2.640197641	meanmale	female
1.010873393	meanmale	female
3.235973529	meanmale	female
-0.46658259	meanmale	female
2.641413597	meanmale	female
2.486205486	meanmale	female
4.914306255	meanmale	female
5.480142836	meanmale	female
0.877310015	meanmale	female
4.034680845	meanmale	female
-3.615497295	meanmale	female
6.087578537	meanmale	female
0.122390698	meanmale	female
-0.02864252	meanmale	female
0.022393998	meanmale	female
NA	meanmale	female
0.811663212	meanmale	female
2.751287768	meanmale	female
3.758406735	meanmale	female
NA	meanmale	female
NA	meanmale	female
5.174585764	meanmale	female
0.194188733	meanmale	female
1.564539178	meanmale	female
4.312089713	meanmale	female
-1.468644247	meanmale	female
3.744529595	meanmale	female
2.199005199	meanmale	female
NA	meanmale	female
3.184518037	meanmale	female
-0.226673644	meanmale	female
NA	meanmale	female
2.382865174	meanmale	female
5.802853069	meanmale	female
3.547907295	meanmale	female
NA	meanmale	female
5.231403969	meanmale	female
2.433563057	meanmale	female
3.184198195	meanmale	female
2.38376308	meanmale	female
5.796889525	meanmale	female
0.433458313	meanmale	female
-0.464918425	meanmale	female
NA	meanmale	female
0.153518326	meanmale	female
4.653186909	meanmale	female
1.408900747	meanmale	female
NA	meanmale	female
NA	meanmale	female
3.935132301	meanmale	female
-2.583007308	meanmale	female
7.166169491	meanmale	female
2.706334316	meanmale	female
-0.490363655	meanmale	female
-2.257906769	meanmale	female
2.767092235	meanmale	female
-0.003115367	meanmale	female
3.190197169	meanmale	female
-0.099016211	meanmale	female
4.483184833	meanmale	female
1.904324296	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.080170698	meanmale	female
0.439583916	meanmale	female
0.99201414	meanmale	female
5.052973534	meanmale	female
NA	meanmale	female
-0.171866565	meanmale	female
-0.855893373	meanmale	female
2.788904187	meanmale	female
3.271850676	meanmale	female
0.807110674	meanmale	female
0.811111415	meanmale	female
NA	meanmale	female
2.441313927	meanmale	female
4.802637472	meanmale	female
0.322519875	meanmale	female
0.761206685	meanmale	female
2.835984883	meanmale	female
2.525602089	meanmale	female
-0.155794492	meanmale	female
5.484471049	meanmale	female
1.217879145	meanmale	female
2.101844714	meanmale	female
-1.887946167	meanmale	female
3.761947422	meanmale	female
1.722496031	meanmale	female
-2.789645347	meanmale	female
2.728407566	meanmale	female
NA	meanmale	female
0.321376661	meanmale	female
1.867937919	meanmale	female
2.442520468	meanmale	female
2.535851659	meanmale	female
0.504734696	meanmale	female
0.091919425	meanmale	female
NA	meanmale	female
3.199961323	meanmale	female
0.137456924	meanmale	female
NA	meanmale	female
-0.229518595	meanmale	female
0.717467345	meanmale	female
2.077144477	meanmale	female
-1.181650017	meanmale	female
NA	meanmale	female
1.21147412	meanmale	female
3.047304182	meanmale	female
0.797206183	meanmale	female
0.252234567	meanmale	female
1.3191349	meanmale	female
1.389399662	meanmale	female
4.84610871	meanmale	female
0.864523288	meanmale	female
3.808513263	meanmale	female
6.404501194	meanmale	female
3.633808102	meanmale	female
3.215327357	meanmale	female
2.867400201	meanmale	female
-0.339149028	meanmale	female
6.680819225	meanmale	female
2.217656733	meanmale	female
5.432175708	meanmale	female
4.574900729	meanmale	female
NA	meanmale	female
NA	meanmale	female
1.500510194	meanmale	female
NA	meanmale	female
5.559190528	meanmale	female
4.54544797	meanmale	female
0.468644432	meanmale	female
-1.445579688	meanmale	female
0.659795314	meanmale	female
-0.271627839	meanmale	female
-0.138024034	meanmale	female
3.5151847	meanmale	female
0.27832831	meanmale	female
2.665707045	meanmale	female
4.05814974	meanmale	female
1.773595017	meanmale	female
5.658059708	meanmale	female
NA	meanmale	female
4.316333509	meanmale	female
1.158577097	meanmale	female
0.540811598	meanmale	female
0.730624997	meanmale	female
NA	meanmale	female
-0.495670934	meanmale	female
-1.08092794	meanmale	female
2.070570096	meanmale	female
2.98760255	meanmale	female
3.562217795	meanmale	female
3.495475439	meanmale	female
3.481660377	meanmale	female
0.378901328	meanmale	female
-1.047642743	meanmale	female
-1.062392387	meanmale	female
4.957154448	meanmale	female
0.50417872	meanmale	female
2.034389312	meanmale	female
3.784740034	meanmale	female
5.699507244	meanmale	female
4.820852265	meanmale	female
0.313213845	meanmale	female
3.962302211	meanmale	female
2.538718238	meanmale	female
-0.161188549	meanmale	female
-0.109296156	meanmale	female
4.620923284	meanmale	female
-2.122951705	meanmale	female
-1.939272153	meanmale	female
-0.258448048	meanmale	female
-1.315119882	meanmale	female
4.516736815	meanmale	female
NA	meanmale	female
3.137599254	meanmale	female
2.738935044	meanmale	female
-0.33029867	meanmale	female
-1.687901636	meanmale	female
4.188843576	meanmale	female
7.027631556	meanmale	female
-3.626646946	meanmale	female
0.602311924	meanmale	female
-1.311789128	meanmale	female
2.805916032	meanmale	female
-0.437799095	meanmale	female
1.131154979	meanmale	female
2.698448608	meanmale	female
1.713187035	meanmale	female
3.680056624	meanmale	female
1.277848758	meanmale	female
1.4992576	meanmale	female
NA	meanmale	female
4.52514599	meanmale	female
5.441377945	meanmale	female
1.948329826	meanmale	female
0.361796928	meanmale	female
4.259758523	meanmale	female
NA	meanmale	female
3.301159102	meanmale	female
NA	meanmale	female
-2.185545447	meanmale	female
0.972214298	meanmale	female
NA	meanmale	female
-0.713689426	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.945814463	meanmale	female
5.585591351	meanmale	female
5.710773169	meanmale	female
NA	meanmale	female
NA	meanmale	female
-2.416806861	meanmale	female
NA	meanmale	female
2.579743377	meanmale	female
3.255272716	meanmale	female
-0.20578199	meanmale	female
-1.853557329	meanmale	female
1.589735418	meanmale	female
4.675934904	meanmale	female
3.108668999	meanmale	female
1.49722458	meanmale	female
NA	meanmale	female
3.929420114	meanmale	female
-0.161814636	meanmale	female
NA	meanmale	female
-0.753726686	meanmale	female
4.055903057	meanmale	female
1.519726247	meanmale	female
5.807581947	meanmale	female
-0.946028088	meanmale	female
NA	meanmale	female
-1.192887192	meanmale	female
-2.919096873	meanmale	female
1.890407006	meanmale	female
1.629462587	meanmale	female
0.273792213	meanmale	female
3.756728444	meanmale	female
4.20640523	meanmale	female
2.659451041	meanmale	female
5.854519454	meanmale	female
1.213894628	meanmale	female
-0.042496309	meanmale	female
3.085611647	meanmale	female
-2.263863023	meanmale	female
4.790000564	meanmale	female
4.318358684	meanmale	female
4.451347487	meanmale	female
0.236759695	meanmale	female
3.995165494	meanmale	female
-0.166845545	meanmale	female
1.913397099	meanmale	female
NA	meanmale	female
-2.863856237	meanmale	female
0.487003229	meanmale	female
-0.078830833	meanmale	female
3.277863532	meanmale	female
NA	meanmale	female
0.144000385	meanmale	female
NA	meanmale	female
3.163244897	meanmale	female
NA	meanmale	female
NA	meanmale	female
3.075330962	meanmale	female
4.940122276	meanmale	female
1.190469289	meanmale	female
0.617167566	meanmale	female
4.476897173	meanmale	female
2.974797827	meanmale	female
-1.099491771	meanmale	female
-0.397436518	meanmale	female
3.249675617	meanmale	female
0.414110041	meanmale	female
3.865923634	meanmale	female
NA	meanmale	female
-1.730281731	meanmale	female
-1.97446968	meanmale	female
4.487002103	meanmale	female
1.323899483	meanmale	female
NA	meanmale	female
2.18280927	meanmale	female
1.959350585	meanmale	female
1.604062913	meanmale	female
5.346421084	meanmale	female
1.739859188	meanmale	female
NA	meanmale	female
-2.629498813	meanmale	female
1.545806197	meanmale	female
4.000101644	meanmale	female
3.818726002	meanmale	female
5.655589368	meanmale	female
4.335599423	meanmale	female
3.788014096	meanmale	female
-2.5955342	meanmale	female
-1.189532452	meanmale	female
4.910457742	meanmale	female
-2.83443221	meanmale	female
0.263839321	meanmale	female
3.323155294	meanmale	female
NA	meanmale	female
0.379094617	meanmale	female
5.805645642	meanmale	female
4.099651632	meanmale	female
-0.018411418	meanmale	female
0.661204512	meanmale	female
3.843986048	meanmale	female
0.053353912	meanmale	female
NA	meanmale	female
4.207405169	meanmale	female
-0.076206798	meanmale	female
4.664055104	meanmale	female
-0.669794151	meanmale	female
4.356545774	meanmale	female
-1.765253173	meanmale	female
1.971543479	meanmale	female
0.66176416	meanmale	female
1.150139154	meanmale	female
1.487044643	meanmale	female
3.987852625	meanmale	female
1.137562214	meanmale	female
3.625924782	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
5.095966882	meanmale	female
3.612833342	meanmale	female
6.008821052	meanmale	female
NA	meanmale	female
2.013822684	meanmale	female
1.841934666	meanmale	female
1.172207681	meanmale	female
3.410651513	meanmale	female
NA	meanmale	female
1.451817546	meanmale	female
2.230068523	meanmale	female
2.400043125	meanmale	female
0.201856413	meanmale	female
2.826909574	meanmale	female
3.045587286	meanmale	female
NA	meanmale	female
2.309487282	meanmale	female
4.84390282	meanmale	female
1.329294691	meanmale	female
3.279200482	meanmale	female
-2.175398697	meanmale	female
3.612769492	meanmale	female
6.333977072	meanmale	female
4.355543826	meanmale	female
3.540631118	meanmale	female
-2.028717335	meanmale	female
-0.790697264	meanmale	female
5.764330774	meanmale	female
0.057680062	meanmale	female
-1.689025798	meanmale	female
1.462175809	meanmale	female
0.440224099	meanmale	female
3.316157815	meanmale	female
6.036539008	meanmale	female
1.512813342	meanmale	female
3.307520336	meanmale	female
-1.059035365	meanmale	female
3.776057589	meanmale	female
0.084878599	meanmale	female
-1.178779309	meanmale	female
2.235706033	meanmale	female
6.443763036	meanmale	female
2.075066275	meanmale	female
-1.129371697	meanmale	female
NA	meanmale	female
5.774255879	meanmale	female
2.067474588	meanmale	female
NA	meanmale	female
2.343051388	meanmale	female
4.573135371	meanmale	female
2.490141573	meanmale	female
-1.674836761	meanmale	female
4.728973814	meanmale	female
-2.622194289	meanmale	female
5.748809525	meanmale	female
5.729786555	meanmale	female
5.592990057	meanmale	female
3.823272072	meanmale	female
1.63363056	meanmale	female
NA	meanmale	female
4.197139242	meanmale	female
3.769910683	meanmale	female
2.382036613	meanmale	female
0.906758366	meanmale	female
1.496736127	meanmale	female
1.689420805	meanmale	female
2.761046846	meanmale	female
NA	meanmale	female
0.474868066	meanmale	female
2.467747444	meanmale	female
6.441866521	meanmale	female
4.846796121	meanmale	female
1.691561876	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.250498586	meanmale	female
-1.605397201	meanmale	female
3.405337229	meanmale	female
5.286927926	meanmale	female
NA	meanmale	female
NA	meanmale	female
4.745575029	meanmale	female
3.316381747	meanmale	female
5.118692377	meanmale	female
0.565613865	meanmale	female
1.815419597	meanmale	female
0.82591281	meanmale	female
-1.113567338	meanmale	female
1.438772107	meanmale	female
-1.060633061	meanmale	female
-0.105757296	meanmale	female
0.724701492	meanmale	female
5.868221713	meanmale	female
3.579272452	meanmale	female
2.285547977	meanmale	female
4.092934885	meanmale	female
1.99392053	meanmale	female
1.836742308	meanmale	female
-1.05982978	meanmale	female
-0.220540393	meanmale	female
3.214246201	meanmale	female
0.259833815	meanmale	female
-1.642112512	meanmale	female
3.915727104	meanmale	female
-1.602453199	meanmale	female
NA	meanmale	female
4.420331464	meanmale	female
3.349426006	meanmale	female
6.067346052	meanmale	female
3.202177335	meanmale	female
-1.644982783	meanmale	female
-0.892438508	meanmale	female
3.289457567	meanmale	female
NA	meanmale	female
0.192330437	meanmale	female
5.021459533	meanmale	female
-0.658908023	meanmale	female
0.57776786	meanmale	female
0.471741006	meanmale	female
2.225409839	meanmale	female
5.586078419	meanmale	female
-0.66212117	meanmale	female
4.817544481	meanmale	female
2.352390018	meanmale	female
0.154747437	meanmale	female
-0.191814179	meanmale	female
1.620017528	meanmale	female
3.901470364	meanmale	female
-1.450160852	meanmale	female
2.834229663	meanmale	female
4.415543793	meanmale	female
0.590447929	meanmale	female
7.280067769	meanmale	female
5.096879212	meanmale	female
-0.716377192	meanmale	female
-0.597903174	meanmale	female
3.516430633	meanmale	female
-0.968672156	meanmale	female
2.458955613	meanmale	female
0.83647278	meanmale	female
5.094370155	meanmale	female
1.357916404	meanmale	female
1.25524195	meanmale	female
2.155512695	meanmale	female
2.702085388	meanmale	female
-2.529873341	meanmale	female
-0.492823393	meanmale	female
4.33448252	meanmale	female
NA	meanmale	female
NA	meanmale	female
3.26646511	meanmale	female
4.990825853	meanmale	female
-0.605872421	meanmale	female
2.765184254	meanmale	female
5.922996531	meanmale	female
0.484100808	meanmale	female
3.041996483	meanmale	female
4.198501493	meanmale	female
-3.125901864	meanmale	female
2.340394486	meanmale	female
NA	meanmale	female
NA	meanmale	female
-2.915737432	meanmale	female
1.160287963	meanmale	female
2.476037158	meanmale	female
2.521667844	meanmale	female
NA	meanmale	female
-2.824330763	meanmale	female
5.291718896	meanmale	female
3.419549423	meanmale	female
1.647430841	meanmale	female
5.422498477	meanmale	female
2.130913215	meanmale	female
1.947339344	meanmale	female
5.410511548	meanmale	female
6.326306638	meanmale	female
3.33888045	meanmale	female
0.014885506	meanmale	female
0.100444351	meanmale	female
3.38094421	meanmale	female
3.607555198	meanmale	female
3.037293179	meanmale	female
2.424632503	meanmale	female
1.528250355	meanmale	female
2.451241168	meanmale	female
3.907001074	meanmale	female
-1.541858962	meanmale	female
2.696160569	meanmale	female
2.106319284	meanmale	female
-1.38598342	meanmale	female
5.242688771	meanmale	female
2.976717327	meanmale	female
0.642308041	meanmale	female
3.761575561	meanmale	female
NA	meanmale	female
3.145069214	meanmale	female
1.695994001	meanmale	female
NA	meanmale	female
2.799839459	meanmale	female
2.811589914	meanmale	female
2.84171736	meanmale	female
-1.86976275	meanmale	female
NA	meanmale	female
4.051213311	meanmale	female
5.206614496	meanmale	female
3.914204627	meanmale	female
-0.394802434	meanmale	female
-1.361037062	meanmale	female
3.816331887	meanmale	female
-0.129746143	meanmale	female
-0.143231935	meanmale	female
5.765656217	meanmale	female
3.164048563	meanmale	female
-3.2491364	meanmale	female
-0.698811763	meanmale	female
3.514388287	meanmale	female
-0.56281063	meanmale	female
3.874382164	meanmale	female
-0.334339681	meanmale	female
0.289146009	meanmale	female
1.937775498	meanmale	female
0.848419138	meanmale	female
4.591220705	meanmale	female
4.081928553	meanmale	female
-3.016829911	meanmale	female
4.479918324	meanmale	female
3.588298507	meanmale	female
0.350808902	meanmale	female
-0.327521443	meanmale	female
NA	meanmale	female
3.001201262	meanmale	female
NA	meanmale	female
0.976492398	meanmale	female
0.916619294	meanmale	female
0.308145491	meanmale	female
0.581143907	meanmale	female
NA	meanmale	female
0.486921124	meanmale	female
0.321474287	meanmale	female
5.549624452	meanmale	female
-1.635680147	meanmale	female
-0.415025058	meanmale	female
6.797601932	meanmale	female
4.799441331	meanmale	female
NA	meanmale	female
5.045808138	meanmale	female
-2.433106265	meanmale	female
-1.424350565	meanmale	female
-1.182156549	meanmale	female
4.35666263	meanmale	female
NA	meanmale	female
0.468749058	meanmale	female
2.272532571	meanmale	female
-0.680811837	meanmale	female
3.673766505	meanmale	female
-1.965864811	meanmale	female
-1.7496981	meanmale	female
0.421922842	meanmale	female
5.253856333	meanmale	female
NA	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.994925192	meanmale	female
3.669026906	meanmale	female
1.638335159	meanmale	female
4.171520006	meanmale	female
4.553086088	meanmale	female
2.591297627	meanmale	female
1.277853763	meanmale	female
1.253217594	meanmale	female
-1.684690315	meanmale	female
3.610186737	meanmale	female
4.608159617	meanmale	female
2.780451735	meanmale	female
2.850633608	meanmale	female
1.774096008	meanmale	female
4.197463335	meanmale	female
2.810312542	meanmale	female
1.686935808	meanmale	female
2.535327497	meanmale	female
1.025915517	meanmale	female
0.004002144	meanmale	female
3.180256435	meanmale	female
-3.935420119	meanmale	female
3.969933306	meanmale	female
-0.392297789	meanmale	female
1.458132767	meanmale	female
1.678180368	meanmale	female
4.840442316	meanmale	female
-0.065232964	meanmale	female
5.695586446	meanmale	female
3.033977362	meanmale	female
2.536809539	meanmale	female
-0.790546196	meanmale	female
5.557375258	meanmale	female
0.423988797	meanmale	female
5.102727501	meanmale	female
0.682804009	meanmale	female
2.025364116	meanmale	female
4.442412937	meanmale	female
-0.172183865	meanmale	female
-0.847806073	meanmale	female
2.432234244	meanmale	female
3.742324263	meanmale	female
5.500297865	meanmale	female
3.917788825	meanmale	female
NA	meanmale	female
NA	meanmale	female
2.602135384	meanmale	female
0.981157367	meanmale	female
-2.351939251	meanmale	female
1.702385262	meanmale	female
5.431470851	meanmale	female
3.393283343	meanmale	female
-0.83475351	meanmale	female
1.53638711	meanmale	female
2.758928625	meanmale	female
3.603196563	meanmale	female
4.438540741	meanmale	female
6.047749043	meanmale	female
NA	meanmale	female
2.434769456	meanmale	female
0.33392534	meanmale	female
4.55355675	meanmale	female
0.96047104	meanmale	female
-0.826050616	meanmale	female
-2.801823241	meanmale	female
-0.308248464	meanmale	female
-0.516284534	meanmale	female
5.571942041	meanmale	female
-0.715356236	meanmale	female
5.349008815	meanmale	female
4.272597811	meanmale	female
0.130488991	meanmale	female
2.576753172	meanmale	female
5.605919733	meanmale	female
-0.046719541	meanmale	female
0.549729375	meanmale	female
1.033772737	meanmale	female
3.285464924	meanmale	female
-1.294432966	meanmale	female
5.011577954	meanmale	female
3.813313067	meanmale	female
1.556139131	meanmale	female
3.97660756	meanmale	female
2.045298214	meanmale	female
2.301010384	meanmale	female
-1.088347286	meanmale	female
5.269887247	meanmale	female
0.776824948	meanmale	female
1.927608107	meanmale	female
2.294787132	meanmale	female
4.085616078	meanmale	female
2.292041255	meanmale	female
4.148351837	meanmale	female
1.685249056	meanmale	female
NA	meanmale	female
4.286321475	meanmale	female
6.695059399	meanmale	female
5.974563086	meanmale	female
-1.29276413	meanmale	female
-0.787180255	meanmale	female
-1.457186516	meanmale	female
6.087991764	meanmale	female
NA	meanmale	female
NA	meanmale	female
0.847294445	meanmale	female
4.75370244	meanmale	female
1.687207629	meanmale	female
-1.354290224	meanmale	female
3.308718865	meanmale	female
4.22719387	meanmale	female
3.471469066	meanmale	female
2.805051816	meanmale	female
-1.528901174	meanmale	female
2.385275751	meanmale	female
1.024532042	meanmale	female
0.416401205	meanmale	female
4.096794846	meanmale	female
0.209178204	meanmale	female
-0.977631624	meanmale	female
1.063743273	meanmale	female
3.256398695	meanmale	female
3.223883791	meanmale	female
5.598996285	meanmale	female
3.585162871	meanmale	female
1.30543892	meanmale	female
2.092941342	meanmale	female
5.73802297	meanmale	female
5.571831238	meanmale	female
3.957264018	meanmale	female
4.472616781	meanmale	female
3.384627095	meanmale	female
-2.726940455	meanmale	female
1.100339056	meanmale	female
2.507044744	meanmale	female
2.487367674	meanmale	female
1.044541219	meanmale	female
0.953662392	meanmale	female
3.469029058	meanmale	female
0.094230162	meanmale	female
-1.13464206	meanmale	female
3.305030397	meanmale	female
1.70028797	meanmale	female
1.537749478	meanmale	female
3.501394773	meanmale	female
3.090336482	meanmale	female
4.819610519	meanmale	female
-1.480692132	meanmale	female
2.681785	meanmale	female
NA	meanmale	female
4.04681233	meanmale	female
5.924099202	meanmale	female
0.260524501	meanmale	female
NA	meanmale	female
2.518043046	meanmale	female
-2.775265478	meanmale	female
2.908225609	meanmale	female
-1.370456419	meanmale	female
2.799729556	meanmale	female
2.57140366	meanmale	female
2.799753684	meanmale	female
-0.288210077	meanmale	female
5.061756602	meanmale	female
2.487384581	meanmale	female
2.521305722	meanmale	female
1.872105583	meanmale	female
4.397994244	meanmale	female
3.803782035	meanmale	female
-0.859894513	meanmale	female
7.093937713	meanmale	female
3.39074779	meanmale	female
1.111798115	meanmale	female
3.014501287	meanmale	female
-0.45534919	meanmale	female
-2.806437989	meanmale	female
1.023803268	meanmale	female
4.036774701	meanmale	female
1.534343071	meanmale	female
0.901484751	meanmale	female
2.56894661	meanmale	female
4.438482408	meanmale	female
1.856106422	meanmale	female
4.548688236	meanmale	female
2.327187407	meanmale	female
2.50540222	meanmale	female
NA	meanmale	female
