gid	cutoff	bias	log2RPKM	sex
TRINITY_DN106065_c0_g1_i2	FC1	female	4.084210331	meanmale
TRINITY_DN106090_c0_g2_i1	FC1	female	6.26075138	meanmale
TRINITY_DN106124_c0_g2_i1	FC1	female	-0.94613409	meanmale
TRINITY_DN106219_c0_g3_i1	FC1	female	6.607605631	meanmale
TRINITY_DN106372_c0_g1_i1	FC1	female	4.171418696	meanmale
TRINITY_DN106459_c0_g1_i1	FC1	female	2.914589971	meanmale
TRINITY_DN106464_c0_g2_i1	FC1	female	-2.350632112	meanmale
TRINITY_DN106615_c0_g1_i1	FC1	female	3.451029718	meanmale
TRINITY_DN106620_c0_g1_i1	FC1	female	2.164683152	meanmale
TRINITY_DN106700_c0_g5_i1	FC1	female	3.466401001	meanmale
TRINITY_DN106780_c0_g1_i1	FC1	female	0.335739475	meanmale
TRINITY_DN106815_c0_g2_i2	FC1	female	6.436687908	meanmale
TRINITY_DN106923_c0_g1_i1	FC1	female	0.172387663	meanmale
TRINITY_DN106942_c0_g1_i1	FC1	female	2.14989854	meanmale
TRINITY_DN107083_c0_g2_i1	FC1	female	-2.175406998	meanmale
TRINITY_DN107178_c0_g3_i1	FC1	female	4.135458202	meanmale
TRINITY_DN107215_c0_g1_i1	FC1	female	-1.761238	meanmale
TRINITY_DN107251_c0_g1_i2	FC1	female	-2.078386235	meanmale
TRINITY_DN107289_c0_g1_i1	FC1	female	-0.930738962	meanmale
TRINITY_DN107294_c0_g1_i2	FC1	female	-0.808556858	meanmale
TRINITY_DN107308_c0_g1_i1	FC1	female	3.42900396	meanmale
TRINITY_DN107361_c0_g1_i2	FC1	female	0.522745529	meanmale
TRINITY_DN107365_c0_g1_i1	FC1	female	-0.290551042	meanmale
TRINITY_DN107371_c0_g1_i1	FC1	female	0.234194235	meanmale
TRINITY_DN107374_c0_g2_i1	FC1	female	1.194892535	meanmale
TRINITY_DN107473_c0_g2_i2	FC1	female	0.177322486	meanmale
TRINITY_DN107522_c0_g2_i2	FC1	female	3.149508404	meanmale
TRINITY_DN107530_c1_g1_i1	FC1	female	5.62557376	meanmale
TRINITY_DN107645_c0_g1_i1	FC1	female	5.753568348	meanmale
TRINITY_DN107693_c0_g1_i1	FC1	female	-1.627082548	meanmale
TRINITY_DN107696_c0_g1_i4	FC1	female	2.505853923	meanmale
TRINITY_DN107727_c0_g1_i1	FC1	female	4.574197707	meanmale
TRINITY_DN107740_c0_g1_i1	FC1	female	2.484402806	meanmale
TRINITY_DN107777_c0_g3_i1	FC1	female	0.658444814	meanmale
TRINITY_DN107787_c0_g1_i1	FC1	female	5.241029081	meanmale
TRINITY_DN107852_c0_g1_i2	FC1	female	4.771786205	meanmale
TRINITY_DN107990_c0_g1_i1	FC1	female	4.086049267	meanmale
TRINITY_DN108305_c0_g2_i1	FC1	female	-2.174764739	meanmale
TRINITY_DN108427_c0_g3_i5	FC1	female	5.091004289	meanmale
TRINITY_DN108429_c0_g1_i1	FC1	female	3.958136223	meanmale
TRINITY_DN108429_c0_g2_i1	FC1	female	3.773858168	meanmale
TRINITY_DN108436_c0_g1_i2	FC1	female	6.137892087	meanmale
TRINITY_DN108450_c0_g1_i2	FC1	female	4.821836063	meanmale
TRINITY_DN108450_c0_g4_i1	FC1	female	5.830176394	meanmale
TRINITY_DN108541_c0_g1_i1	FC1	female	3.345060322	meanmale
TRINITY_DN108556_c0_g1_i1	FC1	female	1.279236665	meanmale
TRINITY_DN108604_c0_g1_i1	FC1	female	3.183693449	meanmale
TRINITY_DN108683_c0_g1_i2	FC1	female	-0.513915338	meanmale
TRINITY_DN108688_c0_g1_i1	FC1	female	1.811154897	meanmale
TRINITY_DN108703_c0_g8_i1	FC1	female	2.364888437	meanmale
TRINITY_DN108714_c0_g1_i1	FC1	female	1.283896219	meanmale
TRINITY_DN108717_c0_g3_i1	FC1	female	1.408677075	meanmale
TRINITY_DN108930_c0_g1_i3	FC1	female	0.622224309	meanmale
TRINITY_DN108932_c0_g1_i1	FC1	female	4.841533626	meanmale
TRINITY_DN108991_c0_g1_i1	FC1	female	0.224423063	meanmale
TRINITY_DN109047_c0_g1_i1	FC1	female	-1.359447955	meanmale
TRINITY_DN109077_c0_g1_i1	FC1	female	1.645310152	meanmale
TRINITY_DN109275_c0_g1_i1	FC1	female	5.005368887	meanmale
TRINITY_DN109288_c0_g1_i1	FC1	female	1.508120313	meanmale
TRINITY_DN109292_c0_g1_i1	FC1	female	-0.065608938	meanmale
TRINITY_DN109332_c0_g1_i1	FC1	female	6.0708512	meanmale
TRINITY_DN109352_c0_g2_i1	FC1	female	0.259727286	meanmale
TRINITY_DN109401_c0_g1_i1	FC1	female	-0.635264499	meanmale
TRINITY_DN109430_c0_g5_i1	FC1	female	3.066800994	meanmale
TRINITY_DN109440_c0_g1_i1	FC1	female	1.532271388	meanmale
TRINITY_DN109459_c0_g1_i1	FC1	female	3.744220355	meanmale
TRINITY_DN109541_c0_g2_i1	FC1	female	6.186491673	meanmale
TRINITY_DN109560_c0_g1_i1	FC1	female	4.006289872	meanmale
TRINITY_DN109586_c0_g1_i1	FC1	female	4.636645531	meanmale
TRINITY_DN109615_c0_g1_i1	FC1	female	0.241570909	meanmale
TRINITY_DN109617_c1_g2_i1	FC1	female	-0.218642097	meanmale
TRINITY_DN109619_c0_g1_i1	FC1	female	3.554264219	meanmale
TRINITY_DN109646_c1_g1_i3	FC1	female	5.129649439	meanmale
TRINITY_DN109667_c0_g1_i2	FC1	female	4.981408074	meanmale
TRINITY_DN109669_c1_g2_i1	FC1	female	5.82649146	meanmale
TRINITY_DN109713_c0_g1_i1	FC1	female	1.93992299	meanmale
TRINITY_DN109721_c0_g2_i5	FC1	female	-0.896311951	meanmale
TRINITY_DN109790_c0_g1_i1	FC1	female	5.778283045	meanmale
TRINITY_DN109823_c0_g1_i2	FC1	female	-0.396864976	meanmale
TRINITY_DN109864_c0_g1_i1	FC1	female	5.686632613	meanmale
TRINITY_DN109901_c0_g1_i1	FC1	female	-0.106729904	meanmale
TRINITY_DN109922_c0_g2_i1	FC1	female	-1.063500672	meanmale
TRINITY_DN109936_c0_g2_i1	FC1	female	5.411988842	meanmale
TRINITY_DN109944_c0_g1_i1	FC1	female	4.624065282	meanmale
TRINITY_DN109964_c0_g1_i1	FC1	female	-2.872941851	meanmale
TRINITY_DN109975_c0_g1_i1	FC1	female	3.025302468	meanmale
TRINITY_DN109983_c0_g1_i2	FC1	female	5.226939683	meanmale
TRINITY_DN110022_c0_g1_i1	FC1	female	5.506813523	meanmale
TRINITY_DN110029_c0_g2_i1	FC1	female	0.27371	meanmale
TRINITY_DN110037_c0_g1_i1	FC1	female	0.672167897	meanmale
TRINITY_DN110068_c0_g2_i4	FC1	female	2.394568508	meanmale
TRINITY_DN110125_c0_g2_i1	FC1	female	2.465408747	meanmale
TRINITY_DN110142_c0_g3_i1	FC1	female	-1.113441792	meanmale
TRINITY_DN110154_c0_g1_i1	FC1	female	-0.120783103	meanmale
TRINITY_DN110156_c0_g1_i1	FC1	female	6.059966249	meanmale
TRINITY_DN110201_c0_g1_i1	FC1	female	4.615652461	meanmale
TRINITY_DN110230_c0_g1_i1	FC1	female	3.107093441	meanmale
TRINITY_DN110238_c0_g2_i1	FC1	female	-1.193629357	meanmale
TRINITY_DN110252_c0_g1_i1	FC1	female	-2.524429405	meanmale
TRINITY_DN110258_c0_g1_i1	FC1	female	6.410664334	meanmale
TRINITY_DN110265_c0_g1_i1	FC1	female	5.52861789	meanmale
TRINITY_DN110272_c0_g1_i1	FC1	female	-0.775706342	meanmale
TRINITY_DN110288_c0_g1_i1	FC1	female	-0.511861504	meanmale
TRINITY_DN110298_c0_g3_i1	FC1	female	4.852914042	meanmale
TRINITY_DN110331_c0_g1_i2	FC1	female	-0.056057043	meanmale
TRINITY_DN110346_c0_g1_i2	FC1	female	4.836161716	meanmale
TRINITY_DN110350_c0_g1_i1	FC1	female	-1.877803466	meanmale
TRINITY_DN110371_c0_g1_i1	FC1	female	-1.589116549	meanmale
TRINITY_DN110429_c0_g1_i2	FC1	female	-2.133959139	meanmale
TRINITY_DN110449_c0_g3_i1	FC1	female	5.368903792	meanmale
TRINITY_DN110486_c0_g1_i1	FC1	female	-0.516126229	meanmale
TRINITY_DN110518_c0_g1_i1	FC1	female	1.336019414	meanmale
TRINITY_DN110523_c0_g1_i2	FC1	female	2.037991538	meanmale
TRINITY_DN110750_c1_g2_i1	FC1	female	6.017869912	meanmale
TRINITY_DN110778_c0_g1_i1	FC1	female	4.006451027	meanmale
TRINITY_DN110780_c0_g1_i2	FC1	female	1.888840179	meanmale
TRINITY_DN110792_c0_g1_i2	FC1	female	-1.211601964	meanmale
TRINITY_DN110801_c0_g2_i1	FC1	female	2.816343855	meanmale
TRINITY_DN110803_c0_g1_i1	FC1	female	2.442481758	meanmale
TRINITY_DN110827_c0_g3_i1	FC1	female	-0.843460672	meanmale
TRINITY_DN110864_c0_g1_i2	FC1	female	-0.650711626	meanmale
TRINITY_DN110877_c0_g1_i3	FC1	female	3.479909217	meanmale
TRINITY_DN110885_c0_g1_i1	FC1	female	3.593032151	meanmale
TRINITY_DN110920_c0_g1_i2	FC1	female	4.393627547	meanmale
TRINITY_DN110955_c0_g1_i1	FC1	female	4.198951469	meanmale
TRINITY_DN110967_c0_g1_i1	FC1	female	0.533745084	meanmale
TRINITY_DN110993_c0_g1_i2	FC1	female	3.433108222	meanmale
TRINITY_DN111019_c0_g1_i1	FC1	female	1.567775365	meanmale
TRINITY_DN111025_c1_g2_i1	FC1	female	-1.059373901	meanmale
TRINITY_DN111065_c0_g1_i5	FC1	female	2.72934407	meanmale
TRINITY_DN111067_c0_g1_i1	FC1	female	3.308965706	meanmale
TRINITY_DN111074_c0_g1_i1	FC1	female	-0.384288834	meanmale
TRINITY_DN111084_c0_g3_i8	FC1	female	2.698645332	meanmale
TRINITY_DN111084_c0_g5_i1	FC1	female	2.514794953	meanmale
TRINITY_DN111114_c0_g1_i1	FC1	female	4.981640082	meanmale
TRINITY_DN111129_c0_g1_i1	FC1	female	5.526696606	meanmale
TRINITY_DN111190_c0_g1_i2	FC1	female	4.088553011	meanmale
TRINITY_DN111223_c0_g1_i1	FC1	female	6.10536181	meanmale
TRINITY_DN111318_c0_g1_i3	FC1	female	2.795315899	meanmale
TRINITY_DN111323_c0_g3_i1	FC1	female	3.783066311	meanmale
TRINITY_DN111338_c0_g1_i1	FC1	female	5.279895755	meanmale
TRINITY_DN111356_c0_g1_i1	FC1	female	0.412270291	meanmale
TRINITY_DN111411_c0_g1_i1	FC1	female	4.343334173	meanmale
TRINITY_DN111417_c0_g1_i3	FC1	female	3.82626529	meanmale
TRINITY_DN111424_c0_g1_i1	FC1	female	2.246296355	meanmale
TRINITY_DN111491_c0_g1_i1	FC1	female	3.227137561	meanmale
TRINITY_DN111515_c0_g1_i2	FC1	female	2.485203481	meanmale
TRINITY_DN111538_c0_g1_i2	FC1	female	5.853907186	meanmale
TRINITY_DN111590_c0_g1_i1	FC1	female	5.28975987	meanmale
TRINITY_DN111616_c0_g1_i1	FC1	female	3.204590141	meanmale
TRINITY_DN111616_c0_g2_i4	FC1	female	2.406693775	meanmale
TRINITY_DN111662_c0_g1_i1	FC1	female	5.945403286	meanmale
TRINITY_DN111760_c0_g1_i1	FC1	female	-0.018348797	meanmale
TRINITY_DN111860_c0_g1_i1	FC1	female	4.723620064	meanmale
TRINITY_DN111898_c0_g1_i2	FC1	female	1.451446713	meanmale
TRINITY_DN112006_c0_g1_i1	FC1	female	3.946139462	meanmale
TRINITY_DN112067_c0_g1_i2	FC1	female	-2.226462273	meanmale
TRINITY_DN112103_c0_g1_i1	FC1	female	7.193354073	meanmale
TRINITY_DN112107_c0_g1_i1	FC1	female	2.714744368	meanmale
TRINITY_DN112136_c0_g1_i1	FC1	female	2.928648104	meanmale
TRINITY_DN112144_c0_g1_i4	FC1	female	0.140916485	meanmale
TRINITY_DN112152_c0_g2_i1	FC1	female	3.210490686	meanmale
TRINITY_DN112166_c0_g2_i1	FC1	female	4.511627919	meanmale
TRINITY_DN112180_c0_g1_i1	FC1	female	1.979025809	meanmale
TRINITY_DN112243_c0_g1_i1	FC1	female	0.767634614	meanmale
TRINITY_DN112243_c1_g1_i1	FC1	female	1.176017315	meanmale
TRINITY_DN112246_c1_g5_i1	FC1	female	5.08002982	meanmale
TRINITY_DN112291_c0_g2_i1	FC1	female	3.321887349	meanmale
TRINITY_DN112303_c0_g2_i1	FC1	female	0.876864009	meanmale
TRINITY_DN112325_c0_g1_i1	FC1	female	2.46122814	meanmale
TRINITY_DN112341_c0_g1_i1	FC1	female	4.830863689	meanmale
TRINITY_DN112343_c0_g1_i1	FC1	female	0.390214626	meanmale
TRINITY_DN112355_c0_g1_i1	FC1	female	1.121530167	meanmale
TRINITY_DN112380_c0_g3_i2	FC1	female	2.845674938	meanmale
TRINITY_DN112396_c1_g1_i1	FC1	female	2.530791074	meanmale
TRINITY_DN112397_c0_g1_i1	FC1	female	-0.116998934	meanmale
TRINITY_DN112409_c0_g1_i1	FC1	female	5.487582519	meanmale
TRINITY_DN112429_c0_g1_i1	FC1	female	1.25581256	meanmale
TRINITY_DN112429_c0_g2_i1	FC1	female	2.12417613	meanmale
TRINITY_DN112453_c0_g3_i1	FC1	female	3.764468273	meanmale
TRINITY_DN112467_c0_g1_i1	FC1	female	1.756476714	meanmale
TRINITY_DN112473_c1_g1_i1	FC1	female	-2.503721105	meanmale
TRINITY_DN112473_c1_g2_i2	FC1	female	2.756709194	meanmale
TRINITY_DN112492_c0_g1_i2	FC1	female	-1.269543628	meanmale
TRINITY_DN112501_c0_g1_i7	FC1	female	2.096831725	meanmale
TRINITY_DN112533_c0_g1_i1	FC1	female	2.529215105	meanmale
TRINITY_DN112559_c0_g1_i1	FC1	female	2.578995099	meanmale
TRINITY_DN112586_c1_g1_i2	FC1	female	0.566195495	meanmale
TRINITY_DN112586_c1_g2_i1	FC1	female	0.260132322	meanmale
TRINITY_DN112755_c0_g1_i1	FC1	female	-0.121536244	meanmale
TRINITY_DN112755_c0_g2_i1	FC1	female	0.750817058	meanmale
TRINITY_DN112756_c0_g1_i1	FC1	female	2.165936248	meanmale
TRINITY_DN112798_c0_g1_i1	FC1	female	1.459495279	meanmale
TRINITY_DN112800_c0_g1_i2	FC1	female	3.082947049	meanmale
TRINITY_DN112841_c0_g1_i1	FC1	female	0.302603784	meanmale
TRINITY_DN112849_c0_g1_i1	FC1	female	1.338085473	meanmale
TRINITY_DN112907_c0_g2_i1	FC1	female	4.899757144	meanmale
TRINITY_DN112933_c0_g1_i1	FC1	female	1.090356129	meanmale
TRINITY_DN112933_c0_g2_i1	FC1	female	3.913084404	meanmale
TRINITY_DN112935_c0_g1_i1	FC1	female	6.449954325	meanmale
TRINITY_DN112943_c0_g1_i2	FC1	female	3.646941842	meanmale
TRINITY_DN112953_c0_g1_i2	FC1	female	3.238167778	meanmale
TRINITY_DN112975_c0_g1_i1	FC1	female	2.875912769	meanmale
TRINITY_DN113124_c0_g1_i3	FC1	female	6.722952205	meanmale
TRINITY_DN113177_c0_g1_i2	FC1	female	2.247332083	meanmale
TRINITY_DN113212_c0_g2_i2	FC1	female	4.593125026	meanmale
TRINITY_DN113341_c0_g1_i2	FC1	female	5.632325833	meanmale
TRINITY_DN113356_c0_g2_i1	FC1	female	4.555730748	meanmale
TRINITY_DN113365_c0_g1_i3	FC1	female	-0.80318757	meanmale
TRINITY_DN113377_c0_g2_i1	FC1	female	0.723908874	meanmale
TRINITY_DN113380_c0_g1_i1	FC1	female	-0.16421413	meanmale
TRINITY_DN113394_c0_g1_i2	FC1	female	-0.022679051	meanmale
TRINITY_DN113395_c0_g1_i5	FC1	female	3.552196639	meanmale
TRINITY_DN113408_c1_g1_i2	FC1	female	0.823409622	meanmale
TRINITY_DN113439_c0_g1_i1	FC1	female	4.072670737	meanmale
TRINITY_DN113440_c0_g1_i1	FC1	female	1.907696231	meanmale
TRINITY_DN113447_c0_g1_i1	FC1	female	5.679424195	meanmale
TRINITY_DN113530_c0_g1_i1	FC1	female	4.348929784	meanmale
TRINITY_DN113595_c0_g2_i2	FC1	female	0.737957774	meanmale
TRINITY_DN113665_c0_g1_i1	FC1	female	2.234690719	meanmale
TRINITY_DN113665_c0_g3_i1	FC1	female	3.014666464	meanmale
TRINITY_DN113666_c1_g1_i1	FC1	female	3.606181998	meanmale
TRINITY_DN113666_c2_g3_i1	FC1	female	3.509507707	meanmale
TRINITY_DN113697_c0_g1_i2	FC1	female	3.496754889	meanmale
TRINITY_DN113698_c0_g2_i1	FC1	female	0.441821048	meanmale
TRINITY_DN113747_c0_g4_i1	FC1	female	-1.003437563	meanmale
TRINITY_DN113753_c1_g1_i1	FC1	female	4.960828618	meanmale
TRINITY_DN113760_c0_g3_i2	FC1	female	2.127267955	meanmale
TRINITY_DN113809_c0_g1_i2	FC1	female	5.737649282	meanmale
TRINITY_DN113820_c0_g1_i1	FC1	female	4.874831285	meanmale
TRINITY_DN113903_c0_g1_i1	FC1	female	0.414303185	meanmale
TRINITY_DN113911_c0_g2_i1	FC1	female	3.982142097	meanmale
TRINITY_DN113912_c0_g1_i1	FC1	female	2.567302178	meanmale
TRINITY_DN113943_c0_g2_i1	FC1	female	-0.130104848	meanmale
TRINITY_DN113973_c1_g1_i2	FC1	female	-0.04736655	meanmale
TRINITY_DN113980_c0_g1_i2	FC1	female	4.655366552	meanmale
TRINITY_DN113987_c0_g1_i2	FC1	female	-1.74688443	meanmale
TRINITY_DN114003_c0_g1_i1	FC1	female	0.037813353	meanmale
TRINITY_DN114021_c0_g1_i2	FC1	female	-1.277811708	meanmale
TRINITY_DN114023_c0_g1_i1	FC1	female	4.67714701	meanmale
TRINITY_DN114075_c0_g2_i1	FC1	female	2.8215855	meanmale
TRINITY_DN114087_c0_g1_i2	FC1	female	-0.191901503	meanmale
TRINITY_DN114088_c0_g1_i1	FC1	female	-1.576747875	meanmale
TRINITY_DN114112_c0_g1_i2	FC1	female	4.2091954	meanmale
TRINITY_DN114119_c0_g1_i1	FC1	female	7.104715228	meanmale
TRINITY_DN114147_c0_g2_i4	FC1	female	0.737228166	meanmale
TRINITY_DN114158_c0_g1_i3	FC1	female	-1.236276068	meanmale
TRINITY_DN114190_c0_g1_i2	FC1	female	2.826197816	meanmale
TRINITY_DN114219_c0_g2_i1	FC1	female	-0.334737238	meanmale
TRINITY_DN114228_c0_g1_i2	FC1	female	1.207556283	meanmale
TRINITY_DN114286_c0_g3_i1	FC1	female	2.945623079	meanmale
TRINITY_DN114294_c0_g1_i1	FC1	female	1.760956348	meanmale
TRINITY_DN114298_c0_g1_i1	FC1	female	3.767542106	meanmale
TRINITY_DN114305_c0_g2_i2	FC1	female	1.30499011	meanmale
TRINITY_DN114318_c0_g1_i2	FC1	female	1.557238572	meanmale
TRINITY_DN114332_c0_g1_i1	FC1	female	4.554425056	meanmale
TRINITY_DN114338_c0_g2_i2	FC1	female	5.473742508	meanmale
TRINITY_DN114344_c0_g2_i1	FC1	female	2.014247494	meanmale
TRINITY_DN114358_c0_g2_i1	FC1	female	0.382926293	meanmale
TRINITY_DN114368_c0_g1_i1	FC1	female	4.302806535	meanmale
TRINITY_DN114381_c0_g2_i1	FC1	female	3.345420421	meanmale
TRINITY_DN114406_c0_g1_i1	FC1	female	-1.71511809	meanmale
TRINITY_DN114419_c0_g1_i1	FC1	female	0.979423824	meanmale
TRINITY_DN114426_c0_g1_i1	FC1	female	-1.568512384	meanmale
TRINITY_DN114501_c0_g1_i2	FC1	female	2.973992938	meanmale
TRINITY_DN114502_c0_g1_i2	FC1	female	5.623648324	meanmale
TRINITY_DN114515_c0_g1_i1	FC1	female	5.744511633	meanmale
TRINITY_DN114541_c0_g1_i14	FC1	female	2.606089508	meanmale
TRINITY_DN114622_c0_g1_i3	FC1	female	-1.49316687	meanmale
TRINITY_DN114642_c0_g1_i2	FC1	female	4.718057127	meanmale
TRINITY_DN114651_c0_g1_i3	FC1	female	3.123907666	meanmale
TRINITY_DN114659_c0_g2_i1	FC1	female	1.580801621	meanmale
TRINITY_DN114661_c0_g1_i2	FC1	female	3.982824727	meanmale
TRINITY_DN114693_c0_g1_i2	FC1	female	-0.632291122	meanmale
TRINITY_DN114697_c0_g1_i1	FC1	female	4.119084539	meanmale
TRINITY_DN114707_c0_g2_i2	FC1	female	1.783248708	meanmale
TRINITY_DN114713_c0_g1_i1	FC1	female	5.836277059	meanmale
TRINITY_DN114717_c0_g1_i1	FC1	female	-0.854106211	meanmale
TRINITY_DN114720_c2_g1_i2	FC1	female	-1.089935216	meanmale
TRINITY_DN114731_c0_g1_i2	FC1	female	-2.360447375	meanmale
TRINITY_DN114751_c0_g1_i2	FC1	female	1.92080956	meanmale
TRINITY_DN114751_c0_g2_i1	FC1	female	1.782932567	meanmale
TRINITY_DN114776_c0_g1_i3	FC1	female	3.78043015	meanmale
TRINITY_DN114784_c0_g1_i2	FC1	female	4.217310745	meanmale
TRINITY_DN114798_c0_g1_i1	FC1	female	2.69527993	meanmale
TRINITY_DN114799_c0_g1_i1	FC1	female	5.899930289	meanmale
TRINITY_DN114829_c0_g1_i1	FC1	female	0.03550607	meanmale
TRINITY_DN114830_c0_g1_i1	FC1	female	3.188752899	meanmale
TRINITY_DN114836_c0_g1_i1	FC1	female	4.842244049	meanmale
TRINITY_DN114850_c0_g1_i1	FC1	female	4.368524933	meanmale
TRINITY_DN114874_c0_g1_i1	FC1	female	4.47042925	meanmale
TRINITY_DN114876_c0_g1_i1	FC1	female	0.352670675	meanmale
TRINITY_DN114886_c0_g1_i1	FC1	female	4.017704414	meanmale
TRINITY_DN114904_c0_g1_i7	FC1	female	1.957051041	meanmale
TRINITY_DN114914_c0_g1_i1	FC1	female	0.554162534	meanmale
TRINITY_DN114917_c0_g1_i2	FC1	female	0.101895372	meanmale
TRINITY_DN114928_c0_g1_i1	FC1	female	3.290910877	meanmale
TRINITY_DN114935_c1_g2_i3	FC1	female	0.637938555	meanmale
TRINITY_DN114945_c0_g2_i1	FC1	female	0.153608757	meanmale
TRINITY_DN114976_c0_g1_i1	FC1	female	3.242534005	meanmale
TRINITY_DN115010_c0_g4_i2	FC1	female	3.103658551	meanmale
TRINITY_DN115015_c0_g1_i1	FC1	female	4.958888138	meanmale
TRINITY_DN115040_c1_g4_i2	FC1	female	0.628702251	meanmale
TRINITY_DN115043_c0_g1_i2	FC1	female	4.479697352	meanmale
TRINITY_DN115053_c0_g1_i2	FC1	female	3.007726411	meanmale
TRINITY_DN115060_c1_g2_i3	FC1	female	-0.981431838	meanmale
TRINITY_DN115067_c0_g1_i2	FC1	female	-0.384346415	meanmale
