gid	cutoff	bias	log2RPKM	sex
TRINITY_DN105886_c0_g1_i2	1	female	4.729183534	meanmale
TRINITY_DN105940_c0_g1_i2	1	female	1.109217761	meanmale
TRINITY_DN105941_c0_g1_i1	1	female	3.49648239	meanmale
TRINITY_DN106065_c0_g1_i2	1	female	4.084201826	meanmale
TRINITY_DN106090_c0_g2_i1	1	female	6.260749499	meanmale
TRINITY_DN106219_c0_g3_i1	1	female	6.607604151	meanmale
TRINITY_DN106366_c0_g5_i1	5	female	1.374917951	meanmale
TRINITY_DN106372_c0_g1_i1	1	female	4.171410689	meanmale
TRINITY_DN106459_c0_g1_i1	1	female	2.914570837	meanmale
TRINITY_DN106615_c0_g1_i1	1	female	3.451016526	meanmale
TRINITY_DN106620_c0_g1_i1	1	female	2.164650975	meanmale
TRINITY_DN106700_c0_g5_i1	1	female	3.466387949	meanmale
TRINITY_DN106780_c0_g1_i1	1	female	0.335625155	meanmale
TRINITY_DN106815_c0_g2_i2	1	female	6.436686242	meanmale
TRINITY_DN106873_c0_g1_i2	3	female	2.886556802	meanmale
TRINITY_DN106923_c0_g1_i1	1	female	0.172259636	meanmale
TRINITY_DN106942_c0_g1_i1	1	female	2.149866032	meanmale
TRINITY_DN107038_c0_g1_i1	3	female	0.485393769	meanmale
TRINITY_DN107178_c0_g3_i1	1	female	4.135449993	meanmale
TRINITY_DN107229_c0_g1_i1	3	female	0.391436589	meanmale
TRINITY_DN107308_c0_g1_i1	1	female	3.428990565	meanmale
TRINITY_DN107311_c0_g1_i1	3	female	1.069196007	meanmale
TRINITY_DN107361_c0_g1_i2	1	female	0.522645107	meanmale
TRINITY_DN107371_c0_g1_i1	1	female	0.234071577	meanmale
TRINITY_DN107374_c0_g2_i1	1	female	1.194829514	meanmale
TRINITY_DN107450_c0_g3_i2	3	female	1.25868136	meanmale
TRINITY_DN107473_c0_g2_i2	1	female	0.177194896	meanmale
TRINITY_DN107522_c0_g2_i2	1	female	3.149492145	meanmale
TRINITY_DN107530_c1_g1_i1	1	female	5.625570838	meanmale
TRINITY_DN107645_c0_g1_i1	1	female	5.753565674	meanmale
TRINITY_DN107696_c0_g1_i4	1	female	2.505828523	meanmale
TRINITY_DN107727_c0_g1_i1	1	female	4.574191651	meanmale
TRINITY_DN107740_c0_g1_i1	1	female	2.484377025	meanmale
TRINITY_DN107777_c0_g3_i1	1	female	0.658353408	meanmale
TRINITY_DN107787_c0_g1_i1	1	female	5.241025266	meanmale
TRINITY_DN107852_c0_g1_i2	1	female	4.771780924	meanmale
TRINITY_DN107990_c0_g1_i1	1	female	4.086040772	meanmale
TRINITY_DN108208_c0_g1_i3	7	female	1.287351279	meanmale
TRINITY_DN108427_c0_g3_i5	1	female	5.091000056	meanmale
TRINITY_DN108429_c0_g1_i1	1	female	3.958126941	meanmale
TRINITY_DN108429_c0_g2_i1	1	female	3.773847621	meanmale
TRINITY_DN108436_c0_g1_i2	1	female	6.137890038	meanmale
TRINITY_DN108450_c0_g1_i2	1	female	4.821830962	meanmale
TRINITY_DN108450_c0_g4_i1	1	female	5.830173858	meanmale
TRINITY_DN108541_c0_g1_i1	1	female	3.345046125	meanmale
TRINITY_DN108556_c0_g1_i1	1	female	1.279177222	meanmale
TRINITY_DN108604_c0_g1_i1	1	female	3.183677571	meanmale
TRINITY_DN108688_c0_g1_i1	1	female	1.811113785	meanmale
TRINITY_DN108703_c0_g8_i1	1	female	2.364860429	meanmale
TRINITY_DN108714_c0_g1_i1	1	female	1.283836969	meanmale
TRINITY_DN108717_c0_g1_i5	3	female	0.032909095	meanmale
TRINITY_DN108717_c0_g3_i1	1	female	1.408622734	meanmale
TRINITY_DN108930_c0_g1_i3	1	female	0.622130579	meanmale
TRINITY_DN108932_c0_g1_i1	1	female	4.841528594	meanmale
TRINITY_DN108991_c0_g1_i1	1	female	0.224299572	meanmale
TRINITY_DN109077_c0_g1_i1	1	female	1.645264032	meanmale
TRINITY_DN109275_c0_g1_i1	1	female	5.005364395	meanmale
TRINITY_DN109288_c0_g1_i1	1	female	1.508069592	meanmale
TRINITY_DN109332_c0_g1_i1	1	female	6.070849054	meanmale
TRINITY_DN109352_c0_g2_i1	1	female	0.25960678	meanmale
TRINITY_DN109430_c0_g5_i1	1	female	3.066783776	meanmale
TRINITY_DN109440_c0_g1_i1	1	female	1.532221508	meanmale
TRINITY_DN109459_c0_g1_i1	1	female	3.744209589	meanmale
TRINITY_DN109541_c0_g2_i1	1	female	6.186489692	meanmale
TRINITY_DN109560_c0_g1_i1	1	female	4.006280895	meanmale
TRINITY_DN109586_c0_g1_i1	1	female	4.636639731	meanmale
TRINITY_DN109615_c0_g1_i1	1	female	0.241448877	meanmale
TRINITY_DN109619_c0_g1_i1	1	female	3.554251938	meanmale
TRINITY_DN109646_c1_g1_i3	1	female	5.129645318	meanmale
TRINITY_DN109667_c0_g1_i2	1	female	4.981403507	meanmale
TRINITY_DN109669_c1_g2_i1	1	female	5.826488918	meanmale
TRINITY_DN109713_c0_g1_i1	1	female	1.939885389	meanmale
TRINITY_DN109790_c0_g1_i1	1	female	5.778280416	meanmale
TRINITY_DN109864_c0_g1_i1	1	female	5.686629812	meanmale
TRINITY_DN109929_c0_g1_i1	3	female	3.375934638	meanmale
TRINITY_DN109936_c0_g2_i1	1	female	5.411985454	meanmale
TRINITY_DN109944_c0_g1_i1	1	female	4.624059431	meanmale
TRINITY_DN109975_c0_g1_i1	1	female	3.025284748	meanmale
TRINITY_DN109983_c0_g1_i2	1	female	5.226935831	meanmale
TRINITY_DN110022_c0_g1_i1	1	female	5.50681035	meanmale
TRINITY_DN110029_c0_g2_i1	1	female	0.273590657	meanmale
TRINITY_DN110037_c0_g1_i1	1	female	0.672077356	meanmale
TRINITY_DN110068_c0_g2_i4	1	female	2.394541071	meanmale
TRINITY_DN110125_c0_g2_i1	1	female	2.465382624	meanmale
TRINITY_DN110156_c0_g1_i1	1	female	6.059964086	meanmale
TRINITY_DN110201_c0_g1_i1	1	female	4.615646576	meanmale
TRINITY_DN110230_c0_g1_i1	1	female	3.107076697	meanmale
TRINITY_DN110258_c0_g1_i1	1	female	6.410662638	meanmale
TRINITY_DN110265_c0_g1_i1	1	female	5.528614765	meanmale
TRINITY_DN110298_c0_g3_i1	1	female	4.852909049	meanmale
TRINITY_DN110346_c0_g1_i2	1	female	4.836156666	meanmale
TRINITY_DN110449_c0_g3_i1	1	female	5.368900301	meanmale
TRINITY_DN110518_c0_g1_i1	1	female	1.335962266	meanmale
TRINITY_DN110523_c0_g1_i2	1	female	2.037956407	meanmale
TRINITY_DN110750_c1_g2_i1	1	female	6.017867685	meanmale
TRINITY_DN110778_c0_g1_i1	1	female	4.00644205	meanmale
TRINITY_DN110780_c0_g1_i2	1	female	1.888801222	meanmale
TRINITY_DN110801_c0_g2_i1	1	female	2.816323373	meanmale
TRINITY_DN110803_c0_g1_i1	1	female	2.442455217	meanmale
TRINITY_DN110877_c0_g1_i3	1	female	3.479896286	meanmale
TRINITY_DN110885_c0_g1_i1	1	female	3.593020196	meanmale
TRINITY_DN110920_c0_g1_i2	1	female	4.393620683	meanmale
TRINITY_DN110955_c0_g1_i1	1	female	4.198943613	meanmale
TRINITY_DN110967_c0_g1_i1	1	female	0.533645426	meanmale
TRINITY_DN110993_c0_g1_i2	1	female	3.433094865	meanmale
TRINITY_DN111019_c0_g1_i1	1	female	1.567726698	meanmale
TRINITY_DN111065_c0_g1_i5	1	female	2.729322315	meanmale
TRINITY_DN111067_c0_g1_i1	1	female	3.308951149	meanmale
TRINITY_DN111084_c0_g3_i8	1	female	2.698623109	meanmale
TRINITY_DN111084_c0_g5_i1	1	female	2.514769709	meanmale
TRINITY_DN111114_c0_g1_i1	1	female	4.981635516	meanmale
TRINITY_DN111129_c0_g1_i1	1	female	5.526693476	meanmale
TRINITY_DN111190_c0_g1_i2	1	female	4.088544531	meanmale
TRINITY_DN111223_c0_g1_i1	1	female	6.105359715	meanmale
TRINITY_DN111232_c0_g2_i1	5	female	0.287558902	meanmale
TRINITY_DN111232_c1_g1_i1	5	female	0.044593122	meanmale
TRINITY_DN111236_c0_g1_i1	7	female	0.462123655	meanmale
TRINITY_DN111316_c0_g1_i1	3	female	1.198475504	meanmale
TRINITY_DN111318_c0_g1_i3	1	female	2.795295116	meanmale
TRINITY_DN111323_c0_g3_i1	1	female	3.783055831	meanmale
TRINITY_DN111338_c0_g1_i1	1	female	5.279892042	meanmale
TRINITY_DN111356_c0_g1_i1	1	female	0.412161877	meanmale
TRINITY_DN111411_c0_g1_i1	1	female	4.343327065	meanmale
TRINITY_DN111417_c0_g1_i3	1	female	3.82625512	meanmale
TRINITY_DN111424_c0_g1_i1	1	female	2.246265948	meanmale
TRINITY_DN111491_c0_g1_i1	1	female	3.227122155	meanmale
TRINITY_DN111515_c0_g1_i2	1	female	2.485177714	meanmale
TRINITY_DN111538_c0_g1_i2	1	female	5.853904691	meanmale
TRINITY_DN111552_c0_g1_i1	3	female	3.71322669	meanmale
TRINITY_DN111590_c0_g1_i1	1	female	5.289756182	meanmale
TRINITY_DN111594_c0_g1_i2	3	female	2.861726168	meanmale
TRINITY_DN111616_c0_g1_i1	1	female	3.204574491	meanmale
TRINITY_DN111616_c0_g2_i4	1	female	2.406666568	meanmale
TRINITY_DN111662_c0_g1_i1	1	female	5.945400945	meanmale
TRINITY_DN111724_c0_g1_i1	5	female	0.894838645	meanmale
TRINITY_DN111820_c0_g1_i5	5	female	0.20821026	meanmale
TRINITY_DN111860_c0_g1_i1	1	female	4.723614603	meanmale
TRINITY_DN111898_c0_g1_i2	1	female	1.451393959	meanmale
TRINITY_DN112006_c0_g1_i1	1	female	3.946130102	meanmale
TRINITY_DN112103_c0_g1_i1	1	female	7.193353087	meanmale
TRINITY_DN112107_c0_g1_i1	1	female	2.714722391	meanmale
TRINITY_DN112136_c0_g1_i1	1	female	2.928629156	meanmale
TRINITY_DN112144_c0_g1_i4	1	female	0.140785635	meanmale
TRINITY_DN112152_c0_g2_i1	1	female	3.2104751	meanmale
TRINITY_DN112166_c0_g2_i1	1	female	4.511621594	meanmale
TRINITY_DN112180_c0_g1_i1	1	female	1.978989213	meanmale
TRINITY_DN112243_c0_g1_i1	1	female	0.76754987	meanmale
TRINITY_DN112243_c1_g1_i1	1	female	1.175953464	meanmale
TRINITY_DN112246_c1_g5_i1	1	female	5.080025555	meanmale
TRINITY_DN112291_c0_g2_i1	1	female	3.321872922	meanmale
TRINITY_DN112303_c0_g2_i1	1	female	0.876785445	meanmale
TRINITY_DN112306_c0_g1_i1	3	female	1.090138004	meanmale
TRINITY_DN112325_c0_g1_i1	1	female	2.461201942	meanmale
TRINITY_DN112341_c0_g1_i1	1	female	4.83085862	meanmale
TRINITY_DN112343_c0_g1_i1	1	female	0.390104542	meanmale
TRINITY_DN112355_c0_g1_i1	1	female	1.121463859	meanmale
TRINITY_DN112380_c0_g3_i2	1	female	2.845654868	meanmale
TRINITY_DN112396_c1_g1_i1	1	female	2.530766109	meanmale
TRINITY_DN112409_c0_g1_i1	1	female	5.487579303	meanmale
TRINITY_DN112429_c0_g1_i1	1	female	1.255752144	meanmale
TRINITY_DN112429_c0_g2_i1	1	female	2.124143037	meanmale
TRINITY_DN112453_c0_g3_i1	1	female	3.764457657	meanmale
TRINITY_DN112467_c0_g1_i1	1	female	1.756434014	meanmale
TRINITY_DN112473_c1_g2_i2	1	female	2.756687848	meanmale
TRINITY_DN112501_c0_g1_i7	1	female	2.096797999	meanmale
TRINITY_DN112533_c0_g1_i1	1	female	2.529190113	meanmale
TRINITY_DN112559_c0_g1_i1	1	female	2.578970954	meanmale
TRINITY_DN112586_c1_g1_i2	1	female	0.566098053	meanmale
TRINITY_DN112586_c1_g2_i1	1	female	0.26001185	meanmale
TRINITY_DN112598_c0_g2_i1	3	female	3.251645574	meanmale
TRINITY_DN112693_c0_g2_i1	3	female	0.183411011	meanmale
TRINITY_DN112755_c0_g2_i1	1	female	0.75073132	meanmale
TRINITY_DN112756_c0_g1_i1	1	female	2.165904099	meanmale
TRINITY_DN112798_c0_g1_i1	1	female	1.459442818	meanmale
TRINITY_DN112800_c0_g1_i2	1	female	3.082930023	meanmale
TRINITY_DN112822_c0_g1_i1	3	female	0.861415809	meanmale
TRINITY_DN112841_c0_g1_i1	1	female	0.302486807	meanmale
TRINITY_DN112849_c0_g1_i1	1	female	1.338028407	meanmale
TRINITY_DN112907_c0_g2_i1	1	female	4.899752311	meanmale
TRINITY_DN112933_c0_g1_i1	1	female	1.090288372	meanmale
TRINITY_DN112933_c0_g2_i1	1	female	3.913074827	meanmale
TRINITY_DN112935_c0_g1_i1	1	female	6.449952674	meanmale
TRINITY_DN112943_c0_g1_i2	1	female	3.646930325	meanmale
TRINITY_DN112953_c0_g1_i2	1	female	3.238152488	meanmale
TRINITY_DN112975_c0_g1_i1	1	female	2.875893115	meanmale
TRINITY_DN113124_c0_g1_i3	1	female	6.722950839	meanmale
TRINITY_DN113177_c0_g1_i2	1	female	2.247301698	meanmale
TRINITY_DN113183_c0_g1_i2	5	female	5.954412188	meanmale
TRINITY_DN113212_c0_g2_i2	1	female	4.593119048	meanmale
TRINITY_DN113308_c0_g1_i2	5	female	1.772584075	meanmale
TRINITY_DN113341_c0_g1_i2	1	female	5.632322925	meanmale
TRINITY_DN113356_c0_g2_i1	1	female	4.555724614	meanmale
TRINITY_DN113362_c0_g2_i1	3	female	0.580010054	meanmale
TRINITY_DN113377_c0_g2_i1	1	female	0.723821523	meanmale
TRINITY_DN113395_c0_g1_i5	1	female	3.55218434	meanmale
TRINITY_DN113408_c1_g1_i2	1	female	0.823328093	meanmale
TRINITY_DN113419_c0_g3_i1	3	female	2.973211455	meanmale
TRINITY_DN113439_c0_g1_i1	1	female	4.072662163	meanmale
TRINITY_DN113440_c0_g1_i1	1	female	1.90765778	meanmale
TRINITY_DN113447_c0_g1_i1	1	female	5.67942138	meanmale
TRINITY_DN113530_c0_g1_i1	1	female	4.348922704	meanmale
TRINITY_DN113538_c0_g1_i1	5	female	1.517392551	meanmale
TRINITY_DN113561_c0_g1_i1	3	female	0.644296459	meanmale
TRINITY_DN113595_c0_g2_i2	1	female	0.737871269	meanmale
TRINITY_DN113665_c0_g1_i1	1	female	2.234660067	meanmale
TRINITY_DN113665_c0_g3_i1	1	female	3.014648613	meanmale
TRINITY_DN113666_c1_g1_i1	1	female	3.606170151	meanmale
TRINITY_DN113666_c2_g3_i1	1	female	3.509495039	meanmale
TRINITY_DN113697_c0_g1_i2	1	female	3.496742109	meanmale
TRINITY_DN113698_c0_g2_i1	1	female	0.441714832	meanmale
TRINITY_DN113753_c1_g1_i1	1	female	4.960823985	meanmale
TRINITY_DN113753_c2_g1_i1	3	female	0.563805711	meanmale
TRINITY_DN113760_c0_g3_i2	1	female	2.127234933	meanmale
TRINITY_DN113807_c0_g1_i1	3	female	3.888361784	meanmale
TRINITY_DN113809_c0_g1_i2	1	female	5.737646578	meanmale
TRINITY_DN113820_c0_g1_i1	1	female	4.874826368	meanmale
TRINITY_DN113903_c0_g1_i1	1	female	0.414194924	meanmale
TRINITY_DN113911_c0_g2_i1	1	female	3.982132968	meanmale
TRINITY_DN113912_c0_g1_i1	1	female	2.567277836	meanmale
TRINITY_DN113980_c0_g1_i2	1	female	4.655360827	meanmale
TRINITY_DN114003_c0_g1_i1	1	female	0.037672808	meanmale
TRINITY_DN114023_c0_g1_i1	1	female	4.677141371	meanmale
TRINITY_DN114052_c0_g1_i1	3	female	3.182347884	meanmale
TRINITY_DN114075_c0_g2_i1	1	female	2.821565093	meanmale
TRINITY_DN114112_c0_g1_i2	1	female	4.209187601	meanmale
TRINITY_DN114119_c0_g1_i1	1	female	7.10471418	meanmale
TRINITY_DN114147_c0_g2_i4	1	female	0.737141617	meanmale
TRINITY_DN114190_c0_g1_i2	1	female	2.826177473	meanmale
TRINITY_DN114228_c0_g1_i2	1	female	1.207493812	meanmale
TRINITY_DN114286_c0_g3_i1	1	female	2.945604352	meanmale
TRINITY_DN114294_c0_g1_i1	1	female	1.760913781	meanmale
TRINITY_DN114298_c0_g1_i1	1	female	3.767531512	meanmale
TRINITY_DN114305_c0_g2_i2	1	female	1.304931719	meanmale
TRINITY_DN114318_c0_g1_i2	1	female	1.557189548	meanmale
TRINITY_DN114332_c0_g1_i1	1	female	4.554418916	meanmale
TRINITY_DN114338_c0_g2_i2	1	female	5.473739261	meanmale
TRINITY_DN114344_c0_g2_i1	1	female	2.014211781	meanmale
TRINITY_DN114358_c0_g2_i1	1	female	0.382815651	meanmale
TRINITY_DN114368_c0_g1_i1	1	female	4.302799225	meanmale
TRINITY_DN114381_c0_g2_i1	1	female	3.345406227	meanmale
TRINITY_DN114419_c0_g1_i1	1	female	0.979350652	meanmale
TRINITY_DN114501_c0_g1_i2	1	female	2.973974576	meanmale
TRINITY_DN114502_c0_g1_i2	1	female	5.623645398	meanmale
TRINITY_DN114515_c0_g1_i1	1	female	5.744508942	meanmale
TRINITY_DN114541_c0_g1_i14	1	female	2.606065812	meanmale
TRINITY_DN114630_c0_g1_i1	3	female	1.882903872	meanmale
TRINITY_DN114642_c0_g1_i2	1	female	4.718051646	meanmale
TRINITY_DN114651_c0_g1_i3	1	female	3.123891117	meanmale
TRINITY_DN114659_c0_g2_i1	1	female	1.580753392	meanmale
TRINITY_DN114661_c0_g1_i2	1	female	3.982815602	meanmale
TRINITY_DN114697_c0_g1_i1	1	female	4.119076237	meanmale
TRINITY_DN114707_c0_g2_i2	1	female	1.783206793	meanmale
TRINITY_DN114713_c0_g1_i1	1	female	5.836274534	meanmale
TRINITY_DN114751_c0_g1_i2	1	female	1.920771457	meanmale
TRINITY_DN114751_c0_g2_i1	1	female	1.782890642	meanmale
TRINITY_DN114768_c0_g1_i1	3	female	0.287515331	meanmale
TRINITY_DN114776_c0_g1_i3	1	female	3.780419651	meanmale
TRINITY_DN114784_c0_g1_i2	1	female	4.217302989	meanmale
TRINITY_DN114798_c0_g1_i1	1	female	2.695257655	meanmale
TRINITY_DN114799_c0_g1_i1	1	female	5.899927873	meanmale
TRINITY_DN114817_c0_g1_i3	3	female	1.344930759	meanmale
TRINITY_DN114829_c0_g1_i1	1	female	0.035365301	meanmale
TRINITY_DN114830_c0_g1_i1	1	female	3.188737077	meanmale
TRINITY_DN114836_c0_g1_i1	1	female	4.84223902	meanmale
TRINITY_DN114850_c0_g1_i1	1	female	4.368517949	meanmale
TRINITY_DN114874_c0_g1_i1	1	female	4.470422742	meanmale
TRINITY_DN114876_c0_g1_i1	1	female	0.352557688	meanmale
TRINITY_DN114886_c0_g1_i1	1	female	4.017695507	meanmale
TRINITY_DN114904_c0_g1_i7	1	female	1.957013884	meanmale
TRINITY_DN114914_c0_g1_i1	1	female	0.554064276	meanmale
TRINITY_DN114917_c0_g1_i2	1	female	0.101760934	meanmale
TRINITY_DN114928_c0_g1_i1	1	female	3.290896136	meanmale
TRINITY_DN114935_c1_g2_i3	1	female	0.63784584	meanmale
TRINITY_DN114945_c0_g2_i1	1	female	0.153479053	meanmale
TRINITY_DN114976_c0_g1_i1	1	female	3.242518762	meanmale
TRINITY_DN115010_c0_g4_i2	1	female	3.103641768	meanmale
TRINITY_DN115015_c0_g1_i1	1	female	4.958883499	meanmale
TRINITY_DN115040_c1_g4_i2	1	female	0.62860894	meanmale
TRINITY_DN115043_c0_g1_i2	1	female	4.479690886	meanmale
TRINITY_DN115053_c0_g1_i2	1	female	3.007708473	meanmale
TRINITY_DN115075_c0_g1_i1	3	female	3.260214442	meanmale
TRINITY_DN115091_c0_g1_i2	1	female	0.604976253	meanmale
TRINITY_DN115095_c0_g1_i1	1	female	4.097338128	meanmale
TRINITY_DN115131_c0_g3_i1	1	female	4.588209841	meanmale
TRINITY_DN115134_c0_g1_i1	1	female	1.427431702	meanmale
TRINITY_DN115135_c0_g1_i1	1	female	0.837628638	meanmale
TRINITY_DN115165_c0_g2_i4	1	female	2.250251113	meanmale
TRINITY_DN115184_c0_g1_i1	3	female	2.01873961	meanmale
TRINITY_DN115189_c0_g1_i2	3	female	1.726061261	meanmale
TRINITY_DN115194_c0_g1_i1	1	female	5.366367996	meanmale
TRINITY_DN115197_c0_g1_i1	1	female	1.778006715	meanmale
TRINITY_DN115228_c0_g3_i2	1	female	1.648218202	meanmale
TRINITY_DN115242_c0_g1_i2	1	female	4.062380544	meanmale
TRINITY_DN115244_c0_g1_i1	1	female	3.821841745	meanmale
TRINITY_DN115261_c0_g1_i1	1	female	5.679988023	meanmale
TRINITY_DN115286_c0_g1_i1	1	female	4.459499607	meanmale
TRINITY_DN115291_c0_g1_i1	1	female	3.811116361	meanmale
TRINITY_DN115311_c0_g1_i1	1	female	4.993530874	meanmale
TRINITY_DN115323_c1_g1_i1	5	female	0.585753361	meanmale
TRINITY_DN115333_c0_g1_i1	1	female	3.364499548	meanmale
TRINITY_DN115343_c0_g1_i1	1	female	5.879985299	meanmale
TRINITY_DN115347_c0_g1_i1	1	female	4.120180756	meanmale
TRINITY_DN115357_c0_g1_i2	1	female	0.284928688	meanmale
TRINITY_DN115362_c5_g2_i1	1	female	0.743599852	meanmale
TRINITY_DN115365_c0_g1_i1	1	female	3.88163302	meanmale
TRINITY_DN115369_c0_g1_i1	1	female	0.082636491	meanmale
TRINITY_DN115374_c0_g4_i1	1	female	4.229674178	meanmale
TRINITY_DN115389_c0_g1_i1	3	female	4.93540471	meanmale
TRINITY_DN115407_c0_g1_i1	1	female	0.214417179	meanmale
TRINITY_DN115417_c0_g2_i3	1	female	4.390820154	meanmale
TRINITY_DN115432_c0_g1_i1	1	female	1.993639448	meanmale
TRINITY_DN115448_c1_g1_i1	1	female	0.692598183	meanmale
TRINITY_DN115449_c0_g4_i8	5	female	1.308946912	meanmale
TRINITY_DN115473_c0_g3_i2	1	female	4.087611629	meanmale
TRINITY_DN115498_c0_g1_i1	1	female	1.20809735	meanmale
TRINITY_DN115520_c0_g1_i2	3	female	3.776457184	meanmale
TRINITY_DN115561_c0_g1_i1	1	female	5.139007031	meanmale
TRINITY_DN115583_c0_g1_i3	1	female	3.743567765	meanmale
TRINITY_DN115618_c0_g1_i1	1	female	6.020548364	meanmale
TRINITY_DN115623_c0_g1_i1	1	female	2.099377394	meanmale
TRINITY_DN115634_c1_g1_i5	3	female	1.911543311	meanmale
TRINITY_DN115643_c0_g1_i2	1	female	1.379442993	meanmale
TRINITY_DN115646_c0_g1_i1	1	female	3.447094688	meanmale
TRINITY_DN115655_c0_g1_i1	3	female	1.477148597	meanmale
TRINITY_DN115670_c0_g3_i2	3	female	2.274303616	meanmale
TRINITY_DN115683_c0_g1_i2	3	female	2.808916763	meanmale
TRINITY_DN115691_c0_g3_i4	1	female	0.70367401	meanmale
TRINITY_DN115695_c0_g3_i3	1	female	2.835336968	meanmale
TRINITY_DN115705_c1_g1_i2	1	female	3.063410415	meanmale
TRINITY_DN115713_c0_g1_i1	3	female	2.320402125	meanmale
TRINITY_DN115718_c0_g2_i4	1	female	4.905294936	meanmale
TRINITY_DN115722_c0_g2_i1	1	female	1.350593687	meanmale
TRINITY_DN115736_c0_g1_i1	1	female	3.457710265	meanmale
TRINITY_DN115794_c1_g1_i1	1	female	3.654589427	meanmale
TRINITY_DN115801_c0_g3_i5	1	female	6.370639195	meanmale
TRINITY_DN115840_c0_g1_i2	1	female	4.393231455	meanmale
TRINITY_DN115856_c0_g1_i2	1	female	3.582035069	meanmale
TRINITY_DN115906_c0_g1_i1	1	female	5.784849844	meanmale
TRINITY_DN115944_c0_g1_i1	3	female	0.169725397	meanmale
