gid	log2RPKM	sex	cutoff
TRINITY_DN120502_c0_g1_i1	-3.226684788	meanmale	FC1
TRINITY_DN131767_c0_g2_i1	-4.401699876	meanmale	FC1
TRINITY_DN123800_c0_g1_i1	-3.17890815	meanmale	FC1
TRINITY_DN75938_c0_g1_i1	-2.982895355	meanmale	FC1
TRINITY_DN125465_c0_g2_i1	-1.407829821	meanmale	FC1
TRINITY_DN110867_c0_g1_i1	-1.431155547	meanmale	FC1
TRINITY_DN127334_c4_g1_i1	-0.353775339	meanmale	FC1
TRINITY_DN121035_c0_g2_i1	-2.252599613	meanmale	FC1
TRINITY_DN124366_c0_g1_i1	-1.644397607	meanmale	FC1
TRINITY_DN129181_c0_g4_i14	1.158118487	meanmale	FC1
TRINITY_DN34585_c0_g1_i1	0.35661577	meanmale	FC1
TRINITY_DN113738_c0_g2_i6	0.295167761	meanmale	FC1
TRINITY_DN125119_c3_g6_i1	-1.359329296	meanmale	FC1
TRINITY_DN136165_c4_g1_i1	-0.176993322	meanmale	FC1
TRINITY_DN72345_c0_g1_i1	-0.319644299	meanmale	FC1
TRINITY_DN161459_c0_g1_i1	2.042291142	meanmale	FC1
TRINITY_DN126074_c5_g1_i3	-0.791813087	meanmale	FC1
TRINITY_DN131174_c1_g2_i1	-0.549344423	meanmale	FC1
TRINITY_DN97415_c1_g1_i1	-1.101194557	meanmale	FC1
TRINITY_DN112847_c0_g1_i1	-1.645909511	meanmale	FC1
TRINITY_DN135762_c3_g1_i1	-0.468037963	meanmale	FC1
TRINITY_DN127333_c1_g3_i1	1.873813192	meanmale	FC1
TRINITY_DN127041_c0_g1_i3	4.62605362	meanmale	FC1
TRINITY_DN116092_c0_g3_i1	0.08597901	meanmale	FC1
TRINITY_DN130860_c2_g1_i3	4.328903259	meanmale	FC1
TRINITY_DN107343_c0_g1_i1	3.17957668	meanmale	FC1
TRINITY_DN114230_c0_g1_i1	-1.823033792	meanmale	FC1
TRINITY_DN128775_c0_g1_i1	-2.650063469	meanmale	FC1
TRINITY_DN119834_c0_g1_i2	1.143469012	meanmale	FC1
TRINITY_DN134057_c5_g4_i2	-2.921677793	meanmale	FC1
TRINITY_DN104464_c0_g1_i1	0.294060928	meanmale	FC1
TRINITY_DN129937_c0_g3_i4	3.487032934	meanmale	FC1
TRINITY_DN120956_c1_g1_i8	-0.762707317	meanmale	FC1
TRINITY_DN107814_c0_g2_i1	-1.263978122	meanmale	FC1
TRINITY_DN131259_c12_g4_i1	0.476290427	meanmale	FC1
TRINITY_DN134779_c7_g2_i1	-0.259565135	meanmale	FC1
TRINITY_DN130147_c2_g5_i1	1.935547659	meanmale	FC1
TRINITY_DN127281_c1_g1_i3	7.673463584	meanmale	FC1
TRINITY_DN120145_c0_g1_i1	0.263726441	meanmale	FC1
TRINITY_DN129628_c2_g2_i2	-0.221001169	meanmale	FC1
TRINITY_DN128335_c3_g2_i1	-0.806069062	meanmale	FC1
TRINITY_DN121738_c0_g2_i3	4.091079174	meanmale	FC1
TRINITY_DN122662_c0_g12_i1	-0.866938216	meanmale	FC1
TRINITY_DN134360_c3_g1_i1	1.834226144	meanmale	FC1
TRINITY_DN135127_c9_g1_i3	4.233070076	meanmale	FC1
TRINITY_DN99267_c0_g1_i2	2.536609372	meanmale	FC1
TRINITY_DN115794_c1_g1_i1	1.548538074	meanmale	FC1
TRINITY_DN134082_c5_g3_i3	2.232188482	meanmale	FC1
TRINITY_DN111810_c0_g4_i1	-0.826699626	meanmale	FC1
TRINITY_DN129562_c0_g3_i1	-0.104123265	meanmale	FC1
TRINITY_DN115366_c0_g1_i1	1.312198101	meanmale	FC1
TRINITY_DN130236_c1_g1_i4	2.495285549	meanmale	FC1
TRINITY_DN131688_c2_g1_i2	0.905820654	meanmale	FC1
TRINITY_DN119785_c0_g3_i1	-0.139560925	meanmale	FC1
TRINITY_DN111338_c0_g1_i1	3.357118412	meanmale	FC1
TRINITY_DN136145_c2_g6_i4	3.893148667	meanmale	FC1
TRINITY_DN128286_c3_g2_i3	2.505993468	meanmale	FC1
TRINITY_DN133528_c0_g1_i3	1.72009413	meanmale	FC1
TRINITY_DN132736_c0_g1_i2	2.176046948	meanmale	FC1
TRINITY_DN126754_c2_g1_i1	1.172579741	meanmale	FC1
TRINITY_DN127570_c2_g1_i1	2.071772325	meanmale	FC1
TRINITY_DN122337_c2_g1_i4	2.758951008	meanmale	FC1
TRINITY_DN120485_c1_g5_i1	4.421679532	meanmale	FC1
TRINITY_DN112749_c0_g3_i7	2.777284501	meanmale	FC1
TRINITY_DN115604_c0_g3_i1	3.461623742	meanmale	FC1
TRINITY_DN130313_c0_g5_i1	5.222956659	meanmale	FC1
TRINITY_DN142998_c0_g1_i1	4.309042277	meanfemale	FC7
TRINITY_DN27005_c0_g1_i1	3.669005653	meanfemale	FC7
TRINITY_DN126082_c1_g2_i1	2.346234498	meanfemale	FC7
TRINITY_DN109500_c0_g4_i1	2.4043654	meanfemale	FC7
TRINITY_DN167774_c0_g1_i1	7.125301211	meanfemale	FC7
TRINITY_DN113022_c0_g1_i1	0.984485155	meanfemale	FC7
TRINITY_DN130085_c0_g4_i1	9.455445286	meanfemale	FC7
TRINITY_DN107602_c0_g1_i1	10.47688312	meanfemale	FC7
TRINITY_DN70872_c0_g1_i1	-0.480107915	meanfemale	FC7
TRINITY_DN179282_c0_g1_i1	7.42996938	meanfemale	FC7
TRINITY_DN130269_c0_g1_i1	0.934316608	meanfemale	FC7
TRINITY_DN133632_c2_g7_i15	5.783746209	meanfemale	FC7
TRINITY_DN123727_c4_g1_i1	1.158618369	meanfemale	FC7
TRINITY_DN120303_c3_g1_i1	8.944890171	meanfemale	FC5
TRINITY_DN134368_c1_g3_i1	3.749170015	meanfemale	FC5
TRINITY_DN107602_c0_g3_i1	11.34243061	meanfemale	FC5
TRINITY_DN37225_c0_g2_i1	10.29883175	meanfemale	FC5
TRINITY_DN127561_c4_g3_i1	6.45293457	meanfemale	FC5
TRINITY_DN120299_c0_g3_i2	0.842538687	meanfemale	FC5
TRINITY_DN119520_c3_g2_i4	5.10577229	meanfemale	FC5
TRINITY_DN133632_c2_g4_i3	5.440583514	meanfemale	FC5
TRINITY_DN118022_c0_g1_i1	2.16434894	meanfemale	FC5
TRINITY_DN6127_c0_g1_i1	7.902195922	meanfemale	FC5
TRINITY_DN126472_c1_g2_i1	0.471962702	meanfemale	FC5
TRINITY_DN128394_c4_g1_i3	3.514731676	meanfemale	FC5
TRINITY_DN96380_c0_g1_i1	5.105324118	meanfemale	FC5
TRINITY_DN128592_c11_g1_i1	5.612105733	meanfemale	FC5
TRINITY_DN122454_c0_g2_i2	1.704405615	meanfemale	FC5
TRINITY_DN128124_c11_g2_i3	4.764741048	meanfemale	FC5
TRINITY_DN130085_c0_g1_i1	5.765489989	meanfemale	FC5
TRINITY_DN128148_c0_g18_i1	2.708621089	meanfemale	FC3
TRINITY_DN134935_c0_g2_i1	-2.199589009	meanfemale	FC3
TRINITY_DN121385_c0_g3_i3	2.040080576	meanfemale	FC3
TRINITY_DN19764_c0_g1_i1	7.519037299	meanfemale	FC3
TRINITY_DN105647_c0_g2_i1	0.313820305	meanfemale	FC3
TRINITY_DN121200_c0_g1_i1	-1.289664799	meanfemale	FC3
TRINITY_DN132254_c0_g1_i1	-1.069444378	meanfemale	FC3
TRINITY_DN107602_c0_g2_i1	11.28808405	meanfemale	FC3
TRINITY_DN96380_c0_g3_i1	3.916390952	meanfemale	FC3
TRINITY_DN124875_c1_g1_i1	0.015949039	meanfemale	FC3
TRINITY_DN136095_c7_g1_i1	3.353900108	meanfemale	FC3
TRINITY_DN9176_c0_g1_i1	1.624297587	meanfemale	FC3
TRINITY_DN127692_c0_g3_i1	0.144421733	meanfemale	FC3
TRINITY_DN124267_c8_g1_i2	3.783554527	meanfemale	FC3
TRINITY_DN136702_c5_g1_i1	5.274371256	meanfemale	FC3
TRINITY_DN131692_c0_g2_i1	4.118094209	meanfemale	FC3
TRINITY_DN130203_c1_g4_i1	2.785106194	meanfemale	FC3
TRINITY_DN121545_c0_g4_i1	1.657858139	meanfemale	FC3
TRINITY_DN126527_c2_g2_i1	2.737885251	meanfemale	FC3
TRINITY_DN102016_c0_g3_i1	0.220788902	meanfemale	FC3
TRINITY_DN122533_c0_g1_i1	4.537497355	meanfemale	FC3
TRINITY_DN136702_c5_g3_i1	3.656916223	meanfemale	FC3
TRINITY_DN120478_c0_g1_i1	2.874332468	meanfemale	FC3
TRINITY_DN129651_c0_g4_i5	0.689726569	meanfemale	FC3
TRINITY_DN153705_c0_g1_i1	1.320826855	meanfemale	FC3
TRINITY_DN118888_c0_g1_i2	0.909871761	meanfemale	FC3
TRINITY_DN133894_c0_g1_i1	-3.152930438	meanfemale	FC3
TRINITY_DN129827_c5_g2_i1	3.413082861	meanfemale	FC3
TRINITY_DN182627_c0_g1_i1	1.337971644	meanfemale	FC3
TRINITY_DN134475_c3_g2_i1	1.030788421	meanfemale	FC3
TRINITY_DN119925_c1_g1_i1	1.676918706	meanfemale	FC3
TRINITY_DN126137_c6_g9_i1	1.713447064	meanfemale	FC3
TRINITY_DN120303_c0_g4_i1	1.700279824	meanfemale	FC3
TRINITY_DN120435_c1_g1_i1	0.917847308	meanfemale	FC3
TRINITY_DN97635_c0_g1_i5	2.699315869	meanfemale	FC3
TRINITY_DN110205_c0_g1_i1	4.413098264	meanfemale	FC3
TRINITY_DN126361_c2_g2_i3	0.44891956	meanfemale	FC3
TRINITY_DN96058_c0_g1_i3	2.859951625	meanfemale	FC3
TRINITY_DN133419_c0_g1_i1	-1.089134457	meanfemale	FC1
TRINITY_DN106055_c0_g2_i1	2.436213335	meanfemale	FC1
TRINITY_DN114670_c0_g1_i1	0.860927702	meanfemale	FC1
TRINITY_DN134442_c2_g1_i1	1.495013241	meanfemale	FC1
TRINITY_DN117740_c0_g1_i2	0.259559948	meanfemale	FC1
TRINITY_DN120502_c0_g1_i1	-0.252461073	meanfemale	FC1
TRINITY_DN131767_c0_g2_i1	-1.617478663	meanfemale	FC1
TRINITY_DN123800_c0_g1_i1	-0.474136752	meanfemale	FC1
TRINITY_DN75938_c0_g1_i1	-0.255392335	meanfemale	FC1
TRINITY_DN125465_c0_g2_i1	1.360903406	meanfemale	FC1
TRINITY_DN110867_c0_g1_i1	1.288998232	meanfemale	FC1
TRINITY_DN127334_c4_g1_i1	2.385758295	meanfemale	FC1
TRINITY_DN121035_c0_g2_i1	0.407176199	meanfemale	FC1
TRINITY_DN124366_c0_g1_i1	0.87004336	meanfemale	FC1
TRINITY_DN129181_c0_g4_i14	3.669550652	meanfemale	FC1
TRINITY_DN34585_c0_g1_i1	2.977176695	meanfemale	FC1
TRINITY_DN113738_c0_g2_i6	2.795607082	meanfemale	FC1
TRINITY_DN125119_c3_g6_i1	1.234103599	meanfemale	FC1
TRINITY_DN136165_c4_g1_i1	2.35493472	meanfemale	FC1
TRINITY_DN72345_c0_g1_i1	2.183395739	meanfemale	FC1
TRINITY_DN161459_c0_g1_i1	4.518384792	meanfemale	FC1
TRINITY_DN126074_c5_g1_i3	1.807092924	meanfemale	FC1
TRINITY_DN131174_c1_g2_i1	2.017156815	meanfemale	FC1
TRINITY_DN97415_c1_g1_i1	1.43541833	meanfemale	FC1
TRINITY_DN112847_c0_g1_i1	0.820538553	meanfemale	FC1
TRINITY_DN135762_c3_g1_i1	1.931663094	meanfemale	FC1
TRINITY_DN127333_c1_g3_i1	4.200835081	meanfemale	FC1
TRINITY_DN127041_c0_g1_i3	6.869127495	meanfemale	FC1
TRINITY_DN116092_c0_g3_i1	2.320724713	meanfemale	FC1
TRINITY_DN130860_c2_g1_i3	6.560517727	meanfemale	FC1
TRINITY_DN107343_c0_g1_i1	5.380688707	meanfemale	FC1
TRINITY_DN114230_c0_g1_i1	0.465131507	meanfemale	FC1
TRINITY_DN128775_c0_g1_i1	-0.498851429	meanfemale	FC1
TRINITY_DN119834_c0_g1_i2	3.278386567	meanfemale	FC1
TRINITY_DN134057_c5_g4_i2	-0.789595001	meanfemale	FC1
TRINITY_DN104464_c0_g1_i1	2.34662106	meanfemale	FC1
TRINITY_DN129937_c0_g3_i4	5.525602386	meanfemale	FC1
TRINITY_DN120956_c1_g1_i8	1.233606027	meanfemale	FC1
TRINITY_DN107814_c0_g2_i1	0.749784571	meanfemale	FC1
TRINITY_DN131259_c12_g4_i1	2.493551954	meanfemale	FC1
TRINITY_DN134779_c7_g2_i1	1.715037889	meanfemale	FC1
TRINITY_DN130147_c2_g5_i1	3.897628795	meanfemale	FC1
TRINITY_DN127281_c1_g1_i3	9.629464303	meanfemale	FC1
TRINITY_DN120145_c0_g1_i1	2.192709955	meanfemale	FC1
TRINITY_DN129628_c2_g2_i2	1.630916341	meanfemale	FC1
TRINITY_DN128335_c3_g2_i1	1.045041676	meanfemale	FC1
TRINITY_DN121738_c0_g2_i3	5.925859354	meanfemale	FC1
TRINITY_DN122662_c0_g12_i1	0.95438779	meanfemale	FC1
TRINITY_DN134360_c3_g1_i1	3.633317313	meanfemale	FC1
TRINITY_DN135127_c9_g1_i3	6.024954299	meanfemale	FC1
TRINITY_DN99267_c0_g1_i2	4.312493591	meanfemale	FC1
TRINITY_DN115794_c1_g1_i1	3.304753005	meanfemale	FC1
TRINITY_DN134082_c5_g3_i3	3.951642337	meanfemale	FC1
TRINITY_DN111810_c0_g4_i1	0.861900411	meanfemale	FC1
TRINITY_DN129562_c0_g3_i1	1.596439493	meanfemale	FC1
TRINITY_DN115366_c0_g1_i1	3.022262011	meanfemale	FC1
TRINITY_DN130236_c1_g1_i4	4.183326316	meanfemale	FC1
TRINITY_DN131688_c2_g1_i2	2.528635891	meanfemale	FC1
TRINITY_DN119785_c0_g3_i1	1.498302991	meanfemale	FC1
TRINITY_DN111338_c0_g1_i1	4.931594188	meanfemale	FC1
TRINITY_DN136145_c2_g6_i4	5.368581897	meanfemale	FC1
TRINITY_DN128286_c3_g2_i3	3.937244234	meanfemale	FC1
TRINITY_DN133528_c0_g1_i3	3.15399898	meanfemale	FC1
TRINITY_DN132736_c0_g1_i2	3.588678632	meanfemale	FC1
TRINITY_DN126754_c2_g1_i1	2.569595539	meanfemale	FC1
TRINITY_DN127570_c2_g1_i1	3.443265926	meanfemale	FC1
TRINITY_DN122337_c2_g1_i4	4.073503561	meanfemale	FC1
TRINITY_DN120485_c1_g5_i1	5.726814173	meanfemale	FC1
TRINITY_DN112749_c0_g3_i7	4.066380506	meanfemale	FC1
TRINITY_DN115604_c0_g3_i1	4.719509312	meanfemale	FC1
TRINITY_DN130313_c0_g5_i1	6.372626948	meanfemale	FC1
